Hybridization REF	TCGA-A6-2677-01A-01R-0821-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.73275
CREB3L1	0.52575
RPS11	0.89175
PNMA1	-1.59775
MMP2	-1.6905
C10orf90	-2.1125
ZHX3	-0.856166666666667
ERCC5	0.11975
GPR98	-1.05075
RXFP3	0.7665
APBB2	0.92475
PRO0478	-0.96975
KLHL13	-2.97975
PRSSL1	0.169166666666667
PDCL3	0.432666666666667
DECR1	1.09625
SALL1	-3.17816666666667
CADM4	0.168166666666667
RPS18	0.9685
HNRPD	-0.584333333333333
CFHR5	0.2955
SLC10A7	0.629125
OR2K2	0.00950000000000001
LMAN1	-1.082375
SUHW1	-1.348
CHD8	-0.8168
SUMO1	0.213
GP1BA	-0.2185
DDB1	-0.7145
MYO9B	-0.642
MMP7	5.924
CRNKL1	0.92675
C9orf45	-2.18866666666667
XAB2	0.00762499999999999
RTN1	0.180375
KLHL14	-0.796625
TBX10	-0.41
CENPQ	-0.78525
UTY	-0.706785714285714
ZBTB12	0.5345
DTNBP1	-0.34825
KBTBD8	0.280833333333333
ZEB1	-1.2135
ZG16	3.735
MIER1	0.8007
ADAM5P	-1.027
CHD9	-0.289
STK16	0.825
KIAA1486	-0.3815
TOB2	0.905083333333333
BANK1	2.544
OR2V2	-0.1195
GRM2	-0.0615
PROSC	0.901
SPIN2B	0.45675
PIR	-1.55266666666667
IPO9	-0.6256
EVC	-2.30233333333333
CXCL13	0.7245
KIAA1199	2.1299
SORL1	2.28275
NAT10	0.14025
CHD1	-0.0765
SYN3	3.015
SLC22A2	-0.1395
SERPINF1	-2.04016666666667
WDR34	-0.609
OR7A17	0.036
C9orf11	0.331
RNF216L	-0.3157
LHB	0.105
STK25	-0.37525
TAOK3	0.57425
LOC152573	-1.82225
C3orf39	-0.006375
C14orf108	1.1173
CDC25B	-0.270636363636364
BMP3	-0.0795
TMEM180	-0.1525
MAP1LC3C	0.06
CRYGC	-0.3085
POU3F1	-0.7752
C20orf32	-0.95
CCDC95	0.202
HIGD1B	1.8775
USP6NL	0.962125
ABCD4	0.222833333333333
DIMT1L	0.015
TEK	-0.02025
SLC25A46	0.5825
LARP7	-1.0391
CD160	0.735166666666667
MT1JP	-0.0685
PHF20	-0.4468125
CPNE4	-0.752
GTPBP1	-0.9975
RAB33B	1.05116666666667
ALDOC	-0.952875
ZNF212	-0.592
NUDT1	-0.846
RFPL2	-0.45525
ZNF83	-0.2955
GDPD5	-0.967375
PDCD4	0.58785
CEP350	-0.2805
OR10A2	-0.06775
CST7	0.2715
CIAO1	-0.44975
SELL	0.73975
OR8J3	0.343
LTBP4	0.0946666666666667
SIRT6	0.75875
CCL19	3.61575
PPIL1	-0.124833333333333
GBP7	0.000666666666666649
STK17A	-1.4602
ABR	-0.36325
OR9G1	0.452
FOXE1	-0.292625
CNGA3	0.071
GML	0.022
CD38	0.32975
ZDHHC6	1.0865
NEFH	-3.975
CTDSP2	-0.140083333333333
PGBD5	-0.847833333333333
CCNY	0.0632142857142857
RMND5B	-0.630416666666667
ZNF257	-2.6555
FLJ22167	-0.343
EXOSC7	-0.159333333333333
ROR2	-0.77325
MAOA	1.89875
TNNT3	0.452666666666667
GYPC	-2.4505
C7orf33	0.696
PLIN	1.87016666666667
LOC90826	0.1275
RNF4	-0.2816
F8A1	-0.690166666666667
PLEKHG4	0.266
GRB2	0.2111
HIST1H2AD	0.02175
DUS3L	0.420666666666667
EIF1	0.615833333333333
RP5-1077B9.4	-1.46133333333333
FPGT	1.99875
GDF10	-1.08083333333333
COQ9	0.62725
GCC2	-0.175071428571429
RARRES3	0.21425
PLXNA1	-0.6947
KIAA0100	-0.5609
PMF1	-0.2865
FNDC1	2.18975
HS2ST1	0.147833333333333
CRELD2	-0.582
C8G	-1.4545
CD82	-0.39875
LIM2	-0.051
UNQ6490	0.657
MMP16	0.2255
DRD3	0.551
C5orf26	0.4055
C11orf73	-0.19775
PTP4A2	-0.8295
OR4M2	0.462
HPCA	-1.64483333333333
SEC14L1	-1.302
CHFR	-1.050125
EMILIN1	-0.206125
NDUFS4	0.29525
COL18A1	-2.255875
PDZD3	3.2123
C9orf16	0.204
ERBB2IP	0.296833333333333
EMX2	0.9095
FUS	-1.16475
TF	-4.2766
CLCN4	0.681
CXorf56	0.70025
C11orf72	0.312
ELAC2	-1.63616666666667
NPR1	-1.6735
ASS1	0.025
USP42	0.064625
POLR2J	-0.067
SEC23IP	0.449833333333333
UQCRC1	0.41225
LOC729603	-0.40775
C1orf71	-0.832875
POLG	-1.668
ADAM23	-3.607
TFR2	-0.61925
RICTOR	-0.9103
MGC39606	-0.062
C19orf55	0.048375
SNAPC1	-1.02283333333333
GNA11	0.539375
CCDC52	0.345166666666667
FSIP1	4.137
UPF3A	-0.661625
IGSF11	-1.92683333333333
LAGE3	-0.18825
CHST6	-2.565
UNC13B	0.177875
TTLL4	-0.65825
ZNF687	0.124125
SDC2	-1.9098
COX7A2	0.6875
LAMB4	0.1495
FAM24A	0.4705
LRRTM3	-0.682
GPHB5	0.7795
OR4C13	0.0665
EIF3EIP	0.650214285714286
HABP4	-1.235
TMEM125	3.962
CNTN2	0.044
ASNSD1	0.35475
FUT4	2.012875
ACF	1.20425
LOC158381	-0.326
CDH8	-0.00349999999999999
AGPS	0.507333333333333
C4orf18	-0.61075
PECI	-0.354083333333333
UNG	0.455625
GSTP1	0.18575
DCUN1D5	-0.905666666666667
DKFZP564J0863	-0.6655
SLC9A3R1	0.04775
BCDO2	-0.109125
CHMP7	-1.088625
REM2	0.902
DNHD1	-0.331
FKBP4	-1.20325
ZNF350	1.01575
MGC11102	-0.01525
BST1	1.25075
KISS1R	0.813
NCR2	0.3875
DEFB125	-0.2095
UBE2W	1.36225
KRT15	-1.071625
C10orf99	3.7745
SCN11A	0.4005
GFI1	-2.55425
RDHE2	1.28366666666667
