Hybridization REF	TCGA-A6-2676-01A-01R-0826-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.596583333333333
CREB3L1	1.7055
RPS11	1.29125
PNMA1	0.80125
MMP2	-1.24966666666667
C10orf90	-2.5435
ZHX3	-1.2695
ERCC5	0.143
GPR98	-2.1835
RXFP3	0.8915
APBB2	0.68375
PRO0478	-1.711375
KLHL13	0.77025
PRSSL1	-0.299
PDCL3	0.3225
DECR1	0.69525
SALL1	-3.92483333333333
CADM4	-0.149666666666667
RPS18	1.453
HNRPD	-0.534166666666667
CFHR5	0.196166666666667
SLC10A7	0.96425
OR2K2	-0.093
LMAN1	0.778
SUHW1	-3.43825
CHD8	-1.4524
SUMO1	0.799
GP1BA	0.5507
DDB1	-0.696
MYO9B	-0.0616
MMP7	0.79325
CRNKL1	0.30475
C9orf45	-2.35
XAB2	0.246375
RTN1	1.025375
KLHL14	-1.408625
TBX10	-1.06
CENPQ	2.03625
UTY	-1.44014285714286
ZBTB12	0.5655
DTNBP1	-0.025875
KBTBD8	0.886166666666667
ZEB1	-1.46433333333333
ZG16	-0.941
MIER1	0.7338
ADAM5P	0.6005
CHD9	-0.7145625
STK16	0.169
KIAA1486	-0.123
TOB2	0.863583333333333
BANK1	2.1695
OR2V2	0.6035
GRM2	0.346833333333333
PROSC	-0.35575
SPIN2B	-2.835
PIR	-0.895777777777778
IPO9	-0.4285
EVC	-1.57633333333333
CXCL13	5.33633333333333
KIAA1199	-1.1717
SORL1	0.804
NAT10	-0.142
CHD1	0.001
SYN3	-0.43125
SLC22A2	-0.64625
SERPINF1	-1.56116666666667
WDR34	-0.22325
OR7A17	0.5
C9orf11	-0.089
RNF216L	0.1596
LHB	0.377
STK25	-0.1645
TAOK3	0.3875
LOC152573	-1.381
C3orf39	0.7945
C14orf108	1.1576
CDC25B	-0.0621818181818182
BMP3	1.0395
TMEM180	0.2365
MAP1LC3C	-0.1365
CRYGC	-0.289
POU3F1	-1.2561
C20orf32	-0.582
