Hybridization REF	TCGA-AA-3548-01A-01R-0821-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.489
CREB3L1	0.8985
RPS11	0.729375
PNMA1	-1.3365
MMP2	-0.535833333333333
C10orf90	-1.8595
ZHX3	-0.5215
ERCC5	0.0695
GPR98	-1.27928571428571
RXFP3	0.5205
APBB2	0.68
PRO0478	-0.943875
KLHL13	-2.03225
PRSSL1	-0.0885
PDCL3	0.118166666666667
DECR1	1.455375
SALL1	-1.7555
CADM4	-0.0533333333333333
RPS18	0.771928571428571
HNRPD	-0.5565
CFHR5	0.394333333333333
SLC10A7	0.19975
OR2K2	0.566
LMAN1	-0.772
SUHW1	-1.25275
CHD8	-0.6811
SUMO1	-0.1735
GP1BA	0.202
DDB1	-0.6145
MYO9B	-0.511
MMP7	2.899
CRNKL1	0.733875
C9orf45	-1.52383333333333
XAB2	0.0305
RTN1	1.114
KLHL14	-0.975125
TBX10	0.8685
CENPQ	-1.219
UTY	-1.0535
ZBTB12	0.3115
DTNBP1	-0.27325
KBTBD8	0.0898333333333333
ZEB1	-0.477833333333333
ZG16	3.4575
MIER1	0.5645
ADAM5P	0.115
CHD9	-0.677375
STK16	0.02075
KIAA1486	-0.046
TOB2	0.381083333333333
BANK1	2.116
OR2V2	0.23475
GRM2	0.222166666666667
PROSC	1.24675
SPIN2B	-0.196
PIR	-2.01544444444444
IPO9	-0.3682
EVC	-0.796833333333333
CXCL13	1.068
KIAA1199	1.1834
SORL1	1.73075
NAT10	-0.10575
CHD1	-0.30525
SYN3	0.066
SLC22A2	-0.0755
SERPINF1	0.102166666666667
WDR34	-0.258
OR7A17	0.202
C9orf11	0.068
RNF216L	-0.2465
LHB	0.153
STK25	-0.2925
TAOK3	0.37775
LOC152573	0.53775
C3orf39	-0.21125
C14orf108	0.6913
CDC25B	-0.422818181818182
BMP3	0.404
TMEM180	0.3165
MAP1LC3C	0.0305
CRYGC	0.153
POU3F1	-0.5169
C20orf32	-0.331
CCDC95	0.0945
HIGD1B	2.6105
USP6NL	0.7585
ABCD4	0.0446666666666667
DIMT1L	-0.0819166666666667
TEK	1.756375
SLC25A46	-0.13575
LARP7	-1.6298
CD160	0.256666666666667
MT1JP	1.304
PHF20	-0.6233125
CPNE4	-0.6815
GTPBP1	-1.04685714285714
RAB33B	0.598
ALDOC	-1.489125
ZNF212	-0.59875
NUDT1	-0.796666666666667
RFPL2	-0.924
ZNF83	-0.95
GDPD5	-1.069625
PDCD4	0.58315
CEP350	-0.40325
OR10A2	0.16
CST7	-0.06425
CIAO1	-0.34475
SELL	0.295625
OR8J3	-0.2305
LTBP4	0.137166666666667
SIRT6	0.4425
CCL19	2.38075
