Hybridization REF	TCGA-A6-2679-11A-01R-1758-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.875083333333333
CREB3L1	1.558
RPS11	0.87875
PNMA1	-0.581
MMP2	-0.475
C10orf90	-1.62975
ZHX3	-0.148666666666667
ERCC5	0.88725
GPR98	-0.870625
RXFP3	0.0955
APBB2	0.2975
PRO0478	-0.999625
KLHL13	-0.815
PRSSL1	-0.675666666666667
PDCL3	0.0931666666666667
DECR1	1.5265
SALL1	-1.43633333333333
CADM4	-0.825166666666667
RPS18	0.367285714285714
HNRPD	-0.82975
CFHR5	0.0821666666666666
SLC10A7	0.3245
OR2K2	0.3035
LMAN1	-0.6395
SUHW1	-3.601
CHD8	-0.5098
SUMO1	0.7895
GP1BA	1.987
DDB1	-0.759166666666667
MYO9B	0.1708
MMP7	-0.27925
CRNKL1	0.32325
C9orf45	-1.453
XAB2	-0.24825
RTN1	1.561125
KLHL14	-0.952375
TBX10	2.347
CENPQ	-1.502
UTY	-1.21614285714286
ZBTB12	-0.102
DTNBP1	0.6265
KBTBD8	0.5825
ZEB1	-1.0555
ZG16	5.33275
MIER1	1.1693
ADAM5P	0.756
CHD9	-0.1239375
STK16	0.95675
KIAA1486	-1.278
TOB2	0.775083333333333
BANK1	4.4645
OR2V2	0.1085
GRM2	-0.144833333333333
PROSC	0.5685
SPIN2B	0.63425
PIR	-1.59544444444444
IPO9	-0.9183
EVC	-0.485666666666667
CXCL13	5.786
KIAA1199	-2.5628
SORL1	1.7665
NAT10	-0.77225
CHD1	-0.229
SYN3	0.8565
SLC22A2	-0.09775
SERPINF1	-0.460166666666667
WDR34	-1.1485
OR7A17	0.40375
C9orf11	-0.452
RNF216L	-0.216
LHB	0.136
STK25	-0.36375
TAOK3	1.570375
LOC152573	1.101
C3orf39	-0.6025
C14orf108	1.6803
CDC25B	-1.293
BMP3	3.4235
TMEM180	-0.0605
MAP1LC3C	0.7095
CRYGC	-0.4125
POU3F1	-1.6396
C20orf32	-1.2175
CCDC95	-0.741
HIGD1B	3.07475
USP6NL	0.344375
ABCD4	0.622166666666667
DIMT1L	-0.666
TEK	1.826625
SLC25A46	0.7905
LARP7	-0.9687
CD160	3.6495
MT1JP	2.67083333333333
PHF20	-1.026625
CPNE4	0.24475
GTPBP1	-0.0208571428571429
RAB33B	0.612
ALDOC	-2.024875
ZNF212	0.078
NUDT1	-0.732666666666667
RFPL2	-1.70225
ZNF83	-1.152
GDPD5	-1.542125
PDCD4	2.5446
CEP350	-0.31075
OR10A2	0.3345
CST7	2.20875
CIAO1	-0.91475
SELL	1.197875
OR8J3	2.6035
LTBP4	0.695333333333333
SIRT6	1.14325
CCL19	4.48375
PPIL1	-0.714666666666667
GBP7	0.828666666666667
STK17A	0.3508
ABR	1.894
OR9G1	0.6045
FOXE1	-1.192125
CNGA3	2.5405
GML	0.7835
CD38	1.5625
ZDHHC6	0.432333333333333
NEFH	-1.6045
CTDSP2	1.12891666666667
PGBD5	-1.01216666666667
CCNY	0.332214285714286
RMND5B	0.07
ZNF257	-3.46325
FLJ22167	-0.98275
EXOSC7	-0.5555
ROR2	-0.0565
MAOA	4.551375
TNNT3	0.471833333333333
GYPC	-1.109
C7orf33	0.4355
PLIN	1.09233333333333
LOC90826	-0.1255
RNF4	-0.2397
F8A1	0.121166666666667
PLEKHG4	-1.7095
GRB2	-0.405
HIST1H2AD	-0.73225
DUS3L	-1.22083333333333
EIF1	-0.0931666666666667
RP5-1077B9.4	-1.4275
FPGT	1.37675
GDF10	0.816166666666667
COQ9	0.928
GCC2	0.467857142857143
RARRES3	2.957375
PLXNA1	-1.0635
KIAA0100	-0.1955
PMF1	-0.1
FNDC1	3.55675
HS2ST1	-0.336166666666667
CRELD2	0.853
C8G	1.1505
CD82	-0.3965
LIM2	-1.1655
UNQ6490	-0.5885
MMP16	-0.30475
DRD3	0.52725
C5orf26	-0.53725
C11orf73	-0.280375
PTP4A2	0.78825
OR4M2	0.2525
HPCA	-0.8605
SEC14L1	-0.364333333333333
CHFR	0.329625
EMILIN1	0.751625
NDUFS4	0.849
COL18A1	-1.296875
PDZD3	3.0875
C9orf16	-0.285166666666667
ERBB2IP	0.5695
EMX2	2.888
FUS	-2.045
TF	-3.1968
CLCN4	0.447666666666667
CXorf56	0.027
C11orf72	0.44325
ELAC2	-0.910666666666667
NPR1	-0.77875
ASS1	1.34366666666667
USP42	-0.475375
POLR2J	-0.318
SEC23IP	0.4675
UQCRC1	1.29
LOC729603	0.25025
C1orf71	-0.191375
POLG	-1.883
ADAM23	-2.76675
TFR2	-1.12925
RICTOR	-0.602
MGC39606	-0.1345
C19orf55	-0.69425
SNAPC1	-1.70266666666667
GNA11	1.816125
CCDC52	-0.350666666666667
FSIP1	2.5075
UPF3A	-0.652625
IGSF11	-1.01333333333333
LAGE3	-1.08575
CHST6	0.3635
UNC13B	1.29775
TTLL4	-1.620375
ZNF687	-0.16725
SDC2	-1.3522
COX7A2	1.15325
LAMB4	-0.1355
FAM24A	0.509
LRRTM3	-1.40783333333333
GPHB5	0.4945
OR4C13	0.2535
EIF3EIP	0.698214285714286
HABP4	-0.507
TMEM125	4.4005
CNTN2	1.613125
ASNSD1	-0.57475
FUT4	1.387375
ACF	1.40275
LOC158381	1.112
CDH8	-0.2665
AGPS	0.104333333333333
C4orf18	1.125375
PECI	0.744333333333333
UNG	-0.369
GSTP1	0.1035
DCUN1D5	-1.903
DKFZP564J0863	-0.2445
SLC9A3R1	0.54575
BCDO2	-0.038875
CHMP7	-0.215625
REM2	-0.154
DNHD1	-0.782625
FKBP4	-1.552875
ZNF350	1.4955
MGC11102	-0.299875
BST1	2.61275
KISS1R	0.368
NCR2	0.638
DEFB125	0.3775
UBE2W	0.608625
KRT15	-2.48975
C10orf99	2.7485
SCN11A	0.63225
GFI1	1.6765
RDHE2	3.60633333333333
FHL1	0.528666666666667
OSGEP	0.816166666666667
GATA1	-2.29933333333333
SMC6	-0.77175
TTTY14	-1.046
LPIN3	-0.00725000000000001
RPL4	-0.5779
RBPMS	-1.2447
PRPF3	-1.10866666666667
EMR1	-0.239
SPATA19	-0.171
XCR1	0.248
IRX3	-2.1973
RBM6	-0.881
KLF4	2.3442
UNC5CL	0.225
SEBOX	-0.3055
BTK	0.90025
KRCC1	2.43925
C6orf27	0.679
SYTL5	-0.9015
PRND	0.171875
LOC653319	-1.6455
PIGL	-0.97725
HUS1	1.14316666666667
