Hybridization REF	TCGA-AA-3976-01A-01R-1022-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.0109166666666667
CREB3L1	1.076
RPS11	1.110125
PNMA1	-2.1455
MMP2	-0.205
C10orf90	-1.66875
ZHX3	-0.808166666666667
ERCC5	0.03625
GPR98	-0.712625
RXFP3	1.094
APBB2	0.052
PRO0478	-1.40325
KLHL13	-2.71275
PRSSL1	-0.0266666666666667
PDCL3	0.533333333333333
DECR1	0.43525
SALL1	-1.67716666666667
CADM4	-0.251666666666667
RPS18	1.0135
HNRPD	-0.915833333333333
CFHR5	0.0968
SLC10A7	0.218875
OR2K2	-0.556
LMAN1	-0.89075
SUHW1	-2.37625
CHD8	-1.7442
SUMO1	0.1834
GP1BA	0.099
DDB1	-1.064
MYO9B	-0.4545
MMP7	6.36
CRNKL1	1.0185
C9orf45	-1.7395
XAB2	0.434875
RTN1	0.508375
KLHL14	-1.311
TBX10	3.4965
CENPQ	-0.17525
UTY	2.45964285714286
ZBTB12	0.031
DTNBP1	-0.051875
KBTBD8	0.868333333333333
ZEB1	-0.889
ZG16	5.37375
MIER1	0.2306
ADAM5P	0.2945
CHD9	-0.51675
STK16	0.8835
KIAA1486	-0.2705
TOB2	-0.00983333333333334
BANK1	2.4285
OR2V2	0.461
GRM2	0.362
PROSC	0.02275
SPIN2B	1.22275
PIR	-2.32777777777778
IPO9	-0.7066
EVC	-1.051
CXCL13	2.55216666666667
KIAA1199	3.1863
SORL1	0.4575
NAT10	-0.132
CHD1	-0.00775000000000001
SYN3	1.0815
SLC22A2	-0.018
SERPINF1	-1.1955
WDR34	-0.6195
OR7A17	0.68575
C9orf11	0.6205
RNF216L	-0.4244
LHB	0.654
STK25	0.24475
TAOK3	0.89075
LOC152573	-0.72675
C3orf39	-0.034125
C14orf108	0.292
CDC25B	0.690818181818182
BMP3	0.09
TMEM180	0.407
MAP1LC3C	-0.0935
CRYGC	0.034
POU3F1	-1.1301
C20orf32	-1.603
CCDC95	0.1995
HIGD1B	2.3175
USP6NL	1.208625
ABCD4	-0.469833333333333
DIMT1L	0.309083333333333
TEK	0.25775
SLC25A46	0.42775
LARP7	-1.4552
CD160	0.593833333333333
MT1JP	-0.6045
PHF20	-0.4183125
CPNE4	-1.23975
GTPBP1	-1.0625
RAB33B	1.53033333333333
ALDOC	-1.926125
ZNF212	-0.87525
NUDT1	-0.651166666666667
RFPL2	-1.38175
ZNF83	-1.09333333333333
GDPD5	0.24075
PDCD4	0.7797
CEP350	-1.404
OR10A2	0.073
CST7	0.7215
CIAO1	-0.5945
SELL	0.789875
OR8J3	0.208
LTBP4	0.440833333333333
SIRT6	1.571
CCL19	3.82225
PPIL1	-0.00633333333333335
GBP7	0.184333333333333
STK17A	-0.4271
ABR	0.4775
OR9G1	-0.362
FOXE1	-0.162125
CNGA3	0.5185
GML	0.853
CD38	-1.21025
ZDHHC6	0.7405
NEFH	-2.95325
CTDSP2	0.324
PGBD5	-0.420333333333333
CCNY	0.0677142857142857
RMND5B	0.397666666666667
ZNF257	-3.03825
FLJ22167	0.9675
EXOSC7	-0.155
ROR2	-0.3805
MAOA	2.396375
TNNT3	-0.755333333333333
GYPC	-1.93925
C7orf33	0.762
PLIN	0.6905
LOC90826	-0.428
RNF4	-0.9539
F8A1	-0.701
PLEKHG4	0.576
GRB2	-0.687
HIST1H2AD	-0.676
DUS3L	0.689166666666667
EIF1	-0.6685
RP5-1077B9.4	-0.330833333333333
FPGT	1.517
GDF10	1.579
COQ9	0.72175
GCC2	-0.3735
RARRES3	0.96975
PLXNA1	-0.2904
KIAA0100	-1.2723
PMF1	0.10325
FNDC1	4.2255
HS2ST1	0.04175
CRELD2	-0.478
C8G	0.1535
CD82	-0.45475
LIM2	-0.3835
UNQ6490	-0.0795
MMP16	-0.1325
DRD3	0.6335
C5orf26	0.032
C11orf73	0.446625
PTP4A2	-0.8425
OR4M2	0.451
HPCA	-0.171833333333333
SEC14L1	-1.15533333333333
CHFR	-0.220875
EMILIN1	0.45825
NDUFS4	0.23225
COL18A1	-1.433
PDZD3	2.7885
C9orf16	1.17533333333333
ERBB2IP	-0.1795
EMX2	0.2715
FUS	-1.4035
TF	-3.433
CLCN4	0.73
CXorf56	0.666
C11orf72	0.823
ELAC2	-1.56016666666667
NPR1	-1.40075
ASS1	0.377
USP42	-0.31225
POLR2J	0.0585
SEC23IP	0.5595
UQCRC1	0.9575
LOC729603	0.27175
C1orf71	-0.47625
POLG	-1.6895
ADAM23	-3.287
TFR2	-0.225
RICTOR	-0.8167
MGC39606	-0.05375
C19orf55	-0.033375
SNAPC1	-1.91316666666667
GNA11	0.752625
CCDC52	0.823333333333333
FSIP1	1.839
UPF3A	0.058375
IGSF11	-1.6964
LAGE3	-0.139
CHST6	-2.361
UNC13B	0.356625
TTLL4	-0.402875
ZNF687	-0.1695
SDC2	-0.8066
COX7A2	0.393
LAMB4	0.51575
FAM24A	-0.4295
LRRTM3	-1.19483333333333
GPHB5	1.38875
OR4C13	-0.39
EIF3EIP	0.0973571428571428
HABP4	-0.4665
TMEM125	3.697
CNTN2	-0.117875
ASNSD1	0.18975
FUT4	2.0185
ACF	0.68525
LOC158381	0.8305
CDH8	-0.88675
AGPS	-0.241
C4orf18	1.11375
PECI	-1.8735
UNG	0.40575
GSTP1	0.502875
DCUN1D5	-0.551666666666667
DKFZP564J0863	-0.44975
SLC9A3R1	-0.864625
BCDO2	-0.041375
CHMP7	-0.30975
REM2	0.133
DNHD1	-0.398428571428571
FKBP4	-0.69775
ZNF350	0.28775
MGC11102	0.248125
BST1	0.78425
KISS1R	1.468
NCR2	0.3125
DEFB125	0.086
UBE2W	1.07825
KRT15	-0.935125
C10orf99	3.1965
SCN11A	-0.123375
GFI1	-1.224
RDHE2	3.20916666666667
FHL1	-0.8525
OSGEP	-0.209833333333333
GATA1	-2.55516666666667
SMC6	-1.176
TTTY14	2.27175
LPIN3	0.082
RPL4	0.0515
RBPMS	0.1674
PRPF3	-0.278
EMR1	-2.078
SPATA19	-0.11225
XCR1	1.0185
IRX3	-1.74922222222222
RBM6	-0.525
KLF4	0.4387
UNC5CL	2.9955
SEBOX	-0.584
BTK	-1.13025
KRCC1	1.149
C6orf27	0.6435
SYTL5	-0.4345
PRND	0.753857142857143
LOC653319	-1.0095
PIGL	-0.1355
HUS1	0.904666666666667
SFRS6	1.29933333333333
C17orf77	0.2485
UIMC1	0.1435
FXYD2	-1.3661
LOC283152	0.2625
ZNF667	-2.24175
ZCCHC12	0.003
TFEC	1.2526
ATP7B	1.39616666666667
POLD2	-0.627666666666667
RG9MTD1	0.9215
ACOT2	-0.570166666666667
HIST1H4I	0.10425
PPARGC1A	0.3778
ETFA	0.0393
POLRMT	-0.2425
ZNF146	-0.582625
MIA2	-1.2875
KLHL6	-1.85166666666667
HOXB5	1.755375
NENF	0.582
CUGBP1	-0.53525
PRSS22	2.9025
CASC4	0.8267
CUL4B	0.2747
CENPJ	-0.5069
PITX1	1.4675
FLJ31033	0.317666666666667
CELSR3	-0.858333333333333
ZNF568	-0.8605
ITSN1	-0.837416666666667
EHBP1L1	-0.443666666666667
C19orf2	0.12425
DCTN1	-0.81075
LIN28B	-3.1015
TNKS2	0.1535
C1QBP	0.814875
CADPS2	0.74025
SRMS	0.7805
GJA9	0.1955
MGC24975	0.170833333333333
TRIM45	-2.09416666666667
TSP50	0.14625
TCP1	-1.02675
TMED7	0.4139
CMA1	-0.56
CENPL	-0.227666666666667
PTCRA	0.0315
FST	-4.5075
VWCE	-4.019
PAWR	0.4365
ABCC12	0.307833333333333
LDLR	-0.4655
ASTN2	-0.5555
LOC441212	0.002125
GPATCH8	-0.10475
TANC2	-1.91908333333333
KIF4A	-0.8195
C18orf18	0.01525
PGM1	-1.88675
KIAA0258	1.02575
CPD	0.110625
SNCAIP	0.59125
DCT	-3.4695
HLA-DOA	1.76927272727273
OR11L1	0.94
UPK1B	-0.734
DNAJB4	-0.50275
UGT1A8	1.45925
HIST1H4L	0.1695
PECR	-0.770833333333333
HSPA2	1.23
WFIKKN1	-1.684
SERP1	1.017
SYDE2	0.413
TACR2	0.6465
NUP85	-0.5555
CD177	0.7515
LGR5	3.06633333333333
PIGG	-0.539083333333333
PTHR1	-1.98233333333333
RAB5A	0.112
FLJ13224	0.2945
USP9Y	-0.361
C7orf53	-0.843
LRP1B	-1.219
XAF1	0.1665
ABCG8	-0.4785
ANKDD1A	-0.512666666666667
DAND5	-3.199
SPAG6	0.226166666666667
LINCR	1.67825
ZDHHC22	-0.937
CCDC60	0.57
THOC7	-0.334166666666667
TCTA	0.5057
OR8K3	0.73825
NY-REN-7	-0.53475
B2M	1.75266666666667
C6orf141	0.283125
LPPR4	2.3725
SQLE	-0.07925
SEPHS1	-0.17625
BTBD14B	0.306357142857143
PLRG1	-0.0805
SPG7	-0.632
ZNF614	-0.175666666666667
PARD6G	-0.0215
INPP5B	-0.6057
GRPEL2	1.301625
PPID	-0.4628
TRIM56	-1.09025
UBE2J1	0.439875
IL20RA	5.16125
LOC387856	0.219
C1orf107	0.939833333333333
UTS2R	1.219
C19orf22	1.00075
SAFB2	-0.613875
KIAA0652	-0.00275000000000001
KLRG1	-1.1895
MS4A8B	4.29916666666667
FRAG1	0.73025
KIAA1546	-0.68925
E2F4	0.6511
CLEC4M	0.630166666666667
BTBD14A	-0.28725
KIAA0999	0.0173
GYPA	-2.352
TAC1	1.245
TRAIP	-0.253833333333333
KIAA0232	-0.1719
ERCC8	0.168
GPX4	-0.100625
KIAA0368	-0.654125
GPR157	-0.0788333333333334
CTAGE4	1.3715
C9orf30	-1.222
OR52A1	1.682
HSP90B3P	0.351
ALG9	-0.4105
BTBD10	0.752
SDK2	-0.278
BAIAP3	-1.0095
RABGGTB	-0.47225
ANKRD40	-0.286833333333333
KRT74	-0.1515
CALCOCO2	-0.0492142857142857
SNCA	-3.193
TMSL8	-2.821125
C2orf53	-0.1205
ESRRB	-0.17925
ARHGAP26	0.374375
TDRD9	-2.4745
HRAS	0.187166666666667
KLRC4	-1.5345
JAGN1	0.17
BSDC1	-0.506
RNF43	1.1608
NDUFAF1	0.17225
PHF12	0.0845
OR1L3	0.85325
FOLR2	2.07983333333333
LYZL6	-0.062
tcag7.1260	0.508
WSB1	-1.76783333333333
PROS1	-0.9045
OSTN	0.942
PSMB8	1.86675
SOCS4	-0.03075
DDIT4L	-0.3575
MAS1	0.3795
MGC34796	1.18675
CSHL1	-0.399166666666667
TBCCD1	-0.7785
ZBTB7C	0.099
AP2S1	-0.363
P15RS	0.2289
VAT1	-2.037
SHANK3	0.119166666666667
TUFM	0.203666666666667
THEG	0.4425
KRT34	-2.11375
SGSM3	-0.50575
TOMM22	0.21925
SOCS3	0.0468333333333333
CPO	-0.4305
POP4	0.66575
BHLHB3	0.4825
MALL	3.028
OR1B1	0.4145
PARK2	0.187166666666667
GPR124	0.032875
LCE1E	-0.4145
RUVBL2	-0.3395
CGRRF1	0.2725
ACPL2	0.57425
WNT10B	-1.7665
BAIAP2L2	1.662125
ISCA1	0.522
C1orf125	3.5705
RPAP1	-0.97725
RAI16	-0.161833333333333
RPL27	0.34425
NLRP9	0.783
EPN1	0.654
LOC388610	0.147875
SLC35A1	0.5953
GAL	-1.1365
SLC14A2	0.57075
RDH11	-1.34533333333333
FAM138F	0.7885
AUH	0.49775
FLJ40243	-0.29325
C14orf129	1.688
MBD2	-0.499666666666667
ABHD14B	1.1805
PIGT	0.310375
ALS2CR4	-0.61375
ALAS1	0.9098
FOXO1	0.1555
CRLF3	-0.164875
C20orf107	2.599
FARS2	0.1815
CCDC28A	0.2545
NPHP3	-1.01425
OR13F1	0.251
TSEN54	-0.109
DEFB106B	-0.3183
OR8B4	0.4235
STH	-1.795
ZC3H14	-0.513375
CBX2	-1.0225
TMEM49	-0.253
C6orf21	0.6055
FLJ20920	0.348375
CRTAP	-0.168071428571429
DDX50	-0.29325
STYXL1	-0.48175
BLVRB	-0.9295
LOC147650	-1.536
MMP24	-0.071
GRID1	0.562666666666667
BANF1	0.592333333333333
CTAGEP	0.46225
HMBS	-1.069
SLC25A24	0.897666666666667
C14orf50	1.306
MRO	0.246833333333333
SLC25A15	0.60525
FAM84B	1.3048
TDP1	-0.5165
C16orf78	-0.0168333333333333
C11orf57	0.03875
RFK	1.43925
ZFYVE9	-0.984875
STCH	-0.5487
WIBG	0.997
LOC283871	0.296166666666667
GBA2	-0.3034
NDUFB3	-0.48025
HSD17B13	-0.217
GRIN3A	0.1794
FMNL1	-1.42816666666667
SEPT7	-0.1477
GNLY	3.905
GRAMD1C	0.994166666666667
ZNF165	0.246
USP38	0.4355
FAM83A	-2.74066666666667
C14orf24	0.785666666666667
ARMCX3	0.05425
ARHGDIB	-0.615333333333333
AK1	1.024375
KIAA1045	0.21
DNAJB13	0.00216666666666666
NEU2	0.2085
HIST1H4B	1.13783333333333
FAM20B	-0.4289
HES2	1.693
FAM73B	-0.0176
LOC388381	-0.40375
INTS7	-0.205090909090909
AMPH	0.09475
ZNF775	-0.095
UCKL1	0.755833333333333
C10orf97	0.63375
C1orf161	0.40525
ALDH1L1	0.26425
FLJ39378	-1.0125
SLC23A1	-1.2495
RBM4B	-0.20525
THAP4	0.1695
OGFRL1	-1.683
KIAA0831	-0.348
PPP1R15A	-0.226666666666667
C1orf96	-0.299857142857143
C12orf11	-0.3635
BMF	-0.21025
MAN1A1	-1.116875
KIAA1600	0.383
NLGN4X	-0.922
ALOX12	-0.742166666666667
RB1CC1	0.0577
NEIL2	-0.4322
EIF4E	0.710909090909091
ABHD5	0.049
EXOC4	-0.500166666666667
CIP29	0.910833333333333
BATF2	2.5715
SLC29A4	-0.202625
HTR4	0.276
EMB	1.107
TRAF6	1.03325
LMNB1	0.5025
FAM19A5	-0.450125
SHE	0.69125
PIK3C2B	1.61725
C15orf15	1.187
USP15	0.5374
TCEAL2	-0.66475
C5orf39	-1.4625
PTGER2	0.3965
SLC31A1	-0.3395625
IFT172	1.6175
ADAM29	-0.112
GFOD1	-0.4585
ST7L	0.416666666666667
C15orf26	-1.87525
PKN3	-1.443
CNTD1	0.787666666666667
COMMD1	-0.0795
NTRK2	1.19391666666667
FOXN3	-0.90225
MFGE8	-0.6623
PFKFB2	1.574
TAS2R4	-0.4195
ENTHD1	0.432166666666667
PRMT5	-0.72025
MGC16384	-1.298375
LOC442229	0.134
TSKU	0.420125
KRTCAP3	4.278125
PDLIM1	1.507
KCNS2	0.268
RNF126	0.486666666666667
CEP63	-0.2235
CLIC4	-1.112125
hCG_1990170	2.4765
ACR	2.3832
KLK7	3.32225
ALOX5AP	2.7095
RIPK3	4.1045
TAS2R9	1.6505
C19orf18	0.439
BIRC6	0.158285714285714
ZNF16	1.164
RFT1	-0.54125
SLC8A2	-0.33725
TACC1	-0.34425
ITGAD	0.39975
SAMHD1	0.7365
SH3PXD2B	0.5149
EPC2	0.3575
C20orf85	1.6015
ATP13A2	0.0658333333333333
KRT4	0.669
CAPNS1	0.218
MDM2	-0.698416666666667
PCDH20	5.03875
KCNK9	0.3535
OR2C1	0.182
KLHDC3	-0.452
IPPK	0.2575
EFHD2	0.704125
GALR3	1.3625
NBEA	-2.9275
ABCA6	0.5495
CLDN3	2.40683333333333
AKT2	-0.132857142857143
EGFR	0.0698
RBM16	0.260125
ZDHHC3	1.5027
SLC25A4	-0.2675
CYB5B	1.56683333333333
CPXM1	-0.31575
NDRG1	-0.359076923076923
FLJ43826	-0.27275
OR5L2	0.442333333333333
FARP2	0.4426
MRPL46	-0.00358333333333332
LDHAL6B	0.0881666666666667
MAPKAPK3	-0.0975
NCAM2	-2.2025
PRKD2	-0.475666666666667
ZFP36L1	0.4819
CYSLTR1	-1.1495
OR4C3	-0.14375
HIST1H2AJ	1.467
CCNB2	-0.792111111111111
ZNF10	-0.557125
TMEM175	0.2965
FAM134A	-0.265666666666667
TIGD4	0.012
PCNP	0.127
MGC39715	-0.77125
LQK1	-1.983
CREB1	-0.0384
TMPRSS3	-0.394
C4orf32	-0.27025
LAT	-1.73516666666667
KCNA3	0.3405
SKIV2L2	-0.10625
ROPN1B	-3.63225
tcag7.23	0.8735
CDT1	-1.216
ZHX2	0.029375
CD28	-3.468
ZNF624	-0.2125
SEPT2	-0.00141666666666667
SOHLH2	-1.66275
MCOLN3	-0.769875
UNQ1945	0.9605
MASP2	-0.556
ZNRF3	0.8965
GPATCH3	-0.45025
AGL	0.14725
QRICH2	-0.0695
PSD4	-0.00699999999999999
CCNB1IP1	-0.154
ENPP7	0.41625
OBFC1	0.53725
KCNG3	-1.57825
C14orf79	-0.00691666666666667
ENPEP	0.6265
SCT	1.9415
SKI	0.4075
SEC61G	-0.949
CAPN11	0.583
ATXN7L3	0.109
DBNDD1	0.378333333333333
FAIM	0.376
ANKRD36	-1.84
GABRP	0.312666666666667
TACSTD2	-0.6835
EIF3J	0.17375
PPP2R2A	-0.068
TEKT4	-0.511166666666667
PVALB	-3.04966666666667
F10	-2.0075
FAM134C	0.4788
COMP	1.898375
EFCBP1	-2.819375
SCLT1	0.20025
TAL1	-1.144
ACSL1	0.3775
ABCC5	-0.110583333333333
ABL1	-0.444444444444444
RBBP7	0.177083333333333
PTPRG	0.16975
NCOR1	-0.3102
SPINK4	5.22066666666667
TXNRD1	-0.568
TNRC15	-0.2065
C9orf138	0.0104285714285714
UBE2H	0.0465
BRDT	-0.264333333333333
C8orf31	0.30025
CCNE2	0.00381818181818182
SLC6A8	-1.090125
CALCR	-3.90025
PPP1CB	0.657
ABHD8	-1.14275
ARF5	0.2107
SLC24A4	1.06625
CCT3	-0.4265
ZNF121	-0.07875
SLC3A2	-0.3753
OR13A1	1.096
SLC5A10	0.1635
RAD50	1.294375
IER5	-0.154125
MTHFD1L	-0.5875
MBTPS2	0.63025
MVK	0.390875
NCL	-0.182
PSMD10	-0.08875
MOBP	0.582571428571429
FLJ32894	-0.5655
HRH1	1.53066666666667
C5orf30	0.97825
NUDT16L1	1.1052
RASGRP3	2.1485
PRKRIP1	-0.7965
CCDC75	-0.74125
LOC253970	0.955
KIAA1239	0.01275
MED21	0.015
SYT11	0.379833333333333
NTSR2	-0.438
EGFL11	-0.358
CXorf59	0.521
OR2A25	0.18575
SPTBN2	-0.78325
LRMP	-1.659
RNF111	0.234
PTH	-0.31
LOC619208	0.117166666666667
KIAA0895	0.46975
RANBP5	0.412875
P2RY10	-0.105
NME5	1.18683333333333
DDX21	-0.5075
LRSAM1	-0.7185
HDAC11	1.26883333333333
VMO1	0.80925
NOLA2	0.0816666666666667
ADAR	-0.774416666666667
MTO1	-0.664166666666667
SF4	0.0656666666666667
P2RX1	0.679833333333333
HBM	0.23125
EN2	1.4375
C14orf172	0.85
TM9SF2	0.9787
INHBE	-0.2245
TCTE3	0.22075
TOX2	-2.778
CTAGE3	0.58475
HBB	3.9327
MED15	-1.2065
CASR	0.304
C6orf66	1.23683333333333
MTPN	-1.3805
UNC50	0.28425
C21orf33	-0.348375
IRF2	0.873625
PGR	-1.99
GPR84	1.9305
CROCCL1	-2.21175
SRPX	-3.31475
BRE	0.4175
FGF10	-0.65
SDC3	-0.317833333333333
ZRSR1	-0.225
DKFZP434P211	-0.679125
SOX6	-0.571
RPUSD2	0.38575
C14orf173	0.46825
MAPK11	-0.316833333333333
TBC1D22A	0.4035
FAM123A	-0.909
COL4A6	-2.994
TOMM70A	0.96125
NAB1	0.50175
MGC16385	-1.02125
TSPAN18	-1.08816666666667
MED31	0.528
PLG	0.68875
CAPSL	0.1665
ZNF532	0.2638
ASB14	0.18425
CA8	-0.517
NUDT16P	3.26383333333333
SLFN11	-1.734
LRRIQ2	-0.28225
NOL7	-0.0281666666666666
BRMS1L	-0.605125
JARID1A	-0.634666666666667
PANK2	-0.24
ICAM3	0.6395
MDS1	1.29475
TAF8	-0.132
RNF139	0.5835
ZNF594	-1.326
ADAM8	1.12425
SFTPC	0.092
MAN2B2	-0.2465
RGS12	-0.144625
EIF1AY	1.4885
LRRIQ1	-1.389
GPR150	0.833
CCDC21	-1.258
PRRG3	0.35925
SAA4	-2.73675
RAPGEF5	2.5555
ZCCHC2	-0.0197499999999999
MGC39372	0.056
PPP4R2	0.448833333333333
CDCA2	-1.02883333333333
OR4D5	0.7115
PTGFRN	0.564
SIGLEC5	0.809166666666667
C19orf61	-0.461833333333333
NMUR2	0.534
KIAA1586	-1.419
DAGLA	1.328
CHCHD6	0.8015
GPR32	0.5405
NEUROD6	0.0228333333333333
SLC2A4RG	-0.5154375
CA5B	-0.3655
FBXL3	0.9945
MPHOSPH9	-0.769
HMG2L1	0.2225
HCN4	0.528833333333333
CEACAM19	0.33
SH2D4B	-0.207833333333333
HFE2	-0.2735
TGM4	0.656833333333333
LYPD2	0.40425
TBC1D15	0.12525
MRPS21	-0.1871
NONO	-0.1169
CLEC5A	0.543
ITCH	0.4256
MGAT3	-0.942833333333333
MBP	-0.0513749999999999
RPP25	1.97425
SOSTDC1	1.6975
HRC	-1.045
TRIM48	-0.0925
TMEM133	0.92
ECEL1P2	-0.22025
HOXC11	0.5985
DOK5	-0.79175
HELZ	-1.04833333333333
LOC348180	1.03525
MGC33894	0.28675
ADRB3	0.703
DMD	-0.158416666666667
PTRH2	-0.80175
MPEG1	2.22833333333333
NDUFA12	0.932833333333333
KRTAP2-4	-0.125583333333333
STAMBPL1	0.842333333333333
ADCY2	-0.232833333333333
UNQ6125	0.395
KLHL20	-0.357833333333333
SRM	-0.6515
OTC	3.60975
TMIE	0.1325
SNX8	0.79275
LIPK	-1.181
CHURC1	0.108416666666667
KLC2	0.587
HDAC1	0.0858333333333333
FAM128A	-0.798
FNDC3B	0.3522
MTCP1	-0.189
WFDC10B	0.744
PCDHGB3	0.315
ATRNL1	-1.8913
CAV2	-0.526625
MED26	-0.1325
DUS1L	0.7755
CHRM3	0.173
NEK9	-0.48525
WARS2	0.934
TBX22	0.6885
TOMM40	-0.04425
RP6-213H19.1	0.038
TUBGCP5	-1.1595
IGSF6	3.28575
TPPP	0.375333333333333
UNQ6190	-0.4585
GSTM5	0.506875
BTD	-0.213
PDCD1LG2	-0.0736666666666667
SNRPB2	0.886666666666667
ERICH1	-0.491125
APOA4	-1.56075
HOXA11	0.80025
NARG1	-0.02175
MKX	0.71675
RAB28	-0.0245714285714286
PKP3	1.45725
SH3GL2	-2.24666666666667
CTSO	1.6395
RPN2	0.7293125
IL28RA	1.198
SFMBT1	-0.5575
WDR57	-0.068875
FER1L3	-0.833916666666667
