Hybridization REF	TCGA-AA-3520-01A-01R-0821-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.840833333333333
CREB3L1	1.333
RPS11	1.4755
PNMA1	-1.39075
MMP2	0.0278333333333333
C10orf90	-2.5495
ZHX3	-1.242
ERCC5	0.29925
GPR98	-1.711
RXFP3	0.8575
APBB2	0.997
PRO0478	-1.348
KLHL13	0.4785
PRSSL1	0.127833333333333
PDCL3	0.333
DECR1	0.089875
SALL1	-1.93833333333333
CADM4	-0.181166666666667
RPS18	1.14664285714286
HNRPD	-0.499166666666667
CFHR5	0.97
SLC10A7	0.52475
OR2K2	-1.9445
LMAN1	-1.005
SUHW1	-3.94425
CHD8	-1.707
SUMO1	0.498
GP1BA	0.3231
DDB1	-0.92
MYO9B	-0.2826
MMP7	7.9275
CRNKL1	0.0335000000000001
C9orf45	-1.55683333333333
XAB2	-0.13375
RTN1	0.9055
KLHL14	-1.626625
TBX10	2.069
CENPQ	-1.21475
UTY	-0.796428571428571
ZBTB12	0.2455
DTNBP1	0.869
KBTBD8	0.63
ZEB1	-0.737
ZG16	6.085
MIER1	0.2669
ADAM5P	-0.108
CHD9	-0.440875
STK16	0.5745
KIAA1486	0.13
TOB2	0.487
BANK1	2.3855
OR2V2	0.10775
GRM2	0.272
PROSC	-0.121
SPIN2B	1.11125
PIR	-1.61711111111111
IPO9	-0.541
EVC	-0.962
CXCL13	2.96433333333333
KIAA1199	2.0964
SORL1	0.525
NAT10	-0.63275
CHD1	-0.54775
SYN3	0.1975
SLC22A2	3.46944695195361e-18
SERPINF1	-0.245833333333333
WDR34	-0.3005
OR7A17	0.38475
C9orf11	0.1555
RNF216L	-0.64
LHB	0.0815
STK25	-0.372625
TAOK3	0.72875
LOC152573	-0.721
C3orf39	-0.58325
C14orf108	0.1848
CDC25B	-0.247272727272727
BMP3	0.627
TMEM180	0.3275
MAP1LC3C	-0.0915
CRYGC	0.143
POU3F1	-0.8251
C20orf32	-1.4975
CCDC95	0.145
HIGD1B	2.245
USP6NL	1.27075
ABCD4	-0.643666666666667
DIMT1L	0.184083333333333
TEK	0.871625
SLC25A46	0.7475
LARP7	-1.3771
CD160	-0.261
MT1JP	0.739166666666667
PHF20	-0.979125
CPNE4	-1.97525
GTPBP1	-0.872857142857143
RAB33B	0.68
ALDOC	-2.31675
ZNF212	-0.60825
NUDT1	-0.775333333333333
RFPL2	-1.375
ZNF83	-0.642666666666667
GDPD5	0.018125
PDCD4	1.44835
CEP350	-1.331
OR10A2	0.13075
CST7	0.09475
CIAO1	-0.4435
SELL	0.706375
OR8J3	1.5735
LTBP4	-0.190666666666667
SIRT6	0.77375
CCL19	4.29825
PPIL1	0.115333333333333
GBP7	-0.0406666666666667
STK17A	-1.1224
ABR	0.5705
OR9G1	0.9245
FOXE1	-0.052375
CNGA3	0.557
GML	0.366
CD38	-0.42425
ZDHHC6	0.572
NEFH	-3.45975
CTDSP2	0.308416666666667
PGBD5	-1.32416666666667
CCNY	0.451
RMND5B	0.276833333333333
ZNF257	-3.05725
FLJ22167	-0.65125
EXOSC7	-0.110833333333333
ROR2	-0.195
MAOA	2.925125
TNNT3	0.00883333333333331
GYPC	-1.7755
C7orf33	0.6655
PLIN	0.560666666666667
LOC90826	-0.50925
RNF4	-0.3722
F8A1	-0.649333333333333
PLEKHG4	0.01575
GRB2	-0.63565
HIST1H2AD	-1.17775
DUS3L	-0.187833333333333
EIF1	-0.3545
RP5-1077B9.4	-0.624
FPGT	0.4245
GDF10	-1.33933333333333
COQ9	0.626
GCC2	0.0606428571428572
RARRES3	1.327625
PLXNA1	-0.4547
KIAA0100	-1.3613
PMF1	0.31525
FNDC1	4.70225
HS2ST1	-0.0369166666666666
CRELD2	-0.00875
C8G	-0.048
CD82	0.5845
LIM2	-0.846
UNQ6490	0.066
MMP16	-0.56625
DRD3	0.4285
C5orf26	-0.07525
C11orf73	0.645375
PTP4A2	0.578
OR4M2	0.2325
HPCA	-0.915833333333333
SEC14L1	-1.03083333333333
CHFR	0.05575
EMILIN1	0.59225
NDUFS4	0.5565
COL18A1	-0.696125
PDZD3	2.4592
C9orf16	0.890666666666667
ERBB2IP	0.257833333333333
EMX2	0.22575
FUS	-1.142
TF	-3.7754
CLCN4	0.695166666666667
CXorf56	-0.031
C11orf72	0.3645
ELAC2	-0.999833333333333
NPR1	-1.63675
ASS1	0.186666666666667
USP42	-0.68325
POLR2J	-0.3335
SEC23IP	0.309833333333333
UQCRC1	0.407
LOC729603	0.061
C1orf71	-0.35125
POLG	-1.41
ADAM23	-3.0895
TFR2	-0.717
RICTOR	-1.0446
MGC39606	-0.2745
C19orf55	-0.057375
SNAPC1	-1.74266666666667
GNA11	0.838875
CCDC52	0.482166666666667
FSIP1	-0.088
UPF3A	-0.227125
IGSF11	-1.85166666666667
LAGE3	-0.453
CHST6	-1.7635
UNC13B	1.290875
TTLL4	-0.42075
ZNF687	-0.322
SDC2	-0.4579
COX7A2	0.9045
LAMB4	-0.071
FAM24A	-1.1145
LRRTM3	-1.17883333333333
GPHB5	0.91325
OR4C13	0.117
EIF3EIP	-0.182785714285714
HABP4	-0.842
TMEM125	4.203
CNTN2	-0.251
ASNSD1	-0.12475
FUT4	1.59225
ACF	0.5075
LOC158381	-0.0125
CDH8	0.08325
AGPS	0.2145
C4orf18	1.73175
PECI	-0.868166666666667
UNG	0.28125
GSTP1	0.75425
DCUN1D5	-0.422333333333333
DKFZP564J0863	-0.20475
SLC9A3R1	-0.95575
BCDO2	-0.1955
CHMP7	-1.032625
REM2	-0.1025
DNHD1	-0.435625
FKBP4	-1.186875
ZNF350	0.996
MGC11102	0.219
BST1	1.51775
KISS1R	1.751
NCR2	0.5765
DEFB125	1.1675
UBE2W	0.726
KRT15	-1.56175
C10orf99	3.933
SCN11A	0.429
GFI1	-1.11475
RDHE2	2.04283333333333
FHL1	-0.945333333333333
OSGEP	-0.6295
GATA1	-3.10083333333333
SMC6	-1.231
TTTY14	-1.40025
LPIN3	0.25725
RPL4	-0.1777
RBPMS	-0.1097
PRPF3	-0.864333333333333
EMR1	-1.217
SPATA19	-0.11675
XCR1	0.2935
IRX3	-1.7327
RBM6	-0.71875
KLF4	0.2538
UNC5CL	2.66725
SEBOX	-0.00650000000000001
BTK	-1.0985
KRCC1	1.792
C6orf27	0.694
SYTL5	-0.526
PRND	0.78775
LOC653319	-1.0375
PIGL	-1.017625
HUS1	0.878166666666667
SFRS6	1.07233333333333
C17orf77	0.518
UIMC1	-0.0901666666666667
FXYD2	-1.5419
LOC283152	0.65925
ZNF667	-1.8015
ZCCHC12	-0.4575
TFEC	1.6135
ATP7B	1.19366666666667
POLD2	-1.28033333333333
RG9MTD1	0.44075
ACOT2	-1.35566666666667
HIST1H4I	-0.421125
PPARGC1A	-0.1272
ETFA	0.0988
POLRMT	-0.379
ZNF146	-0.388875
MIA2	-0.0575
KLHL6	-0.9015
HOXB5	2.13175
NENF	0.541833333333333
CUGBP1	0.18625
PRSS22	1.9045
CASC4	0.9105
CUL4B	0.2963
CENPJ	-0.4643
PITX1	-0.106333333333333
FLJ31033	0.805166666666667
CELSR3	-1.522
ZNF568	-1.664
ITSN1	-0.736416666666667
EHBP1L1	-0.914
C19orf2	-0.1225
DCTN1	0.34025
LIN28B	-3.028
TNKS2	-0.06775
C1QBP	0.032625
CADPS2	0.77625
SRMS	0.41125
GJA9	0.531833333333333
MGC24975	-0.2045
TRIM45	-1.73033333333333
TSP50	-0.4525
TCP1	-0.31125
TMED7	1.3586
CMA1	0.55
CENPL	-0.2335
PTCRA	0.278
FST	-4.8125
VWCE	-3.72475
PAWR	0.6395
ABCC12	0.159166666666667
LDLR	-0.4005
ASTN2	-0.7257
LOC441212	-0.283
GPATCH8	-0.42225
TANC2	-2.01991666666667
KIF4A	-0.887
C18orf18	2.454
PGM1	-1.18525
KIAA0258	1.4515
CPD	0.33125
SNCAIP	-0.61225
DCT	-4.19483333333333
HLA-DOA	1.79827272727273
OR11L1	1.13
UPK1B	-0.0286666666666667
DNAJB4	-1.151125
UGT1A8	2.76825
HIST1H4L	0.8875
PECR	-0.918666666666667
HSPA2	1.3255
WFIKKN1	-1.7875
SERP1	0.927875
SYDE2	-0.117
TACR2	0.362
NUP85	-1.24775
CD177	1.52866666666667
LGR5	2.24883333333333
PIGG	0.0240833333333333
PTHR1	-2.30616666666667
RAB5A	0.3907
FLJ13224	0.241
USP9Y	-1.79633333333333
C7orf53	-0.946
LRP1B	-1.3325
XAF1	1.7399
ABCG8	-0.7105
ANKDD1A	-0.788166666666667
DAND5	-2.5195
SPAG6	0.0471666666666667
LINCR	1.53275
ZDHHC22	-0.941
CCDC60	0.2195
THOC7	-0.3275
TCTA	0.2091
OR8K3	0.65075
NY-REN-7	-0.0243333333333333
B2M	2.21433333333333
C6orf141	-2.09825
LPPR4	2.90525
SQLE	0.176625
SEPHS1	0.25925
BTBD14B	0.706857142857143
PLRG1	-0.20275
SPG7	-0.7159375
ZNF614	-0.00416666666666666
PARD6G	0.653
INPP5B	-1.2514
GRPEL2	0.60775
PPID	-0.1057
TRIM56	-0.9595
UBE2J1	0.98725
IL20RA	4.71575
LOC387856	0.70775
C1orf107	0.23375
UTS2R	2.3675
C19orf22	-0.108
SAFB2	-0.273125
KIAA0652	-0.394
KLRG1	-1.184
MS4A8B	4.7545
FRAG1	0.43275
KIAA1546	-0.632
E2F4	-0.0451
CLEC4M	0.262166666666667
BTBD14A	0.3865
KIAA0999	0.3387
