Hybridization REF	TCGA-A6-2678-11A-01R-1758-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.337333333333333
CREB3L1	2.003
RPS11	0.7845
PNMA1	-0.48425
MMP2	0.370333333333333
C10orf90	-1.9365
ZHX3	-0.198
ERCC5	0.91225
GPR98	-0.389375
RXFP3	-0.3475
APBB2	0.0065
PRO0478	-1.081
KLHL13	-0.08575
PRSSL1	-0.688166666666667
PDCL3	0.2065
DECR1	1.0315
SALL1	-1.2995
CADM4	-1.10533333333333
RPS18	0.278928571428571
HNRPD	-0.726583333333333
CFHR5	0.1108
SLC10A7	0.43375
OR2K2	-0.6
LMAN1	-0.68825
SUHW1	-3.724
CHD8	-0.6122
SUMO1	0.3321
GP1BA	2.0187
DDB1	-0.438833333333333
MYO9B	-0.1819
MMP7	0.2625
CRNKL1	0.759
C9orf45	-0.9945
XAB2	-0.084875
RTN1	1.143875
KLHL14	-0.86475
TBX10	2.808
CENPQ	-1.3155
UTY	-1.65475
ZBTB12	0.561
DTNBP1	0.476
KBTBD8	0.2065
ZEB1	0.377
ZG16	5.921
MIER1	1.4669
ADAM5P	0.2195
CHD9	0.246625
STK16	0.63125
KIAA1486	-1.003
TOB2	0.86575
BANK1	4.2245
OR2V2	0.4
GRM2	-0.129833333333333
PROSC	1.504
SPIN2B	0.3685
PIR	-2.16944444444444
IPO9	-0.6848
EVC	-0.404166666666667
CXCL13	5.84633333333333
KIAA1199	-2.8086
SORL1	2.33575
NAT10	-0.936
CHD1	0.0735
SYN3	-0.23575
SLC22A2	-0.6255
SERPINF1	-0.0116666666666667
WDR34	-1.74675
OR7A17	0.7175
C9orf11	0.8465
RNF216L	-0.3295
LHB	0.00899999999999999
STK25	-1.036875
TAOK3	1.9945
LOC152573	2.23425
C3orf39	-0.5625
C14orf108	1.9601
CDC25B	-1.811
BMP3	5.1095
TMEM180	-0.214
MAP1LC3C	0.54975
CRYGC	-1.326
POU3F1	-1.8955
C20orf32	-0.945
CCDC95	-0.661
HIGD1B	4.09675
USP6NL	0.488
ABCD4	0.8365
DIMT1L	-0.754166666666667
TEK	2.04471428571429
SLC25A46	0.5925
LARP7	-1.0752
CD160	3.07933333333333
MT1JP	2.62233333333333
PHF20	-0.802875
CPNE4	0.151
GTPBP1	-0.508642857142857
RAB33B	1.9215
ALDOC	-2.28125
ZNF212	-0.01925
NUDT1	-1.371
RFPL2	-0.70425
ZNF83	-0.211
GDPD5	-1.988
PDCD4	3.0972
CEP350	0.4095
OR10A2	0.2055
CST7	0.57
CIAO1	-1.073
SELL	1.14075
OR8J3	2.987
LTBP4	1.193
SIRT6	0.616
CCL19	4.74575
PPIL1	-1.65783333333333
GBP7	-0.0286666666666667
STK17A	-0.00829999999999997
ABR	1.93575
OR9G1	0.1565
FOXE1	-0.967625
CNGA3	2.3285
GML	0.667
CD38	0.00350000000000001
ZDHHC6	0.499333333333333
NEFH	-1.85125
CTDSP2	1.58216666666667
PGBD5	-1.00183333333333
CCNY	0.341642857142857
RMND5B	-0.431916666666667
ZNF257	-2.8095
FLJ22167	-0.480625
EXOSC7	-1.05516666666667
ROR2	0.146375
MAOA	5.007625
TNNT3	0.7485
GYPC	-1.66275
C7orf33	0.7275
PLIN	1.8075
LOC90826	0.38375
RNF4	-0.063
F8A1	0.5805
PLEKHG4	-1.573
GRB2	-0.24655
HIST1H2AD	-1.1385
DUS3L	-0.949
EIF1	0.150333333333333
RP5-1077B9.4	-1.767
FPGT	1.71925
GDF10	1.45166666666667
COQ9	1
GCC2	0.803928571428572
RARRES3	1.9265
PLXNA1	-0.9936
KIAA0100	0.013
PMF1	-0.3735
FNDC1	4.59625
HS2ST1	-0.524333333333333
CRELD2	-0.245
C8G	0.562
CD82	-0.99075
LIM2	-1.676
UNQ6490	0.2
MMP16	-0.83475
DRD3	0.91725
C5orf26	-0.51475
C11orf73	-0.513125
PTP4A2	0.48975
OR4M2	-0.3205
HPCA	-1.05066666666667
SEC14L1	-0.750666666666667
CHFR	0.22975
EMILIN1	0.405375
NDUFS4	0.691
COL18A1	-1.9325
PDZD3	3.1863
C9orf16	-0.732
ERBB2IP	0.432166666666667
EMX2	2.12025
FUS	-2.613
TF	-3.582
CLCN4	0.158333333333333
CXorf56	1.116
C11orf72	0.8495
ELAC2	-1.11583333333333
NPR1	-0.54275
ASS1	-0.606666666666667
USP42	-0.592625
POLR2J	-0.9855
SEC23IP	0.674833333333333
UQCRC1	0.85575
LOC729603	0.56775
C1orf71	0.398125
POLG	-1.976
ADAM23	-3.268
TFR2	-1.38375
RICTOR	-0.5308
MGC39606	0.4445
C19orf55	-0.659375
SNAPC1	-1.656
GNA11	2.06825
CCDC52	-0.249166666666667
FSIP1	2.2165
UPF3A	-0.309
IGSF11	-1.27433333333333
LAGE3	-1.48775
CHST6	-0.285
UNC13B	1.268125
TTLL4	-1.659
ZNF687	-0.157
SDC2	-0.3319
COX7A2	1.2315
LAMB4	-0.27325
FAM24A	0.8025
LRRTM3	-2.41016666666667
GPHB5	0.62
OR4C13	0.256
EIF3EIP	1.13585714285714
HABP4	-0.8735
TMEM125	4.57625
CNTN2	0.862875
ASNSD1	-0.4345
FUT4	1.267125
ACF	2.35925
LOC158381	0.518
CDH8	-0.688
AGPS	0.33
C4orf18	0.953125
PECI	0.578
UNG	-0.378875
GSTP1	-0.0995
DCUN1D5	-2.242
DKFZP564J0863	-0.38575
SLC9A3R1	0.47925
BCDO2	0.3535
CHMP7	0.06575
REM2	-0.2485
DNHD1	-1.00825
FKBP4	-1.44625
ZNF350	1.6385
MGC11102	-0.2775
BST1	2.611
KISS1R	-0.585
NCR2	0.2215
DEFB125	-0.765
UBE2W	0.481125
KRT15	-2.525125
C10orf99	3.5445
SCN11A	0.722571428571429
GFI1	0.8845
RDHE2	3.98133333333333
FHL1	2.03333333333333
OSGEP	-0.017
GATA1	-2.80616666666667
SMC6	-0.6595
TTTY14	-1.64275
LPIN3	0.177
RPL4	-0.3132
RBPMS	-0.1194
PRPF3	-1.17
EMR1	-1.941
SPATA19	-0.724
XCR1	0.423
IRX3	-3.0077
RBM6	-0.92175
KLF4	3.6825
UNC5CL	-0.141
SEBOX	0.155
BTK	0.33075
KRCC1	2.62425
C6orf27	0.199
SYTL5	-0.4045
PRND	0.343666666666667
LOC653319	-1.4495
PIGL	-1.257
HUS1	0.395833333333333
SFRS6	-1.78408333333333
C17orf77	0.9915
UIMC1	-0.157333333333333
FXYD2	-1.5788
LOC283152	0.75675
ZNF667	-1.43925
ZCCHC12	-0.1515
TFEC	2.6661
ATP7B	1.04833333333333
POLD2	-2.10116666666667
RG9MTD1	-0.013
ACOT2	-0.1525
HIST1H4I	-0.65425
PPARGC1A	2.9195
ETFA	0.5719
POLRMT	-1.13
