Hybridization REF	TCGA-AA-3678-01A-01R-0905-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.02575
CREB3L1	1.2525
RPS11	1.063875
PNMA1	-1.70075
MMP2	-1.389
C10orf90	-2.32425
ZHX3	-0.096
ERCC5	0.09325
GPR98	-1.290125
RXFP3	0.4485
APBB2	0.03275
PRO0478	-0.68775
KLHL13	-3.49425
PRSSL1	-0.972166666666667
PDCL3	0.417
DECR1	0.62575
SALL1	-1.9775
CADM4	-0.918166666666667
RPS18	0.635857142857143
HNRPD	-0.328583333333333
CFHR5	0.204
SLC10A7	0.983375
OR2K2	0.0135
LMAN1	-0.726125
SUHW1	-3.156
CHD8	-1.5867
SUMO1	0.6297
GP1BA	0.1887
DDB1	-0.891833333333333
MYO9B	-0.3366
MMP7	8.193
CRNKL1	0.137125
C9orf45	-2.3305
XAB2	-0.182
RTN1	0.463
KLHL14	-1.451125
TBX10	0.443
CENPQ	-1.6875
UTY	-0.972461538461538
ZBTB12	1.505
DTNBP1	0.596625
KBTBD8	0.418166666666667
ZEB1	-1.12616666666667
ZG16	5.48475
MIER1	0.4607
ADAM5P	0.0505
CHD9	-0.473
STK16	1.00025
KIAA1486	-0.1155
TOB2	0.4605
BANK1	4.55875
OR2V2	-0.21825
GRM2	-0.1105
PROSC	0.978
SPIN2B	0.7215
PIR	-2.27433333333333
IPO9	-0.2616
EVC	-1.94483333333333
CXCL13	2.70233333333333
KIAA1199	2.306
SORL1	1.55675
NAT10	-0.1275
CHD1	-0.6485
SYN3	1.05425
SLC22A2	0.3485
SERPINF1	-1.70416666666667
WDR34	-0.68925
OR7A17	0.204
C9orf11	0.356
RNF216L	-0.1115
LHB	0.1325
STK25	-0.2625
TAOK3	0.851375
LOC152573	-1.93225
C3orf39	0.10175
C14orf108	0.2677
CDC25B	-0.765272727272727
BMP3	0.2605
TMEM180	-0.095
MAP1LC3C	-0.83075
CRYGC	0.4185
POU3F1	-1.3947
C20orf32	-1.126
CCDC95	-0.0145
HIGD1B	2.62575
USP6NL	1.244125
ABCD4	-0.416333333333333
DIMT1L	-0.296666666666667
TEK	0.1635
SLC25A46	-0.34975
LARP7	-1.3904
CD160	1.50983333333333
MT1JP	-0.385666666666667
PHF20	0.2686875
CPNE4	-1.11475
GTPBP1	-0.400714285714286
RAB33B	0.858166666666667
ALDOC	-1.806625
ZNF212	-0.4165
NUDT1	-0.9515
RFPL2	-0.799
ZNF83	-1.00083333333333
GDPD5	-0.2945
PDCD4	0.8792
CEP350	-0.3525
OR10A2	0.5055
CST7	1.24225
CIAO1	-0.34825
SELL	1.268875
OR8J3	1.408
LTBP4	-0.339166666666667
SIRT6	0.72775
CCL19	3.249
PPIL1	-0.0745
GBP7	0.176666666666667
STK17A	-0.8666
ABR	0.77725
OR9G1	0.3255
FOXE1	-0.863375
CNGA3	0.485
GML	-0.064
CD38	-0.30725
ZDHHC6	0.863833333333333
NEFH	-3.42225
CTDSP2	0.522833333333333
PGBD5	0.597166666666667
CCNY	0.126428571428571
RMND5B	-0.175083333333333
ZNF257	-3.1515
FLJ22167	-0.034125
EXOSC7	-0.808
ROR2	-0.926875
MAOA	1.7525
TNNT3	-0.282333333333333
GYPC	-2.20125
C7orf33	0.703
PLIN	0.233
LOC90826	0.1075
RNF4	0.1189
F8A1	-0.597666666666667
PLEKHG4	-0.14475
GRB2	-0.23715
HIST1H2AD	-0.594
DUS3L	0.4205
EIF1	-0.0438333333333333
RP5-1077B9.4	-1.0445
FPGT	1.31625
GDF10	3.14083333333333
COQ9	0.349
GCC2	0.514214285714286
RARRES3	1.32575
PLXNA1	-0.2301
KIAA0100	-0.2873
PMF1	-0.22075
FNDC1	3.76075
HS2ST1	0.558833333333333
CRELD2	0.491
C8G	-0.859
CD82	0.2195
LIM2	-1.35
UNQ6490	0.9385
MMP16	-0.5565
DRD3	0.20725
C5orf26	-1.5835
C11orf73	0.306375
PTP4A2	0.597
OR4M2	0.461
HPCA	-0.949833333333333
SEC14L1	-0.871166666666667
CHFR	-0.609375
EMILIN1	0.3625
NDUFS4	0.5185
COL18A1	-1.105375
PDZD3	3.6709
C9orf16	1.39483333333333
ERBB2IP	-0.6195
EMX2	0.34975
FUS	-1.5705
TF	-4.2509
CLCN4	1.2535
CXorf56	0.10825
