Hybridization REF	TCGA-AA-3685-01A-02R-0905-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.660916666666667
CREB3L1	1.15025
RPS11	1.8325
PNMA1	-2.16475
MMP2	-0.582833333333333
C10orf90	-1.90075
ZHX3	-0.7875
ERCC5	-0.46775
GPR98	-0.938625
RXFP3	1.5985
APBB2	0.03925
PRO0478	-1.94375
KLHL13	0.045
PRSSL1	0.336333333333333
PDCL3	0.393333333333333
DECR1	0.04375
SALL1	-2.11833333333333
CADM4	-0.322833333333333
RPS18	1.94971428571429
HNRPD	-1.474
CFHR5	0.292166666666667
SLC10A7	0.18925
OR2K2	0.13
LMAN1	-0.579375
SUHW1	-2.97375
CHD8	-1.9705
SUMO1	0.7338
GP1BA	0.2978
DDB1	-1.28666666666667
MYO9B	-0.4362
MMP7	7.791
CRNKL1	0.1355
C9orf45	-2.57583333333333
XAB2	-0.074375
RTN1	-0.00637500000000006
KLHL14	-1.41775
TBX10	1.3215
CENPQ	0.155
UTY	1.49321428571429
ZBTB12	0.0185
DTNBP1	-0.19
KBTBD8	1.25283333333333
ZEB1	-0.601833333333333
ZG16	5.7785
MIER1	0.6668
ADAM5P	0.0925
CHD9	-1.2469375
STK16	1.5425
KIAA1486	-0.3865
TOB2	-0.206333333333333
BANK1	3.966
OR2V2	-0.44875
GRM2	0.339166666666667
PROSC	0.764625
SPIN2B	0.99575
PIR	-0.216666666666667
IPO9	-0.7201
EVC	-1.44566666666667
CXCL13	5.84916666666667
KIAA1199	0.5149
SORL1	-0.013
NAT10	-0.5725
CHD1	-0.41075
SYN3	1.96725
SLC22A2	0.205
SERPINF1	-0.836833333333333
WDR34	-0.893
OR7A17	0.593
C9orf11	0.723
RNF216L	-0.4782
LHB	0.39
STK25	-0.2745
TAOK3	-0.10675
LOC152573	-0.215
C3orf39	0.116125
C14orf108	0.5222
CDC25B	-0.226
BMP3	0.539
TMEM180	0.347
MAP1LC3C	-0.36475
CRYGC	2.074
POU3F1	-0.8434
C20orf32	-0.677
CCDC95	-0.004
HIGD1B	3.339
USP6NL	0.7695
ABCD4	-0.315333333333333
DIMT1L	0.18425
TEK	0.261125
SLC25A46	0.9725
LARP7	-1.3287
CD160	0.907166666666667
MT1JP	0.554666666666667
PHF20	-0.770875
CPNE4	-1.8375
GTPBP1	-1.00807142857143
RAB33B	1.39866666666667
ALDOC	-1.967625
ZNF212	-0.6435
NUDT1	-0.0928333333333333
RFPL2	-1.395
ZNF83	-1.604
GDPD5	0.29225
PDCD4	0.13345
CEP350	-1.5315
OR10A2	0.83225
CST7	1.98675
CIAO1	0.54475
SELL	1.36575
OR8J3	0.11
LTBP4	0.193
SIRT6	0.84475
CCL19	5.80125
PPIL1	0.44
GBP7	0.476166666666667
STK17A	0.0096
ABR	-0.01425
OR9G1	0.5715
FOXE1	-0.41275
CNGA3	0.1975
GML	0.2765
CD38	0.766
ZDHHC6	0.946
NEFH	-2.7765
CTDSP2	-0.842583333333333
PGBD5	-1.28816666666667
CCNY	0.0992857142857143
RMND5B	0.411333333333333
ZNF257	-2.9045
FLJ22167	0.223
EXOSC7	-0.0238333333333333
ROR2	0.4775
MAOA	2.75075
TNNT3	-0.246833333333333
GYPC	-1.59425
C7orf33	1.6925
PLIN	0.5
LOC90826	0.02925
RNF4	-0.5604
F8A1	-0.6235
PLEKHG4	-0.99075
GRB2	-0.7817
HIST1H2AD	-0.3995
DUS3L	1.21883333333333
EIF1	-0.484666666666667
RP5-1077B9.4	-0.3425
FPGT	2.09625
GDF10	3.57866666666667
COQ9	0.13875
GCC2	-0.116
RARRES3	3.312375
PLXNA1	-0.9179
KIAA0100	-1.3818
PMF1	0.08525
FNDC1	4.86325
HS2ST1	-0.0191666666666667
CRELD2	-0.104
C8G	-0.472
CD82	0.159
LIM2	-0.5235
UNQ6490	0.136
MMP16	-0.68075
DRD3	0.57425
C5orf26	-0.409
C11orf73	0.95375
PTP4A2	-0.292875
OR4M2	2.0415
HPCA	-0.884
SEC14L1	-1.15283333333333
CHFR	-1.050125
EMILIN1	0.63675
NDUFS4	0.0245
COL18A1	-1.51025
PDZD3	3.179
C9orf16	1.04783333333333
ERBB2IP	-0.5885
EMX2	0.3085
FUS	-3.078
TF	-3.6104
CLCN4	0.252
CXorf56	0.91925
C11orf72	0.696
ELAC2	-1.319
NPR1	-1.78025
ASS1	0.5195
USP42	-0.1585
POLR2J	0.609
SEC23IP	0.364833333333333
UQCRC1	0.541
LOC729603	-0.7565
C1orf71	-0.475375
POLG	-1.8065
ADAM23	-2.767
TFR2	-0.2265
RICTOR	-0.9829
MGC39606	0.5305
C19orf55	-0.2605
