Hybridization REF	TCGA-AA-3519-01A-02R-0821-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.253583333333333
CREB3L1	0.0695
RPS11	0.82925
PNMA1	-2.33475
MMP2	-0.625833333333333
C10orf90	-0.80325
ZHX3	-0.773666666666667
ERCC5	0.2965
GPR98	-0.903125
RXFP3	0.385
APBB2	-1.21025
PRO0478	-1.021125
KLHL13	-3.67425
PRSSL1	0.585833333333333
PDCL3	0.315666666666667
DECR1	0.534875
SALL1	-2.284
CADM4	0.878333333333333
RPS18	0.947357142857143
HNRPD	-1.19308333333333
CFHR5	0.359
SLC10A7	0.216
OR2K2	0.336
LMAN1	-1.529125
SUHW1	-0.32075
CHD8	-1.6608
SUMO1	0.173
GP1BA	0.2289
DDB1	-1.31533333333333
MYO9B	-0.5066
MMP7	4.4035
CRNKL1	-1.15775
C9orf45	-1.62766666666667
XAB2	0.074
RTN1	0.65225
KLHL14	0.542375
TBX10	0.3815
CENPQ	-1.84
UTY	0.120214285714286
ZBTB12	0.48
DTNBP1	-0.13875
KBTBD8	-0.259166666666667
ZEB1	-0.277666666666667
ZG16	6.09175
MIER1	-0.4476
ADAM5P	0.4755
CHD9	-0.5845625
STK16	0.45575
KIAA1486	0.1565
TOB2	0.0299166666666667
BANK1	1.81675
OR2V2	0.363
GRM2	0.434
PROSC	0.08925
SPIN2B	0.68675
PIR	-1.71611111111111
IPO9	-0.5117
EVC	-1.20216666666667
CXCL13	0.788666666666667
KIAA1199	1.5107
SORL1	0.01775
NAT10	-0.783
CHD1	-1.54825
SYN3	0.52475
SLC22A2	0.603
SERPINF1	-1.2575
WDR34	-0.54175
OR7A17	-0.24
C9orf11	0.503
RNF216L	-0.8253
LHB	-0.992
STK25	-0.502
TAOK3	0.16675
LOC152573	-1.657
C3orf39	-0.59875
C14orf108	-0.5286
CDC25B	-1.47281818181818
BMP3	0.5805
TMEM180	0.3685
MAP1LC3C	0.34975
CRYGC	0.774
POU3F1	0.0383
C20orf32	0.5065
CCDC95	-0.066
HIGD1B	0.6415
USP6NL	-0.06825
ABCD4	-1.5305
DIMT1L	-0.54375
TEK	-0.2545
SLC25A46	-0.696
LARP7	-1.7725
CD160	0.847666666666667
MT1JP	-1.11983333333333
PHF20	-0.611875
CPNE4	0.13375
GTPBP1	-1.06757142857143
RAB33B	0.331833333333333
ALDOC	-1.573125
ZNF212	-1.13525
NUDT1	-0.368333333333333
RFPL2	0.19275
ZNF83	-1.9755
GDPD5	0.029
PDCD4	-0.4544
CEP350	-2.58925
OR10A2	-0.05625
CST7	0.465
CIAO1	-0.44875
SELL	0.31525
OR8J3	0.817
LTBP4	-0.472833333333333
SIRT6	0.2015
CCL19	1.11925
PPIL1	0.265666666666667
GBP7	0.31
STK17A	-1.211
ABR	0.0075
OR9G1	0.568
