Hybridization REF	TCGA-AA-3819-01A-01R-0905-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.315
CREB3L1	1.21225
RPS11	1.221
PNMA1	-2.00975
MMP2	-0.687
C10orf90	-2.0465
ZHX3	-0.489166666666667
ERCC5	0.13575
GPR98	-1.317375
RXFP3	0.7055
APBB2	-0.0385
PRO0478	-0.86875
KLHL13	-2.68975
PRSSL1	-0.292166666666667
PDCL3	0.4885
DECR1	0.475375
SALL1	-1.8845
CADM4	-1.18766666666667
RPS18	0.762357142857143
HNRPD	-0.338083333333333
CFHR5	0.0724
SLC10A7	0.974
OR2K2	-0.3915
LMAN1	-0.826
SUHW1	-3.48775
CHD8	-1.642
SUMO1	0.4107
GP1BA	0.4253
DDB1	-0.9945
MYO9B	-0.4366
MMP7	7.207
CRNKL1	-0.46475
C9orf45	-1.443
XAB2	-0.132875
RTN1	0.162
KLHL14	-1.423625
TBX10	2.418
CENPQ	-0.8695
UTY	-1.03669230769231
ZBTB12	0.158
DTNBP1	0.4605
KBTBD8	1.07766666666667
ZEB1	-1.70066666666667
ZG16	5.48025
MIER1	0.3816
ADAM5P	0.2
CHD9	-0.2015625
STK16	1.10275
KIAA1486	-0.089
TOB2	0.23325
BANK1	3.31675
OR2V2	0.1655
GRM2	0.1295
PROSC	0.67375
SPIN2B	1.07425
PIR	-2.40844444444444
IPO9	-0.5204
EVC	-1.57416666666667
CXCL13	1.99933333333333
KIAA1199	2.7849
SORL1	1.068
NAT10	-0.20325
CHD1	0.199
SYN3	0.37675
SLC22A2	-0.08575
SERPINF1	-1.13316666666667
WDR34	-0.6685
OR7A17	0.132
C9orf11	-0.0345
RNF216L	-0.2887
LHB	0.2565
STK25	-0.68325
TAOK3	0.867
LOC152573	-0.053
C3orf39	-0.28825
C14orf108	0.4357
CDC25B	-1.65890909090909
BMP3	1.397
TMEM180	0.081
MAP1LC3C	-0.4705
CRYGC	0.7275
POU3F1	-1.5464
C20orf32	-1.3385
CCDC95	-0.0635
HIGD1B	2.604
USP6NL	1.317375
ABCD4	-0.143333333333333
DIMT1L	0.17325
TEK	0.351125
SLC25A46	0.402
LARP7	-1.3545
CD160	0.542166666666667
MT1JP	0.0181666666666666
PHF20	-0.1625625
CPNE4	-1.346
GTPBP1	-0.866
RAB33B	1.519
ALDOC	-2.035
ZNF212	-0.5985
NUDT1	-0.666333333333333
RFPL2	-0.77925
ZNF83	-0.300333333333333
GDPD5	-0.8255
PDCD4	0.91975
CEP350	-0.523
OR10A2	0.44275
CST7	0.52925
CIAO1	-0.07
SELL	0.8935
OR8J3	2.4415
LTBP4	0.0793333333333334
SIRT6	0.62425
CCL19	3.49825
PPIL1	0.239333333333333
GBP7	0.475333333333333
STK17A	-0.862
ABR	0.82075
OR9G1	0.059
FOXE1	-0.7295
CNGA3	0.6615
GML	0.0735
CD38	-1.309
ZDHHC6	1.1825
NEFH	-3.44125
CTDSP2	0.264583333333333
PGBD5	-1.91266666666667
CCNY	0.0247142857142857
