Hybridization REF	TCGA-A6-2680-11A-01R-1758-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.981416666666667
CREB3L1	1.2145
RPS11	0.533875
PNMA1	-0.474
MMP2	-1.10633333333333
C10orf90	-2.46975
ZHX3	0.807333333333333
ERCC5	1.10575
GPR98	-1.52657142857143
RXFP3	0.6425
APBB2	0.02275
PRO0478	-1.152125
KLHL13	0.32025
PRSSL1	-0.410166666666667
PDCL3	-0.332166666666667
DECR1	1.7615
SALL1	-3.83233333333333
CADM4	-0.587333333333333
RPS18	0.0276428571428571
HNRPD	-0.548666666666667
CFHR5	0.594
SLC10A7	0.226125
OR2K2	0.034
LMAN1	-1.399125
SUHW1	-4.93225
CHD8	-0.6781
SUMO1	1.1904
GP1BA	0.7198
DDB1	-0.66
MYO9B	-0.6735
MMP7	-0.7645
CRNKL1	-0.01325
C9orf45	-1.26
XAB2	-0.416875
RTN1	1.881875
KLHL14	-0.55475
TBX10	2.702
CENPQ	-2.65475
UTY	-1.39876923076923
ZBTB12	-0.795
DTNBP1	1.34325
KBTBD8	-0.130333333333333
ZEB1	-0.472666666666667
ZG16	5.9975
MIER1	0.6393
ADAM5P	-0.0615
CHD9	-0.4291875
STK16	1.017
KIAA1486	-1.0165
TOB2	1.12066666666667
BANK1	3.02575
OR2V2	0.28575
GRM2	0.3435
PROSC	0.914875
SPIN2B	0.18825
PIR	-1.61555555555556
IPO9	-1.6027
EVC	-0.454333333333333
CXCL13	4.257
KIAA1199	-2.6437
SORL1	2.686
NAT10	-1.55
CHD1	-0.57675
SYN3	-0.93125
SLC22A2	-0.444
SERPINF1	-1.00366666666667
WDR34	-0.69925
OR7A17	0.5755
C9orf11	0.041
RNF216L	-0.3028
LHB	0.4105
STK25	-0.0875
TAOK3	1.95625
LOC152573	2.459
C3orf39	-0.918625
C14orf108	1.3957
CDC25B	-2.03845454545455
BMP3	4.463
TMEM180	-0.3315
MAP1LC3C	0.485
CRYGC	0.887
POU3F1	-1.51788888888889
C20orf32	-1.532
CCDC95	-0.665
HIGD1B	4.39125
USP6NL	-0.247625
ABCD4	1.29516666666667
DIMT1L	-0.62825
TEK	1.548375
SLC25A46	0.79125
LARP7	-1.4382
CD160	3.50466666666667
MT1JP	4.36116666666667
PHF20	-1.4701875
CPNE4	0.701
GTPBP1	-0.121571428571429
RAB33B	1.11733333333333
ALDOC	0.4015
ZNF212	0.67275
NUDT1	-1.344
RFPL2	-0.38125
ZNF83	-1.10066666666667
GDPD5	-1.62175
PDCD4	2.36675
CEP350	0.43475
OR10A2	0.2365
CST7	0.509
CIAO1	-1.23225
SELL	0.540125
OR8J3	2.9385
LTBP4	0.802166666666667
SIRT6	0.7935
CCL19	5.48475
PPIL1	-1.61483333333333
GBP7	-0.23
STK17A	-0.5567
ABR	1.65075
OR9G1	-0.56
FOXE1	-0.862875
CNGA3	3.403
GML	0.5445
CD38	-1.13725
ZDHHC6	1.15383333333333
NEFH	-2.03125
CTDSP2	0.920833333333333
PGBD5	-2.22166666666667
CCNY	0.582928571428572
RMND5B	-0.116833333333333
ZNF257	-3.60175
FLJ22167	-0.5915
EXOSC7	-0.723
ROR2	0.328625
MAOA	6.10275
TNNT3	1.6795
GYPC	-1.09625
C7orf33	0.392
PLIN	3.732
LOC90826	-0.37575
RNF4	-0.245
F8A1	-0.0973333333333333
PLEKHG4	-2.28625
GRB2	-0.5293
HIST1H2AD	-0.154
DUS3L	-1.64016666666667
EIF1	0.543666666666667
RP5-1077B9.4	-1.314
FPGT	1.45025
GDF10	0.0941666666666667
COQ9	0.9215
GCC2	0.576071428571429
RARRES3	3.333375
PLXNA1	-1.2088
KIAA0100	0.6332
PMF1	-0.0635
FNDC1	5.4405
HS2ST1	0.207916666666667
CRELD2	-0.15075
C8G	2.2925
CD82	1.58375
LIM2	-1.141
UNQ6490	-0.0405
MMP16	-0.243
DRD3	0.7245
C5orf26	-0.003
C11orf73	-0.9115
PTP4A2	0.5845
OR4M2	-0.184
HPCA	0.365666666666667
SEC14L1	-0.901666666666667
CHFR	0.00475
EMILIN1	0.8155
NDUFS4	0.61175
COL18A1	-1.891875
PDZD3	4.1109
C9orf16	-0.667833333333333
ERBB2IP	1.602
EMX2	1.38825
FUS	-2.34275
TF	-4.10622222222222
CLCN4	-0.873833333333333
CXorf56	0.237
C11orf72	0.84025
ELAC2	-1.30125
NPR1	0.102
ASS1	1.90666666666667
USP42	-0.34925
POLR2J	-0.645
SEC23IP	0.211
UQCRC1	1.109
LOC729603	0.297
C1orf71	0.410625
POLG	-2.9525
ADAM23	-2.698
TFR2	-1.33175
RICTOR	-1.0212
MGC39606	0.286
C19orf55	-0.662375
SNAPC1	-1.81366666666667
GNA11	2.923125
CCDC52	-0.549666666666667
FSIP1	-0.0165
UPF3A	-0.41725
IGSF11	-1.47166666666667
LAGE3	-1.545
CHST6	1.883
UNC13B	0.9725
TTLL4	-1.742125
ZNF687	-0.090125
SDC2	-0.866
COX7A2	1.15725
LAMB4	3.478
FAM24A	1.233
LRRTM3	-1.675
GPHB5	0.6825
OR4C13	-0.26
EIF3EIP	0.677285714285714
HABP4	-0.4715
TMEM125	5.4505
CNTN2	1.17
ASNSD1	-0.88075
FUT4	1.19125
ACF	2.42525
LOC158381	1.46
CDH8	-0.489333333333333
AGPS	-0.408333333333333
C4orf18	0.83675
PECI	0.9755
UNG	-1.195125
GSTP1	-0.365375
DCUN1D5	-2.23733333333333
DKFZP564J0863	-0.60825
SLC9A3R1	2.10825
BCDO2	2.157875
CHMP7	-0.362375
REM2	-0.631
DNHD1	-0.064375
FKBP4	-1.527625
ZNF350	1.559
MGC11102	-0.037
BST1	4.7305
KISS1R	0.34
NCR2	0.461
DEFB125	1.1495
UBE2W	0.13775
KRT15	-0.6705
C10orf99	3.7565
SCN11A	0.904625
GFI1	-0.2375
RDHE2	-0.263
FHL1	1.784
OSGEP	0.749
GATA1	-3.021
SMC6	-1.54825
TTTY14	-0.93325
LPIN3	0.31975
RPL4	-1.1616
RBPMS	-0.2549
PRPF3	-1.25466666666667
EMR1	-1.128
SPATA19	0.06475
XCR1	0.718
IRX3	-2.2039
RBM6	-0.5285
KLF4	2.0304
UNC5CL	4.303
SEBOX	0.32
BTK	-0.8105
KRCC1	1.95525
C6orf27	0.9165
SYTL5	-1.8325
PRND	0.558
LOC653319	-2.4325
PIGL	-0.411
HUS1	0.0728333333333333
SFRS6	0.199416666666667
C17orf77	0.867
UIMC1	0.0416666666666667
FXYD2	-1.9617
LOC283152	0.4445
ZNF667	-2.79875
ZCCHC12	0.94875
TFEC	4.5227
ATP7B	1.07666666666667
POLD2	-2.95983333333333
RG9MTD1	0.1005
ACOT2	1.0365
HIST1H4I	-1.4135
PPARGC1A	2.6096
ETFA	0.7877
POLRMT	-0.19625
ZNF146	-0.993375
MIA2	3.6065
KLHL6	-1.018
HOXB5	1.897
NENF	-0.370333333333333
CUGBP1	-1.39025
PRSS22	-0.695666666666667
CASC4	0.7534
CUL4B	-0.2449
CENPJ	-1.2797
PITX1	-2.0935
FLJ31033	1.33133333333333
CELSR3	-2.01166666666667
ZNF568	0.41675
ITSN1	-0.353666666666667
EHBP1L1	-0.263166666666667
C19orf2	-0.45325
DCTN1	-1.0595
LIN28B	-5.50383333333333
TNKS2	0.06575
C1QBP	-0.68925
CADPS2	1.1685
SRMS	0.07575
GJA9	-0.200166666666667
MGC24975	0.101166666666667
TRIM45	-2.63333333333333
TSP50	-1.2885
TCP1	-1.334
TMED7	0.6586
CMA1	1.438
CENPL	-2.6965
PTCRA	-0.185
FST	-5.12075
VWCE	-3.70725
PAWR	-0.7875
ABCC12	0.265
LDLR	-0.9476
ASTN2	0.3837
LOC441212	-0.35375
GPATCH8	-0.11825
TANC2	-2.27358333333333
KIF4A	-2.78475
C18orf18	2.54925
PGM1	0.21425
KIAA0258	1.23425
CPD	0.669
SNCAIP	-1.35725
DCT	-5.054
HLA-DOA	2.65513636363636
OR11L1	1.2915
UPK1B	-0.442
DNAJB4	-0.295125
UGT1A8	5.763
HIST1H4L	-2.338
PECR	0.828833333333333
HSPA2	2.96225
WFIKKN1	-1.3585
SERP1	0.201
SYDE2	0.46275
TACR2	3.499
NUP85	-1.40925
CD177	-0.780333333333333
LGR5	-0.226833333333333
PIGG	-0.504416666666667
PTHR1	-0.946833333333333
RAB5A	0.407
FLJ13224	-0.3065
USP9Y	-2.09783333333333
C7orf53	1.5165
LRP1B	0.07875
XAF1	1.5121
ABCG8	2.4935
ANKDD1A	-0.484666666666667
DAND5	0.021
SPAG6	0.219166666666667
LINCR	3.74325
ZDHHC22	-0.524625
CCDC60	0.533
THOC7	-0.479833333333333
TCTA	1.1672
OR8K3	0.45975
NY-REN-7	0.333666666666667
B2M	3.08233333333333
C6orf141	-2.604
LPPR4	1.27375
SQLE	-2.506625
SEPHS1	-0.67925
BTBD14B	0.257071428571429
PLRG1	0.431
SPG7	-0.6396875
ZNF614	-0.0333333333333333
PARD6G	0.323666666666667
INPP5B	-1.5209
GRPEL2	-0.052875
PPID	-0.2063
TRIM56	-0.3765
UBE2J1	1.146
IL20RA	2.63325
LOC387856	0.0515
C1orf107	-0.225166666666667
UTS2R	0.696
C19orf22	-0.214
SAFB2	-0.421375
KIAA0652	-0.224875
KLRG1	-0.5295
MS4A8B	6.47016666666667
FRAG1	1.21375
KIAA1546	0.66575
E2F4	-1.3074
CLEC4M	0.8295
BTBD14A	-0.108
KIAA0999	1.0613
GYPA	-3.6172
TAC1	5.0823
TRAIP	-1.97533333333333
KIAA0232	1.1491
ERCC8	-1.596125
GPX4	0.973875
KIAA0368	0.22125
GPR157	-0.828166666666667
CTAGE4	1.3605
C9orf30	-1.92783333333333
OR52A1	0.436
HSP90B3P	-0.8785
ALG9	-0.2209
BTBD10	0.35475
SDK2	-0.0725
BAIAP3	-0.4945
RABGGTB	-0.74875
ANKRD40	-0.594833333333333
KRT74	0.8105
CALCOCO2	1.792
SNCA	-2.10575
TMSL8	-5.360125
C2orf53	0.6905
ESRRB	-0.82775
ARHGAP26	1.021625
TDRD9	-3.2155
HRAS	-0.545166666666667
KLRC4	-1.984
JAGN1	0.847333333333333
BSDC1	0.79575
RNF43	0.4726
NDUFAF1	0.82025
PHF12	0.366
OR1L3	0.7825
FOLR2	3.41908333333333
LYZL6	-0.1306
tcag7.1260	4.3065
WSB1	-1.12233333333333
PROS1	-0.1946
OSTN	0.296
PSMB8	1.76
SOCS4	-0.833125
DDIT4L	1.41975
MAS1	-0.665
MGC34796	1.46575
CSHL1	0.637666666666667
TBCCD1	-1.265
ZBTB7C	-0.171
AP2S1	-0.8785
P15RS	-0.3775
VAT1	-0.6015
SHANK3	0.0658333333333333
TUFM	-0.602833333333333
THEG	-0.97675
KRT34	-2.849
SGSM3	0.160375
TOMM22	0.0495
SOCS3	0.612833333333333
CPO	8.203
POP4	0.72975
BHLHB3	0.237
MALL	5.3685
OR1B1	0.9315
PARK2	0.7675
GPR124	0.423875
LCE1E	-0.304
RUVBL2	-1.7075
CGRRF1	1.4768
ACPL2	-0.64875
WNT10B	-0.821125
BAIAP2L2	3.232
ISCA1	0.7795
C1orf125	2.39985714285714
RPAP1	-1.012
RAI16	-0.2015
RPL27	0.190875
NLRP9	0.613
EPN1	1.261
LOC388610	-1.03525
SLC35A1	1.5367
GAL	-2.572
SLC14A2	1.2735
RDH11	-0.668666666666667
FAM138F	-0.3425
AUH	1.95075
FLJ40243	2.71775
C14orf129	2.73066666666667
MBD2	-0.616
ABHD14B	1.313875
PIGT	-0.148375
ALS2CR4	-1.581125
ALAS1	1.2447
FOXO1	1.65316666666667
CRLF3	-0.92475
C20orf107	0.5455
FARS2	-0.36925
CCDC28A	2.5435
NPHP3	-1.0955
OR13F1	0.4505
TSEN54	-0.973
DEFB106B	0.1079
OR8B4	0.7025
STH	-1.1155
ZC3H14	-0.45025
CBX2	-0.341
TMEM49	-1.2025
C6orf21	0.687
FLJ20920	1.682625
CRTAP	-0.023357142857143
DDX50	-0.4245
STYXL1	-1.29575
BLVRB	0.381333333333333
LOC147650	-1.37133333333333
MMP24	0.12525
GRID1	1.75116666666667
BANF1	-1.966
CTAGEP	1.654
HMBS	-2.02475
SLC25A24	1.20233333333333
C14orf50	4.58725
MRO	5.22416666666667
SLC25A15	1.6795
FAM84B	-0.605
TDP1	-1.788
C16orf78	-0.119
C11orf57	0.21625
RFK	1.646875
ZFYVE9	-0.258125
STCH	-1.5725
WIBG	0.6655
LOC283871	-0.215
GBA2	0.6156
NDUFB3	1.028
HSD17B13	-0.271
GRIN3A	1.32483333333333
FMNL1	-2.08066666666667
SEPT7	-0.8868
GNLY	5.4195
GRAMD1C	3.8095
ZNF165	0.6305
USP38	0.69375
FAM83A	-3.668
C14orf24	1.12908333333333
ARMCX3	0.10825
ARHGDIB	-1.453
AK1	-0.82
KIAA1045	0.896
DNAJB13	-0.285
NEU2	-0.075
HIST1H4B	-1.772
FAM20B	-0.5192
HES2	1.38528571428571
FAM73B	0.5904
LOC388381	0.0463333333333333
INTS7	-1.48154545454545
AMPH	0.24375
