Hybridization REF	TCGA-AA-3530-01A-01R-1022-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.592
CREB3L1	1.43775
RPS11	0.769
PNMA1	-2.39825
MMP2	-1.18533333333333
C10orf90	-2.05375
ZHX3	-0.562833333333333
ERCC5	0.3435
GPR98	-1.39975
RXFP3	0.339
APBB2	0.05325
PRO0478	-0.2805
KLHL13	-2.75375
PRSSL1	-0.6505
PDCL3	0.685
DECR1	0.50425
SALL1	-2.2705
CADM4	-0.729666666666667
RPS18	0.507071428571429
HNRPD	-0.261333333333333
CFHR5	0.0398333333333333
SLC10A7	0.75075
OR2K2	0.7245
LMAN1	-0.8825
SUHW1	-2.25675
CHD8	-1.4459
SUMO1	0.1116
GP1BA	0.7175
DDB1	-1.01616666666667
MYO9B	-0.1467
MMP7	6.04525
CRNKL1	0.808
C9orf45	-1.15633333333333
XAB2	-0.370375
RTN1	0.759
KLHL14	-1.470125
TBX10	-0.384
CENPQ	-0.80625
UTY	1.91964285714286
ZBTB12	0.00650000000000001
DTNBP1	0.67575
KBTBD8	0.236833333333333
ZEB1	-1.36283333333333
ZG16	3.00675
MIER1	-0.0488
ADAM5P	0.3835
CHD9	0.055625
STK16	0.2385
KIAA1486	-0.879
TOB2	0.439083333333333
BANK1	4.8465
OR2V2	-0.0695
GRM2	-0.774833333333333
PROSC	0.426
SPIN2B	2.51325
PIR	-1.96022222222222
IPO9	-0.5024
EVC	-1.708
CXCL13	4.63816666666667
KIAA1199	2.2659
SORL1	1.39925
NAT10	-0.13875
CHD1	-0.858
SYN3	0.2175
SLC22A2	-0.781
SERPINF1	-0.776333333333333
WDR34	-0.6875
OR7A17	0.60175
C9orf11	-0.4185
RNF216L	-0.2151
LHB	-0.982
STK25	-0.303
TAOK3	1.1785
LOC152573	-2.06125
C3orf39	-0.071125
C14orf108	0.373
CDC25B	-0.0365454545454545
BMP3	0.645
TMEM180	-0.363
MAP1LC3C	-0.0405
CRYGC	-0.1615
POU3F1	-1.7056
C20orf32	-1.8895
CCDC95	-0.3145
HIGD1B	2.11075
USP6NL	1.05125
ABCD4	-0.161666666666667
DIMT1L	-0.0446666666666667
TEK	-0.398125
SLC25A46	-0.5335
LARP7	-1.3291
CD160	0.193166666666667
MT1JP	0.917333333333333
PHF20	-0.170875
CPNE4	-1.16833333333333
GTPBP1	-0.848571428571429
RAB33B	0.682833333333333
ALDOC	-1.926625
ZNF212	-0.49175
NUDT1	-1.19733333333333
RFPL2	-1.35066666666667
ZNF83	0.0685
GDPD5	0.524875
PDCD4	1.13305
CEP350	-0.19925
OR10A2	-0.22625
CST7	-0.27525
CIAO1	-0.89025
SELL	0.627625
OR8J3	1.7325
LTBP4	-0.256
SIRT6	0.4175
CCL19	4.22875
PPIL1	-0.382333333333333
GBP7	0.3046
STK17A	-0.6944
ABR	1.40825
OR9G1	0.691
FOXE1	-0.953625
CNGA3	0.152
GML	0.028
CD38	-0.33725
ZDHHC6	1.12133333333333
NEFH	-3.39825
CTDSP2	0.573166666666667
PGBD5	0.0325
CCNY	0.0940714285714286
RMND5B	-0.38075
ZNF257	-3.894
FLJ22167	0.029
EXOSC7	-0.3895
ROR2	0.053375
MAOA	2.852875
TNNT3	0.0601666666666667
GYPC	-2.279
C7orf33	0.5745
PLIN	0.857166666666667
LOC90826	-0.11125
RNF4	-0.2123
F8A1	0.11
PLEKHG4	0.41725
GRB2	-0.4577
HIST1H2AD	-1.76625
DUS3L	0.197333333333333
EIF1	0.179166666666667
RP5-1077B9.4	-1.47616666666667
FPGT	1.14875
GDF10	-1.5355
COQ9	0.42475
GCC2	0.499071428571429
RARRES3	1.152625
PLXNA1	-0.2024
KIAA0100	-0.6572
PMF1	-0.154
FNDC1	3.944
HS2ST1	-0.191083333333333
CRELD2	-0.62825
C8G	-1.7615
CD82	-0.4215
LIM2	-0.9785
UNQ6490	-0.523
MMP16	-1.1555
DRD3	-0.15775
C5orf26	-0.875
C11orf73	-0.090375
PTP4A2	0.092125
OR4M2	0.571
HPCA	-0.605833333333333
SEC14L1	-1.353
CHFR	0.03975
EMILIN1	-0.279375
NDUFS4	0.1915
COL18A1	-1.875125
PDZD3	3.3767
C9orf16	-0.3405
ERBB2IP	0.153666666666667
EMX2	-0.1915
FUS	-1.441
TF	-3.6502
CLCN4	1.26983333333333
CXorf56	0.658
C11orf72	0.33025
ELAC2	-1.16675
NPR1	-2.16675
ASS1	-0.132666666666667
USP42	-0.359375
POLR2J	-0.647
SEC23IP	0.388333333333333
UQCRC1	0.4235
LOC729603	0.2445
C1orf71	-0.451
POLG	-1.3435
ADAM23	-3.6865
TFR2	-1.60775
RICTOR	-0.117
MGC39606	0.72375
C19orf55	-0.078125
SNAPC1	-2.024
GNA11	0.755
CCDC52	0.5615
FSIP1	-0.2035
UPF3A	-0.018625
IGSF11	-2.5215
LAGE3	-0.29025
CHST6	-2.03
UNC13B	0.91025
TTLL4	-0.317
ZNF687	-0.342375
SDC2	-1.8087
COX7A2	0.34
LAMB4	0.0615
FAM24A	0.955
LRRTM3	-1.8075
GPHB5	0.42625
OR4C13	-0.4495
EIF3EIP	0.503714285714286
HABP4	-0.803
TMEM125	4.0335
