Hybridization REF	TCGA-AA-3979-01A-01R-1022-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-1.04375
CREB3L1	0.0885
RPS11	0.57975
PNMA1	-2.02725
MMP2	-1.16033333333333
C10orf90	-2.34975
ZHX3	-0.737166666666667
ERCC5	-0.486
GPR98	-1.17325
RXFP3	0.8125
APBB2	-0.57775
PRO0478	-1.385
KLHL13	-3.108
PRSSL1	-0.393166666666667
PDCL3	0.803
DECR1	1.083875
SALL1	-2.9265
CADM4	-0.3335
RPS18	0.420785714285714
HNRPD	-1.00375
CFHR5	0.432
SLC10A7	-0.036875
OR2K2	-0.1255
LMAN1	-0.92175
SUHW1	-2.95525
CHD8	-0.9839
SUMO1	0.3141
GP1BA	-0.0474
DDB1	-1.22383333333333
MYO9B	-0.5318
MMP7	7.413
CRNKL1	0.977
C9orf45	-1.76083333333333
XAB2	0.426375
RTN1	0.226
KLHL14	-1.501375
TBX10	0.8735
CENPQ	-0.38825
UTY	1.47878571428571
ZBTB12	0.392
DTNBP1	0.480875
KBTBD8	-0.431166666666667
ZEB1	-2.49683333333333
ZG16	5.338
MIER1	0.7135
ADAM5P	0.297
CHD9	-1.098
STK16	1.35925
KIAA1486	0.0635
TOB2	0.286333333333333
BANK1	0.34525
OR2V2	-0.0173333333333333
GRM2	0.316333333333333
PROSC	1.813375
SPIN2B	0.2955
PIR	-0.228111111111111
IPO9	-0.421
EVC	-2.17366666666667
CXCL13	1.698
KIAA1199	1.9051
SORL1	0.411
NAT10	-0.12325
CHD1	0.0475
SYN3	2.59325
SLC22A2	1.73375
SERPINF1	-2.34433333333333
WDR34	-0.138
OR7A17	-0.01175
C9orf11	0.044
RNF216L	-0.4585
LHB	-0.125
STK25	-0.00775
TAOK3	0.87575
LOC152573	-1.738
C3orf39	-0.6235
C14orf108	0.6659
CDC25B	0.824727272727273
BMP3	0.492
TMEM180	0.7465
MAP1LC3C	-0.5025
CRYGC	-0.155
POU3F1	-1.3135
C20orf32	-0.9505
CCDC95	0.484
HIGD1B	1.9905
USP6NL	0.328875
ABCD4	-0.792666666666667
DIMT1L	0.331083333333333
TEK	-0.28625
SLC25A46	0.38175
LARP7	-2.0389
CD160	0.341
MT1JP	1.05916666666667
PHF20	-0.4556875
CPNE4	-1.3475
GTPBP1	-0.864357142857143
RAB33B	0.3525
ALDOC	-1.169875
ZNF212	-0.73725
NUDT1	-0.581833333333333
RFPL2	6.20025
ZNF83	-0.848833333333333
GDPD5	-1.9175
PDCD4	0.47395
CEP350	-0.997
OR10A2	0.33225
CST7	-1.266
CIAO1	-0.5365
SELL	0.782625
OR8J3	0.36
LTBP4	-1.0315
SIRT6	1.51225
CCL19	1.9125
PPIL1	-0.0118333333333333
GBP7	-0.378166666666667
STK17A	-0.7204
ABR	-0.1765
OR9G1	0.048
FOXE1	-0.626
CNGA3	-0.193
GML	0.0655
CD38	0.958
ZDHHC6	1.04083333333333
NEFH	-3.4035
CTDSP2	0.00758333333333334
PGBD5	-2.26766666666667
CCNY	0.391071428571429
RMND5B	-0.0758333333333333
ZNF257	-3.2675
FLJ22167	0.393625
EXOSC7	-0.622166666666667
ROR2	-1.376125
MAOA	2.463375
TNNT3	-0.222
GYPC	-2.426
C7orf33	1.1845
PLIN	0.428666666666667
LOC90826	-0.46475
RNF4	-0.0356
F8A1	-1.2205
PLEKHG4	0.297
GRB2	-0.14695
HIST1H2AD	-0.98675
DUS3L	0.762166666666667
EIF1	-0.526333333333333
RP5-1077B9.4	-0.350333333333333
FPGT	2.05475
GDF10	-1.7206
COQ9	0.885
GCC2	0.338071428571428
RARRES3	3.14
PLXNA1	-0.0995
KIAA0100	-0.7651
PMF1	0.08325
FNDC1	3.6225
HS2ST1	0.481666666666667
CRELD2	-0.00974999999999999
C8G	-0.5745
CD82	-0.98975
LIM2	-0.42
UNQ6490	-0.4335
MMP16	-1.20375
DRD3	0.397
C5orf26	-1.22125
C11orf73	0.57675
PTP4A2	-0.1915
OR4M2	0.609
HPCA	-1.009
SEC14L1	-1.00033333333333
CHFR	0.245
EMILIN1	-0.305
NDUFS4	0.30475
COL18A1	-2.03525
PDZD3	3.6158
C9orf16	1.00533333333333
ERBB2IP	-0.208333333333333
EMX2	-0.18275
FUS	-1.3265
TF	-3.7611
CLCN4	1.05166666666667
CXorf56	0.942
C11orf72	0.4835
ELAC2	-1.43483333333333
NPR1	-1.95025
ASS1	1.65033333333333
USP42	-0.68825
POLR2J	0.146
SEC23IP	0.7255
UQCRC1	0.11925
LOC729603	-0.283
C1orf71	0.2245
POLG	-1.8225
ADAM23	-3.78225
TFR2	-0.8005
RICTOR	-1.0439
MGC39606	-0.7485
C19orf55	-0.08675
SNAPC1	-1.76966666666667
GNA11	0.97275
CCDC52	1.0255
FSIP1	3.452
UPF3A	-0.250625
IGSF11	-3.09866666666667
LAGE3	0.22125
CHST6	-2.0025
UNC13B	-0.095875
TTLL4	-0.8895
ZNF687	-0.24375
SDC2	-1.993
COX7A2	0.76475
LAMB4	0.017
FAM24A	0.4255
LRRTM3	-1.434
GPHB5	0.72875
OR4C13	0.7705
EIF3EIP	-0.223785714285714
HABP4	-1.641
TMEM125	4.28075
CNTN2	-0.0435
