Hybridization REF	TCGA-A6-2686-11A-01R-1758-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.744416666666667
CREB3L1	1.494
RPS11	0.48025
PNMA1	-0.37325
MMP2	-0.168333333333333
C10orf90	-2.62025
ZHX3	-0.240833333333333
ERCC5	0.62025
GPR98	-1.361
RXFP3	0.7295
APBB2	0.53975
PRO0478	-1.213375
KLHL13	0.12375
PRSSL1	-0.313666666666667
PDCL3	0.229
DECR1	1.682375
SALL1	-1.823
CADM4	-0.9355
RPS18	0.141571428571429
HNRPD	-1.04291666666667
CFHR5	1.1215
SLC10A7	0.429428571428571
OR2K2	0.4255
LMAN1	-1.36425
SUHW1	-3.49525
CHD8	-0.7892
SUMO1	0.6684
GP1BA	0.9538
DDB1	-0.8165
MYO9B	-0.5618
MMP7	0.464
CRNKL1	0.219
C9orf45	-1.57133333333333
XAB2	-0.79725
RTN1	1.2205
KLHL14	-1.04325
TBX10	0.56
CENPQ	-1.48625
UTY	-1.51435714285714
ZBTB12	1.813
DTNBP1	0.72875
KBTBD8	0.502666666666667
ZEB1	-1.19716666666667
ZG16	6.296
MIER1	1.4221
ADAM5P	1.81
CHD9	-0.510125
STK16	1.225
KIAA1486	-0.593
TOB2	1.03391666666667
BANK1	3.38525
OR2V2	0.518666666666667
GRM2	-0.0993333333333334
PROSC	1.453125
SPIN2B	0.5275
PIR	-1.83722222222222
IPO9	-1.3514
EVC	-0.724833333333333
CXCL13	4.29916666666667
KIAA1199	-2.61
SORL1	2.516
NAT10	-0.2625
CHD1	-0.60725
SYN3	1.54825
SLC22A2	0.15125
SERPINF1	-0.837333333333333
WDR34	-1.62825
OR7A17	0.8145
C9orf11	0.9275
RNF216L	-0.4406
LHB	0.806
STK25	-0.39475
TAOK3	1.75375
LOC152573	0.78425
C3orf39	-0.5255
C14orf108	1.8484
CDC25B	-2.21236363636364
BMP3	4.4495
TMEM180	-0.3735
MAP1LC3C	0.8275
CRYGC	-1.0865
POU3F1	-2.0829
C20orf32	-0.8005
CCDC95	-0.7595
HIGD1B	4.0315
USP6NL	-0.045125
ABCD4	0.605166666666667
DIMT1L	-1.12
TEK	2.4055
SLC25A46	0.82475
LARP7	-1.7244
CD160	2.91033333333333
MT1JP	3.25966666666667
PHF20	-1.0394375
CPNE4	-0.52125
GTPBP1	-0.0391428571428571
RAB33B	0.8495
ALDOC	-2.596375
ZNF212	-0.116
NUDT1	-1.03966666666667
RFPL2	-1.78966666666667
ZNF83	-1.40616666666667
GDPD5	-1.359
PDCD4	3.30945
CEP350	-0.17175
OR10A2	0.261
CST7	0.90875
CIAO1	-0.83625
SELL	0.758625
OR8J3	2.0535
LTBP4	0.966
SIRT6	1.31375
CCL19	5.55425
PPIL1	-1.61666666666667
GBP7	-0.667666666666667
STK17A	0.1085
ABR	2.3365
OR9G1	-0.327
FOXE1	-0.803625
CNGA3	2.2255
GML	0.586
CD38	-0.245
ZDHHC6	0.267666666666667
NEFH	-2.6705
CTDSP2	1.40475
PGBD5	-0.933666666666667
CCNY	0.395071428571429
RMND5B	0.0443333333333333
ZNF257	-3.8645
FLJ22167	-0.047875
EXOSC7	-0.624666666666667
ROR2	0.712125
MAOA	5.257625
TNNT3	1.6736
GYPC	-1.52975
C7orf33	0.7365
PLIN	3.4025
LOC90826	0.03975
RNF4	-0.5021
F8A1	0.2455
