Hybridization REF	TCGA-AA-3971-01A-01R-1022-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.3925
CREB3L1	1.58375
RPS11	0.673375
PNMA1	-1.74375
MMP2	-0.6345
C10orf90	-1.96566666666667
ZHX3	-0.692
ERCC5	0.39825
GPR98	-1.362
RXFP3	0.1095
APBB2	0.0095
PRO0478	-0.94325
KLHL13	-2.628
PRSSL1	-0.639166666666667
PDCL3	0.684333333333333
DECR1	0.89525
SALL1	-1.96883333333333
CADM4	-0.223333333333333
RPS18	0.273642857142857
HNRPD	-1.09116666666667
CFHR5	0.772833333333333
SLC10A7	0.4945
OR2K2	0.192
LMAN1	-0.59775
SUHW1	-1.11275
CHD8	-1.678
SUMO1	0.5951
GP1BA	0.6892
DDB1	-1.10133333333333
MYO9B	-0.434
MMP7	5.30075
CRNKL1	0.926875
C9orf45	-1.57133333333333
XAB2	-0.49675
RTN1	0.851285714285714
KLHL14	-1.555375
TBX10	2.656
CENPQ	-0.769
UTY	1.99792857142857
ZBTB12	-1.125
DTNBP1	0.525375
KBTBD8	0.584
ZEB1	-1.3825
ZG16	5.87825
MIER1	0.2271
ADAM5P	0.1225
CHD9	-0.2630625
STK16	0.9835
KIAA1486	-0.2495
TOB2	0.398833333333333
BANK1	4.47175
OR2V2	-0.2865
GRM2	0.0403333333333333
PROSC	0.63025
SPIN2B	1.88975
PIR	-0.681666666666667
IPO9	-0.964
EVC	-1.31216666666667
CXCL13	5.30233333333333
KIAA1199	1.6899
SORL1	1.6735
NAT10	-0.6585
CHD1	-0.187
SYN3	1.9845
SLC22A2	-0.821
SERPINF1	-1.03416666666667
WDR34	-0.968
OR7A17	0.29575
C9orf11	-0.4525
RNF216L	-0.1498
LHB	-0.4715
STK25	0.264
TAOK3	0.888125
LOC152573	-0.7245
C3orf39	0.09375
C14orf108	0.2682
CDC25B	-0.395181818181818
BMP3	1.6145
TMEM180	-0.429
MAP1LC3C	-0.5505
CRYGC	-1.3795
POU3F1	-1.6253
C20orf32	-1.3925
CCDC95	0.091
HIGD1B	2.7975
USP6NL	1.3835
ABCD4	-0.293333333333333
DIMT1L	-0.297916666666667
TEK	0.589875
SLC25A46	0.312
LARP7	-1.5155
CD160	1.05616666666667
MT1JP	0.977666666666667
PHF20	-0.4618125
CPNE4	-1.788
GTPBP1	-0.846142857142857
RAB33B	0.7172
ALDOC	-1.501375
ZNF212	-0.47225
NUDT1	-0.8945
RFPL2	-0.77475
ZNF83	-0.557833333333333
GDPD5	0.6815
PDCD4	1.3485
CEP350	-0.728
OR10A2	0.1075
CST7	0.64825
CIAO1	-0.272
SELL	1.083875
OR8J3	2.6425
LTBP4	-0.287166666666667
SIRT6	0.7585
CCL19	4.34425
PPIL1	-0.863
GBP7	0.05
STK17A	-0.7843
ABR	0.55025
OR9G1	-0.017
FOXE1	-0.8495
CNGA3	0.1935
GML	-0.0865
CD38	0.693
ZDHHC6	0.83
NEFH	-3.012
CTDSP2	0.54675
PGBD5	-2.1835
CCNY	0.239857142857143
RMND5B	-0.0603333333333333
ZNF257	-4.38375
FLJ22167	-0.154125
EXOSC7	-0.0525
ROR2	-0.8025
MAOA	3.647375
TNNT3	-0.484333333333333
GYPC	-1.74275
C7orf33	0.537
PLIN	0.404833333333333
LOC90826	-0.08775
RNF4	-0.2298
F8A1	0.059
PLEKHG4	0.2375
GRB2	-0.38635
HIST1H2AD	-0.808
DUS3L	-0.1255
EIF1	-0.399666666666667
RP5-1077B9.4	-0.813666666666667
FPGT	1.4435
GDF10	2.70683333333333
COQ9	0.7075
GCC2	-0.0547857142857143
RARRES3	1.699875
PLXNA1	-0.3914
KIAA0100	-0.7693
PMF1	-0.2875
FNDC1	4.4825
HS2ST1	-0.193666666666667
CRELD2	0.186
C8G	-0.382
CD82	-0.754
LIM2	-2.262
UNQ6490	0.043
MMP16	-0.31025
DRD3	-0.02725
C5orf26	-0.31075
C11orf73	-0.1005
PTP4A2	-0.00737499999999999
OR4M2	-0.084
HPCA	-0.543666666666667
SEC14L1	-1.0625
CHFR	-0.042625
EMILIN1	0.292125
NDUFS4	-0.01275
COL18A1	-1.449375
PDZD3	3.7209
C9orf16	0.315666666666667
ERBB2IP	0.256833333333333
EMX2	0.07275
FUS	-1.49325
TF	-3.9431
CLCN4	1.251
CXorf56	0.939
C11orf72	0.59025
ELAC2	-1.65641666666667
NPR1	-2.07575
ASS1	0.172833333333333
USP42	-0.39475
POLR2J	0.294
SEC23IP	0.504
UQCRC1	0.93
LOC729603	-0.18725
C1orf71	-0.37625
POLG	-1.77
ADAM23	-3.49425
TFR2	-1.63
RICTOR	-0.6964
MGC39606	0.09525
C19orf55	-0.534125
SNAPC1	-2.2455
GNA11	0.9825
CCDC52	0.615666666666667
FSIP1	0.3815
UPF3A	0.34575
IGSF11	-2.6925
LAGE3	-0.14075
CHST6	-1.7475
UNC13B	0.563375
TTLL4	-0.664375
ZNF687	-0.5195
SDC2	-1.2323
COX7A2	0.32875
LAMB4	-0.231
FAM24A	0.742
LRRTM3	-0.735666666666667
GPHB5	0.56725
OR4C13	0.622
EIF3EIP	0.190571428571429
HABP4	-0.9275
TMEM125	4.03825
CNTN2	-0.182375
ASNSD1	0.2455
FUT4	1.527
ACF	1.53075
LOC158381	0.647
CDH8	-0.211
AGPS	-0.205333333333333
C4orf18	0.425125
PECI	-0.731583333333333
UNG	0.177375
GSTP1	-0.09225
DCUN1D5	-1.0115
DKFZP564J0863	-0.5265
SLC9A3R1	-0.532
BCDO2	-0.372625
CHMP7	-0.708625
REM2	-0.316
DNHD1	-0.465125
FKBP4	-1.19875
ZNF350	0.8255
MGC11102	0.065125
BST1	1.035
KISS1R	0.8485
NCR2	0.081
DEFB125	-0.891
UBE2W	0.829125
KRT15	-1.449125
C10orf99	3.152
SCN11A	-0.29275
GFI1	-0.00450000000000001
RDHE2	3.3535
FHL1	-0.482
OSGEP	-0.438833333333333
GATA1	-2.52216666666667
SMC6	-0.74275
TTTY14	0.81725
LPIN3	0.482
RPL4	-0.6745
RBPMS	-0.4229
PRPF3	-0.392166666666667
EMR1	-0.47
SPATA19	0.289666666666667
XCR1	0.418
IRX3	-2.2409
RBM6	-0.02625
KLF4	1.5676
UNC5CL	2.98375
SEBOX	-0.2315
BTK	-0.01425
KRCC1	2.304
C6orf27	0.02
SYTL5	-0.064
PRND	1.083625
LOC653319	-0.787
PIGL	-0.355875
HUS1	0.549
SFRS6	0.309666666666667
C17orf77	0.344
UIMC1	0.374
FXYD2	-1.9101
LOC283152	0.95675
ZNF667	-2.2965
ZCCHC12	-0.7275
TFEC	2.2299
ATP7B	1.20066666666667
POLD2	-1.174
RG9MTD1	0.29925
ACOT2	-0.895833333333333
HIST1H4I	-0.714625
PPARGC1A	0.5723
ETFA	0.0695
POLRMT	-0.74
ZNF146	-0.333875
MIA2	-0.5795
KLHL6	-0.195833333333333
HOXB5	2.1275
NENF	0.567166666666667
CUGBP1	-1.27125
PRSS22	1.5965
CASC4	0.8951
CUL4B	0.6905
CENPJ	-0.8805
PITX1	-1.61716666666667
FLJ31033	0.961166666666667
CELSR3	-0.247333333333333
ZNF568	-0.7095
ITSN1	-1.04383333333333
EHBP1L1	-0.6935
C19orf2	0.0325
DCTN1	-1.2305
LIN28B	-3.6995
TNKS2	0.45325
C1QBP	-0.368375
CADPS2	1.06875
SRMS	1.22475
GJA9	0.155666666666667
MGC24975	-0.6285
TRIM45	-2.24833333333333
TSP50	0.768
TCP1	-0.90675
TMED7	0.7435
CMA1	0.7475
CENPL	-0.778166666666667
PTCRA	-0.2415
FST	-4.484
VWCE	-4.049
PAWR	0.329
ABCC12	0.935
LDLR	-1.7217
ASTN2	-0.4799
LOC441212	-0.125375
GPATCH8	-0.151
TANC2	-2.31741666666667
KIF4A	-0.8375
C18orf18	0.0965
PGM1	-0.418
KIAA0258	0.326
CPD	0.681
SNCAIP	-1.31725
DCT	-4.01066666666667
HLA-DOA	2.14754545454545
OR11L1	0.772
UPK1B	-0.593833333333333
DNAJB4	-0.318125
UGT1A8	4.50825
HIST1H4L	-1.416
PECR	-0.687666666666667
HSPA2	1.59475
WFIKKN1	-2.9275
SERP1	1.103625
SYDE2	-0.31425
TACR2	1.1265
NUP85	-0.53975
CD177	3.7155
LGR5	1.905
PIGG	0.00900000000000002
PTHR1	-2.64516666666667
RAB5A	0.6257
FLJ13224	-0.3965
USP9Y	0.3175
C7orf53	-0.358
LRP1B	-1.104
XAF1	1.9439
ABCG8	-0.133
ANKDD1A	0.0916666666666667
DAND5	-1.8535
SPAG6	-0.0136666666666667
LINCR	2.30525
ZDHHC22	-1.516
CCDC60	0.294
THOC7	-0.0598333333333333
TCTA	0.9797
OR8K3	0.615
NY-REN-7	0.214
B2M	2.04266666666667
C6orf141	-2.237
LPPR4	1.577
SQLE	-0.741375
SEPHS1	-0.78875
BTBD14B	-0.0397142857142857
PLRG1	-0.11625
SPG7	-0.3126875
ZNF614	-0.695333333333333
PARD6G	-0.8735
INPP5B	-0.8521
GRPEL2	0.16175
PPID	-0.0455000000000001
TRIM56	0.0315
UBE2J1	1.0515
IL20RA	5.4945
LOC387856	-0.809
C1orf107	0.590916666666667
UTS2R	0.694
C19orf22	0.57175
SAFB2	-0.817625
KIAA0652	-0.237375
KLRG1	-0.185333333333333
MS4A8B	4.58916666666667
FRAG1	0.81425
KIAA1546	-0.29475
E2F4	0.1528
CLEC4M	0.5835
BTBD14A	-1.3725
KIAA0999	-0.1523
GYPA	-3.18033333333333
TAC1	1.4487
TRAIP	-0.510833333333333
KIAA0232	-0.13
ERCC8	-0.436875
GPX4	-0.22675
KIAA0368	0.2035
GPR157	-0.564666666666667
CTAGE4	1.3835
C9orf30	-1.1795
OR52A1	0.9565
HSP90B3P	0.163
ALG9	-0.4552
BTBD10	0.67925
SDK2	-0.0343333333333333
BAIAP3	-1.73775
RABGGTB	-0.70225
ANKRD40	-0.263166666666667
KRT74	0.2655
CALCOCO2	0.725428571428572
SNCA	-3.365
TMSL8	-4.308
C2orf53	0.231
ESRRB	-0.6055
ARHGAP26	0.479125
TDRD9	-2.858
HRAS	-0.555666666666667
KLRC4	-2.4185
JAGN1	0.362666666666667
BSDC1	0.193
RNF43	1.7122
NDUFAF1	0.0295
PHF12	0.37625
OR1L3	-0.1525
FOLR2	2.07633333333333
LYZL6	0.301833333333333
tcag7.1260	1.9285
WSB1	-0.955
PROS1	0.5686
OSTN	0.289
PSMB8	2.1595
SOCS4	-0.579714285714286
DDIT4L	-0.077
MAS1	0.562
MGC34796	1.56025
CSHL1	-0.00533333333333335
TBCCD1	-0.319666666666667
ZBTB7C	-0.2235
AP2S1	-0.62025
P15RS	-0.5771
VAT1	-1.8623
SHANK3	0.341
TUFM	0.0141666666666667
THEG	-0.03875
KRT34	-3.174
SGSM3	0.021375
TOMM22	0.89025
SOCS3	0.140166666666667
CPO	0.6485
POP4	0.6615
BHLHB3	0.96325
MALL	3.571
OR1B1	-0.1795
PARK2	0.705
GPR124	-0.39875
LCE1E	0.0915
RUVBL2	-0.9645
CGRRF1	0.2914
ACPL2	0.64225
WNT10B	-2.181375
BAIAP2L2	1.789375
ISCA1	0.524
C1orf125	4.332
RPAP1	-0.62175
RAI16	-0.741166666666667
RPL27	0.041875
NLRP9	0.252
EPN1	0.636
LOC388610	-2.9635
SLC35A1	1.3275
GAL	-1.93525
SLC14A2	0.466
RDH11	-1.2875
FAM138F	0.3
AUH	1.12
FLJ40243	1.03675
C14orf129	1.86683333333333
MBD2	-0.588666666666667
ABHD14B	1.1315
PIGT	0.674875
ALS2CR4	-0.425875
ALAS1	0.6355
FOXO1	0.925333333333333
CRLF3	-0.30275
C20orf107	0.0325
FARS2	-0.36825
CCDC28A	1.1175
NPHP3	-0.5135
OR13F1	0.6585
TSEN54	-0.39325
DEFB106B	-0.1593
OR8B4	0.8255
STH	-1.16875
ZC3H14	-0.717625
CBX2	-0.053
TMEM49	0.005
C6orf21	0.5625
FLJ20920	0.69625
CRTAP	-0.0981428571428571
DDX50	-0.38325
STYXL1	0.11175
BLVRB	-0.497
LOC147650	-1.00633333333333
MMP24	0.464
GRID1	0.767833333333333
BANF1	-0.344166666666667
CTAGEP	0.55
HMBS	-1.20425
SLC25A24	0.668166666666667
C14orf50	3.0425
MRO	-0.392666666666667
SLC25A15	0.18975
FAM84B	0.0703
TDP1	-0.9905
C16orf78	0.172166666666667
C11orf57	0.23225
RFK	0.75775
ZFYVE9	-1.352625
STCH	-0.3314
WIBG	0.4045
LOC283871	-0.509666666666667
GBA2	-0.4432
NDUFB3	0.5815
HSD17B13	-0.641
GRIN3A	1.68066666666667
FMNL1	-1.33283333333333
SEPT7	-0.603
GNLY	3.761
GRAMD1C	1.87516666666667
ZNF165	-0.114
USP38	0.74775
FAM83A	-2.83683333333333
C14orf24	0.427916666666667
ARMCX3	1.055375
ARHGDIB	-0.469333333333333
AK1	-0.158
KIAA1045	-0.11875
DNAJB13	-0.4265
NEU2	-0.2975
HIST1H4B	-0.0263333333333334
FAM20B	-0.9806
HES2	1.35642857142857
FAM73B	-0.238
LOC388381	-0.1955
INTS7	-0.826272727272727
AMPH	-0.69425
ZNF775	-0.068625
UCKL1	0.308333333333333
C10orf97	0.51825
C1orf161	1.226
ALDH1L1	2.07125
FLJ39378	-1.21375
SLC23A1	-1.965
RBM4B	-0.3325
THAP4	0.407833333333333
OGFRL1	-0.7895
KIAA0831	-0.39725
PPP1R15A	-1.09033333333333
C1orf96	-1.21857142857143
C12orf11	-0.96675
