Hybridization REF	TCGA-AA-3952-01A-01R-1022-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.797833333333333
CREB3L1	1.74625
RPS11	0.49325
PNMA1	-1.5205
MMP2	-0.161166666666667
C10orf90	-1.58275
ZHX3	-0.669666666666667
ERCC5	0.4685
GPR98	-1.812
RXFP3	0.731
APBB2	-0.399
PRO0478	-0.7865
KLHL13	-2.71725
PRSSL1	0.601833333333333
PDCL3	-0.178833333333333
DECR1	0.368125
SALL1	-2.592
CADM4	-1.5154
RPS18	1.30564285714286
HNRPD	-1.70583333333333
CFHR5	0.6804
SLC10A7	1.008
OR2K2	-0.3775
LMAN1	-0.896875
SUHW1	-2.2595
CHD8	-0.7896
SUMO1	0.4238
GP1BA	-0.3592
DDB1	-1.19616666666667
MYO9B	-0.18
MMP7	4.942
CRNKL1	-0.8145
C9orf45	-1.40133333333333
XAB2	-0.638625
RTN1	0.0655
KLHL14	-1.02242857142857
TBX10	-0.968
CENPQ	-0.6465
UTY	-0.5895
ZBTB12	0.341
DTNBP1	-0.145875
KBTBD8	-1.05066666666667
ZEB1	-0.5855
ZG16	5.25175
MIER1	-0.213
ADAM5P	0.493
CHD9	-0.1984375
STK16	1.242
KIAA1486	-1.414
TOB2	0.541166666666667
BANK1	1.9455
OR2V2	0.019
GRM2	0.0315
PROSC	-0.486
SPIN2B	0.79
PIR	-1.62555555555556
IPO9	-0.4098
EVC	-0.716333333333333
CXCL13	0.925833333333333
KIAA1199	1.8251
SORL1	0.71875
NAT10	-0.575
CHD1	-0.4005
SYN3	1.4545
SLC22A2	0.22975
SERPINF1	-0.477166666666667
WDR34	-0.27025
OR7A17	0.30825
C9orf11	-0.263
RNF216L	-0.6457
LHB	0.747
STK25	-0.586125
TAOK3	0.1725
LOC152573	0.3305
C3orf39	0.000999999999999994
C14orf108	2.0697
CDC25B	-1.363
BMP3	0.5995
TMEM180	-0.071
MAP1LC3C	-0.58025
CRYGC	-0.593
POU3F1	-1.3197
C20orf32	-1.958
CCDC95	1.0185
HIGD1B	3.96975
USP6NL	0.600625
ABCD4	0.452833333333333
DIMT1L	-0.730166666666667
