Hybridization REF	TCGA-AA-3526-01A-02R-0821-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.824333333333333
CREB3L1	2.215
RPS11	0.819375
PNMA1	-1.846
MMP2	-0.862
C10orf90	-1.7265
ZHX3	-0.9145
ERCC5	0.657
GPR98	-0.48025
RXFP3	0.4505
APBB2	-0.237
PRO0478	-0.3055
KLHL13	-0.12525
PRSSL1	-0.225333333333333
PDCL3	0.350166666666667
DECR1	1.15675
SALL1	-2.29383333333333
CADM4	-0.199333333333333
RPS18	0.503642857142857
HNRPD	-0.35775
CFHR5	0.4226
SLC10A7	0.873875
OR2K2	0.1975
LMAN1	-1.271625
SUHW1	-1.38825
CHD8	-0.2056
SUMO1	0.0666
GP1BA	0.2192
DDB1	-0.864833333333333
MYO9B	-0.5351
MMP7	6.14775
CRNKL1	-0.239375
C9orf45	-1.25183333333333
XAB2	-0.34
RTN1	0.244125
KLHL14	-0.431875
TBX10	0.0635
CENPQ	-0.921
UTY	-1.33515384615385
ZBTB12	0.1075
DTNBP1	0.3835
KBTBD8	-0.537333333333333
ZEB1	-0.877166666666667
ZG16	3.3975
MIER1	0.5339
ADAM5P	-0.29
CHD9	-0.105625
STK16	0.32725
KIAA1486	0.044
TOB2	0.20275
BANK1	3.12225
OR2V2	0.06875
GRM2	0.0541666666666667
PROSC	-0.512875
SPIN2B	0.356
PIR	-2.40955555555556
IPO9	-0.3376
EVC	-1.27383333333333
CXCL13	1.904
KIAA1199	-0.3594
SORL1	1.43
NAT10	0.01325
CHD1	-0.51825
SYN3	-0.381
SLC22A2	-0.064
SERPINF1	-1.34383333333333
WDR34	-0.6325
OR7A17	0.1485
C9orf11	-0.1285
RNF216L	-0.2623
LHB	0.052
STK25	-0.220875
TAOK3	1.307875
LOC152573	0.4725
C3orf39	-1.023875
C14orf108	0.5364
CDC25B	-0.999363636363636
BMP3	0.2715
TMEM180	-0.0785
MAP1LC3C	-0.086
CRYGC	-0.339
POU3F1	-0.8353
C20orf32	-0.4985
CCDC95	0.059
HIGD1B	0.823
USP6NL	0.739125
ABCD4	0.646
DIMT1L	0.11075
TEK	-0.048125
SLC25A46	-0.799
LARP7	-1.3138
CD160	0.698
MT1JP	0.266
PHF20	-0.768375
CPNE4	-0.77525
GTPBP1	-0.9725
RAB33B	0.5015
ALDOC	-1.32
ZNF212	-0.10775
NUDT1	-0.675666666666667
RFPL2	-1.02766666666667
ZNF83	0.937166666666667
GDPD5	-0.184375
PDCD4	-0.1089
CEP350	0.612
OR10A2	0.01575
CST7	0.79975
CIAO1	-0.39875
SELL	1.03575
OR8J3	2.575
LTBP4	0.158
SIRT6	0.23825
CCL19	1.6885
PPIL1	-0.4045
GBP7	0.0388333333333333
STK17A	-1.5733
ABR	0.0125
OR9G1	0.4475
FOXE1	-0.082
CNGA3	0.5335
GML	0.283
CD38	-0.63725
ZDHHC6	-0.0643333333333334
NEFH	-4.0095
CTDSP2	0.37525
PGBD5	-1.60916666666667
CCNY	-0.140785714285714
RMND5B	-0.922916666666667
ZNF257	-1.58225
FLJ22167	0.293125
EXOSC7	0.0751666666666667
ROR2	0.440125
MAOA	2.522625
TNNT3	0.0208333333333333
GYPC	-1.34525
C7orf33	1.258
PLIN	0.132333333333333
LOC90826	0.14925
RNF4	0.263
F8A1	-0.501666666666667
PLEKHG4	-0.634
GRB2	-0.7899
HIST1H2AD	1.48875
DUS3L	0.2405
EIF1	-0.325333333333333
RP5-1077B9.4	-0.862
FPGT	1.017
GDF10	-1.09383333333333
COQ9	-0.04425
GCC2	1.29978571428571
RARRES3	0.165375
PLXNA1	-0.6842
KIAA0100	-0.3295
PMF1	0.12225
FNDC1	3.10775
HS2ST1	-0.09475
CRELD2	0.01625
C8G	-0.1445
CD82	-0.00275
LIM2	-0.457
UNQ6490	-0.586
MMP16	0.0285
DRD3	0.01525
C5orf26	-0.638
C11orf73	-0.40225
PTP4A2	-0.2335
OR4M2	0.1075
HPCA	-0.660666666666667
SEC14L1	-0.853166666666667
CHFR	0.365375
EMILIN1	-0.15975
NDUFS4	0.63625
COL18A1	-1.636125
PDZD3	2.2683
C9orf16	0.316833333333333
ERBB2IP	0.6935
EMX2	0.2925
FUS	-1.21925
TF	-3.7061
CLCN4	1.19916666666667
CXorf56	0.6735
C11orf72	0.4005
ELAC2	-1.77683333333333
NPR1	-1.58125
ASS1	0.763166666666667
USP42	-0.225875
POLR2J	0.45
SEC23IP	0.181
UQCRC1	0.157
LOC729603	-0.13625
C1orf71	-0.193625
POLG	-1.8555
ADAM23	-3.72875
TFR2	-0.8215
RICTOR	0.4987
MGC39606	-0.31775
C19orf55	0.029625
SNAPC1	-0.824166666666667
GNA11	0.352625
CCDC52	0.240166666666667
FSIP1	-1.4275
UPF3A	-0.416125
IGSF11	-1.4195
LAGE3	-0.37325
CHST6	-1.517
UNC13B	0.626375
TTLL4	-0.11125
ZNF687	-0.2805
SDC2	-1.4251
COX7A2	0.46775
LAMB4	-0.10075
FAM24A	0.1285
LRRTM3	-0.938833333333334
GPHB5	0.336
OR4C13	0.00199999999999999
EIF3EIP	-0.638928571428571
HABP4	-0.7695
TMEM125	3.68075
CNTN2	-0.199625
ASNSD1	0.114
FUT4	1.77375
ACF	0.96975
LOC158381	-0.156
CDH8	-0.0405
AGPS	0.00583333333333334
C4orf18	1.52325
PECI	-0.4955
UNG	-0.283125
GSTP1	0.313625
DCUN1D5	-1.16983333333333
DKFZP564J0863	-1.01675
SLC9A3R1	-1.421125
BCDO2	0.030375
CHMP7	-1.30325
REM2	0.033
DNHD1	-0.1105
FKBP4	-0.812875
ZNF350	1.32
MGC11102	-0.53675
BST1	0.47375
KISS1R	0.5425
NCR2	0.2585
DEFB125	0.339
UBE2W	1.49625
KRT15	-1.31
C10orf99	1.3255
SCN11A	0.047625
GFI1	1.26675
RDHE2	4.726
FHL1	-1.19666666666667
OSGEP	0.206
