Hybridization REF	TCGA-AA-3672-01A-01R-0905-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.517833333333333
CREB3L1	1.025
RPS11	1.184875
PNMA1	-1.903
MMP2	-0.865666666666667
C10orf90	-2.48725
ZHX3	-0.8955
ERCC5	0.13625
GPR98	-1.617875
RXFP3	0.4695
APBB2	0.9685
PRO0478	-1.617
KLHL13	-1.5945
PRSSL1	-0.842
PDCL3	0.736666666666667
DECR1	-0.144875
SALL1	-4.1175
CADM4	0.029
RPS18	0.636642857142857
HNRPD	-0.555083333333333
CFHR5	0.332
SLC10A7	0.639625
OR2K2	-0.51
LMAN1	-0.220625
SUHW1	-3.3385
CHD8	-1.071
SUMO1	0.416
GP1BA	0.2206
DDB1	-1.01216666666667
MYO9B	-0.2863
MMP7	4.37575
CRNKL1	0.37325
C9orf45	-2.31833333333333
XAB2	-0.0475
RTN1	1.137625
KLHL14	-1.833625
TBX10	-0.0065
CENPQ	-1.071
UTY	-0.963571428571429
ZBTB12	0.151
DTNBP1	0.00424999999999993
KBTBD8	0.744166666666667
ZEB1	-0.860166666666667
ZG16	5.1165
MIER1	0.5754
ADAM5P	-0.1885
CHD9	-0.771375
STK16	0.72975
KIAA1486	-0.5505
TOB2	0.548333333333333
BANK1	4.272
OR2V2	0.0735
GRM2	0.356666666666667
PROSC	-0.28975
SPIN2B	0.14975
PIR	-2.36877777777778
IPO9	-0.3154
EVC	-1.5905
CXCL13	5.83633333333333
KIAA1199	0.4637
SORL1	0.79825
NAT10	0.208
CHD1	-0.29925
SYN3	-1.11325
SLC22A2	-0.5065
SERPINF1	-1.74866666666667
WDR34	-0.3335
OR7A17	0.22575
C9orf11	0.1285
RNF216L	-0.3052
LHB	0.0635
STK25	0.023125
TAOK3	1.215125
LOC152573	-1.46475
C3orf39	-0.060125
C14orf108	1.2679
CDC25B	0.0764545454545455
BMP3	1.105
TMEM180	0.2125
MAP1LC3C	-0.381
CRYGC	-0.2035
POU3F1	-1.2962
C20orf32	-0.818
CCDC95	-0.1245
HIGD1B	1.61025
USP6NL	0.456875
ABCD4	-0.129666666666667
DIMT1L	-0.249333333333333
TEK	0.097375
SLC25A46	0.1635
LARP7	-2.7546
CD160	1.20466666666667
MT1JP	1.52716666666667
PHF20	-0.9508125
CPNE4	-1.64625
GTPBP1	-0.613714285714286
RAB33B	0.6225
ALDOC	-0.7905
ZNF212	-0.45925
NUDT1	-0.992833333333333
RFPL2	-1.29575
ZNF83	-1.332
GDPD5	-1.21225
PDCD4	0.57605
CEP350	-0.86925
OR10A2	0.4825
CST7	1.32725
CIAO1	-0.34225
SELL	1.24225
OR8J3	0.587
LTBP4	-0.497333333333333
SIRT6	0.431
CCL19	3.22525
PPIL1	-0.354
GBP7	1.11333333333333
STK17A	-0.4652
ABR	0.692
OR9G1	0.3185
FOXE1	-0.5525
CNGA3	0.7755
GML	0.17
CD38	-0.14125
ZDHHC6	0.3825
NEFH	-3.5585
CTDSP2	0.61075
PGBD5	-1.25383333333333
CCNY	0.354
RMND5B	-0.0799166666666667
ZNF257	-3.5055
FLJ22167	0.534625
