Hybridization REF	TCGA-AA-3821-01A-01R-1022-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.476916666666667
CREB3L1	2.753
RPS11	0.638125
PNMA1	-0.2465
MMP2	0.189833333333333
C10orf90	-2.73175
ZHX3	-0.754
ERCC5	0.7305
GPR98	-2.23425
RXFP3	0.5255
APBB2	0.553
PRO0478	-0.943125
KLHL13	-1.03175
PRSSL1	-0.474666666666667
PDCL3	0.362833333333333
DECR1	-0.112125
SALL1	-2.67483333333333
CADM4	-1.3085
RPS18	0.411214285714286
HNRPD	-0.583333333333333
CFHR5	0.398166666666667
SLC10A7	0.844375
OR2K2	0.6425
LMAN1	-0.090125
SUHW1	-3.7345
CHD8	-1.3099
SUMO1	0.1237
GP1BA	-0.1306
DDB1	-0.543833333333333
MYO9B	-0.1597
MMP7	4.62775
CRNKL1	0.29825
C9orf45	-1.691
XAB2	-0.226375
RTN1	0.612428571428572
KLHL14	-1.62771428571429
TBX10	-1.296
CENPQ	-1.06275
UTY	-1.39578571428571
ZBTB12	0.0835
DTNBP1	0.4305
KBTBD8	-0.346166666666667
ZEB1	-0.405666666666667
ZG16	5.00175
MIER1	0.545
ADAM5P	0.126
CHD9	0.0030625
STK16	0.82375
KIAA1486	-0.6925
TOB2	0.673333333333333
BANK1	2.33225
OR2V2	0.4115
GRM2	-0.0683333333333333
PROSC	0.101
SPIN2B	0.43525
PIR	-2.13144444444444
IPO9	-0.3633
EVC	-0.783333333333333
CXCL13	3.46766666666667
KIAA1199	0.3212
SORL1	1.65275
NAT10	-0.11775
CHD1	-0.021
SYN3	-0.454
SLC22A2	-0.08225
SERPINF1	-0.603833333333333
WDR34	-0.3355
OR7A17	0.307
C9orf11	-0.1915
RNF216L	-0.0941
LHB	-0.2735
STK25	-0.278125
TAOK3	1.125875
LOC152573	-2.1545
C3orf39	-0.953875
C14orf108	1.025
CDC25B	-0.134818181818182
BMP3	0.0055
TMEM180	0.188
MAP1LC3C	-0.153
CRYGC	-1.086
POU3F1	-1.8082
C20orf32	-1.005
CCDC95	-0.253
HIGD1B	2.079
USP6NL	0.40825
ABCD4	0.468666666666667
DIMT1L	-0.76075
TEK	0.38275
SLC25A46	0.339
LARP7	-1.3015
CD160	0.897833333333333
MT1JP	0.66
PHF20	-1.1736875
CPNE4	-1.8775
GTPBP1	-0.630428571428571
RAB33B	1.1055
ALDOC	-1.635125
ZNF212	-0.69225
NUDT1	-0.8085
RFPL2	-1.8325
ZNF83	-0.9575
GDPD5	-1.32075
PDCD4	0.6122
CEP350	-0.6355
OR10A2	0.14925
CST7	0.4435
CIAO1	-0.7415
SELL	0.540125
OR8J3	2.0845
LTBP4	0.673333333333333
SIRT6	0.41275
CCL19	1.95275
PPIL1	-0.523
GBP7	-0.0318333333333333
STK17A	-0.9879
ABR	1.3595
OR9G1	0.3385
FOXE1	-0.96375
CNGA3	-0.4655
GML	0.016
CD38	-2.44625
ZDHHC6	0.804833333333333
NEFH	-3.378
CTDSP2	0.2515
PGBD5	-1.88683333333333
CCNY	-0.0377857142857143
RMND5B	-0.268833333333333
ZNF257	-3.5965
FLJ22167	0.59025
EXOSC7	-0.289
ROR2	0.755125
MAOA	3.1035
TNNT3	-0.279
GYPC	-2.085
C7orf33	0.434
PLIN	0.0958333333333333
LOC90826	0.46575
RNF4	0.0582
F8A1	-0.196333333333333
PLEKHG4	-1.24575
GRB2	-0.2314
HIST1H2AD	-0.82175
DUS3L	-0.046
EIF1	0.119166666666667
RP5-1077B9.4	-1.05033333333333
FPGT	1.06525
GDF10	-2.10433333333333
COQ9	0.173
GCC2	1.0615
RARRES3	2.65425
PLXNA1	-0.5429
KIAA0100	-0.3013
PMF1	0.1075
FNDC1	5.34075
HS2ST1	-0.11
CRELD2	0.7385
C8G	0.375
CD82	-0.589
LIM2	-0.425
UNQ6490	0.5085
MMP16	-0.34
DRD3	0.02775
C5orf26	0.02725
C11orf73	-0.203875
PTP4A2	0.369875
OR4M2	0.8925
HPCA	-0.375
SEC14L1	-1.28433333333333
CHFR	-1.5195
EMILIN1	0.43775
NDUFS4	-0.07425
COL18A1	-1.375375
PDZD3	3.4371
C9orf16	-0.0343333333333333
ERBB2IP	-0.728166666666667
EMX2	-0.4035
FUS	-1.3275
TF	-3.6601
CLCN4	0.5175
CXorf56	0.05225
C11orf72	0.524
ELAC2	-0.89325
NPR1	-1.646
ASS1	0.3325
USP42	-0.62925
POLR2J	-0.599
SEC23IP	0.995
UQCRC1	0.50125
LOC729603	0.142
C1orf71	-0.612125
POLG	-0.7685
ADAM23	-3.45775
TFR2	-1.20425
RICTOR	-0.5954
MGC39606	-1.0145
C19orf55	-0.027875
SNAPC1	-1.61433333333333
GNA11	0.87475
CCDC52	1.03133333333333
FSIP1	-0.372
UPF3A	-0.364
IGSF11	-0.921333333333333
LAGE3	-0.97875
CHST6	1.33
UNC13B	1.05125
TTLL4	-0.202875
ZNF687	-0.191375
SDC2	-1.0158
COX7A2	0.5575
LAMB4	-0.115
FAM24A	0.406
LRRTM3	-1.003
GPHB5	0.266
OR4C13	0.262
EIF3EIP	0.346142857142857
HABP4	-1.256
TMEM125	4.1675
CNTN2	-0.370625
ASNSD1	-0.5375
FUT4	2.0785
ACF	-1.06775
LOC158381	0.21
CDH8	-0.57375
AGPS	0.815333333333333
C4orf18	1.001375
PECI	-0.640166666666667
UNG	0.153125
GSTP1	0.311125
DCUN1D5	-0.821
DKFZP564J0863	-0.5095
SLC9A3R1	-0.105
BCDO2	0.782
CHMP7	0.102875
REM2	-0.613
DNHD1	0.593125
FKBP4	-1.091625
ZNF350	-2.2515
MGC11102	-0.471625
BST1	0.038
KISS1R	0.41
NCR2	0.3175
DEFB125	0.391
UBE2W	0.4805
KRT15	-0.890875
C10orf99	3.2215
SCN11A	-0.312375
GFI1	1.376
RDHE2	5.23416666666667
FHL1	-1.56316666666667
OSGEP	0.601166666666667
GATA1	-3.18766666666667
SMC6	-0.499
TTTY14	-0.916
LPIN3	0.4225
RPL4	-0.4286
RBPMS	-0.3724
PRPF3	-0.203333333333333
EMR1	-2.6595
SPATA19	-0.05775
XCR1	0.3975
IRX3	-1.4302
RBM6	0.39975
KLF4	2.0678
UNC5CL	3.2685
SEBOX	0.523
BTK	-1.3
KRCC1	1.856
C6orf27	0.2485
SYTL5	-0.745
PRND	0.982375
LOC653319	-0.3095
PIGL	-0.090375
HUS1	0.177333333333333
SFRS6	1.59658333333333
C17orf77	0.846
UIMC1	0.2725
FXYD2	-1.655
LOC283152	-0.008
ZNF667	-2.62675
ZCCHC12	-0.521
TFEC	1.9508
ATP7B	2.21483333333333
POLD2	-1.14983333333333
RG9MTD1	-0.29575
ACOT2	-0.334166666666667
HIST1H4I	-0.478
PPARGC1A	1.5138
ETFA	-0.1821
POLRMT	-0.71825
ZNF146	-0.033625
MIA2	0.8635
KLHL6	-1.35666666666667
HOXB5	3.18625
NENF	0.210666666666667
CUGBP1	0.12
PRSS22	1.8965
CASC4	0.95
CUL4B	-0.1884
CENPJ	-0.3821
PITX1	0.476666666666667
FLJ31033	0.843
CELSR3	0.0736666666666667
ZNF568	-1.65475
ITSN1	-0.803916666666667
EHBP1L1	-0.275833333333333
C19orf2	-0.18525
DCTN1	-1.1735
LIN28B	-4.4465
TNKS2	0.12525
C1QBP	0.364
CADPS2	1.484
SRMS	0.775
GJA9	0.142
MGC24975	0.162333333333333
TRIM45	-1.34733333333333
TSP50	-0.6375
TCP1	-1.0845
TMED7	0.4083
CMA1	-0.015
CENPL	-1.24566666666667
PTCRA	-0.4565
FST	-4.58075
VWCE	-3.04225
PAWR	1.036
ABCC12	0.3986
LDLR	-1.2576
