Hybridization REF	TCGA-AA-3970-01A-01R-1022-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.0268333333333333
CREB3L1	1.378
RPS11	0.4675
PNMA1	-1.23875
MMP2	-0.569333333333333
C10orf90	-2.05975
ZHX3	-0.624166666666667
ERCC5	0.261
GPR98	-0.85175
RXFP3	0.639
APBB2	-0.689
PRO0478	-0.640375
KLHL13	-2.90625
PRSSL1	-0.4275
PDCL3	0.624333333333333
DECR1	1.119375
SALL1	-2.63683333333333
CADM4	-0.918666666666667
RPS18	0.482642857142857
HNRPD	-1.22291666666667
CFHR5	0.524666666666667
SLC10A7	0.28325
OR2K2	0.3655
LMAN1	-1.123125
SUHW1	-2.82225
CHD8	-0.7099
SUMO1	0.3901
GP1BA	0.4371
DDB1	-0.7595
MYO9B	-0.6296
MMP7	7.162
CRNKL1	-0.3375
C9orf45	-1.96433333333333
XAB2	0.248625
RTN1	1.395
KLHL14	-0.8735
TBX10	1.644
CENPQ	-0.51025
UTY	1.79814285714286
ZBTB12	0.1245
DTNBP1	0.270375
KBTBD8	0.164833333333333
ZEB1	-1.70116666666667
ZG16	5.7665
MIER1	0.2757
ADAM5P	-0.4395
CHD9	-0.932
STK16	1.48125
KIAA1486	-0.3575
TOB2	0.08925
BANK1	4.42925
OR2V2	0.33725
GRM2	0.182666666666667
PROSC	0.8425
SPIN2B	0.49375
PIR	-1.731
IPO9	-0.7676
EVC	-1.63733333333333
CXCL13	3.80816666666667
KIAA1199	2.4508
SORL1	0.0585
NAT10	0.34725
CHD1	-0.4395
SYN3	2.03325
SLC22A2	-0.19625
SERPINF1	-1.4175
WDR34	-0.286
OR7A17	0.189
C9orf11	-0.409
RNF216L	-0.3064
LHB	0.203
STK25	-0.07775
TAOK3	0.746375
LOC152573	-1.40575
C3orf39	0.01
C14orf108	0.8765
CDC25B	-0.266909090909091
BMP3	0.3375
TMEM180	0.1375
MAP1LC3C	-0.10675
CRYGC	-0.1705
POU3F1	-1.1258
C20orf32	-1.456
CCDC95	0.317
HIGD1B	3.03625
USP6NL	0.90225
ABCD4	-0.057
DIMT1L	-0.314416666666667
TEK	0.584125
SLC25A46	0.30575
LARP7	-1.8621
CD160	0.312666666666667
MT1JP	0.513666666666667
PHF20	-0.19975
CPNE4	-1.4095
GTPBP1	-0.781071428571429
RAB33B	0.496166666666667
ALDOC	-0.910875
ZNF212	-1.03375
NUDT1	-0.924333333333333
RFPL2	-1.39475
ZNF83	-0.696
GDPD5	-0.0155
PDCD4	0.90185
CEP350	-0.8415
OR10A2	-0.07725
CST7	0.3645
CIAO1	-0.194
SELL	1.08925
