Hybridization REF	TCGA-AA-3693-01A-01R-0905-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.264916666666667
CREB3L1	1.037
RPS11	1.738875
PNMA1	-1.52225
MMP2	-1.55016666666667
C10orf90	-2.13075
ZHX3	-0.520666666666667
ERCC5	1.07025
GPR98	-2.249375
RXFP3	1.1705
APBB2	-2.18575
PRO0478	-1.499875
KLHL13	-1.2315
PRSSL1	0.627166666666667
PDCL3	0.608166666666667
DECR1	-0.309875
SALL1	-3.18066666666667
CADM4	-0.0596666666666667
RPS18	1.53578571428571
HNRPD	-0.801166666666667
CFHR5	0.131833333333333
SLC10A7	1.213
OR2K2	0.359
LMAN1	-1.646
SUHW1	-0.7895
CHD8	-1.9431
SUMO1	0.5031
GP1BA	-0.2579
DDB1	-1.124
MYO9B	-0.3105
MMP7	4.66925
CRNKL1	-0.2495
C9orf45	-2.12
XAB2	0.475625
RTN1	0.381125
KLHL14	-1.200875
TBX10	0.8405
CENPQ	-0.091
UTY	-1.041
ZBTB12	0.0235
DTNBP1	0.081375
KBTBD8	0.351
ZEB1	-0.934666666666667
ZG16	-0.188
MIER1	0.443
ADAM5P	0.3885
CHD9	-0.627125
STK16	0.66625
KIAA1486	-0.286
TOB2	0.447833333333333
BANK1	4.054
OR2V2	0.518
GRM2	0.372
PROSC	0.833375
SPIN2B	1.60975
PIR	-1.56477777777778
IPO9	-0.7765
EVC	-1.69
CXCL13	0.795166666666667
KIAA1199	1.3975
SORL1	1.31425
NAT10	-0.16275
CHD1	-0.4245
SYN3	0.5755
SLC22A2	-0.1365
SERPINF1	-1.763
WDR34	-1.0265
OR7A17	0.30375
C9orf11	0.1405
RNF216L	-0.0129
LHB	0.152
STK25	-0.085375
TAOK3	0.7855
LOC152573	-0.17325
C3orf39	0.659
C14orf108	-0.3748
CDC25B	-1.88045454545455
BMP3	0.5065
TMEM180	0.4935
MAP1LC3C	-0.38175
CRYGC	-0.0445
POU3F1	-1.3216
C20orf32	-1.257
CCDC95	0.0785
HIGD1B	3.55025
USP6NL	1.556625
ABCD4	-1.1125
DIMT1L	0.2975
TEK	0.40575
SLC25A46	0.33375
LARP7	-1.0003
CD160	0.635333333333333
MT1JP	-1.86916666666667
PHF20	0.02675
CPNE4	-1.48
GTPBP1	-0.375571428571429
RAB33B	1.98216666666667
ALDOC	-1.593
ZNF212	-0.0285
NUDT1	-0.5035
RFPL2	-1.71875
ZNF83	-0.410166666666667
GDPD5	0.741875
PDCD4	1.0053
CEP350	-0.868
OR10A2	0.703
CST7	0.24875
CIAO1	-0.53025
SELL	0.450625
OR8J3	0.3705
LTBP4	0.577
SIRT6	0.60775
CCL19	3.97125
PPIL1	-0.736666666666667
GBP7	0.1508
STK17A	-0.8119
ABR	0.37025
OR9G1	-0.2065
FOXE1	-0.446
CNGA3	1.2385
GML	0.254
CD38	-3.0795
ZDHHC6	1.027
NEFH	-3.44075
CTDSP2	0.346
PGBD5	-2.63716666666667
CCNY	0.144357142857143
RMND5B	0.106666666666667
ZNF257	-3.90425
FLJ22167	-0.202875
EXOSC7	-0.428833333333333
ROR2	-0.625125
MAOA	2.880875
TNNT3	-0.225
GYPC	-2.16425
C7orf33	1.692
PLIN	0.691666666666667
LOC90826	0.3385
RNF4	-0.8153
F8A1	-0.0821666666666667
PLEKHG4	0.48225
GRB2	-0.58805
HIST1H2AD	0.23175
DUS3L	0.344
EIF1	-0.357166666666667
RP5-1077B9.4	-0.571833333333333
FPGT	2.001
GDF10	1.9055
COQ9	0.16525
GCC2	0.0573571428571429
RARRES3	1.29475
PLXNA1	-0.272
KIAA0100	-0.9572
PMF1	-0.1625
FNDC1	4.56
HS2ST1	0.236333333333333
CRELD2	-0.275
C8G	-1.2405
CD82	0.28125
LIM2	-0.821
UNQ6490	0.1165
MMP16	-0.559
DRD3	0.556
C5orf26	0.352
C11orf73	0.426
PTP4A2	0.040125
OR4M2	1.0715
HPCA	-0.831166666666667
SEC14L1	-1.57966666666667
CHFR	-0.381125
EMILIN1	0.438
NDUFS4	0.18875
COL18A1	-2.182625
PDZD3	3.5445
C9orf16	0.722833333333333
ERBB2IP	-0.0708333333333333
EMX2	-0.11375
FUS	-2.757
TF	-3.9341
CLCN4	0.330333333333333
CXorf56	0.316
C11orf72	0.50125
ELAC2	-1.93233333333333
NPR1	-1.89725
ASS1	-0.232166666666667
USP42	0.047625
POLR2J	0.7345
SEC23IP	0.3545
UQCRC1	0.74725
LOC729603	-0.505
C1orf71	-0.419125
POLG	-2.2005
ADAM23	-3.627
TFR2	-0.4695
RICTOR	-1.0471
MGC39606	0.923
C19orf55	-0.170125
SNAPC1	-2.441
GNA11	0.58375
CCDC52	0.509166666666667
FSIP1	-0.7705
UPF3A	0.75375
IGSF11	-2.399
LAGE3	0.1125
CHST6	-2.2775
UNC13B	0.55975
TTLL4	-0.519375
ZNF687	-0.538
SDC2	-1.493
COX7A2	0.469
LAMB4	-0.22925
FAM24A	0.437
LRRTM3	-1.1215
GPHB5	1.93625
OR4C13	0.4175
EIF3EIP	0.949857142857143
HABP4	-0.067
TMEM125	4.43825
CNTN2	-0.010375
ASNSD1	0.2425
FUT4	1.797375
ACF	1.0295
LOC158381	-0.6145
CDH8	-0.355
AGPS	-0.320166666666667
C4orf18	-0.339
PECI	-0.93725
UNG	-0.34975
GSTP1	0.540625
DCUN1D5	-0.954
DKFZP564J0863	-0.3415
SLC9A3R1	-0.46
BCDO2	-0.58575
CHMP7	-0.04025
REM2	-0.4145
DNHD1	-0.821
FKBP4	-1.202375
ZNF350	0.04925
MGC11102	-0.0335
BST1	0.043
KISS1R	1.3005
NCR2	0.746
DEFB125	-0.136
UBE2W	0.48225
KRT15	-0.51075
C10orf99	3.4885
SCN11A	0.100375
GFI1	-2.577
RDHE2	4.21566666666667
FHL1	-0.418166666666667
OSGEP	-0.4255
GATA1	-3.14433333333333
SMC6	-1.0505
TTTY14	-0.78675
LPIN3	0.78025
RPL4	-0.8121
RBPMS	-0.5272
PRPF3	-0.748666666666667
EMR1	-2.4005
SPATA19	-0.0315
XCR1	0.7095
IRX3	-2.0798
RBM6	-0.59375
KLF4	0.7303
UNC5CL	3.2925
SEBOX	-0.6255
BTK	-2.256
KRCC1	1.97075
C6orf27	0.54
SYTL5	-0.9605
PRND	0.431125
LOC653319	-1.303
PIGL	-0.700375
HUS1	0.83
SFRS6	-0.731833333333333
C17orf77	0.5545
UIMC1	0.0361666666666667
FXYD2	-1.5089
LOC283152	1.103
ZNF667	-2.581
ZCCHC12	-0.36275
TFEC	0.6807
ATP7B	2.317
POLD2	-1.124
RG9MTD1	0.69275
ACOT2	-1.0395
HIST1H4I	-0.164
PPARGC1A	-0.0519
ETFA	-0.8911
POLRMT	-0.478
ZNF146	-0.55575
MIA2	-0.8685
KLHL6	-2.49516666666667
HOXB5	1.465625
NENF	0.973833333333333
CUGBP1	-1.24175
PRSS22	2.47183333333333
CASC4	-0.0486
CUL4B	0.0343
CENPJ	-0.385
PITX1	0.503333333333333
FLJ31033	1.06216666666667
CELSR3	0.914833333333333
ZNF568	-1.737
ITSN1	-1.04675
EHBP1L1	-0.1115
C19orf2	0.05275
DCTN1	-0.7075
LIN28B	-4.09383333333333
TNKS2	-0.44575
C1QBP	-0.47725
CADPS2	1.31
SRMS	0.92225
GJA9	0.286333333333333
MGC24975	-0.581666666666667
TRIM45	-1.92283333333333
TSP50	0.834
TCP1	-1.347
TMED7	0.4777
CMA1	0.4875
CENPL	-0.466
PTCRA	0.0645
FST	-4.9425
VWCE	-4.06775
PAWR	0.26725
ABCC12	0.7036
LDLR	-0.608
ASTN2	-0.2795
LOC441212	0.334875
GPATCH8	-0.3
TANC2	-2.62483333333333
KIF4A	-1.61825
C18orf18	0.7855
PGM1	-0.9585
KIAA0258	1.5235
CPD	0.393125
SNCAIP	-0.9325
DCT	-4.02116666666667
HLA-DOA	1.91418181818182
OR11L1	0.8775
UPK1B	-0.2632
DNAJB4	-0.826625
UGT1A8	1.5865
HIST1H4L	-1.1045
PECR	-0.4625
HSPA2	0.96475
WFIKKN1	-1.592
SERP1	1.082125
SYDE2	0.14525
TACR2	2.104
NUP85	-0.5875
CD177	-0.308666666666667
LGR5	0.973
PIGG	-1.2405
PTHR1	-2.32133333333333
RAB5A	0.3152
FLJ13224	0.2455
USP9Y	-1.58
C7orf53	-0.2385
LRP1B	-0.296
XAF1	-0.0091
ABCG8	-0.8915
ANKDD1A	-0.761166666666667
DAND5	-1.3
SPAG6	-0.126833333333333
LINCR	1.16525
ZDHHC22	-1.401
CCDC60	-0.1015
THOC7	-0.175833333333333
TCTA	0.9423
OR8K3	0.90725
NY-REN-7	-0.45675
B2M	0.992333333333333
C6orf141	-1.266375
LPPR4	0.62
SQLE	-0.956875
SEPHS1	-0.71825
BTBD14B	0.121714285714286
PLRG1	0.58125
SPG7	-0.686
ZNF614	-0.445
PARD6G	-0.461666666666667
INPP5B	-0.575
GRPEL2	0.361875
PPID	0.1037
TRIM56	-0.08225
UBE2J1	0.409625
IL20RA	5.888
LOC387856	-0.15275
C1orf107	0.869916666666667
UTS2R	0.93975
C19orf22	0.54325
SAFB2	-0.4745
KIAA0652	-0.4175
KLRG1	-1.36566666666667
MS4A8B	2.824
FRAG1	0.80575
KIAA1546	-0.242
E2F4	-0.4645
CLEC4M	0.224333333333333
BTBD14A	-1.26825
KIAA0999	0.00570000000000001
GYPA	-3.3695
TAC1	2.0189
TRAIP	-0.228666666666667
KIAA0232	-0.3887
ERCC8	-0.422625
GPX4	0.103875
KIAA0368	0.282125
GPR157	-0.478833333333333
CTAGE4	0.4945
C9orf30	-1.068
OR52A1	1.344
HSP90B3P	-0.477
ALG9	-0.5148
BTBD10	0.95125
SDK2	-0.19475
BAIAP3	-1.949
RABGGTB	-0.549625
ANKRD40	-0.211666666666667
KRT74	0.3535
CALCOCO2	0.603
SNCA	-2.4535
TMSL8	-4.363125
C2orf53	0.2745
ESRRB	-0.36175
ARHGAP26	0.633875
TDRD9	-2.8145
HRAS	-0.407833333333333
KLRC4	-1.7805
JAGN1	0.6925
BSDC1	0.11025
RNF43	1.9079
NDUFAF1	-0.7645
