Hybridization REF	TCGA-AA-3866-01A-01R-1022-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.57375
CREB3L1	0.9425
RPS11	0.208
PNMA1	-1.1285
MMP2	0.554333333333333
C10orf90	-2.25
ZHX3	-0.5365
ERCC5	0.58775
GPR98	-0.029
RXFP3	0.25
APBB2	0.51325
PRO0478	-1.399
KLHL13	-2.8575
PRSSL1	-0.4055
PDCL3	0.672666666666667
DECR1	0.848625
SALL1	-3.19233333333333
CADM4	-0.527166666666667
RPS18	-0.111714285714286
HNRPD	-0.434666666666667
CFHR5	0.2905
SLC10A7	0.187
OR2K2	0.3315
LMAN1	-0.52925
SUHW1	-2.382
CHD8	-1.0214
SUMO1	0.4688
GP1BA	1.0772
DDB1	-0.8795
MYO9B	-0.2786
MMP7	6.94225
CRNKL1	1.294125
C9orf45	-2.62833333333333
XAB2	-0.0715
RTN1	1.142875
KLHL14	-1.199875
TBX10	0.442
CENPQ	-0.01
UTY	-1.01725
ZBTB12	-0.3925
DTNBP1	-0.07825
KBTBD8	0.731833333333333
ZEB1	-0.4035
ZG16	1.5025
MIER1	0.2443
ADAM5P	-0.879
CHD9	0.031875
STK16	1.20325
KIAA1486	-0.8295
TOB2	0.43925
BANK1	3.85875
OR2V2	1.104
GRM2	0.145
PROSC	0.707375
SPIN2B	-0.04325
PIR	-0.765888888888889
IPO9	-0.2946
EVC	-0.329333333333333
CXCL13	6.275
KIAA1199	2.0243
SORL1	1.02975
NAT10	0.2565
CHD1	-0.78075
SYN3	1.2725
SLC22A2	-0.383
SERPINF1	-0.181166666666667
WDR34	-0.46
OR7A17	0.08625
C9orf11	-0.085
RNF216L	-1.5654
LHB	-0.3935
STK25	-0.218
TAOK3	0.778
LOC152573	-0.08125
C3orf39	-0.33225
C14orf108	1.3242
CDC25B	0.400090909090909
BMP3	0.7615
TMEM180	0.3615
MAP1LC3C	-0.0755
CRYGC	-0.0095
POU3F1	-1.7029
C20orf32	-1.001
CCDC95	0.034
HIGD1B	2.861
USP6NL	0.657375
ABCD4	-0.0496666666666667
DIMT1L	0.0745
TEK	1.106625
SLC25A46	-0.11975
LARP7	-1.6403
CD160	0.916833333333333
MT1JP	-1.06366666666667
PHF20	-0.3500625
CPNE4	-1.53925
GTPBP1	-0.775428571428571
RAB33B	0.735
ALDOC	-1.034125
ZNF212	-0.69875
NUDT1	-0.497666666666667
RFPL2	-1.9445
ZNF83	-0.528833333333333
GDPD5	-0.12925
PDCD4	0.846
CEP350	-0.6815
OR10A2	0.1325
CST7	1.67675
CIAO1	-0.455
SELL	2.285625
OR8J3	0.3805
LTBP4	-0.648833333333333
SIRT6	0.1
CCL19	4.42425
PPIL1	0.173666666666667
GBP7	0.0486666666666667
STK17A	-0.9464
ABR	0.04725
OR9G1	0.342
FOXE1	-1.054625
CNGA3	0.858
GML	-0.732
CD38	0.24675
ZDHHC6	0.9395
NEFH	-2.9855
CTDSP2	0.413583333333333
PGBD5	-0.7055
CCNY	0.292071428571429
RMND5B	0.189416666666667
ZNF257	-3.02175
FLJ22167	-0.90375
EXOSC7	-0.380333333333333
ROR2	0.13675
MAOA	2.763875
TNNT3	-0.125166666666667
GYPC	-1.617
C7orf33	0.5265
PLIN	-0.286166666666667
LOC90826	0.06225
RNF4	-0.2442
F8A1	-0.191833333333333
PLEKHG4	0.2075
GRB2	0.219
HIST1H2AD	-0.648
DUS3L	0.687
EIF1	0.0553333333333333
RP5-1077B9.4	-1.33466666666667
FPGT	0.89275
GDF10	-1.9955
COQ9	0.89375
GCC2	-0.622642857142857
RARRES3	2.21675
PLXNA1	-0.3069
KIAA0100	-0.5037
PMF1	0.095
FNDC1	5.5475
HS2ST1	0.0369166666666667
CRELD2	-0.1005
C8G	-1.6885
CD82	0.048
LIM2	-0.8435
UNQ6490	0.13
MMP16	-0.576666666666667
DRD3	0.41275
C5orf26	-1.90525
C11orf73	0.511625
PTP4A2	0.018375
OR4M2	0.318
HPCA	-0.54
SEC14L1	-0.904166666666667
CHFR	0.21275
EMILIN1	0.6725
NDUFS4	0.2285
COL18A1	-1.130625
PDZD3	2.8499
C9orf16	0.5575
ERBB2IP	0.199333333333333
EMX2	-0.67125
FUS	-0.701
TF	-4.0021
CLCN4	0.28
CXorf56	0.92325
C11orf72	0.35675
ELAC2	-1.62058333333333
NPR1	-1.30425
ASS1	1.23833333333333
USP42	-0.26925
POLR2J	0.07
SEC23IP	0.578833333333333
UQCRC1	0.858
LOC729603	-0.64475
C1orf71	0.027375
POLG	-1.0895
ADAM23	-2.85675
TFR2	-1.50125
RICTOR	-1.0263
MGC39606	-0.52975
C19orf55	-0.566
SNAPC1	-1.67033333333333
GNA11	0.727875
CCDC52	0.541333333333333
FSIP1	0.81
UPF3A	-0.026125
IGSF11	-2.30166666666667
LAGE3	-0.19425
CHST6	-2.256
UNC13B	0.267125
TTLL4	-0.675625
ZNF687	-0.304875
SDC2	-0.3872
COX7A2	0.6335
LAMB4	-0.16225
FAM24A	0.3265
LRRTM3	-1.0675
GPHB5	0.56925
OR4C13	0.839
EIF3EIP	-0.0297857142857142
HABP4	-0.2905
TMEM125	2.93875
CNTN2	-0.00400000000000001
ASNSD1	-0.0775
FUT4	2.237625
ACF	1.10025
LOC158381	0.629
CDH8	-0.35125
AGPS	0.455833333333333
C4orf18	1.1265
PECI	-0.813666666666667
UNG	0.580875
GSTP1	-0.152375
DCUN1D5	-0.5235
DKFZP564J0863	0.214
SLC9A3R1	-0.77325
BCDO2	-0.16425
CHMP7	0.1235
REM2	0.3325
DNHD1	-0.620875
FKBP4	-0.96475
ZNF350	1.40225
MGC11102	0.371375
BST1	1.86475
KISS1R	0.843
NCR2	0.2715
DEFB125	1.1695
UBE2W	1.31325
KRT15	-2.502125
C10orf99	2.9015
SCN11A	-0.0757142857142857
GFI1	-0.622
RDHE2	-0.121333333333333
FHL1	-0.218
OSGEP	0.839333333333333
GATA1	-3.412
SMC6	-0.12075
TTTY14	-1.38825
LPIN3	0.6635
RPL4	-0.9518
RBPMS	0.1454
PRPF3	0.200833333333333
EMR1	-1.311
SPATA19	0.1725
XCR1	0.6535
IRX3	-2.4708
RBM6	-0.8785
KLF4	0.6561
UNC5CL	2.28025
SEBOX	0.7495
BTK	0.2165
KRCC1	1.47325
C6orf27	0.4385
SYTL5	-1.0045
PRND	1.277625
LOC653319	-1.304
PIGL	-0.983625
HUS1	0.736166666666667
SFRS6	1.50208333333333
C17orf77	0.56
UIMC1	0.236333333333333
FXYD2	-1.5604
LOC283152	0.51625
ZNF667	-2.10275
ZCCHC12	-1.3045
TFEC	3.598
ATP7B	1.14333333333333
POLD2	-1.097
RG9MTD1	0.70575
ACOT2	-0.151
HIST1H4I	-0.382125
PPARGC1A	0.5113
ETFA	-0.1119
POLRMT	-0.5555
ZNF146	-0.184625
MIA2	-1.4725
KLHL6	0.333166666666667
HOXB5	1.404625
NENF	0.62
CUGBP1	-0.562
PRSS22	0.934166666666667
CASC4	0.7526
CUL4B	-0.2827
CENPJ	-0.5117
PITX1	-1.98183333333333
FLJ31033	1.09183333333333
CELSR3	-0.137
ZNF568	-0.541
ITSN1	-1.12483333333333
EHBP1L1	-0.330166666666667
C19orf2	0.11575
DCTN1	-0.98025
LIN28B	-2.2374
TNKS2	0.3165
C1QBP	-0.069125
CADPS2	1.5525
SRMS	0.53825
GJA9	0.3425
MGC24975	-1.31483333333333
TRIM45	-2.421
TSP50	-0.405
TCP1	0.063
TMED7	0.303
CMA1	1.0165
CENPL	0.517833333333333
PTCRA	0.729
FST	-4.722
VWCE	-4.57525
PAWR	0.86175
ABCC12	0.838333333333333
LDLR	-1.0409
ASTN2	-0.6032
LOC441212	-0.37075
GPATCH8	-0.04125
TANC2	-2.19683333333333
KIF4A	-0.7385
C18orf18	0.80275
PGM1	-0.99375
KIAA0258	0.879
CPD	0.497
SNCAIP	-1.867
DCT	-4.5375
HLA-DOA	4.11081818181818
OR11L1	0.7705
UPK1B	-0.703333333333333
DNAJB4	-0.454125
UGT1A8	4.08075
HIST1H4L	-0.843
PECR	-1.3805
HSPA2	0.88775
WFIKKN1	-2.9785
SERP1	0.58
SYDE2	-0.5875
TACR2	1.6065
NUP85	-0.43
CD177	0.839333333333333
LGR5	0.7155
PIGG	-0.202166666666667
PTHR1	-2.774
RAB5A	0.3695
FLJ13224	-0.2465
USP9Y	-1.738
C7orf53	-1.454
LRP1B	-1.026
XAF1	2.0707
ABCG8	-0.816
ANKDD1A	-0.470666666666667
DAND5	-1.938
SPAG6	0.113333333333333
LINCR	1.66525
ZDHHC22	-1.372
CCDC60	1.178
THOC7	-0.186333333333333
TCTA	0.0901
OR8K3	0.00175000000000001
NY-REN-7	-0.78175
B2M	2.03433333333333
C6orf141	-2.667375
LPPR4	2.28725
SQLE	0.539125
SEPHS1	-0.39075
BTBD14B	0.124571428571429
PLRG1	-0.01475
SPG7	-0.913625
ZNF614	-0.124166666666667
PARD6G	-0.4175
INPP5B	-0.9505
GRPEL2	0.83925
PPID	-0.3651
TRIM56	0.19025
UBE2J1	0.758
IL20RA	6.5025
LOC387856	0.2265
C1orf107	0.917083333333333
UTS2R	0.7205
C19orf22	0.49725
SAFB2	-0.11
KIAA0652	0.34925
KLRG1	-0.6375
MS4A8B	4.029
FRAG1	0.73325
KIAA1546	0.062
E2F4	0.1649
CLEC4M	0.247
BTBD14A	-1.2415
KIAA0999	0.3943
GYPA	-4.59333333333333
TAC1	5.8419
TRAIP	-0.469666666666667
KIAA0232	0.000700000000000001
ERCC8	0.275375
GPX4	-0.087875
KIAA0368	-1.0385
GPR157	-1.466
CTAGE4	0.609
C9orf30	-0.676333333333333
OR52A1	1.156
HSP90B3P	0.14
ALG9	-0.2703
