Hybridization REF	TCGA-A6-3807-01A-01R-1022-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.0535833333333333
CREB3L1	1.32225
RPS11	0.937125
PNMA1	-1.3335
MMP2	0.4885
C10orf90	-1.77175
ZHX3	-0.699
ERCC5	1.10925
GPR98	-1.73675
RXFP3	0.7575
APBB2	1.00225
PRO0478	-1.23825
KLHL13	-2.65275
PRSSL1	-0.0306666666666666
PDCL3	0.62
DECR1	-0.773875
SALL1	-2.62
CADM4	-0.5265
RPS18	0.727428571428571
HNRPD	-0.775916666666667
CFHR5	-0.152166666666667
SLC10A7	0.276375
OR2K2	-1.0155
LMAN1	-0.825625
SUHW1	-1.812
CHD8	-1.2818
SUMO1	0.5972
GP1BA	0.2973
DDB1	-0.5355
MYO9B	-0.2216
MMP7	7.49
CRNKL1	0.70575
C9orf45	-1.89533333333333
XAB2	0.1585
RTN1	0.537
KLHL14	-0.244
TBX10	0.6265
CENPQ	-0.6745
UTY	-0.892285714285714
ZBTB12	0.2695
DTNBP1	-0.114625
KBTBD8	-0.6915
ZEB1	-0.258333333333333
ZG16	4.5205
MIER1	0.6213
ADAM5P	-0.6135
CHD9	-0.361625
STK16	0.7295
KIAA1486	0.1545
TOB2	0.23925
BANK1	3.665
OR2V2	0.0285
GRM2	0.0605
PROSC	0.7495
SPIN2B	1.8695
PIR	-0.390555555555556
IPO9	-0.5749
EVC	-0.712666666666667
CXCL13	3.49383333333333
KIAA1199	1.0379
SORL1	1.59875
NAT10	0.201
CHD1	0.39925
SYN3	1.84625
SLC22A2	2.2715
SERPINF1	-0.416666666666667
WDR34	-1.27975
OR7A17	0.4845
C9orf11	-0.289
RNF216L	-0.3791
LHB	0.0785
STK25	0.5105
TAOK3	0.6725
LOC152573	-0.355
C3orf39	-0.4605
C14orf108	1.1773
CDC25B	0.885
BMP3	-0.098
TMEM180	0.0565
MAP1LC3C	0.000750000000000001
CRYGC	-0.432
POU3F1	-0.8826
C20orf32	-0.561
CCDC95	-0.0555
HIGD1B	0.88775
USP6NL	1.615875
ABCD4	-0.165166666666667
DIMT1L	-0.198
TEK	0.374875
SLC25A46	0.101
LARP7	-1.2727
CD160	0.155333333333333
MT1JP	-0.674833333333333
PHF20	-0.271875
CPNE4	-1.4955
GTPBP1	-0.717071428571428
RAB33B	1.19716666666667
ALDOC	-1.703625
ZNF212	-1.0845
NUDT1	-0.3655
RFPL2	-1.217
ZNF83	-0.233833333333333
GDPD5	0.106875
PDCD4	0.7267
CEP350	-0.92275
OR10A2	-0.04175
CST7	1.7055
CIAO1	-0.0185
SELL	1.2765
OR8J3	0.9745
LTBP4	0.259666666666667
SIRT6	0.62925
CCL19	3.39275
PPIL1	-0.296333333333333
GBP7	1.05466666666667
STK17A	-0.5793
ABR	1.48175
OR9G1	-0.2615
FOXE1	-0.2965
CNGA3	-0.2565
GML	0.62
CD38	-1.45625
ZDHHC6	0.549833333333333
NEFH	-3.123
CTDSP2	-0.306
PGBD5	-1.37216666666667
CCNY	0.0955714285714285
RMND5B	-0.108833333333333
ZNF257	-3.3055
FLJ22167	0.141875
EXOSC7	-0.595666666666667
ROR2	-0.0935
MAOA	1.520625
TNNT3	-0.475166666666667
GYPC	-1.822
C7orf33	0.377
PLIN	0.517333333333333
LOC90826	0.21575
RNF4	-0.191
F8A1	0.474
PLEKHG4	0.4885
GRB2	-0.1491
HIST1H2AD	-1.44575
DUS3L	-0.244833333333333
EIF1	-0.199333333333333
RP5-1077B9.4	-0.162333333333333
FPGT	1.70725
GDF10	0.303333333333333
COQ9	0.71175
GCC2	0.242785714285714
RARRES3	3.037375
PLXNA1	-0.0726
KIAA0100	-0.4257
PMF1	-0.11325
FNDC1	4.3095
HS2ST1	0.15175
CRELD2	-0.15075
C8G	-0.997
CD82	0.11275
LIM2	-0.347
UNQ6490	-0.3785
MMP16	0.059
DRD3	0.17725
C5orf26	-0.0745
C11orf73	0.262125
PTP4A2	0.069625
OR4M2	1.381
HPCA	-0.610666666666667
SEC14L1	-0.748666666666667
CHFR	0.076625
EMILIN1	0.650625
NDUFS4	-0.02475
COL18A1	-1.060375
PDZD3	3.0007
C9orf16	1.062
ERBB2IP	-0.306666666666667
EMX2	0.3115
FUS	-1.45525
TF	-3.1843
CLCN4	1.428
CXorf56	0.4165
C11orf72	0.67725
ELAC2	-0.944083333333333
NPR1	-1.15825
ASS1	0.443833333333333
USP42	0.2085
POLR2J	-0.3855
SEC23IP	0.778
UQCRC1	0.51275
LOC729603	0.3415
