Hybridization REF	TCGA-AA-3982-01A-02R-1022-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.24825
CREB3L1	1.16875
RPS11	0.774
PNMA1	-1.1615
MMP2	-0.252
C10orf90	-2.20425
ZHX3	-0.193333333333333
ERCC5	0.39925
GPR98	-1.397625
RXFP3	0.4105
APBB2	-0.11125
PRO0478	-1.410875
KLHL13	-2.7885
PRSSL1	-0.302
PDCL3	0.310166666666667
DECR1	0.997375
SALL1	-1.55933333333333
CADM4	-0.317
RPS18	1.07421428571429
HNRPD	-0.361416666666667
CFHR5	0.620666666666667
SLC10A7	0.68125
OR2K2	0.036
LMAN1	-0.887375
SUHW1	-3.03775
CHD8	-1.0205
SUMO1	0.3879
GP1BA	0.2527
DDB1	-0.730333333333333
MYO9B	-0.2619
MMP7	6.87675
CRNKL1	0.9375
C9orf45	-2.41066666666667
XAB2	-0.276125
RTN1	1.64375
KLHL14	-1.15125
TBX10	2.2265
CENPQ	-0.541
UTY	1.27878571428571
ZBTB12	-2.1335
DTNBP1	0.265125
KBTBD8	0.865333333333333
ZEB1	-0.5875
ZG16	5.435
MIER1	0.2616
ADAM5P	0.4695
CHD9	-0.63075
STK16	0.826
KIAA1486	0.036
TOB2	0.62675
BANK1	3.04825
OR2V2	0.2985
GRM2	-0.00883333333333334
PROSC	0.30525
SPIN2B	0.77275
PIR	-1.42388888888889
IPO9	-1.0715
EVC	-0.673166666666667
CXCL13	4.643
KIAA1199	0.7459
SORL1	1.099
NAT10	-0.1505
CHD1	-0.16275
SYN3	1.801
SLC22A2	1.6865
SERPINF1	-0.476666666666667
WDR34	-0.6115
OR7A17	0.228
C9orf11	0.089
RNF216L	-0.1817
LHB	-0.2115
STK25	-0.66725
TAOK3	0.761
LOC152573	-0.65125
C3orf39	-0.044375
C14orf108	0.7542
CDC25B	-0.0849090909090909
BMP3	-0.022
TMEM180	0.3685
MAP1LC3C	-0.3255
CRYGC	-0.2485
POU3F1	-1.2479
C20orf32	-1.433
CCDC95	0.041
HIGD1B	3.732
USP6NL	0.535875
ABCD4	-0.2005
DIMT1L	-0.21875
TEK	0.8555
SLC25A46	0.291
LARP7	-1.1814
CD160	0.786833333333333
MT1JP	-1.05933333333333
PHF20	-0.6151875
CPNE4	-1.09725
GTPBP1	-0.857714285714286
RAB33B	0.894333333333333
ALDOC	-0.54075
ZNF212	-0.46225
NUDT1	-0.757833333333333
RFPL2	-0.14475
ZNF83	-0.598833333333333
GDPD5	0.43
PDCD4	1.25525
CEP350	-0.64725
OR10A2	-0.00325
CST7	1.336
CIAO1	-0.33025
SELL	1.08425
OR8J3	0.857
LTBP4	-0.0708333333333333
SIRT6	0.96325
CCL19	4.39025
PPIL1	0.341833333333333
GBP7	0.146333333333333
STK17A	-0.9521
ABR	0.35425
OR9G1	0.1795
FOXE1	-0.438125
CNGA3	0.84
GML	0.256
CD38	0.376
ZDHHC6	0.812166666666667
NEFH	-3.185
CTDSP2	0.29125
PGBD5	-0.947166666666666
CCNY	0.334285714285714
RMND5B	-0.357916666666667
ZNF257	-3.11375
FLJ22167	0.16525
EXOSC7	0.367666666666667
ROR2	-0.494875
MAOA	3.531625
TNNT3	-0.0456666666666667
GYPC	-1.667
C7orf33	0.631
PLIN	-0.130166666666667
LOC90826	0.281
RNF4	-0.2161
F8A1	-0.133666666666667
PLEKHG4	-0.424
GRB2	-0.2686
HIST1H2AD	-1.0285
DUS3L	0.482333333333333
EIF1	0.105
RP5-1077B9.4	-0.699333333333333
FPGT	1.5365
GDF10	-0.859333333333333
COQ9	0.606
GCC2	-0.691142857142857
RARRES3	1.59475
PLXNA1	-0.7351
KIAA0100	-0.6304
PMF1	0.02425
FNDC1	4.6265
HS2ST1	0.204916666666667
CRELD2	0.14425
C8G	-0.7665
CD82	-0.6255
LIM2	-1.25
UNQ6490	-0.3705
MMP16	-0.165
DRD3	0.14225
C5orf26	-0.33275
C11orf73	0.37925
PTP4A2	0.0065
OR4M2	0.1645
HPCA	-1.16233333333333
SEC14L1	-0.786
CHFR	-0.0455
EMILIN1	0.3325
NDUFS4	0.41125
COL18A1	-1.41225
PDZD3	3.2071
C9orf16	0.393333333333333
ERBB2IP	-0.0481666666666667
EMX2	-0.00324999999999999
FUS	-1.68725
TF	-3.7983
CLCN4	-0.5305
CXorf56	0.81975
C11orf72	0.44175
ELAC2	-1.3475
NPR1	-1.444
ASS1	-0.186166666666667
USP42	-0.516625
POLR2J	-0.7105
SEC23IP	0.671333333333333
UQCRC1	0.78575
LOC729603	-0.51
C1orf71	-0.2055
POLG	-1.515
ADAM23	-2.92925
TFR2	-1.09925
RICTOR	-0.8789
MGC39606	-0.01225
C19orf55	-0.2755
SNAPC1	-1.57483333333333
GNA11	0.8125
CCDC52	0.278833333333333
FSIP1	2.215
UPF3A	-0.1775
IGSF11	-2.32866666666667
LAGE3	-0.235
CHST6	-1.917
UNC13B	0.977375
TTLL4	-0.945875
ZNF687	-0.752
SDC2	-0.9786
COX7A2	0.4365
LAMB4	-0.2935
FAM24A	-0.0265
LRRTM3	-0.733166666666667
GPHB5	0.78925
OR4C13	0.152
EIF3EIP	0.317928571428571
HABP4	-0.55
TMEM125	3.8225
CNTN2	-0.00742857142857144
ASNSD1	0.0435
FUT4	1.967125
ACF	0.372
LOC158381	0.102
CDH8	-0.411
AGPS	-0.0928333333333333
C4orf18	2.097
PECI	-0.988166666666667
UNG	0.49425
GSTP1	0.029
DCUN1D5	-0.342666666666667
DKFZP564J0863	0.17825
SLC9A3R1	-0.19425
BCDO2	-0.511625
CHMP7	-0.84575
REM2	-0.142
DNHD1	-0.674375
FKBP4	-1.131125
ZNF350	-0.35825
MGC11102	0.456625
BST1	2.5095
KISS1R	1.14
NCR2	-0.662
DEFB125	0.61
UBE2W	1.4985
KRT15	-1.670875
C10orf99	3.1
SCN11A	0.051
GFI1	-0.52775
RDHE2	2.32783333333333
FHL1	-0.550333333333333
OSGEP	0.607333333333333
GATA1	-2.752
SMC6	-0.71425
TTTY14	0.28175
LPIN3	0.1065
RPL4	-0.8782
RBPMS	-0.6501
PRPF3	-0.410166666666667
EMR1	-1.7685
SPATA19	-0.0925
XCR1	0.4575
IRX3	-2.5137
RBM6	-1.01225
KLF4	0.5669
UNC5CL	2.12175
SEBOX	0.6175
BTK	-0.0965
KRCC1	1.9395
C6orf27	0.1845
SYTL5	-0.6155
PRND	0.314625
LOC653319	-1.2735
PIGL	0.107875
HUS1	0.925166666666667
SFRS6	1.25066666666667
C17orf77	-0.247
UIMC1	-0.152333333333333
FXYD2	-1.6928
LOC283152	0.25875
ZNF667	-2.01525
ZCCHC12	-0.42775
TFEC	2.5943
ATP7B	0.921666666666667
