Hybridization REF	TCGA-AA-3984-01A-02R-1022-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.04425
CREB3L1	0.47875
RPS11	-0.106
PNMA1	-1.40075
MMP2	0.264833333333333
C10orf90	-2.40275
ZHX3	-0.299333333333333
ERCC5	0.08625
GPR98	-1.175875
RXFP3	0.2795
APBB2	-0.27575
PRO0478	-0.75
KLHL13	-3.97125
PRSSL1	-0.553666666666667
PDCL3	0.864333333333333
DECR1	0.137375
SALL1	-2.02133333333333
CADM4	-1.23066666666667
RPS18	0.210285714285714
HNRPD	0.0428333333333333
CFHR5	-0.172
SLC10A7	0.01525
OR2K2	-0.232
LMAN1	0.0540000000000001
SUHW1	-3.19025
CHD8	-0.6344
SUMO1	0.0492
GP1BA	0.1612
DDB1	-0.382
MYO9B	-0.1436
MMP7	6.855
CRNKL1	0.29975
C9orf45	-1.28283333333333
XAB2	-0.22775
RTN1	0.132625
KLHL14	-1.4935
TBX10	0.0555
CENPQ	-0.3705
UTY	-1.03707142857143
ZBTB12	0.551
DTNBP1	0.207
KBTBD8	0.972833333333333
ZEB1	0.211
ZG16	4.8275
MIER1	0.8348
ADAM5P	0.159
CHD9	-0.418125
STK16	0.3325
KIAA1486	-0.6695
TOB2	0.116916666666667
BANK1	3.03425
OR2V2	0.203
GRM2	-0.0255
PROSC	0.670875
SPIN2B	1.0795
PIR	-1.63588888888889
IPO9	-0.0849
EVC	-0.5565
CXCL13	4.43966666666667
KIAA1199	1.4918
SORL1	1.31925
NAT10	0.3055
CHD1	0.8215
SYN3	0.70225
SLC22A2	-0.3905
SERPINF1	-1.09716666666667
WDR34	-0.32
OR7A17	0.6035
C9orf11	-0.00650000000000001
RNF216L	-0.7737
LHB	-0.1805
STK25	-0.278125
TAOK3	1.303125
LOC152573	-1.96075
C3orf39	0.1695
C14orf108	1.1573
CDC25B	0.923909090909091
BMP3	0.2105
TMEM180	-0.113
MAP1LC3C	0.0845
CRYGC	-0.94
POU3F1	-1.6173
C20orf32	-1.1165
CCDC95	-0.709
HIGD1B	2.33525
USP6NL	0.642625
ABCD4	-0.131
DIMT1L	-0.00741666666666665
TEK	0.642875
SLC25A46	0.28125
LARP7	-1.1537
CD160	0.382666666666667
MT1JP	-1.51616666666667
PHF20	0.0545625
CPNE4	-1.684
GTPBP1	-0.270928571428571
RAB33B	0.450166666666667
ALDOC	-2.319875
ZNF212	-0.38375
NUDT1	-0.416166666666667
RFPL2	-2.3895
ZNF83	-0.2655
GDPD5	-0.121375
PDCD4	0.3684
CEP350	-0.40425
OR10A2	0.1635
CST7	0.95775
CIAO1	0.1075
SELL	1.495375
OR8J3	0.569
LTBP4	0.37
SIRT6	1.04925
CCL19	3.77725
PPIL1	0.283833333333333
GBP7	0.361166666666667
STK17A	-1.0029
ABR	1.10525
OR9G1	0.6975
FOXE1	-0.95075
CNGA3	-0.5865
GML	0.527
CD38	-1.614
ZDHHC6	0.794
NEFH	-3.15325
CTDSP2	0.92
PGBD5	1.34016666666667
CCNY	0.0860714285714285
RMND5B	-0.320083333333333
ZNF257	0.481
FLJ22167	0.6365
EXOSC7	0.0138333333333333
ROR2	0.2045
MAOA	1.85175
TNNT3	-0.326666666666667
GYPC	-2.18925
C7orf33	0.358
