Hybridization REF	TCGA-AA-3994-01A-01R-1113-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.808333333333333
CREB3L1	1.85475
RPS11	1.041875
PNMA1	-1.19225
MMP2	-1.16
C10orf90	-1.88425
ZHX3	-1.16116666666667
ERCC5	-0.064
GPR98	-1.817875
RXFP3	0.8405
APBB2	0.71825
PRO0478	-1.615
KLHL13	-2.7235
PRSSL1	0.177833333333333
PDCL3	-0.144
DECR1	0.227375
SALL1	-3.92816666666667
CADM4	-0.6085
RPS18	1.58542857142857
HNRPD	-0.948583333333333
CFHR5	0.52875
SLC10A7	0.1605
OR2K2	-1.633
LMAN1	-0.61825
SUHW1	-1.8405
CHD8	-1.3701
SUMO1	0.3589
GP1BA	-0.2406
DDB1	-0.997666666666666
MYO9B	-0.561
MMP7	8.927
CRNKL1	0.00137499999999996
C9orf45	-1.85883333333333
XAB2	-0.014375
RTN1	-0.3835
KLHL14	-1.848875
TBX10	-0.457
CENPQ	-0.9695
UTY	1.85908333333333
ZBTB12	1.121
DTNBP1	-0.528
KBTBD8	0.00666666666666667
ZEB1	-1.03666666666667
ZG16	5.61825
MIER1	0.5954
ADAM5P	0.129
CHD9	-0.8488125
STK16	0.53
KIAA1486	0.691
TOB2	0.94725
BANK1	3.81225
OR2V2	-0.00700000000000001
GRM2	0.512333333333333
PROSC	0.219375
SPIN2B	0.744
PIR	-1.38133333333333
IPO9	-0.9327
EVC	-1.2606
CXCL13	1.35483333333333
KIAA1199	3.4338
SORL1	0.427
NAT10	-0.6055
CHD1	-1.2175
SYN3	-0.237
SLC22A2	0.3905
SERPINF1	-1.2895
WDR34	-0.74025
OR7A17	0.35425
C9orf11	-0.6565
RNF216L	-0.2603
LHB	0.213
STK25	-1.049
TAOK3	0.411375
LOC152573	-1.26375
C3orf39	-1.64775
C14orf108	0.5585
CDC25B	-1.16781818181818
BMP3	0.9955
TMEM180	0.1465
MAP1LC3C	-0.53375
CRYGC	-0.897
POU3F1	-0.7855
C20orf32	-0.2435
CCDC95	-0.7105
HIGD1B	2.093
USP6NL	0.872375
ABCD4	0.297666666666667
DIMT1L	-0.115916666666667
TEK	0.468125
SLC25A46	0.792
LARP7	-1.367
CD160	-0.161666666666667
MT1JP	0.202166666666667
PHF20	-1.4165625
CPNE4	-0.787
GTPBP1	-0.849214285714286
RAB33B	0.587666666666667
ALDOC	-1.465
ZNF212	-0.68825
NUDT1	-1.19
RFPL2	-1.42066666666667
ZNF83	-1.13483333333333
GDPD5	-0.921125
PDCD4	-0.0914
CEP350	-0.852
OR10A2	0.576
CST7	0.4735
CIAO1	-0.77025
SELL	0.792
OR8J3	1.1555
LTBP4	0.261
SIRT6	0.2455
CCL19	2.08025
PPIL1	-0.222333333333333
GBP7	-0.4415
STK17A	-0.3807
ABR	0.44825
OR9G1	0.522
FOXE1	0.13675
CNGA3	-0.623
GML	0.172
CD38	-2.089
ZDHHC6	0.735166666666667
NEFH	-3.46375
CTDSP2	-0.225583333333333
PGBD5	-1.5915
CCNY	0.133428571428572
RMND5B	-0.449833333333333
ZNF257	-2.2655
FLJ22167	0.28375
EXOSC7	-0.306166666666667
ROR2	-0.206625
MAOA	1.97
TNNT3	0.335
GYPC	-2.07225
C7orf33	0.4225
PLIN	0.674666666666667
LOC90826	0.513
RNF4	-0.1934
F8A1	-1.363
PLEKHG4	-2.08775
GRB2	-1.124
HIST1H2AD	-1.25375
DUS3L	0.657666666666667
EIF1	0.1335
RP5-1077B9.4	-1.0655
FPGT	1.17225
GDF10	-1.54433333333333
COQ9	0.16125
GCC2	0.733214285714286
RARRES3	1.491375
PLXNA1	-0.9223
KIAA0100	-0.7307
PMF1	0.04425
FNDC1	5.65675
HS2ST1	-0.05225
CRELD2	-0.018
C8G	-0.7185
CD82	0.44275
LIM2	-0.59
UNQ6490	0.6005
MMP16	-0.1875
