Hybridization REF	TCGA-AA-3864-01A-01R-1022-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.601583333333333
CREB3L1	2.14
RPS11	0.566125
PNMA1	-1.4555
MMP2	-0.128166666666667
C10orf90	-2.30825
ZHX3	-1.159
ERCC5	0.077
GPR98	-1.51975
RXFP3	0.272
APBB2	0.1
PRO0478	-1.669875
KLHL13	-1.67225
PRSSL1	-0.3955
PDCL3	0.692333333333333
DECR1	-0.334875
SALL1	-2.94816666666667
CADM4	-0.142666666666667
RPS18	0.307571428571429
HNRPD	-0.125583333333333
CFHR5	0.788
SLC10A7	1.043
OR2K2	0.592
LMAN1	0.68125
SUHW1	-1.561
CHD8	-1.2146
SUMO1	0.1497
GP1BA	0.1436
DDB1	-0.621166666666667
MYO9B	-0.2708
MMP7	5.0965
CRNKL1	-0.38
C9orf45	-2.18483333333333
XAB2	-0.6715
RTN1	0.331428571428571
KLHL14	-1.708
TBX10	1.631
CENPQ	-0.259
UTY	1.07807142857143
ZBTB12	-0.167
DTNBP1	-0.540875
KBTBD8	0.9275
ZEB1	-0.643833333333333
ZG16	5.02175
MIER1	1.0721
ADAM5P	0.036
CHD9	-0.4906875
STK16	1.367
KIAA1486	-0.476
TOB2	0.863916666666667
BANK1	4.58375
OR2V2	0.09375
GRM2	-0.309833333333333
PROSC	-0.041125
SPIN2B	0.8215
PIR	-1.19777777777778
IPO9	-0.4478
EVC	-1.11783333333333
CXCL13	4.07633333333333
KIAA1199	0.7723
SORL1	-0.194
NAT10	-0.31725
CHD1	0.18425
SYN3	-0.455
SLC22A2	-0.965333333333333
SERPINF1	-1.0885
WDR34	-0.22125
OR7A17	0.44675
C9orf11	0.4125
RNF216L	-0.6934
LHB	-0.207
STK25	-0.335125
TAOK3	0.942875
LOC152573	1.275
C3orf39	0.0785
C14orf108	1.226
CDC25B	0.183818181818182
BMP3	0.3595
TMEM180	0.4115
MAP1LC3C	-0.39325
CRYGC	-0.1125
POU3F1	-1.2255
C20orf32	-2.028
CCDC95	-0.2605
HIGD1B	2.3965
USP6NL	0.467375
ABCD4	0.205
DIMT1L	-0.349416666666667
TEK	0.620875
SLC25A46	0.42175
LARP7	-1.3525
CD160	-0.0876666666666666
MT1JP	0.941166666666667
PHF20	-1.0123125
CPNE4	-0.1085
GTPBP1	-0.7965
RAB33B	1.10716666666667
ALDOC	-1.401625
ZNF212	-1.22175
NUDT1	-1.16466666666667
RFPL2	0.6895
ZNF83	-2.36283333333333
GDPD5	-1.969125
PDCD4	0.60465
CEP350	-0.755
OR10A2	0.20525
CST7	0.332
CIAO1	-0.14025
SELL	1.033625
OR8J3	1.6825
LTBP4	-0.158333333333333
SIRT6	0.70125
CCL19	2.84925
PPIL1	0.0298333333333333
GBP7	0.047
STK17A	-0.9572
ABR	0.63125
OR9G1	-0.4805
FOXE1	-0.8525
CNGA3	0.585
GML	0.157
CD38	-1.728
ZDHHC6	0.772333333333333
NEFH	-3.74275
CTDSP2	-0.239333333333333
PGBD5	-1.20116666666667
CCNY	0.492571428571429
RMND5B	0.0248333333333333
ZNF257	-3.517
FLJ22167	0.849625
EXOSC7	0.279833333333333
ROR2	-0.3635
MAOA	3.701
TNNT3	-0.0316
