Hybridization REF	TCGA-A6-3810-01A-01R-1022-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.0895
CREB3L1	1.3295
RPS11	1.127875
PNMA1	-1.52775
MMP2	1.329
C10orf90	-1.91025
ZHX3	-0.407333333333333
ERCC5	1.374
GPR98	-1.4155
RXFP3	0.8625
APBB2	0.0775
PRO0478	-0.870375
KLHL13	0.302
PRSSL1	-0.677333333333333
PDCL3	0.7265
DECR1	0.635125
SALL1	-3.57866666666667
CADM4	0.606833333333333
RPS18	1.06171428571429
HNRPD	-0.85525
CFHR5	0.512
SLC10A7	0.184625
OR2K2	-0.2815
LMAN1	-1.327625
SUHW1	-1.32725
CHD8	-0.8068
SUMO1	0.4144
GP1BA	0.3602
DDB1	-1.04166666666667
MYO9B	-0.1273
MMP7	6.745
CRNKL1	1.270125
C9orf45	-1.97466666666667
XAB2	0.623125
RTN1	1.017625
KLHL14	-1.227
TBX10	0.9195
CENPQ	-0.22
UTY	-0.0502142857142857
ZBTB12	0.124
DTNBP1	0.41175
KBTBD8	-0.915833333333333
ZEB1	-0.374666666666667
ZG16	0.67625
MIER1	0.2386
ADAM5P	0.4075
CHD9	-0.53125
STK16	1.11525
KIAA1486	-0.69
TOB2	0.129583333333333
BANK1	3.1865
OR2V2	0.597
GRM2	-0.157
PROSC	0.47675
SPIN2B	1.52825
PIR	-1.57966666666667
IPO9	-0.3722
EVC	-0.272166666666667
CXCL13	5.139
KIAA1199	0.874
SORL1	0.75925
NAT10	-0.49825
CHD1	-0.93975
SYN3	0.4745
SLC22A2	-0.50375
SERPINF1	0.332833333333333
WDR34	-1.26375
OR7A17	0.52725
C9orf11	-1.5465
RNF216L	0.0764
LHB	0.259
STK25	0.225125
TAOK3	0.818
LOC152573	-1.7835
C3orf39	-0.2555
C14orf108	-0.00819999999999999
CDC25B	0.806636363636364
BMP3	0.3545
TMEM180	0.0745
MAP1LC3C	-0.55875
CRYGC	-0.704
POU3F1	-1.3589
C20orf32	-0.4115
CCDC95	-0.1345
HIGD1B	3.56325
USP6NL	0.926625
ABCD4	-0.231666666666667
DIMT1L	-0.6545
TEK	0.591
SLC25A46	-0.782
LARP7	-1.4604
CD160	0.41
MT1JP	-0.998833333333333
PHF20	-0.09225
CPNE4	-1.671
GTPBP1	-0.727857142857143
RAB33B	1.22766666666667
ALDOC	-0.8685
ZNF212	-0.5915
NUDT1	-0.483333333333333
RFPL2	-0.83925
ZNF83	0.08
GDPD5	0.462375
PDCD4	1.01025
CEP350	-0.297
OR10A2	0.25425
CST7	1.849
CIAO1	-0.357
SELL	1.423875
OR8J3	0.548
LTBP4	-0.0438333333333333
SIRT6	1.08
CCL19	3.99275
PPIL1	-0.5415
GBP7	0.5335
STK17A	-0.4411
ABR	1.02475
OR9G1	0
FOXE1	-0.85975
CNGA3	-0.2315
GML	0.376
CD38	-0.686
ZDHHC6	0.997333333333333
NEFH	-3.01475
CTDSP2	0.512833333333333
PGBD5	-0.5865
CCNY	0.207714285714286
RMND5B	0.152333333333333
ZNF257	-1.42075
FLJ22167	0.01975
EXOSC7	-0.8785
ROR2	1.0385
MAOA	1.61275
TNNT3	-0.513166666666667
GYPC	-1.0325
C7orf33	0.6225
PLIN	1.65466666666667
LOC90826	-0.1195
RNF4	-0.31
F8A1	-0.119833333333333
PLEKHG4	-0.03125
GRB2	-0.16975
HIST1H2AD	-1.9265
DUS3L	-0.162
EIF1	-0.0371666666666667
RP5-1077B9.4	-0.699166666666667
FPGT	1.35975
GDF10	0.415333333333333
COQ9	0.14575
GCC2	-0.137571428571429
RARRES3	1.853625
PLXNA1	-0.0307
KIAA0100	-0.476
PMF1	-0.061
FNDC1	5.80675
HS2ST1	0.00333333333333332
CRELD2	0.03375
C8G	-0.6185
CD82	-0.1695
LIM2	-0.603
UNQ6490	0.0975
MMP16	-0.61475
DRD3	0.06775
C5orf26	-0.36275
C11orf73	-0.121875
PTP4A2	-0.46575
OR4M2	0.9105
HPCA	-0.034
SEC14L1	-0.814333333333333
CHFR	0.147
EMILIN1	0.631
NDUFS4	-0.16725
COL18A1	-0.63125
PDZD3	2.3833
C9orf16	0.3875
ERBB2IP	-0.3585
EMX2	2.101
FUS	-1.2445
TF	-3.5458
CLCN4	0.579166666666667
CXorf56	0.32025
C11orf72	0.525
ELAC2	-1.02508333333333
NPR1	-0.89025
ASS1	-0.247166666666667
USP42	0.2075
POLR2J	-0.1045
SEC23IP	0.679833333333333
UQCRC1	0.17525
LOC729603	0.204
C1orf71	0.102
POLG	-1.8555
ADAM23	-3.103
TFR2	-0.901
RICTOR	-0.761
MGC39606	0.21125
C19orf55	-0.45125
SNAPC1	-1.567
GNA11	0.377875
CCDC52	0.779
FSIP1	0.039
UPF3A	0.707
IGSF11	-2.42116666666667
LAGE3	-0.3205
CHST6	-1.5505
UNC13B	-0.234125
TTLL4	-0.184625
ZNF687	-0.478625
SDC2	-0.2525
COX7A2	0.80375
LAMB4	-0.285333333333333
FAM24A	-0.232
LRRTM3	-1.26366666666667
GPHB5	0.7765
OR4C13	0.463
EIF3EIP	0.383571428571429
HABP4	0.0595
TMEM125	3.30475
CNTN2	0.00999999999999999
ASNSD1	-0.08625
FUT4	0.877125
ACF	0.79675
LOC158381	0.1595
CDH8	-0.34875
AGPS	-0.314
C4orf18	1.16675
PECI	-0.897416666666667
UNG	-1.152625
GSTP1	-0.509125
DCUN1D5	-1.5505
DKFZP564J0863	-0.81975
SLC9A3R1	-0.7435
BCDO2	0.071875
CHMP7	-0.146125
REM2	-0.4575
DNHD1	-0.495375
FKBP4	-0.678875
ZNF350	1.0745
MGC11102	-0.1315
BST1	1.97025
KISS1R	1.374
NCR2	0.2315
DEFB125	0.523
UBE2W	0.47875
KRT15	-0.6475
C10orf99	3.515
SCN11A	0.133125
GFI1	-1.51425
RDHE2	1.11
FHL1	-0.870166666666667
OSGEP	0.180666666666667
GATA1	-3.15333333333333
SMC6	-0.4775
TTTY14	0.19275
LPIN3	0.55375
RPL4	-0.6463
RBPMS	-0.0559
PRPF3	-0.164666666666667
EMR1	-1.9825
SPATA19	-0.38625
XCR1	0.425
IRX3	-2.187
RBM6	-0.79975
KLF4	-0.9465
UNC5CL	2.65025
SEBOX	0.292
BTK	-0.74925
KRCC1	1.68875
C6orf27	0.541
SYTL5	-0.7445
PRND	0.929375
LOC653319	-1.091
PIGL	-0.38275
HUS1	1.28383333333333
SFRS6	-0.728333333333333
C17orf77	0.9075
UIMC1	-0.0588333333333333
FXYD2	-1.7786
LOC283152	-0.4185
ZNF667	-1.93475
ZCCHC12	-0.08825
TFEC	2.5152
ATP7B	2.57266666666667
POLD2	-0.7395
RG9MTD1	0.3215
ACOT2	-0.544333333333333
HIST1H4I	-0.784375
PPARGC1A	0.3409
ETFA	-0.8108
POLRMT	-0.16125
ZNF146	-0.0636250000000001
MIA2	-1.349
KLHL6	-0.254666666666667
HOXB5	1.387875
NENF	0.533833333333333
CUGBP1	-0.84375
PRSS22	2.15366666666667
CASC4	0.4137
CUL4B	0.4699
CENPJ	-0.0406
PITX1	0.262166666666667
FLJ31033	0.470666666666667
CELSR3	-0.2205
ZNF568	-0.86425
ITSN1	-0.590583333333333
EHBP1L1	-0.210333333333333
C19orf2	0.2645
DCTN1	-0.611
LIN28B	-4.084
TNKS2	1.1775
C1QBP	0.11875
CADPS2	0.30575
SRMS	1.14325
GJA9	-0.217
MGC24975	-1.18116666666667
TRIM45	-1.9555
TSP50	-0.34275
TCP1	-0.7615
TMED7	0.1784
CMA1	0.3925
CENPL	-0.673666666666667
PTCRA	0.4065
FST	-4.02275
VWCE	-3.743
