Hybridization REF	TCGA-A6-2672-01A-01R-0826-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.380083333333333
CREB3L1	1.485
RPS11	1.322375
PNMA1	-0.29325
MMP2	0.294833333333333
C10orf90	-2.76775
ZHX3	-0.804166666666667
ERCC5	0.9865
GPR98	-1.792375
RXFP3	0.92
APBB2	0.97775
PRO0478	-1.266
KLHL13	-3.9385
PRSSL1	-0.253333333333333
PDCL3	0.488166666666667
DECR1	1.061
SALL1	-4.27166666666667
CADM4	0.0526666666666667
RPS18	1.35064285714286
HNRPD	-0.731416666666667
CFHR5	-0.0236666666666667
SLC10A7	0.6265
OR2K2	0.413
LMAN1	-0.568
SUHW1	-3.79075
CHD8	-1.5287
SUMO1	0.8054
GP1BA	0.3086
DDB1	-0.721333333333333
MYO9B	0.1783
MMP7	7.45925
CRNKL1	-0.06475
C9orf45	-2.13616666666667
XAB2	-0.17575
RTN1	1.047375
KLHL14	-2.063
TBX10	-0.0335
CENPQ	-0.9115
UTY	-1.44623076923077
ZBTB12	0.6115
DTNBP1	0.8815
KBTBD8	0.3175
ZEB1	-0.0433333333333333
ZG16	-1.918
MIER1	0.9905
ADAM5P	-0.1765
CHD9	-0.685
STK16	0.69875
KIAA1486	-0.184
TOB2	0.99775
BANK1	3.3025
OR2V2	0.3155
GRM2	0.155333333333333
PROSC	-0.398375
SPIN2B	-2.17625
PIR	-1.28677777777778
IPO9	-0.5901
EVC	-0.7915
CXCL13	7.14916666666667
KIAA1199	0.8447
SORL1	0.90075
NAT10	-0.4465
CHD1	-0.20275
SYN3	-0.8355
SLC22A2	-0.58175
SERPINF1	-0.708
WDR34	-0.1935
OR7A17	0.6245
C9orf11	0.342
RNF216L	-0.9388
LHB	0.355
STK25	-0.039875
TAOK3	0.930375
LOC152573	-3.0075
C3orf39	-0.11625
C14orf108	1.0509
CDC25B	0.684
BMP3	-0.005
TMEM180	0.4195
MAP1LC3C	-0.35725
CRYGC	-0.4295
POU3F1	-1.3571
C20orf32	0.381
CCDC95	-0.5685
HIGD1B	3.69625
USP6NL	0.031375
ABCD4	0.169833333333333
DIMT1L	-0.416083333333333
TEK	0.540875
SLC25A46	-0.028
LARP7	-1.048
CD160	1.61933333333333
MT1JP	-0.529333333333333
PHF20	-0.6215
CPNE4	-1.71825
GTPBP1	-0.273785714285714
RAB33B	0.582333333333333
ALDOC	-0.90175
ZNF212	-0.73925
NUDT1	-0.878666666666667
RFPL2	-2.014
ZNF83	-1.23566666666667
GDPD5	-0.088625
PDCD4	0.56835
CEP350	-0.83425
OR10A2	0.456
CST7	2.1795
CIAO1	-0.013
