Hybridization REF	TCGA-AA-A010-01A-01R-A00A-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.91825
CREB3L1	-0.37375
RPS11	0.75925
PNMA1	-1.32025
MMP2	-2.12116666666667
C10orf90	-1.88533333333333
ZHX3	-0.6715
ERCC5	0.5175
GPR98	-1.333625
RXFP3	0.118
APBB2	1.8375
PRO0478	-0.016
KLHL13	-2.6335
PRSSL1	-0.7705
PDCL3	-0.017
DECR1	0.24875
SALL1	-1.44133333333333
CADM4	0.119333333333333
RPS18	0.666
HNRPD	-0.110166666666667
CFHR5	0.597666666666667
SLC10A7	0.43375
OR2K2	-0.3425
LMAN1	-0.156375
SUHW1	-1.93975
CHD8	0.3193
SUMO1	0.4746
GP1BA	0.8561
DDB1	-0.0528333333333333
MYO9B	-0.493
MMP7	0.31125
CRNKL1	0.235125
C9orf45	-1.24833333333333
XAB2	-0.327
RTN1	-0.114875
KLHL14	-0.85825
TBX10	-0.9565
CENPQ	-0.86875
UTY	-0.703692307692308
ZBTB12	-0.1515
DTNBP1	0.376375
KBTBD8	-0.398
ZEB1	-1.1175
ZG16	4.789
MIER1	0.0617
ADAM5P	-0.588
CHD9	-0.2754375
STK16	0.32725
KIAA1486	0.00750000000000001
TOB2	0.921666666666667
BANK1	2.8475
OR2V2	0.6385
GRM2	0.0576666666666667
PROSC	0.357375
SPIN2B	-3.74325
PIR	-1.34855555555556
IPO9	0.0456
EVC	-1.63666666666667
CXCL13	3.28783333333333
KIAA1199	2.9615
SORL1	1.5235
NAT10	-0.045
CHD1	0.2605
SYN3	-0.0425
SLC22A2	-0.42475
SERPINF1	-2.38816666666667
WDR34	0.21925
OR7A17	0.06475
C9orf11	-0.155
RNF216L	-0.4292
LHB	-0.297
STK25	0.357875
TAOK3	0.599625
LOC152573	-0.798
C3orf39	-0.022125
C14orf108	1.108
CDC25B	-0.297
BMP3	-0.475
TMEM180	-0.0415
MAP1LC3C	-0.3845
CRYGC	-0.1315
POU3F1	-1.3226
C20orf32	-1.3875
CCDC95	-0.508
HIGD1B	1.25925
USP6NL	1.28875
ABCD4	0.558166666666667
DIMT1L	-0.82675
TEK	-0.282125
SLC25A46	0.20775
LARP7	-1.2608
CD160	0.0413333333333333
MT1JP	4.149
PHF20	-0.0885625
CPNE4	-0.86125
GTPBP1	-0.320642857142857
RAB33B	0.889666666666666
ALDOC	-0.20175
ZNF212	0.05325
NUDT1	-0.352833333333333
RFPL2	-0.6825
ZNF83	-1.68716666666667
GDPD5	-1.421625
PDCD4	0.2745
CEP350	0.08875
OR10A2	0.315
CST7	0.18275
CIAO1	-0.549
SELL	-0.073875
OR8J3	0.704
LTBP4	-0.799166666666667
SIRT6	0.555
CCL19	1.23875
PPIL1	-0.298666666666667
GBP7	0.0781666666666667
STK17A	-0.9283
ABR	1.74275
OR9G1	0.0365
FOXE1	-0.471625
CNGA3	-0.4
GML	0.1115
CD38	-1.9245
ZDHHC6	1.24116666666667
NEFH	-3.71575
CTDSP2	0.0903333333333333
PGBD5	1.68666666666667
CCNY	0.223285714285714
RMND5B	0.01525
ZNF257	-2.54675
FLJ22167	0.2455
EXOSC7	-0.147833333333333
ROR2	-0.714125
MAOA	3.739375
TNNT3	-0.1035
GYPC	-2.7495
C7orf33	-0.101
PLIN	0.0368333333333333
LOC90826	-0.54775
RNF4	-0.1154
F8A1	-0.188666666666667
PLEKHG4	-0.9015
GRB2	-0.1761
HIST1H2AD	-1.337
DUS3L	-0.00516666666666667
EIF1	-0.124
RP5-1077B9.4	-1.08283333333333
FPGT	1.4985
GDF10	0.0591666666666667
COQ9	0.7385
GCC2	0.633785714285714
RARRES3	0.634125
PLXNA1	-0.000499999999999981
KIAA0100	0.271
PMF1	0.06475
FNDC1	1.768
HS2ST1	-0.17825
CRELD2	0.685
C8G	-1.353
CD82	-1.19
LIM2	-0.797
UNQ6490	0.5805
MMP16	-0.2095
DRD3	0.05475
C5orf26	0.6505
C11orf73	-0.668875
PTP4A2	0.2655
OR4M2	-0.057
HPCA	-1.35283333333333
SEC14L1	-1.33316666666667
CHFR	-2.142375
EMILIN1	-0.2665
NDUFS4	0.3915
COL18A1	-1.70125
PDZD3	1.5035
C9orf16	-0.8215
ERBB2IP	0.981666666666667
EMX2	-0.37475
FUS	-0.594
TF	-4.9986
CLCN4	0.933666666666667
CXorf56	-0.6195
C11orf72	0.2835
ELAC2	-0.574
NPR1	-1.7805
ASS1	0.699166666666667
USP42	-0.36075
POLR2J	-1.3445
SEC23IP	0.432333333333333
UQCRC1	0.9305
LOC729603	0.34475
C1orf71	1.5665
POLG	-1.277
ADAM23	-4.71425
TFR2	-1.378
RICTOR	-0.4269
MGC39606	-1.05725
C19orf55	-0.501625
SNAPC1	-1.45066666666667
GNA11	0.74675
CCDC52	-0.0591666666666667
FSIP1	-1.667
UPF3A	-0.2475
IGSF11	-1.32666666666667
LAGE3	0.0985
CHST6	-2.2085
UNC13B	1.449125
TTLL4	-0.723625
ZNF687	-0.112125
SDC2	-2.0515
COX7A2	0.6985
LAMB4	-0.022
FAM24A	0.214
LRRTM3	-0.826
GPHB5	-0.13125
OR4C13	0.4105
EIF3EIP	0.739785714285714
HABP4	-0.222
TMEM125	3.929
CNTN2	-0.499166666666667
ASNSD1	0.31375
FUT4	2.36225
ACF	-0.24025
LOC158381	-0.0465
CDH8	-0.1875
AGPS	0.263
C4orf18	1.159625
PECI	-1.73508333333333
UNG	0.0455
GSTP1	0.583375
DCUN1D5	-0.822666666666667
DKFZP564J0863	-0.463
SLC9A3R1	-0.893125
BCDO2	0.06525
CHMP7	0.072125
REM2	-0.2265
DNHD1	-0.841375
FKBP4	-0.861625
ZNF350	0.78025
MGC11102	-0.024375
BST1	-1.08575
KISS1R	-0.3365
NCR2	-0.049
DEFB125	0.347
UBE2W	0.54425
KRT15	-2.51125
C10orf99	3.842
SCN11A	0.103
GFI1	-0.80975
RDHE2	2.09433333333333
FHL1	-2.83466666666667
OSGEP	0.6015
GATA1	-4.04433333333333
SMC6	-0.10025
TTTY14	-0.39775
LPIN3	-0.344
RPL4	-0.5182
RBPMS	-1.7483
PRPF3	-0.2555
EMR1	-2.208
SPATA19	-0.262
XCR1	0.1245
IRX3	0.6581
RBM6	-0.461
KLF4	0.9622
UNC5CL	0.872
SEBOX	0.453
BTK	-1.7435
KRCC1	0.9095
C6orf27	0.2975
SYTL5	-0.665
PRND	0.437166666666667
LOC653319	-0.5155
PIGL	-0.55525
HUS1	0.113166666666667
SFRS6	-0.199666666666667
C17orf77	0.6815
UIMC1	0.299166666666667
FXYD2	-1.8826
LOC283152	-0.0205
ZNF667	-1.8865
ZCCHC12	1.628
TFEC	1.034
ATP7B	1.58133333333333
POLD2	-1.31433333333333
RG9MTD1	0.39375
ACOT2	0.422333333333333
HIST1H4I	-0.86025
PPARGC1A	1.6747
ETFA	-0.0567
POLRMT	0.22725
ZNF146	0.054125
MIA2	-1.029
KLHL6	-0.868
HOXB5	2.11125
NENF	-0.022
CUGBP1	0.25775
PRSS22	-0.0303333333333333
CASC4	0.9008
CUL4B	0.0103
CENPJ	-0.8088
PITX1	-0.177166666666667
FLJ31033	-0.365
CELSR3	-0.7205
ZNF568	-1.57975
ITSN1	-0.52225
EHBP1L1	-1.20766666666667
C19orf2	0.466
DCTN1	-0.823
LIN28B	-3.50916666666667
TNKS2	0.43825
C1QBP	0.343375
CADPS2	1.0215
SRMS	-0.1685
GJA9	0.556166666666667
MGC24975	-0.278166666666667
TRIM45	-0.357166666666667
TSP50	-0.28525
TCP1	-0.66175
TMED7	0.2091
CMA1	-0.119
CENPL	-0.358
PTCRA	0.0455
FST	-5.246
VWCE	-4.76225
PAWR	0.8325
ABCC12	0.2744
LDLR	-0.1596
ASTN2	0.2217
LOC441212	0.59075
GPATCH8	0.03675
TANC2	-1.86183333333333
KIF4A	-1.079
C18orf18	0.25575
PGM1	-0.91
KIAA0258	1.61775
CPD	1.354625
SNCAIP	-1.0295
DCT	-4.898
HLA-DOA	1.30418181818182
OR11L1	0.08
UPK1B	0.418
DNAJB4	-0.3655
UGT1A8	0.3975
HIST1H4L	0.2715
PECR	-0.270833333333333
HSPA2	0.96825
WFIKKN1	-3.216
SERP1	-0.27275
SYDE2	0.6685
TACR2	0.373
NUP85	-0.21575
CD177	0.1735
LGR5	2.19083333333333
PIGG	-0.218833333333333
PTHR1	-3.0345
RAB5A	0.3971
FLJ13224	0.0315
USP9Y	-0.67475
C7orf53	0.746
LRP1B	-0.73525
XAF1	-0.2068
ABCG8	1.474
ANKDD1A	-0.00983333333333332
DAND5	-0.5205
SPAG6	0.221833333333333
LINCR	-0.94975
ZDHHC22	-0.972625
CCDC60	0.396
THOC7	-0.7795
TCTA	0.3953
OR8K3	0.231
NY-REN-7	-0.037
B2M	-0.0236666666666667
C6orf141	-0.245625
LPPR4	1.11125
SQLE	-0.90825
SEPHS1	-0.41625
BTBD14B	0.2605
PLRG1	0.06625
SPG7	-0.5178125
ZNF614	-1.687
PARD6G	0.815166666666667
INPP5B	-0.4093
GRPEL2	0.863625
PPID	0.3599
TRIM56	-0.36475
UBE2J1	-0.339625
IL20RA	4.667
LOC387856	0.08
C1orf107	0.437
UTS2R	-0.171
C19orf22	0.49975
SAFB2	0.23225
KIAA0652	-0.316
KLRG1	-0.212166666666667
MS4A8B	1.9745
FRAG1	0.84775
KIAA1546	1.235
E2F4	-0.7903
CLEC4M	-0.225
BTBD14A	-0.83575
KIAA0999	0.6502
GYPA	-3.36666666666667
TAC1	-0.1523
TRAIP	-0.600833333333333
KIAA0232	0.8536
ERCC8	-0.3625
GPX4	0.329
KIAA0368	-0.499571428571428
GPR157	-0.0325
CTAGE4	1.1325
C9orf30	-0.444666666666667
OR52A1	0.676
HSP90B3P	0.2055
ALG9	-0.3661
BTBD10	0.59975
SDK2	-0.248
BAIAP3	-1.97625
RABGGTB	0.621
ANKRD40	0.128833333333333
KRT74	0.2395
CALCOCO2	0.111428571428571
SNCA	-4.3905
TMSL8	-4.204625
C2orf53	-0.491
ESRRB	-0.23675
ARHGAP26	1.437125
TDRD9	-2.666
HRAS	-0.003
KLRC4	-1.666
JAGN1	0.199333333333333
BSDC1	0.48075
RNF43	1.598
NDUFAF1	0.37925
PHF12	0.4465
OR1L3	-0.0255
FOLR2	0.646666666666667
LYZL6	-0.295666666666667
tcag7.1260	-0.2435
WSB1	-0.985666666666667
PROS1	0.7376
OSTN	-0.3585
PSMB8	-2.52275
SOCS4	0.08
DDIT4L	3.303
MAS1	-0.359
MGC34796	0.555
CSHL1	0.0623333333333333
TBCCD1	0.0216666666666667
ZBTB7C	-0.353
AP2S1	-0.656
P15RS	0.5428
VAT1	-1.7159
SHANK3	0.714166666666667
TUFM	-0.00433333333333334
THEG	0.69775
KRT34	-0.67875
SGSM3	0.207875
TOMM22	0.372625
SOCS3	0.1005
CPO	0.168
POP4	-0.1435
BHLHB3	-2.24025
MALL	3.00125
OR1B1	0.5025
PARK2	0.0653333333333334
GPR124	-0.1365
LCE1E	0.9075
RUVBL2	-0.127
CGRRF1	0.1169
ACPL2	1.12375
WNT10B	0.338375
BAIAP2L2	1.34675
ISCA1	0.1045
C1orf125	1.8625
RPAP1	-0.4065
RAI16	-0.376833333333333
RPL27	0.013375
NLRP9	-0.392
EPN1	-0.4565
LOC388610	-3.036125
SLC35A1	0.3843
GAL	-0.149
SLC14A2	0.077
RDH11	0.731333333333333
FAM138F	-0.1585
AUH	0.59975
FLJ40243	0.30175
