Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_D11_443156
Composite Element REF	Signal
AACS	7.09514700186594
FSTL1	7.2364979028465
ELMO2	4.48645354213617
CREB3L1	3.58352251684377
RPS11	9.9720099777171
PNMA1	7.69526493640484
MMP2	5.7028917462577
SAMD4A	4.01206660651518
SMARCD3	5.73396902305565
A4GNT	3.76285635324014
C9orf39	4.11279915954576
PKNOX2	4.82605294669589
RALYL	3.10051011912395
ZHX3	4.07451944577696
ERCC5	6.22021076967014
RXFP3	3.06528151870706
APBB2	4.40621331125715
BBOX1	7.72597133438415
PRO0478	3.1517969747128
GCSH	6.41260305282824
XDH	3.59218315073241
EDN1	3.45785326815846
MTERF	6.15514140503663
PDCL3	6.30037909532968
CLK4	5.78901288158205
KCNG1	3.74876765307052
CXCR4	6.75189429615177
DECR1	8.32389299946183
SALL1	3.23362933061069
PTPRR	3.42353528142941
CADM4	3.46085543247854
IRAK1	8.41435065207632
CFHR5	3.19884352013013
HNRPD	8.2594414314645
TMSB10	11.7362421225596
CXCL3	3.8661710261771
LMAN1	3.34844951120934
SUHW1	3.64336530906275
CHD8	6.65404344666949
SUMO1	6.89801611038964
GP1BA	3.32521609319305
OR7A10	4.10027814941084
DDB1	7.658829806653
CHRNA10	4.09049383370351
STYK1	4.38896297642106
MYO9B	4.56373428002652
CCNI	10.2576223495165
MMP7	6.6984489557851
EP300	6.36332268932495
CRNKL1	4.93103476358402
C9orf45	3.32411872812933
XAB2	4.45505951794741
RTN1	4.28611128339893
HIC2	3.80568818482397
TBX10	3.55102066950228
CENPQ	4.25267799107624
UTY	3.20294673251553
OR2W1	3.04818767175811
ATP5G2	10.5652486550762
ZEB1	3.25942217871848
ZG16	3.6889343085389
ERG	4.16316256531362
PARN	7.36541562883427
SOD2	6.45392995460835
JOSD3	7.96105211095073
ADAM5P	3.34079384061412
CHD9	6.31294345729595
hCG_40738	3.72287974497905
STK16	4.15762140681559
PDE1C	3.66212331949234
SEMA4D	5.70154495790724
AGPAT1	6.1358982204463
TOB2	6.17441081859667
BANK1	5.31947133028345
MAP3K3	6.02963519230725
MAX	5.31788069292913
GRM2	3.75597982808104
OSBPL8	6.34305149124254
PROSC	6.36719516333554
NR4A2	5.49885419651592
RICS	5.6127071101123
PIR	5.26922101063994
PPCS	8.72729396423164
IPO9	6.51330508635254
LONP1	6.75494732540672
EVC	4.08336911220105
CXCL13	4.26696992955067
SCYL3	5.37414613804117
KIAA1199	5.42147739857225
SORL1	7.89699104995593
NAT10	6.96501359657198
CHD1	6.47902049612447
SYN3	3.61754884812301
DMC1	4.06177708736492
SLC22A2	3.49800601651096
SERPINF1	5.43290885623058
C20orf27	5.0471160886703
OR7A17	3.307781980938
RPS6KA5	5.30555385728261
LHB	3.98100191128482
TAOK3	5.34026562295563
STK25	5.06264485416449
SLC12A4	3.67883350120666
BRCA1	4.06648883304816
GBL	4.58056922885237
C14orf108	8.33539212669984
CDC25B	6.37539134366568
BMP3	3.39001790292761
MAP1LC3C	3.43317140172018
TMEM180	4.00017008081581
CRYGC	3.44012906142431
SLK	6.39309464048647
POU3F1	3.30137743430254
C20orf32	3.91274820364635
USP52	6.42629227166381
HIGD1B	3.8670498159542
BAZ1B	6.91333383647665
USP6NL	5.32778588563002
SLCO2B1	4.37335943874744
ABCD4	4.84546765414288
DIMT1L	4.88679971198398
SLC25A46	5.96971727202565
LARP7	6.40742674749298
TEK	3.57903885389209
CD160	3.70866662136355
TERF2IP	7.10717061239693
PHF20	5.66271813313412
COL1A1	5.61089822659963
KIAA0090	5.52224028480309
GTPBP1	4.55318314931586
GRK5	3.70277890150301
AP1S2	4.27362673404251
RAB33B	4.4314533528543
CA11	5.84165168040785
ALDOC	5.2268138975183
NUDT1	5.5454967910016
ZNF212	5.34449286699442
ACBD3	7.31376088560243
ZNF83	8.12834996000704
PRDM2	4.88111648186925
GDPD5	4.52953373818484
PDCD4	5.75804668697164
CEP350	6.38686632711122
FOXP3	3.23425142896056
SMYD3	6.4630638188991
CST7	4.08995504285298
SELL	4.52522746134557
CIAO1	6.2014579495811
LGI2	4.39600878362585
WDR45	6.53356547735222
ANKRD6	7.7389974791302
LTBP4	4.46520504711776
PSCD3	3.37280051147859
PYY	3.28545499452169
KCNC1	2.97610327902159
SIRT6	3.65349195098414
CCL19	3.77324577463412
ARHGEF9	4.67259572287848
ABR	4.3859811187997
C10orf22	5.56274120051400
STK17A	4.65012911747443
FOXE1	4.00133843587198
GML	3.45538968540294
CNGA3	2.88599457570612
CD38	4.77620609947223
ZDHHC6	6.55185127809992
NEFH	3.32890976750745
PGBD5	3.64291071841999
CTDSP2	7.59462165968676
RMND5B	5.4657188429558
ZNF257	3.29315293129085
