Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_E10_586154
Composite Element REF	Signal
AACS	5.85869029068562
FSTL1	8.75391479715628
ELMO2	5.46741425382706
CREB3L1	6.34167449765048
RPS11	9.78292224563896
PNMA1	6.92859436541008
MMP2	7.12225690555897
SAMD4A	3.66984115793291
SMARCD3	8.27570636695613
A4GNT	3.54453694261236
C9orf39	3.72598100439551
PKNOX2	6.22209839932039
RALYL	3.42044073733995
ZHX3	4.21473665509775
ERCC5	6.006390459634
RXFP3	2.99111680488193
APBB2	3.93812727822115
BBOX1	6.86982810448421
PRO0478	2.91086557275508
GCSH	6.73247995900318
XDH	3.40608106105734
EDN1	3.52769330952942
MTERF	6.27301085598432
PDCL3	7.47610613299409
CLK4	5.67514891710003
KCNG1	3.52951562789447
CXCR4	10.0209490896209
DECR1	8.4186029766652
SALL1	3.40223531667571
PTPRR	3.26693119542094
CADM4	3.27031272349153
IRAK1	9.31496224290005
CFHR5	3.30044682719947
HNRPD	8.27757175962252
TMSB10	12.32224038158
CXCL3	3.3239688416392
LMAN1	3.60070614135320
SUHW1	3.30715521713635
CHD8	6.26899808725883
SUMO1	8.21506250578953
GP1BA	3.25957274558116
OR7A10	3.6606410865687
DDB1	7.38726743918473
CHRNA10	3.62739528284557
STYK1	4.28143655100342
MYO9B	4.43165062458682
CCNI	9.60942044666553
MMP7	5.04041916376698
EP300	6.00800589558197
CRNKL1	6.72838734110957
C9orf45	3.18412864807874
XAB2	4.44994457505105
RTN1	8.18483373550893
HIC2	3.75595467374991
TBX10	3.520856152076
CENPQ	4.76170694363214
UTY	3.12555551838824
OR2W1	2.98558634610969
ATP5G2	10.3196276103967
ZEB1	3.60475036406113
ZG16	3.55710500916148
ERG	3.88866466592563
PARN	7.30322249334699
SOD2	6.84860221581146
JOSD3	7.0648752935359
ADAM5P	3.20147395330765
CHD9	5.88536952710407
hCG_40738	3.85070648866079
STK16	5.49563706791046
PDE1C	3.53755481955857
SEMA4D	6.72956183150618
AGPAT1	6.71460911851202
TOB2	6.04885817101891
BANK1	3.95726193158177
MAP3K3	5.31913804153996
MAX	5.13670987134639
GRM2	3.84427437828302
OSBPL8	7.35688687410636
PROSC	6.64338567859447
NR4A2	4.55104625910425
RICS	6.12142063796241
PIR	7.89323699270125
PPCS	8.42342371748534
IPO9	7.58753661769607
LONP1	7.53687182706621
EVC	4.04462691296894
CXCL13	6.95918940368664
SCYL3	7.07683598003583
KIAA1199	4.94004577718399
SORL1	7.7019029979706
NAT10	7.50733687450015
CHD1	6.19940545923563
SYN3	3.56977624068033
DMC1	3.68240764443516
SLC22A2	3.63981022273137
SERPINF1	7.7538232122739
C20orf27	6.64743943189686
OR7A17	3.02888489802269
RPS6KA5	5.22684578805189
LHB	3.51693580944998
TAOK3	5.31917705325821
STK25	6.39124188471084
SLC12A4	3.60892007418825
BRCA1	4.65852312933062
GBL	6.0932877931157
C14orf108	7.68207003013211
CDC25B	7.86435185260044
BMP3	3.33973897850349
MAP1LC3C	3.28006162476701
TMEM180	5.27255190712808
CRYGC	3.6491652684362
SLK	7.11659604656616
POU3F1	3.21291533758249
C20orf32	3.93112126452567
USP52	4.58691192494097
HIGD1B	3.49407575340622
BAZ1B	7.26280986501025
USP6NL	5.15239827264684
SLCO2B1	4.74739870154503
ABCD4	4.408249782691
DIMT1L	6.39204523865458
SLC25A46	7.08458588147386
LARP7	7.20709909494852
TEK	4.67172828641307
CD160	3.63731949124273
TERF2IP	7.71213243017626
PHF20	5.6320161667782
COL1A1	6.41974137321322
KIAA0090	5.98013303887801
GTPBP1	4.42949677330608
GRK5	3.67415034166058
AP1S2	7.36989243052804
RAB33B	4.52444773869319
CA11	4.36072828858312
ALDOC	4.73963940571039
NUDT1	6.14826973480203
ZNF212	5.73610924482275
ACBD3	8.93222178194015
ZNF83	6.21709537247106
PRDM2	4.65680518506244
GDPD5	4.7827021294406
PDCD4	6.09654321562159
CEP350	7.46720875000576
FOXP3	3.37892347613960
SMYD3	7.87572432649168
CST7	5.63300284926761
SELL	6.19833217660654
