Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_A07
Composite Element REF	Signal
AACS	6.39528178024306
FSTL1	7.00941979922578
ELMO2	5.3659700842236
CREB3L1	3.43691216170870
RPS11	10.0127985927887
PNMA1	8.49033346780467
MMP2	6.64338777058415
SAMD4A	3.71718304181342
SMARCD3	7.56005114696853
A4GNT	3.67091758167929
C9orf39	3.68054463665518
PKNOX2	3.70657484921406
RALYL	3.46943091665
ZHX3	4.36491985552524
ERCC5	5.2646105394801
RXFP3	2.88270992865811
APBB2	3.73368587472336
BBOX1	8.83425769585264
PRO0478	2.7596817924523
GCSH	8.20739033059117
XDH	3.48738227082073
EDN1	3.36575254528127
MTERF	6.13306458380627
PDCL3	7.65240911637826
CLK4	5.59314306530545
KCNG1	3.83027292626214
CXCR4	8.06336018799766
DECR1	8.15218749865573
SALL1	3.14433679028712
PTPRR	3.24850091636028
CADM4	3.53979328385555
IRAK1	9.16188411589427
CFHR5	3.12990587242724
HNRPD	7.6087092975578
TMSB10	12.2760018330253
CXCL3	4.02639798173948
LMAN1	3.74065502555979
SUHW1	3.43587369523908
CHD8	5.87428386507296
SUMO1	8.39532610904481
GP1BA	3.15761585622489
OR7A10	3.49473878316276
DDB1	8.09978248193891
CHRNA10	3.63050288236678
STYK1	4.45275715995757
MYO9B	4.24517374385803
CCNI	10.0010274024070
MMP7	6.51157677405944
EP300	5.84289152188407
CRNKL1	6.64494436067513
C9orf45	3.09582902380096
XAB2	4.61951241398517
RTN1	4.0496187571374
HIC2	4.01640977474633
TBX10	3.42847212232686
CENPQ	4.85687561288826
UTY	3.11596836917509
OR2W1	2.86048497579158
ATP5G2	9.8990290071285
ZEB1	3.27895345381871
ZG16	3.38481944589225
ERG	3.72486311695488
PARN	9.0182450123518
SOD2	6.35746783972634
JOSD3	6.83661566604075
ADAM5P	3.24162070391852
CHD9	5.9155355947654
hCG_40738	3.52019218858834
STK16	5.82736955182963
PDE1C	3.38779883954700
SEMA4D	4.82972718621699
AGPAT1	6.86172379209381
TOB2	5.87691810362418
BANK1	3.23625745468224
MAP3K3	5.99171117810318
MAX	5.41097518757376
GRM2	3.74298493259594
OSBPL8	6.37514538534568
PROSC	5.62128873407147
NR4A2	4.07665708913254
RICS	3.6770000766448
PIR	6.74959674780516
PPCS	9.2230501296013
IPO9	6.61408366331459
LONP1	7.30485846341732
EVC	3.67185880757486
CXCL13	5.52073628239335
SCYL3	5.50905915244998
KIAA1199	6.87183231076695
SORL1	6.62704020154443
NAT10	7.10415385067313
CHD1	6.5768494381237
SYN3	3.42394568555272
DMC1	3.73370945530324
SLC22A2	3.76604953009943
SERPINF1	6.90808764844802
C20orf27	7.47289940511246
OR7A17	3.17166594375805
RPS6KA5	4.4248217467761
LHB	3.38634813566004
TAOK3	4.59745712473535
STK25	5.86377765091401
SLC12A4	3.72284514949249
BRCA1	3.63237058037989
GBL	5.92001013581811
C14orf108	8.26841235678342
CDC25B	8.45037447146833
BMP3	3.29683892909467
MAP1LC3C	3.2136173257752
TMEM180	4.01907621828936
CRYGC	3.60380199180228
SLK	6.90317226688546
POU3F1	3.18607811003685
C20orf32	3.77838468791683
USP52	4.33853387559038
HIGD1B	4.04441896803171
BAZ1B	6.90183508926117
USP6NL	5.58706992667346
SLCO2B1	4.71904366209137
ABCD4	4.74591626297085
DIMT1L	5.91091085053907
SLC25A46	8.87980935220057
LARP7	6.83881498582667
TEK	3.40181803812029
CD160	3.54765967719681
TERF2IP	7.65058023452133
PHF20	6.13328161973301
COL1A1	5.95187447474745
KIAA0090	6.5813454172756
GTPBP1	4.309276637396
GRK5	3.88033068316923
AP1S2	6.26817445632864
RAB33B	4.49706765320286
CA11	6.93860983407763
ALDOC	4.04342552153464
NUDT1	5.79841256909938
ZNF212	5.41160434151831
ACBD3	7.42446733669335
ZNF83	5.39791390892378
PRDM2	4.38792094720187
GDPD5	4.28429955636384
PDCD4	6.0285902013708
CEP350	5.75035298473423
FOXP3	3.21194991696291
SMYD3	7.94777808674363
CST7	4.73872902359416
SELL	5.69646945144705
CIAO1	6.89060847672201
LGI2	3.80410757902653
WDR45	6.98545145437366
ANKRD6	8.76849430203555
LTBP4	3.93805322477344
PSCD3	3.36231120316108
PYY	3.28715604573158
KCNC1	2.92445661557732
SIRT6	4.63604816473782
CCL19	3.86731795858641
ARHGEF9	4.79683208528956
ABR	4.49913750194402
C10orf22	6.93018047997592
STK17A	5.31920296858684
FOXE1	3.32482948088168
GML	3.24974525633329
CNGA3	3.14787023214381
CD38	4.32425060437135
ZDHHC6	8.58312225973988
NEFH	5.44971528654644
PGBD5	4.24625494533141
CTDSP2	6.62786035278939
RMND5B	7.1631057352568
ZNF257	3.6696726137216
DUSP4	3.46745194293720
FLJ22167	5.41766042865603
EXOSC7	7.4165322428127
ROR2	3.86851305728515
FOXM1	5.89386465888031
ZBTB48	5.32227655844434
BUD31	8.38800795410104
MAOA	5.0906781234557
CCDC41	4.0988005929813
TNNT3	3.58254480773269
FBXO11	6.19786383556215
GYPC	5.77622959772875
PLIN	3.37880959872520
RFXAP	3.83694479094637
C6orf15	3.56107324020712
RNF4	8.14123762123401
F8A1	8.48389140921626
PPP1R3D	4.09525873582564
GRB2	7.44535287727369
TPM3	3.02957066076511
SYT13	4.3357358546857
EPB42	3.53491658454395
RP5-1077B9.4	6.40310189682584
EIF1	10.9384443635138
CETN3	7.20808473875946
FPGT	5.75664162657811
PRY	3.50732900991965
NTHL1	5.33981874841496
POLR2B	8.76863816135897
RPS28	11.7416583084319
GDF10	3.12618817900631
COQ9	7.62573247285178
P2RX3	2.83421284117371
GCC2	6.8546104709229
RARRES3	7.47126191625303
PLXNA1	5.73696659166524
WBP4	4.63675127718133
KIAA0100	6.2863657054788
PMF1	7.57660670765803
HS2ST1	5.8677571183332
CRELD2	7.41632464502261
C8G	3.12347432461726
CD82	5.53386830092603
PMM1	6.35923883066671
CBLL1	5.07172143083832
LIM2	3.50576104549228
VAX2	3.43934900445561
SETDB1	5.0685921532087
LRAP	3.09243778482117
GCLM	7.2972221974579
CPEB3	3.88812933325919
PPM1A	5.94928741706296
INTS1	4.1858631283333
MMP16	3.11131909346568
CAMTA1	4.30273220481527
SAMSN1	6.66660640935912
DRD3	2.85073462154442
GMPPA	5.94633465050665
C11orf73	7.49590722482124
AIPL1	3.48417348757349
PTP4A2	9.72939949977555
IL24	3.30082076159991
BDKRB1	3.24877349241516
HPCA	3.83119018664168
MLF1	7.10973311300544
SEC14L1	6.27710915023555
CHFR	5.70340324071813
EMILIN1	3.40782464751556
THADA	6.78315691928921
TAF12	6.63679806542354
NDUFS4	8.10662954930882
ID1	8.53462763449921
PIK3CB	4.15157542959942
COL18A1	5.80245276287871
PDZD3	3.21553936873083
TBC1D17	4.98685890166082
COX8A	10.3339191115745
CDCA4	6.92477409222025
C2orf44	4.14432014001947
C9orf16	8.32820568021189
ERBB2IP	7.47247629351188
EMX2	7.53478838049139
FUS	6.05284711376047
NIPSNAP3B	3.69384030450798
TF	3.3788541720242
CXorf56	5.3613417151235
CLCN4	3.60989067016193
PWP2	6.24434902610475
MMP15	3.90496420505221
MTMR14	6.59637620706353
NPR1	6.82634530616627
DNAL4	5.04060979471875
ELAC2	4.64368898543198
ASS1	10.5316590454160
IPP	5.82640631200157
TMEM59	9.35003285966077
POLR2J	8.93545544935668
SEC23IP	5.69106234202544
RGS4	4.15161878142533
UQCRC1	10.2452193058578
SNX6	8.02114095467581
DDX18	7.3819582158501
POLG	4.56554164763029
ADAM23	3.81631846832689
ZNHIT2	4.62797832180309
TFR2	3.60071782260910
NCDN	4.50616106738128
RAG1	3.50597639046472
POMT1	4.54634495253334
CYP1A1	3.37874253778472
SNAPC1	6.00437581907567
GNA11	5.2698634709197
CCDC52	2.79595848490554
CAPN1	6.79404624533199
DDHD2	5.58298862467108
UPF3A	6.1181464574071
LAGE3	7.2173794199207
GNRHR	3.0796940826566
UNC13B	5.583685365711
TTLL4	4.8893296065289
PPBP	2.86514517310277
HTR3A	5.34354060373779
SDC2	5.11023732394197
ANKRD49	6.58778060597814
BTF3	9.98239054956614
COX7A2	11.4326895858548
SARS	9.34633274217125
C13orf18	3.86469152273311
