Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A04_471892
Composite Element REF	Signal
AACS	5.81315635378936
FSTL1	7.69269211559309
ELMO2	5.9951935142938
CREB3L1	3.80799445747154
RPS11	9.66444609094761
PNMA1	8.7293482551679
MMP2	7.17278380554428
SAMD4A	3.49857120063537
SMARCD3	4.10223732876011
A4GNT	3.56761878141034
C9orf39	3.09446159679049
PKNOX2	3.74730916092022
RALYL	3.42222610595911
ZHX3	4.10891474976274
ERCC5	5.27902871906276
RXFP3	3.22588597118061
APBB2	4.12599276787059
BBOX1	5.49725359580802
PRO0478	3.23625000847095
GCSH	8.88501290003498
XDH	3.48316591697715
EDN1	3.38346488923904
MTERF	5.68824347817458
PDCL3	8.19527337200515
CLK4	4.65805868595477
KCNG1	3.94738385203500
CXCR4	9.37548123063724
DECR1	8.5457867534187
SALL1	3.00808559378783
PTPRR	3.52091800093696
CADM4	3.34690958872632
IRAK1	8.93321266518243
CFHR5	3.03468798703649
HNRPD	8.2422850213692
TMSB10	11.7502587196213
CXCL3	3.74090357053319
LMAN1	4.54954932600536
SUHW1	3.40883504587419
CHD8	6.73121191058804
SUMO1	8.44788962604059
GP1BA	3.20596666505612
OR7A10	3.76736220916017
DDB1	7.63255019510558
CHRNA10	3.47499380103129
STYK1	3.62211774754283
MYO9B	3.96225574316959
CCNI	9.87859149418692
MMP7	5.36564322958964
EP300	5.71539072298805
CRNKL1	5.97577346463333
C9orf45	3.42246891592103
XAB2	4.17298365949818
RTN1	3.46211268063496
HIC2	4.23400636534786
TBX10	3.46205899582793
CENPQ	3.84476695639306
UTY	3.18333764419958
OR2W1	2.95660188330782
ATP5G2	10.6202520486213
ZEB1	3.36604628182581
ZG16	3.4429009858555
ERG	3.85163382184039
PARN	7.63692824599941
SOD2	4.57199272125127
JOSD3	8.22757687255792
ADAM5P	3.07448743376725
CHD9	5.31266030818592
hCG_40738	4.37457322088026
STK16	5.29956760185191
PDE1C	3.43548472927293
SEMA4D	5.03578880230646
AGPAT1	6.18727443761204
TOB2	6.29268307694991
BANK1	4.15324307128052
MAP3K3	4.86680039102686
MAX	5.33274354854619
GRM2	3.98871311373467
OSBPL8	7.10986938207299
PROSC	6.90269196769702
NR4A2	5.5735565872576
RICS	4.70168169190361
PIR	7.2916855858027
PPCS	8.78892120856542
IPO9	5.60286409339016
LONP1	7.27144151265866
EVC	3.9869880218056
CXCL13	4.59928451836094
SCYL3	5.40596982652765
KIAA1199	5.31712191978298
SORL1	8.0350811478517
NAT10	7.30303473405937
CHD1	5.61464874335226
SYN3	3.61128443519645
DMC1	4.06106228679804
SLC22A2	3.53696393080726
SERPINF1	7.26447868089664
C20orf27	6.57441729085711
OR7A17	3.11402474125921
RPS6KA5	4.24830633243273
LHB	3.39995690732208
TAOK3	4.75553981862737
STK25	6.51734644318468
SLC12A4	3.66406289418799
BRCA1	3.81183503512865
GBL	7.09143151221609
C14orf108	8.50383107465965
CDC25B	7.76238406646066
BMP3	3.14563445306213
MAP1LC3C	3.24782033711603
TMEM180	3.28516498677501
CRYGC	3.923190272517
SLK	5.71758209015373
POU3F1	3.27962389906184
C20orf32	3.95857200777997
USP52	5.69350599344377
HIGD1B	4.00386545848967
BAZ1B	6.78847609856218
USP6NL	6.12735646893727
SLCO2B1	3.91114810118897
ABCD4	4.4009952319297
DIMT1L	6.05633209428088
SLC25A46	5.13402531601685
LARP7	7.61932400340206
TEK	3.45992621848868
CD160	3.48184401272861
TERF2IP	7.07576001715413
PHF20	6.43412131267739
COL1A1	8.21949824623933
KIAA0090	6.18713063459154
GTPBP1	4.15259818545088
GRK5	3.50633579236427
AP1S2	4.47939000622095
RAB33B	4.38219707747412
CA11	5.35832751340653
ALDOC	4.66219298426153
NUDT1	4.34564590611915
ZNF212	5.43191225174873
ACBD3	7.8756667768821
ZNF83	6.75608329229657
PRDM2	4.56486794318272
GDPD5	4.2570996204402
PDCD4	5.97738780445616
CEP350	5.16273551712524
FOXP3	3.29002377013365
SMYD3	6.51671043397852
CST7	4.03305460180087
SELL	3.83607858251644
CIAO1	6.96678257227937
LGI2	3.86749650413127
WDR45	6.25474146139363
ANKRD6	5.88259463689082
LTBP4	4.35881040219876
PSCD3	3.3659514011849
PYY	3.24460119418678
KCNC1	3.195312276108
SIRT6	4.07238746297895
CCL19	3.99451589803534
ARHGEF9	3.54488509848761
ABR	4.06822934586219
C10orf22	6.56323701095553
STK17A	4.41535378369713
FOXE1	3.67459196360533
GML	3.40555752200959
CNGA3	2.93080482084901
CD38	4.01431356018726
ZDHHC6	7.03141431685012
NEFH	5.05611937837102
PGBD5	3.37791519644700
CTDSP2	6.83003331366047
RMND5B	5.95074952522061
ZNF257	3.47902851654704
DUSP4	3.69666959334156
FLJ22167	5.51614569877941
EXOSC7	6.54541948927107
ROR2	3.46402193606930
FOXM1	5.11125126780071
ZBTB48	4.52293059673417
BUD31	9.09498808001679
MAOA	3.81620243514574
CCDC41	4.95823001707472
TNNT3	3.91777205104959
FBXO11	5.2922986006577
GYPC	4.70263645937909
PLIN	3.39233629160906
RFXAP	3.98313704867488
C6orf15	3.73131550881607
RNF4	8.63841591639112
F8A1	7.66298210226568
PPP1R3D	4.89316319158338
GRB2	7.60006897270927
TPM3	3.18282289538151
SYT13	3.77868556437474
EPB42	3.63627357421073
RP5-1077B9.4	4.82284367390493
EIF1	10.3586352395571
CETN3	7.91105765055078
FPGT	5.34496172187842
PRY	3.4624628313536
NTHL1	6.75920399423553
POLR2B	9.4660386118285
RPS28	11.5332291962399
GDF10	2.94131344917851
COQ9	8.06868087294749
P2RX3	2.73450528067707
GCC2	6.55278517082887
RARRES3	4.35315046079651
PLXNA1	5.87969167859115
WBP4	4.88081465428423
KIAA0100	6.64418459798056
PMF1	7.23715728722126
HS2ST1	5.8296840290208
CRELD2	5.34549404361135
C8G	3.18562074415581
CD82	5.46356652935446
PMM1	4.82458181150805
CBLL1	4.05144096948216
LIM2	3.29629338698977
VAX2	4.96366606148416
SETDB1	5.17212271723322
LRAP	3.00630672938546
GCLM	5.92151128278494
CPEB3	3.3244342494296
PPM1A	5.41058151969173
INTS1	3.74816356584630
MMP16	3.20279447151263
CAMTA1	3.20222114462482
SAMSN1	4.87464774992662
DRD3	2.75852629178638
GMPPA	5.210789340248
C11orf73	6.07147512885543
AIPL1	3.98013094646818
PTP4A2	9.78801720578618
IL24	3.37301234237576
BDKRB1	3.30541664236473
HPCA	3.4413710578183
MLF1	7.28204870198327
SEC14L1	5.60643187185836
CHFR	4.8796100771963
EMILIN1	3.57570011444923
THADA	6.16540633058025
TAF12	6.7694881023956
NDUFS4	8.25682400712016
ID1	6.1669133102687
PIK3CB	3.13089446872872
COL18A1	6.92822756979154
PDZD3	3.15634436255374
TBC1D17	6.11358051068542
COX8A	10.3383068544537
CDCA4	7.2839013969871
C2orf44	4.21760720923513
C9orf16	7.28719438158973
ERBB2IP	7.88320839421368
EMX2	9.44031234911286
FUS	6.46480820922875
NIPSNAP3B	3.25636247078922
TF	3.14737791880382
CXorf56	5.45959783811093
CLCN4	3.75160800489163
PWP2	6.29986688359465
MMP15	4.39197394072916
MTMR14	5.72869706192992
NPR1	5.92910188782032
DNAL4	5.61195526905304
ELAC2	4.79175718786519
ASS1	10.9062333346018
IPP	5.24835092690089
TMEM59	9.00886934327558
POLR2J	8.89752282807344
SEC23IP	6.53965498264032
RGS4	4.15112247994555
UQCRC1	9.16147468043219
SNX6	8.21817046355745
DDX18	7.50934034034708
POLG	4.70900280377629
ADAM23	3.85347366176938
ZNHIT2	4.76056118575828
TFR2	3.43703424774229
NCDN	4.22719932894997
RAG1	3.50880498490599
POMT1	4.62076013882276
CYP1A1	3.28475464265256
SNAPC1	5.13826820608133
GNA11	5.42156304716697
CCDC52	3.04273095395389
CAPN1	6.62821734641787
DDHD2	6.9351790807901
UPF3A	5.44865663697863
LAGE3	6.99275893107283
GNRHR	3.06704171116771
UNC13B	4.29836915438899
TTLL4	4.47373262413766
PPBP	2.74056650645072
HTR3A	3.41555881348147
SDC2	4.89034397908262
ANKRD49	7.14275805072348
BTF3	9.98297591135614
COX7A2	11.2369027929757
SARS	8.66342216068953
C13orf18	3.44812840742206
CACNB1	3.8338723824614
QKI	5.14881231627991
SETMAR	5.27600438967908
LAMB4	3.53233463969498
MAN2B1	6.38637892451121
EML3	5.01834656195758
ACADL	3.29105656750469
OFD1	8.15520797060939
CGA	3.55431377030735
EIF3EIP	10.3604893284673
PEX16	4.75949436974276
GNG12	7.69676530356402
HABP4	5.06339837306484
CNTN2	3.41495976102627
ASNSD1	7.447646139282
FUT4	3.56568132404637
DBH	3.39338770776484
CD53	6.82638080431112
HIST1H2BJ	3.89156540270198
TFAP2B	3.3008722781982
ACF	3.7994794601951
TMEM11	6.69940226336546
CDH8	3.08226471059776
C3orf32	3.55231800683338
AGPS	5.6135127414468
C4orf18	3.66065174851096
PCCB	8.13885486192232
IPO13	4.79225004897506
PECI	7.36752606568498
UNG	8.42456920967873
C6orf105	3.59299655911922
GSTP1	8.8568589948434
SUV420H1	6.51157689469758
ARHGAP15	3.79480819374242
LTBR	6.84990413680499
TDRKH	3.18217291037554
PSG4	3.59944957066306
SLC9A3R1	6.67672779370202
NBPF3	8.69167888718406
SLC9A3	3.59280203063936
OSBP	6.72814472846644
PRR5	5.19595336675737
CHMP7	5.18605362006722
ADRA1A	3.03713016098115
ASAH1	7.16355432460367
FKBP4	7.77199534509921
ZNF350	4.4500143239075
DOM3Z	4.84808304818209
GIPR	3.7627315807545
AHI1	5.31290164610798
BST1	4.14983982244191
NCR2	3.47773121980793
NADSYN1	5.36492252645465
UBE2W	6.50472650558478
RGS14	3.76472199049343
KRT15	4.49740442810083
SCN11A	3.72644176249573
GFI1	3.62104609856891
FHL1	4.28085868100165
SMC6	5.78233249459546
GATA1	3.62172705172349
OSGEP	6.65057563311637
ARMC6	5.06652709962967
HK3	3.24980079899519
PSMD5	7.27039086489329
RSU1	7.98254209106465
RPL4	11.9091870055431
MAD2L1	8.6048361992754
RBPMS	4.21130119048338
EIF4A3	9.6543708555621
E4F1	5.50524762450087
DLEC1	3.28761474073152
PRPF3	6.17975559267095
EMR1	2.84653532670336
CHMP2B	8.09412425020659
CAMSAP1	4.15552793671428
RPS21	9.85457271218736
XCR1	3.57477447647298
ARID5A	4.17738364633782
RBM6	5.15957712263865
UBE2N	7.9098661727036
KLF4	4.52739801678747
MGC4172	5.80869085421835
LMO4	7.49339763655462
KLKB1	3.36249434770311
HDAC3	6.45678804488854
HP	3.36361758929712
SCHIP1	6.29889797515395
BTK	4.00375670914566
KRCC1	8.83425991443497
PRND	2.90029931194329
C6orf27	3.8488160375356
PIGL	3.49582929309847
CLCA1	3.99865601769659
C1orf112	5.26984164651758
OLFML2A	6.08998832931851
HUS1	4.68789014543397
SFRS6	7.72851761048134
CXCR7	5.13925155915106
UIMC1	5.71099776751299
FXYD2	3.58270822633082
GOT2	8.27284987038923
ZNF667	3.74085057178081
TFEC	3.66427474479601
ATP7B	5.0288036432862
RAB38	3.6169686429556
POLD2	7.432478565578
PPM1H	5.2202351295347
DCX	3.22831845071345
NFYC	6.05522317914899
ZNF228	3.41194033827984
KIN	5.89423131914403
PLSCR4	4.06064481264269
HIST1H4I	4.15120270498214
PPARGC1A	4.3952760265524
HIG2	6.11321294356924
KCNK10	4.07363330014212
EXOC1	8.40854859847521
OR6A2	3.80954323950786
ETFA	9.18161771347748
PDAP1	5.40942408591863
C19orf6	3.67813921325248
POLRMT	4.47752866267219
ZNF146	8.64297162513714
MIA2	3.28861321909012
LY6G6E	3.25638737966915
EIF4E2	8.1389226517744
NENF	4.57825923459034
HOXB5	4.00201010809134
ZNF324	4.53664409103021
CUGBP1	4.21674659815408
ENTPD7	4.88273250088678
TTC13	5.35091234673587
GJB5	3.11624098860579
PRSS22	4.33089459070006
CYP3A5	3.26338784421181
MBOAT5	4.11877762303142
CUL4B	5.6157431108018
CENPJ	4.01982450508382
KIAA0664	6.61559383081006
PITX1	3.49823019293429
PDGFRB	5.0852568640468
RDX	6.27009467519144
CELSR3	4.09036347607963
JUND	6.07424797447264
ITSN1	4.9634237101283
CHRNB1	4.10185740463412
EHBP1L1	3.65410159012298
C19orf2	8.12281235802946
FETUB	3.21072410158319
CAMK2B	3.05753882038952
DCTN1	6.05466061914673
TNKS2	6.59146847386647
MRTO4	8.4919319768824
C1QBP	6.65873274461228
TTC3	8.0760259831855
NDUFB8	8.6105717265093
CADPS2	3.68009087941913
EDG2	5.6507267049102
MYF5	3.32633306217506
SEMA3G	3.2028390009268
IL23A	3.88662270241041
GJA9	3.58585240840159
R3HDM2	7.06823164239814
C5	4.81980614109035
SLC2A10	6.69692646862552
TRIM45	4.70343165176051
TSP50	3.54980851723545
PAQR3	5.34722665465036
ANKRD26	3.98613012807321
TCP1	8.18346062350259
TMED7	5.49576892056032
CMA1	2.91712701593354
PTCRA	4.07038762444318
HCRTR1	3.60883222614113
FST	3.81884456371924
PAWR	4.15673504616386
LDLR	4.09625832137667
ASTN2	3.97347333599302
SCRN1	6.95180761422379
GPATCH8	6.25532902121422
KIF4A	6.25559656482149
TANC2	3.82788275852655
ZMYM5	4.0602983096928
PGM1	7.83254634586401
ZNF586	4.84336559349236
POLR3G	3.85183833264073
CPD	6.14197270854978
SNCAIP	4.01119756211303
DCT	3.34859039271592
HLA-DOA	3.52611652173242
TANK	6.36804479766237
RCAN1	4.068919782342
UPK1B	5.02803115760989
DNAJB4	4.96022488171339
UGT1A8	3.31906456430856
LIMD2	3.52416983898592
HIST1H4L	3.8225305710637
PECR	4.55355207518685
HSPA2	7.72942003860125
SERP1	9.9317180608524
TACR2	3.36945117936013
NUP85	7.27807577821361
CD177	3.62921886061091
GPR135	3.23547875248532
PIGG	5.70860547930397
LGR5	3.292296634482
JAK2	3.33576624382254
DPYSL4	3.27408946568401
TM9SF4	6.7955216844309
PTHR1	3.2775081950992
SIRPG	2.99724375457188
ZNF264	4.54270871858703
BICD1	5.46039402517028
RAB5A	7.89284099669208
FLJ13224	3.07630185073812
METTL5	8.69467893117086
HERC6	4.16185613714714
CASP1	4.54248520841612
USP9Y	2.75007446568318
LRP1B	2.90147496011156
XAF1	4.52609418843999
PLA2G4C	3.37184695380505
APOA2	3.17077396371651
SPAG6	3.07914749818699
KALRN	3.28635639814460
SECTM1	4.49539565241366
THOC7	9.23378509972992
IFNAR1	4.26562620533512
TCTA	6.09532023411113
NY-REN-7	3.18929839392914
TALDO1	9.51090550786503
B2M	11.2410254961055
LPPR4	4.70684050377401
SQLE	8.03460554733424
SEPHS1	7.47078881000997
EIF5A	7.21953192366301
FAM49A	4.0785272532996
YTHDC2	3.60474697126
EHD2	4.44497618700632
NCF1	3.4528537879482
SPG7	5.88111246663204
ZNF614	3.5877498236149
HOXA5	8.31446099217879
NUP133	8.17991440367602
FGF12	4.52894384540112
SLMO2	8.535934334087
INPP5B	4.28938136148356
PPID	6.94372958366409
SNTA1	4.172250471898
IL20RA	3.54207529075537
UBE2J1	5.10819899898543
CACNG2	3.04195987780842
GCM1	3.32407380503184
ELF1	6.66032042991663
TLR5	3.97630784496809
TCFL5	6.85764382229106
C1orf107	4.64857986976560
C19orf22	6.88507315105743
SAFB2	5.37202849321788
MAP3K7IP1	3.87575750551644
NCK2	7.3141226705042
OXA1L	8.93853661300208
KIAA0652	5.07064426555022
KLRG1	3.71259479813847
FRAG1	6.83762687458491
ZSCAN12	2.96604059033971
PSMD12	8.0940646344427
E2F4	4.63370644946851
CLEC4M	3.50324744201993
KIAA0999	4.40028220520024
CLDN10	3.84459792997197
MGC13053	4.14288656305082
TAC1	2.61192353528584
GYPA	3.3274700001022
HPCAL4	3.16243819852044
TRAIP	4.30669073599021
MEX3D	4.60407651029422
KIAA0232	7.03575424152468
ERCC8	5.39968472678072
