Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_D09_298018
Composite Element REF	Signal
AACS	6.42842432754612
FSTL1	8.49656014920149
ELMO2	5.43091291713807
CREB3L1	3.87023827592548
RPS11	10.3873060978660
PNMA1	8.35661571255076
MMP2	6.9729827650423
SAMD4A	3.88472939777326
SMARCD3	5.80885736609653
A4GNT	3.57248281861588
C9orf39	3.38598454068601
PKNOX2	4.79283486717242
RALYL	3.78775293762165
ZHX3	4.59401518174369
ERCC5	6.61234940728034
RXFP3	2.96595906348238
APBB2	3.61512265572605
BBOX1	6.3367194290985
PRO0478	2.98706585276197
GCSH	7.65530786590131
XDH	3.64882000299459
EDN1	4.43114840209945
MTERF	5.66340945604721
PDCL3	7.08794107607917
CLK4	5.99432365320295
KCNG1	4.34997038489409
CXCR4	8.35043921694734
DECR1	8.1220445259203
SALL1	4.3953593220627
PTPRR	3.36430554396852
CADM4	3.25345597963773
IRAK1	8.24248274506856
CFHR5	3.13426633933204
HNRPD	8.07373429332991
TMSB10	11.4997376384720
CXCL3	3.61736298363791
LMAN1	4.21321222591963
SUHW1	3.54992399860325
CHD8	5.65016484381188
SUMO1	7.35027355787561
GP1BA	3.12699397028101
OR7A10	3.79165764166651
DDB1	7.6908766558889
CHRNA10	3.73029619322387
STYK1	3.56758431659181
MYO9B	3.88873962637307
CCNI	11.0792245013240
MMP7	7.64275232688996
EP300	6.36327121601595
CRNKL1	7.05976429142531
C9orf45	3.22036208944308
XAB2	4.76982029301822
RTN1	7.47908897675912
HIC2	4.00979787034580
TBX10	3.38616009888596
CENPQ	3.73127759272773
UTY	3.1166399864482
OR2W1	3.01553840935429
ATP5G2	10.9016505250963
ZEB1	5.07373739818645
ZG16	3.46747259067908
ERG	4.0030475790911
PARN	6.77251513835997
SOD2	4.79708707447285
JOSD3	7.42543989812787
ADAM5P	3.25489525599420
CHD9	6.98006451087838
hCG_40738	3.5922350574219
STK16	5.21365232723444
PDE1C	3.86185051100512
SEMA4D	5.96898874723829
AGPAT1	6.20896332708155
TOB2	6.96763559987513
BANK1	5.89335430741028
MAP3K3	5.57795637074322
MAX	5.70599668918219
GRM2	3.60004469189167
OSBPL8	7.03441328165962
PROSC	6.5259495511019
NR4A2	5.49809345067734
RICS	7.13861382289522
PIR	5.44098673857375
PPCS	8.93517692215492
IPO9	6.35110867431926
LONP1	7.0540980053491
EVC	4.41656741936665
CXCL13	3.7122685843312
SCYL3	5.3352224131788
KIAA1199	4.76567944733181
SORL1	10.2963867991070
NAT10	6.73729490335573
CHD1	6.02152596373926
SYN3	3.68155359536053
DMC1	3.72904375826988
SLC22A2	3.3735122462128
SERPINF1	8.77107996516764
C20orf27	5.51130326143808
OR7A17	3.31518605559529
RPS6KA5	5.69078460295397
LHB	3.35426875528634
TAOK3	5.02399540624766
STK25	5.68658526705852
SLC12A4	3.73478403108197
BRCA1	3.86364628090508
GBL	5.39997072354712
C14orf108	7.92797385785694
CDC25B	5.44605054291116
BMP3	3.18441184436513
MAP1LC3C	3.35765535829437
TMEM180	3.25259181071968
CRYGC	3.75706135491722
SLK	5.86429205255486
POU3F1	3.29558538701939
C20orf32	3.97427479772269
USP52	5.23108315760248
HIGD1B	4.28166803035263
BAZ1B	6.26068541866793
USP6NL	5.69250472357206
SLCO2B1	4.44734509703086
ABCD4	4.60171310378644
DIMT1L	6.24382669329456
SLC25A46	6.61341898976605
LARP7	7.43220620695265
TEK	4.02382235968334
CD160	3.58582089734777
TERF2IP	8.59760533811344
PHF20	6.00830174873085
COL1A1	5.35939877149656
KIAA0090	5.81745701267441
GTPBP1	4.62021557379289
GRK5	4.42551801278764
AP1S2	5.61855835328501
RAB33B	4.26742151276732
CA11	4.95174066168493
ALDOC	5.25476495685003
NUDT1	4.64348917339376
ZNF212	5.42430932322787
ACBD3	6.99499911620513
ZNF83	6.25366472839425
PRDM2	5.21246951941288
GDPD5	4.09780983915146
PDCD4	6.80483056470266
CEP350	6.37408483152584
FOXP3	3.31180734051651
SMYD3	6.5444607686287
CST7	4.64549968261456
SELL	4.1259000959186
CIAO1	6.15008193813766
LGI2	3.75962226679393
WDR45	6.92519710462876
ANKRD6	7.89086485676846
LTBP4	5.37450185019254
PSCD3	3.30573502778032
PYY	3.20826695995059
KCNC1	3.14907042468068
SIRT6	4.01664236734585
CCL19	4.07434533106788
ARHGEF9	4.57283250545782
ABR	4.87840299665557
C10orf22	6.61936878533008
STK17A	4.98823784186094
FOXE1	3.37559629899926
GML	3.40690849613534
CNGA3	2.9387219017869
CD38	4.54914540714344
ZDHHC6	7.50137679573466
NEFH	3.43474808959446
PGBD5	5.05525744219691
CTDSP2	7.16206335147878
RMND5B	5.64649334024594
ZNF257	3.02673702157701
DUSP4	4.45750638033836
FLJ22167	8.65258023643578
EXOSC7	6.58366206992438
ROR2	3.94284682143824
FOXM1	3.7560128233808
ZBTB48	4.42239884916489
BUD31	7.37002551147763
MAOA	7.60142396595256
CCDC41	5.04578631926082
TNNT3	4.18954468533494
FBXO11	5.24418321282354
GYPC	7.93355802596473
PLIN	3.43450644685075
RFXAP	3.7304667165576
C6orf15	3.67005778238107
RNF4	8.14778066255963
F8A1	8.42886119471615
PPP1R3D	5.39337343553652
GRB2	6.89600222873959
TPM3	3.07107064414866
SYT13	3.48625281989413
EPB42	3.66530143213352
RP5-1077B9.4	4.8544417378311
EIF1	11.2282139186162
CETN3	7.88269024762508
FPGT	5.19200002031194
PRY	3.23473470808787
NTHL1	5.12458486805487
POLR2B	8.56638159389983
RPS28	12.2168302110516
GDF10	3.12042821573975
COQ9	7.43543551296338
P2RX3	2.86414221090646
GCC2	7.97432749488871
RARRES3	8.50353473864103
PLXNA1	5.5105229769226
WBP4	4.58553875680936
KIAA0100	6.82633822583072
PMF1	6.29483750523702
HS2ST1	5.1888545711254
CRELD2	7.11177213806375
C8G	3.42820872017736
CD82	6.4125349602768
PMM1	6.09542438884001
CBLL1	4.2713216768436
LIM2	3.5507525383061
VAX2	3.31400273122279
SETDB1	5.15895400965439
LRAP	5.19825662866912
GCLM	7.2919983064944
CPEB3	3.57247321953446
PPM1A	5.71725459621638
INTS1	4.11462308399708
MMP16	3.26900979087948
CAMTA1	3.51828408129694
SAMSN1	5.16668304291792
DRD3	2.93049597778577
GMPPA	5.18432527181687
C11orf73	4.27501405755254
AIPL1	3.64176810333431
PTP4A2	9.41213913291226
IL24	3.43268996810987
BDKRB1	3.71928979470712
HPCA	3.26033582618023
MLF1	6.66174820220639
SEC14L1	7.27192773588822
CHFR	4.08975417666659
EMILIN1	3.81081910918926
THADA	6.91781301615437
TAF12	5.30284374371677
NDUFS4	8.80151043098115
ID1	7.15517105875698
PIK3CB	4.26292324343126
COL18A1	7.3850800906564
PDZD3	3.56334246074804
TBC1D17	4.41572681302429
COX8A	9.64127871682603
CDCA4	5.01369972327809
C2orf44	4.35464621444626
C9orf16	7.72022056098374
ERBB2IP	7.96403885737306
EMX2	9.7505160427028
FUS	5.95856041470213
NIPSNAP3B	3.58606620704728
TF	3.31538219147851
CXorf56	5.30358247121111
CLCN4	3.62368248734858
PWP2	5.24978112788032
MMP15	4.20154350015063
MTMR14	5.49103346175989
NPR1	8.08380164609406
DNAL4	6.43462122901939
ELAC2	4.66485348534836
ASS1	10.7928907550407
IPP	5.26925896983218
TMEM59	10.3830639053002
POLR2J	8.93624037827224
SEC23IP	5.23563344565813
RGS4	3.93451442834442
UQCRC1	9.32010530361991
SNX6	7.84857413682198
