Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_F06_516416
Composite Element REF	Signal
AACS	6.8965689229263
FSTL1	8.1156922061729
ELMO2	4.80951036663987
CREB3L1	4.20963199341433
RPS11	9.96588941864125
PNMA1	8.37642682564109
MMP2	7.7249162900566
SAMD4A	3.78073298520501
SMARCD3	6.46816610849498
A4GNT	4.08921494779074
C9orf39	3.85488721133739
PKNOX2	4.63761689049425
RALYL	3.34054517184626
ZHX3	4.47130062146359
ERCC5	6.88786493832192
RXFP3	3.32983820997651
APBB2	4.61098335901001
BBOX1	3.51937398311132
PRO0478	3.36680830332796
GCSH	6.42666683410077
XDH	3.83385974274769
EDN1	5.09240407088554
MTERF	5.87418112767711
PDCL3	6.28402513618138
CLK4	6.25875866406127
KCNG1	3.4555105940938
CXCR4	7.8948319149538
DECR1	6.79561620860617
SALL1	3.23848521129383
PTPRR	3.52870758230766
CADM4	3.48743588026729
IRAK1	8.36086529774674
CFHR5	3.39008601665655
HNRPD	7.6541739382912
TMSB10	11.7601434900014
CXCL3	4.45254163988939
LMAN1	3.54750377149713
SUHW1	3.34626956582805
CHD8	6.50102284000797
SUMO1	6.93564652910586
GP1BA	3.39112831982179
OR7A10	3.77079352519306
DDB1	7.58868124286564
CHRNA10	3.64063087056228
STYK1	3.51724911300848
MYO9B	4.2397631224776
CCNI	10.2614540806055
MMP7	5.69440975218804
EP300	6.17584692014957
CRNKL1	5.48329682284955
C9orf45	3.17845575243522
XAB2	4.22744672665992
RTN1	3.98295006854562
HIC2	3.9367687578169
TBX10	3.37840798013966
CENPQ	3.8863792438909
UTY	3.29550229261653
OR2W1	2.88478220941419
ATP5G2	10.1115741276387
ZEB1	4.05953656828926
ZG16	3.50342482532268
ERG	3.9549200093673
PARN	6.70691225688853
SOD2	4.34226555452273
JOSD3	7.58347741168692
ADAM5P	3.25530049182797
CHD9	6.07764617425589
hCG_40738	3.92595984390031
STK16	4.34370730874008
PDE1C	3.47975892838775
SEMA4D	5.05059881652755
AGPAT1	5.82189686470735
TOB2	6.2405667377454
BANK1	3.98487847995859
MAP3K3	5.15094064066461
MAX	5.15350580009809
GRM2	3.89712597523789
OSBPL8	6.86975911948779
PROSC	5.82362613384888
NR4A2	6.557649031984
RICS	5.27256187344927
PIR	4.1921707363143
PPCS	8.28507197437767
IPO9	6.49520702988296
LONP1	5.8244541071396
EVC	4.39085617357783
CXCL13	4.01026395903761
SCYL3	5.2037585696894
KIAA1199	5.05415763922556
SORL1	7.97168273396122
NAT10	8.0546213741402
CHD1	5.98875115992079
SYN3	3.84142978747803
DMC1	3.81185217996759
SLC22A2	3.60086694877841
SERPINF1	9.0942009414582
C20orf27	5.99037935873896
OR7A17	2.98296164130925
RPS6KA5	4.7996632420465
LHB	3.41277798555976
TAOK3	5.4434468150977
STK25	5.642931534929
SLC12A4	3.62485378631664
BRCA1	4.16912785186784
GBL	4.92249766059847
C14orf108	8.0578035401704
CDC25B	6.3711947651256
BMP3	3.25373771841335
MAP1LC3C	3.42239179096966
TMEM180	3.70077856354452
CRYGC	3.6207704285413
SLK	5.60751691079578
POU3F1	3.15740383851080
C20orf32	3.89287276558316
USP52	5.82971005896404
HIGD1B	3.68037165049291
BAZ1B	6.49618428130248
USP6NL	4.73043893662284
SLCO2B1	3.89790692713623
ABCD4	4.79214388252531
DIMT1L	5.65076154010619
SLC25A46	5.95652389792867
LARP7	6.73218544035444
TEK	3.73546161334193
CD160	3.9736785378879
TERF2IP	7.97028471130788
PHF20	6.07224924283083
COL1A1	7.64136284711573
KIAA0090	4.89316272857825
GTPBP1	4.65607849339696
GRK5	4.30990275792126
AP1S2	4.74253857708777
RAB33B	4.53074030061102
CA11	5.25266254539434
ALDOC	5.79854062187629
NUDT1	4.46007575309903
ZNF212	5.05699915056
ACBD3	7.30942389451964
ZNF83	7.0823301765796
PRDM2	5.03101409566357
GDPD5	4.91254173240603
PDCD4	6.49379682605772
CEP350	6.16192070266797
FOXP3	3.28839355398964
SMYD3	6.27473758095448
CST7	3.73049387403644
SELL	4.29655540177055
CIAO1	6.08009290328248
LGI2	3.77586442773574
WDR45	6.28679561066785
ANKRD6	7.83565906367209
LTBP4	5.17996541382666
PSCD3	3.66989283079021
PYY	3.66823729844468
KCNC1	3.32769530687486
SIRT6	3.78228699606853
CCL19	3.69415582988858
ARHGEF9	4.66109947894888
ABR	4.28385576901236
C10orf22	6.12245851087162
STK17A	4.44218799770777
FOXE1	3.52037805242981
GML	3.19953516401626
CNGA3	3.01173194821460
CD38	3.15733598626118
ZDHHC6	7.41975242994265
NEFH	5.10912428731114
PGBD5	4.13714735062189
CTDSP2	6.97639001286633
RMND5B	4.88495404343825
ZNF257	3.92598799524229
DUSP4	3.77568180807192
FLJ22167	4.8185194746339
EXOSC7	6.51994369319665
ROR2	4.24887509813902
FOXM1	4.85836931527044
ZBTB48	4.66420583164426
BUD31	7.31756773701076
MAOA	4.24289540598504
CCDC41	5.22913800171528
TNNT3	3.64250479153437
FBXO11	5.2426837848388
GYPC	7.17703745898053
PLIN	3.46726945878152
RFXAP	3.63035701066804
C6orf15	3.7808042589957
RNF4	7.23063954807409
F8A1	7.16547993815861
PPP1R3D	4.24580451901228
GRB2	6.25019271897579
TPM3	3.16630102140499
SYT13	4.09925132381222
EPB42	3.60061926613325
RP5-1077B9.4	4.79204843529666
EIF1	9.93655581179037
CETN3	5.34974785559273
FPGT	4.66504764885328
PRY	3.24923746256126
NTHL1	4.44193316514718
POLR2B	7.63856119650913
RPS28	11.5298742169852
GDF10	3.2401835510746
COQ9	6.28803032915046
P2RX3	2.9529102391382
GCC2	6.21264703210123
RARRES3	6.10004261226139
PLXNA1	5.49158376929158
WBP4	4.924775179349
KIAA0100	5.73443343971578
PMF1	6.58380964180264
HS2ST1	4.97385201275257
CRELD2	5.75778154969844
C8G	3.06437569840935
CD82	5.40268721060571
PMM1	4.99586951886604
CBLL1	4.08204993532718
LIM2	3.86533276739572
VAX2	3.79872481995195
SETDB1	5.31027161441235
LRAP	6.3533375989715
GCLM	5.06128663749105
CPEB3	3.86813132134601
PPM1A	5.58647229139222
INTS1	4.10586759672063
MMP16	3.16667384984559
CAMTA1	3.78221389543054
SAMSN1	4.10163078056983
DRD3	2.80323758597971
GMPPA	4.12460569145543
C11orf73	4.26504024896284
AIPL1	3.67639444339415
PTP4A2	9.11827781457317
IL24	3.40004045436192
BDKRB1	3.1401273426909
HPCA	3.65416355622417
MLF1	5.46719494089071
SEC14L1	5.08789334063831
CHFR	5.23021500899649
EMILIN1	4.89227163142758
THADA	5.85528577640097
TAF12	5.28073849233105
NDUFS4	7.36959122300734
ID1	5.48276623608884
PIK3CB	4.14812633631945
COL18A1	8.33883062227002
PDZD3	3.10115401657775
TBC1D17	5.07622273386042
COX8A	8.8393025102709
CDCA4	6.95234347822464
C2orf44	4.6201716013781
C9orf16	7.29154620236251
ERBB2IP	7.2316665155586
EMX2	8.50639039714913
FUS	6.1915677204151
NIPSNAP3B	3.7198097110506
TF	3.56080219076533
CXorf56	5.2673872202675
CLCN4	3.6467866576706
PWP2	5.82848401302667
MMP15	4.07234657082336
MTMR14	5.86788170639218
NPR1	7.43602866749742
DNAL4	4.77136675131484
ELAC2	4.5531559566369
ASS1	11.4996863087637
IPP	5.10175563656199
TMEM59	8.78569610831695
POLR2J	8.52021988981475
SEC23IP	4.9441142703627
RGS4	4.26765325154456
UQCRC1	8.74013330206999
SNX6	7.6943567181126
DDX18	6.30611454935181
POLG	4.42858380770006
ADAM23	4.25146261794784
ZNHIT2	3.98089909281872
TFR2	3.51077587636438
NCDN	4.39380389717202
RAG1	3.50529790857716
POMT1	4.55577347933405
CYP1A1	3.52069504492006
SNAPC1	5.73018796005647
GNA11	5.3942645897056
CCDC52	3.08716222472535
CAPN1	6.5427296155492
DDHD2	6.93763872457571
UPF3A	6.21742956624018
LAGE3	6.08778912625575
GNRHR	3.20400255435152
UNC13B	4.70584844894839
TTLL4	4.56162753803503
PPBP	3.07739028681090
HTR3A	3.08804673569194
SDC2	6.17253127870843
ANKRD49	6.80469952458447
BTF3	10.0609310559672
COX7A2	9.5725065269168
SARS	7.49862366556875
C13orf18	4.43460608644023
CACNB1	3.84082113429228
QKI	5.67976141891363
SETMAR	5.58591393891164
LAMB4	3.44884501853096
MAN2B1	6.95451884720923
EML3	5.77972236043438
ACADL	3.95318971655832
OFD1	7.1019024367182
CGA	3.79482415426127
EIF3EIP	10.5744637195940
PEX16	5.15207049187157
GNG12	7.52625278315519
HABP4	5.14158751649887
CNTN2	3.61369494401371
ASNSD1	6.61419085455014
FUT4	4.01803543755865
DBH	3.31877958061918
CD53	5.86752817621815
HIST1H2BJ	3.24536004562324
TFAP2B	3.49186239100655
ACF	3.93649821212692
TMEM11	5.67768760169434
CDH8	3.21997261187287
C3orf32	4.85057296919063
AGPS	4.30786798337041
C4orf18	3.45617917164841
PCCB	6.0225212239797
IPO13	4.21610195021869
PECI	6.78675649128431
UNG	6.79467386063973
C6orf105	3.78547900917354
GSTP1	8.16760726051411
SUV420H1	7.4471841454503
ARHGAP15	3.89509438894515
LTBR	6.00895292493303
TDRKH	3.1771081938179
PSG4	3.19095646734866
SLC9A3R1	5.39924388873451
NBPF3	9.63884972473712
SLC9A3	3.37697388768155
OSBP	5.91608355016696
PRR5	4.48704805626346
CHMP7	5.50250940499807
ADRA1A	3.07577959914753
ASAH1	6.47926096603683
FKBP4	5.79645842889839
ZNF350	4.84976443561556
DOM3Z	4.69011437857294
GIPR	3.9852346283488
AHI1	4.57244685064475
BST1	4.35980531408331
NCR2	3.70191631966057
NADSYN1	5.13544924569284
UBE2W	5.53299933924622
RGS14	3.73535139099811
KRT15	4.06115311923914
SCN11A	3.92423849110757
GFI1	3.71129118078582
FHL1	5.74948565649748
SMC6	5.70284768713697
GATA1	3.91962614954844
OSGEP	5.25936973523403
ARMC6	4.75568945727105
HK3	3.39769682606138
PSMD5	6.92955622997326
RSU1	6.3976776355659
RPL4	12.1286861628398
MAD2L1	5.15056155443878
RBPMS	6.47452414519304
EIF4A3	7.79404118680772
E4F1	5.04927026034285
DLEC1	3.51461642581807
PRPF3	5.55160500875445
EMR1	3.04255563170725
CHMP2B	6.7737155255483
CAMSAP1	4.59064746519609
RPS21	9.12652882448424
XCR1	3.55776236859659
ARID5A	4.19411177410988
RBM6	6.80385353223342
UBE2N	6.8829042061556
KLF4	5.00309116984513
MGC4172	4.21415026449097
LMO4	7.03899549142472
KLKB1	3.33274436789717
HDAC3	5.80686473737492
HP	3.62401697023284
SCHIP1	5.48698952394142
BTK	3.94649306103299
KRCC1	7.45235399182799
PRND	3.54416476032765
C6orf27	3.66483504388016
PIGL	3.79161521819513
CLCA1	3.95731525384187
C1orf112	4.69401816810228
OLFML2A	6.36313804537545
HUS1	4.61206419383747
SFRS6	7.6888126849249
CXCR7	3.67353466882948
UIMC1	6.14255225138406
FXYD2	3.69396309970957
GOT2	7.16754187710788
ZNF667	4.18333552377484
TFEC	3.66800513843818
ATP7B	3.88909319767748
RAB38	5.52355262409865
POLD2	7.01104123552844
PPM1H	5.20459188928869
DCX	3.25724409850223
NFYC	5.42340076245427
ZNF228	4.3755724376508
KIN	4.75335928327191
