Hybridization REF	APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_A06_464150
Composite Element REF	Signal
AACS	6.12604950286254
FSTL1	10.4731646850893
ELMO2	5.90635528629855
CREB3L1	4.82348959842534
RPS11	10.0096825631756
PNMA1	8.00734180073948
MMP2	6.56083332032184
SAMD4A	4.10795549578229
SMARCD3	4.31514776521197
A4GNT	3.55255911236328
C9orf39	3.15204804900955
PKNOX2	4.5401424679583
RALYL	3.35304947687773
ZHX3	4.13724540160555
ERCC5	5.06655206268946
RXFP3	3.05264151111266
APBB2	5.74085808434376
BBOX1	3.21371758192494
PRO0478	3.19746883572936
GCSH	7.48530837539912
XDH	3.23673787307751
EDN1	4.1546586741357
MTERF	6.34595959640411
PDCL3	7.08499486449042
CLK4	5.78891643065892
KCNG1	4.87710876163701
CXCR4	7.23259292816568
DECR1	7.09679588952419
SALL1	3.52842370549531
PTPRR	3.33719558147107
CADM4	3.43512427948827
IRAK1	8.33742168859912
CFHR5	3.07069683285565
HNRPD	7.80371294504463
TMSB10	12.1839395673401
CXCL3	4.55396905409211
LMAN1	3.9596654091114
SUHW1	4.17756035847135
CHD8	5.71722614225895
SUMO1	8.05549047554259
GP1BA	3.36535488473270
OR7A10	3.86688413471464
DDB1	7.50910011963245
CHRNA10	3.45930903670401
STYK1	3.52592781244502
MYO9B	4.51009204038505
CCNI	10.3743047001698
MMP7	6.56053552168736
EP300	5.49699039346117
CRNKL1	5.70099429527405
C9orf45	3.20613588552164
XAB2	3.90840407430753
RTN1	5.56968458588789
HIC2	4.79144988391073
TBX10	3.47906269538641
CENPQ	4.53292992331644
UTY	3.18699799682988
OR2W1	2.86462040265349
ATP5G2	10.0945097597099
ZEB1	5.02908784629463
ZG16	3.53066827580393
ERG	4.81591983382196
PARN	6.93418009714732
SOD2	5.81516015998746
JOSD3	8.287262876212
ADAM5P	3.06749853370174
CHD9	5.42712840899255
hCG_40738	3.42218477799535
STK16	4.81431881428075
PDE1C	3.78685218957142
SEMA4D	4.54775274192735
AGPAT1	6.32334618578233
TOB2	5.59771876107312
BANK1	3.43465227717205
MAP3K3	4.86326344395551
MAX	4.97162888771097
GRM2	3.66256885513577
OSBPL8	6.9691501365706
PROSC	5.62943222097717
NR4A2	4.58338823016534
RICS	5.6148446160607
PIR	5.72331659791621
PPCS	9.07839727584291
IPO9	5.96064222296275
LONP1	7.00059339007875
EVC	4.25359721655168
