Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_D09_547288
Composite Element REF	Signal
AACS	6.5815057537407
FSTL1	9.5603181388465
ELMO2	5.25477201982654
CREB3L1	3.93648212694275
RPS11	9.86200711982213
PNMA1	7.81297751338207
MMP2	6.03628212592167
SAMD4A	3.89164920434362
SMARCD3	7.57688322112191
A4GNT	3.62184529978135
C9orf39	3.47515737119636
PKNOX2	3.91567344642687
RALYL	3.44798948029619
ZHX3	4.16923323605305
ERCC5	5.886512188312
RXFP3	3.08568056708025
APBB2	4.36939606339856
BBOX1	6.12405866193567
PRO0478	2.94160512129426
GCSH	7.2579866946165
XDH	3.47059148146656
EDN1	6.97001555008118
MTERF	6.34138227196936
PDCL3	7.09489870897672
CLK4	5.87763425173595
KCNG1	3.76428474091825
CXCR4	7.31344537385348
DECR1	7.36438797495538
SALL1	3.13094912657243
PTPRR	3.6578917026185
CADM4	3.30136682770282
IRAK1	8.89021175847157
CFHR5	3.41566570110297
HNRPD	8.04328650124788
TMSB10	11.8770617549781
CXCL3	5.8094060516544
LMAN1	4.18619526309103
SUHW1	3.17202487118401
CHD8	6.45428925166139
SUMO1	8.20780764102788
GP1BA	3.15220018929732
OR7A10	3.84312651597843
DDB1	7.70448647768223
CHRNA10	3.53631315175063
STYK1	5.1690230718605
MYO9B	4.39254121217719
CCNI	10.6397140802790
MMP7	10.8748948841277
EP300	5.67926123372300
CRNKL1	6.40840749153516
C9orf45	3.0319527067786
XAB2	3.73399094456779
RTN1	4.16796612742570
HIC2	3.5180306932189
TBX10	3.35659905708415
CENPQ	4.37727620609388
UTY	3.14165268369302
OR2W1	2.75544354866793
ATP5G2	10.7531029770734
ZEB1	3.23180858360853
ZG16	3.59891506878038
ERG	3.64135027750214
PARN	7.04916288575946
SOD2	6.55637191932694
JOSD3	7.87474904724276
ADAM5P	3.20362551048308
CHD9	5.96415169995397
hCG_40738	3.81761558779666
STK16	5.82323651212278
PDE1C	3.3820432076122
SEMA4D	5.95730258776919
AGPAT1	6.45927050880234
TOB2	5.92759406524077
BANK1	3.10150399019305
MAP3K3	5.49871933916623
MAX	5.33181793104198
GRM2	3.64062656826135
OSBPL8	6.59979391748813
PROSC	6.76303715790441
NR4A2	6.5513612792159
RICS	5.3470610318904
PIR	4.8429192322767
PPCS	9.89178082983794
IPO9	6.32211492474145
LONP1	6.97404192673387
EVC	4.61286129991995
CXCL13	3.96292600376271
SCYL3	5.58103894689838
KIAA1199	6.0888747549248
SORL1	8.22435723758307
NAT10	7.63896149734854
CHD1	6.83840135979335
SYN3	3.65548224562443
DMC1	4.043983136945
SLC22A2	3.77545264695814
SERPINF1	5.2828247289496
C20orf27	5.59428940423124
OR7A17	3.17772594942235
RPS6KA5	4.58785143724887
LHB	3.51451770735866
TAOK3	4.7567892171449
STK25	6.54852303089605
SLC12A4	3.59576033822139
BRCA1	4.12518673241869
GBL	5.33287477533019
C14orf108	8.74747348522201
CDC25B	7.4938847599391
BMP3	3.23359671203638
MAP1LC3C	3.39872555899269
TMEM180	3.60606176251083
CRYGC	3.6548844405603
SLK	6.51645556702918
POU3F1	3.13021185660499
C20orf32	3.78275251322361
USP52	6.25604236060716
HIGD1B	3.71668582901554
BAZ1B	6.92313676229649
USP6NL	5.54559235189753
SLCO2B1	4.46699475607977
ABCD4	4.65691797494352
DIMT1L	5.63575763666837
SLC25A46	7.75335459017595
LARP7	6.87715408134807
TEK	3.40351256324293
CD160	3.57899947997637
TERF2IP	7.12100651318688
PHF20	6.1092432349646
COL1A1	6.1451558395538
KIAA0090	6.73927969003123
GTPBP1	4.37082733050998
GRK5	3.63447717742435
AP1S2	5.43556560824345
RAB33B	3.95335563621511
CA11	5.53561889308508
ALDOC	4.32821499541641
NUDT1	4.84768640624086
ZNF212	5.60862177504537
ACBD3	6.53419493222375
ZNF83	7.63100049050341
PRDM2	4.96848821128639
GDPD5	4.01864098144418
PDCD4	6.51500112257486
CEP350	5.80244684624848
FOXP3	3.28014108111334
SMYD3	6.47642410253199
CST7	4.17352022956228
SELL	4.94351015098168
CIAO1	6.54413763302315
LGI2	3.8517074910005
WDR45	6.67269250408392
ANKRD6	7.8134151290089
LTBP4	3.98157564319556
PSCD3	3.23250949194875
PYY	3.18640732371345
KCNC1	3.12318111973474
SIRT6	3.97201146820747
CCL19	3.99824204060663
ARHGEF9	5.09673204167246
ABR	4.64280938509168
C10orf22	7.1542496553623
STK17A	5.15965533926457
FOXE1	3.46110394639139
GML	3.20731927749587
CNGA3	2.95472365704598
CD38	3.60244594628788
ZDHHC6	8.23506571787426
NEFH	3.41324906151871
PGBD5	4.39501172434367
CTDSP2	7.66260894659565
RMND5B	6.31990884439072
ZNF257	3.20835687107776
DUSP4	4.56409190986307
FLJ22167	5.5884510179336
EXOSC7	6.68373814711682
ROR2	4.59294023293725
FOXM1	5.42959497179078
ZBTB48	4.82181620888947
BUD31	8.07116084866134
MAOA	5.00261863761436
CCDC41	4.00718933397337
