Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_D10_297996
Composite Element REF	Signal
AACS	6.71389723860753
FSTL1	8.39209425393446
ELMO2	5.19331419323795
CREB3L1	3.60709006132364
RPS11	9.986421733769
PNMA1	7.8507698107181
MMP2	6.33614612215117
SAMD4A	4.10260305742344
SMARCD3	7.685445403569
A4GNT	3.70527727590045
C9orf39	3.64196760279968
PKNOX2	3.9164045147054
RALYL	5.61323663991251
ZHX3	4.3213157066969
ERCC5	6.35372741465298
RXFP3	3.04311809018462
APBB2	5.36237996870262
BBOX1	3.90752986252096
PRO0478	3.56600362050796
GCSH	8.2240836897603
XDH	3.66216494486814
EDN1	3.40664463001012
MTERF	6.31748796931096
PDCL3	6.76839697432997
CLK4	6.17464442715191
KCNG1	4.01551731180686
CXCR4	6.9978493886347
DECR1	7.77104187051887
SALL1	5.44623093401772
PTPRR	3.50683841734256
CADM4	3.65389578236734
IRAK1	7.84281730526968
CFHR5	3.47830291975291
HNRPD	8.1301881282581
TMSB10	12.1619007184108
CXCL3	3.90160983495675
LMAN1	4.39865406861291
SUHW1	4.02796925316961
CHD8	5.84239321928802
SUMO1	7.54564513744671
GP1BA	3.28687963095677
OR7A10	3.55448006672006
DDB1	7.4398587773414
CHRNA10	3.97542957995628
STYK1	4.61789192828106
MYO9B	4.0952210628062
CCNI	10.5682981620497
MMP7	6.40751829107225
EP300	5.77273812280963
CRNKL1	6.3421982654963
C9orf45	3.35434880209726
XAB2	4.56743704854656
RTN1	7.24097529013272
HIC2	3.77341522052803
TBX10	3.3802639349901
CENPQ	3.99997454634313
UTY	3.21280983181128
OR2W1	3.18398377418395
ATP5G2	11.0702298829739
ZEB1	3.24066033513136
ZG16	3.29664151596068
ERG	3.55815780858735
PARN	6.87729152994683
SOD2	3.38488912260084
JOSD3	7.55389595383086
ADAM5P	3.32073349049426
CHD9	6.49351185903028
hCG_40738	3.76071395869018
STK16	4.70683902863583
PDE1C	3.72842678646376
SEMA4D	5.87592123376714
AGPAT1	5.84436691113013
TOB2	5.64420440573648
BANK1	4.31392304286527
MAP3K3	4.70623219746138
MAX	5.20585915874990
GRM2	3.3725607530987
OSBPL8	6.77306916346329
PROSC	6.27892028483756
NR4A2	4.77728200743638
RICS	4.65637194194549
PIR	4.18894630368675
PPCS	8.8032727702827
IPO9	7.59102554572124
LONP1	6.70767961289598
EVC	4.33903934196043
CXCL13	3.85038497190369
SCYL3	6.02531261992172
KIAA1199	6.945380249537
SORL1	7.87083690372306
NAT10	6.9675587363497
CHD1	5.65261732436016
SYN3	3.7472766831417
DMC1	3.96432755809869
SLC22A2	3.69709695084205
SERPINF1	4.29074589206934
C20orf27	5.87926053171125
OR7A17	2.9587220899047
RPS6KA5	4.82610892056295
LHB	3.35345983152187
TAOK3	4.78873734729369
STK25	6.06958514223361
SLC12A4	3.71460146801112
BRCA1	3.79498355149476
GBL	4.94250994149973
C14orf108	7.80689963671786
CDC25B	5.13205157911295
BMP3	3.24037646742019
