Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_C06_547290
Composite Element REF	Signal
AACS	7.26382450705055
FSTL1	9.02259352127793
ELMO2	5.89191438963093
CREB3L1	4.85381276212688
RPS11	9.8086588456056
PNMA1	8.96099715967472
MMP2	9.31415365665621
SAMD4A	4.22796004439259
SMARCD3	6.48536451896724
A4GNT	3.50182601096829
C9orf39	3.00811227289031
PKNOX2	4.61715119449278
RALYL	3.16334010642066
ZHX3	4.39025792718173
ERCC5	5.71007154324209
RXFP3	2.79673823475672
APBB2	4.25048593853837
BBOX1	4.95523457875384
PRO0478	2.9709217719015
GCSH	8.81377737549024
XDH	3.69699075986730
EDN1	3.58736298552006
MTERF	5.65196207340696
PDCL3	7.76944502196873
CLK4	6.1039234263187
KCNG1	3.72290506584853
CXCR4	7.79322127312187
DECR1	9.03924438823521
SALL1	3.05767217781114
PTPRR	3.24573707347637
CADM4	3.19077611478917
IRAK1	9.35674612895215
CFHR5	2.99377656052135
HNRPD	8.24908986503674
TMSB10	11.5892621887477
CXCL3	3.63922719865648
LMAN1	3.95730914225425
SUHW1	3.21921801368077
CHD8	6.03279757383249
SUMO1	7.72594502746611
GP1BA	3.25715473678637
OR7A10	3.75055447876232
DDB1	7.67555954604674
CHRNA10	3.7065790646624
STYK1	3.67726886664469
MYO9B	4.19459155377702
CCNI	9.50272256546456
MMP7	10.0857368029257
EP300	6.15303025524769
CRNKL1	6.86900260919027
C9orf45	2.96554554748722
XAB2	3.98076916510741
RTN1	4.52335927148230
HIC2	3.73688537922788
TBX10	3.42643599126458
CENPQ	4.14276755323901
UTY	3.12248157676806
OR2W1	2.84537232027755
ATP5G2	10.4780410524980
ZEB1	4.32196317892154
ZG16	3.44642871975427
ERG	3.94330195416045
PARN	7.25129256314339
SOD2	6.19102938545816
JOSD3	7.62595615642895
ADAM5P	3.08604986848238
CHD9	6.84537940353238
hCG_40738	3.67613754540329
STK16	5.36848021791333
PDE1C	3.55273628048017
SEMA4D	6.16939489174982
AGPAT1	6.51702102225538
TOB2	6.34244664951794
BANK1	6.47249910058171
MAP3K3	5.92277220511367
MAX	5.86460264569888
GRM2	3.56486271132716
OSBPL8	7.31328634638571
PROSC	6.44227596968458
NR4A2	5.99629805744721
RICS	5.18733440165364
PIR	6.75739377370527
PPCS	8.80626738535044
IPO9	5.84648358304077
LONP1	6.97456933443592
EVC	4.44878126137473
CXCL13	5.25886086261206
SCYL3	5.46908220476474
KIAA1199	7.49189736780656
SORL1	8.83568594968178
NAT10	7.39745424986312
CHD1	7.14705179098538
SYN3	3.34914581536012
DMC1	3.79973842776538
SLC22A2	3.54571571153643
SERPINF1	8.84609233706424
C20orf27	6.17501114523015
OR7A17	3.09272278933878
RPS6KA5	4.74631000649855
LHB	3.3846269942484
TAOK3	5.62594768673092
STK25	6.12684135346376
SLC12A4	3.58364542984648
BRCA1	3.6777981257523
GBL	5.42285678806259
C14orf108	8.31335485906284
CDC25B	7.05238297394115
BMP3	3.17372104883644
MAP1LC3C	3.23640505693883
TMEM180	3.50498224094622
CRYGC	3.48671732358107
SLK	6.87928783277612
POU3F1	3.03238445126343
C20orf32	3.77949814853957
USP52	5.45169294443929
HIGD1B	3.75000595239039
BAZ1B	6.87276776955851
USP6NL	6.16740130040662
SLCO2B1	4.86559330078351
ABCD4	4.55447842727152
DIMT1L	6.4149540852818
SLC25A46	7.70241209508038
LARP7	7.89098412660149
TEK	3.39646315442766
CD160	4.01008430471986
TERF2IP	8.09992145931
PHF20	6.12795340112802
COL1A1	10.0289701937146
KIAA0090	5.63794705345929
GTPBP1	4.35624682952933
GRK5	4.17470659448449
AP1S2	5.79577997640005
RAB33B	4.29427591861881
CA11	4.95523697368912
ALDOC	5.26405582176406
NUDT1	4.41710269294804
ZNF212	5.12422198782317
ACBD3	7.37640615773011
ZNF83	6.47040542184882
PRDM2	4.62240734846672
GDPD5	4.35577396787772
PDCD4	6.61030238434224
CEP350	6.38497670764033
FOXP3	3.24382640281503
SMYD3	7.36315930536853
CST7	5.84229585948023
SELL	4.8753267749362
CIAO1	6.5886006168536
LGI2	3.57453543866134
WDR45	6.99313923301921
ANKRD6	6.98580893766682
LTBP4	4.76579304118112
PSCD3	3.38363152653016
PYY	3.08443195577591
KCNC1	2.98234606767825
SIRT6	4.056997827997
CCL19	4.13653230794575
ARHGEF9	4.54222646956834
ABR	4.8564024460315
C10orf22	7.11337686590698
STK17A	5.17074539291264
FOXE1	3.26632174637330
GML	3.15933551734452
CNGA3	2.86821234975770
CD38	5.08695319699824
ZDHHC6	7.43404353517037
NEFH	6.02126500930817
PGBD5	3.99361773008817
CTDSP2	7.12928679073077
RMND5B	5.83723918722855
ZNF257	3.1581758956988
DUSP4	4.62714999769608
FLJ22167	7.30590128943744
EXOSC7	7.25226378747096
ROR2	4.27383087773135
FOXM1	4.75221228555462
ZBTB48	4.59669183322366
BUD31	7.11961114956196
MAOA	3.76182369063821
CCDC41	4.79489780828114
TNNT3	3.42903020726842
FBXO11	5.45951704458121
GYPC	6.97883184613835
PLIN	4.14231681583677
RFXAP	3.6039304313173
C6orf15	3.70865914975342
RNF4	7.7676984251062
F8A1	8.25425142905943
PPP1R3D	4.56183517006546
GRB2	8.04484599814275
TPM3	3.19786533497581
SYT13	3.6357538732543
EPB42	3.45305343178716
RP5-1077B9.4	4.90419919529741
EIF1	10.1298090503581
CETN3	7.8612850637413
