Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_A09
Composite Element REF	Signal
AACS	6.98398255054668
FSTL1	9.98869976699886
ELMO2	5.99942425920151
CREB3L1	4.99910601522734
RPS11	9.98882586272473
PNMA1	8.39113015581487
MMP2	10.0323810879569
SAMD4A	4.449038288819
SMARCD3	6.64647334415289
A4GNT	3.35080823912827
C9orf39	3.33853020327387
PKNOX2	4.92373714199959
RALYL	3.19035249141858
ZHX3	4.54679439378417
ERCC5	6.7553599057419
RXFP3	2.83116785674050
APBB2	5.66500144247793
BBOX1	6.534940918286
PRO0478	2.83133827057339
GCSH	8.1383677434628
XDH	4.18146318458147
EDN1	5.01363924518809
MTERF	6.35997886067677
PDCL3	7.80396652405866
CLK4	6.62274156862484
KCNG1	3.48923940676395
CXCR4	8.0273716628488
DECR1	8.26659397874883
SALL1	3.32920439336081
PTPRR	3.21571191309483
CADM4	3.25066707449319
IRAK1	9.2445159816942
CFHR5	3.17768687227956
HNRPD	8.18856107827377
TMSB10	12.1801466674496
CXCL3	4.51350424872318
LMAN1	4.56767448038663
SUHW1	3.53209905022277
CHD8	6.28568046877647
SUMO1	7.78073939198191
GP1BA	3.10152739355375
OR7A10	3.69547331671312
DDB1	7.61097694047163
CHRNA10	3.63597169235548
STYK1	3.25106815259246
MYO9B	4.73849608119511
CCNI	10.2766373061614
MMP7	8.4515149957731
EP300	6.73251339264533
CRNKL1	6.5827190207235
C9orf45	3.0981766917813
XAB2	4.35246726773650
RTN1	6.05345479672856
HIC2	4.62769428949192
TBX10	3.42211533921670
CENPQ	4.15080757678853
UTY	3.00134565242711
OR2W1	2.89609658541524
ATP5G2	10.3640793355582
ZEB1	4.86262212990176
ZG16	3.30835416887351
ERG	4.35592623039117
PARN	7.16228928571041
SOD2	7.23646841469943
JOSD3	8.13479635494518
ADAM5P	3.05267218756096
CHD9	6.6456858050881
hCG_40738	4.01454325606664
STK16	5.33365246889653
PDE1C	3.52860696205839
SEMA4D	5.81993981061128
AGPAT1	5.94488655241269
TOB2	6.18786822852512
BANK1	4.01606778873034
MAP3K3	6.14526143428707
MAX	5.78316291556035
GRM2	3.76546386753648
OSBPL8	7.9666583191076
PROSC	6.21686217505601
NR4A2	4.70388573003119
RICS	5.48049353145263
PIR	6.95650776860825
PPCS	8.74374402613367
IPO9	6.30978718475549
LONP1	7.37330526853174
EVC	4.88390912547848
CXCL13	6.36650765174124
SCYL3	5.73497458805247
KIAA1199	7.9947189056291
SORL1	8.91227592570005
NAT10	7.06071159683872
CHD1	7.05157439390415
SYN3	3.31557443129076
DMC1	3.80426240840664
SLC22A2	3.49845749977732
SERPINF1	9.60807102835441
C20orf27	6.57421342560986
OR7A17	3.06793617943339
RPS6KA5	4.75896915170258
LHB	3.54267814000082
TAOK3	5.72473688802577
STK25	6.2507566944088
