Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_G08_298062
Composite Element REF	Signal
AACS	5.77226291802245
FSTL1	8.2204141988226
ELMO2	4.93335027907364
CREB3L1	3.62271956519996
RPS11	9.970795242234
PNMA1	7.95907201440412
MMP2	5.80833901503943
SAMD4A	4.10581150085215
SMARCD3	7.61286917204274
A4GNT	3.92460095651353
C9orf39	3.39507633311548
PKNOX2	4.69457723778973
RALYL	3.69145994743806
ZHX3	4.09601633425433
ERCC5	6.08552983772088
RXFP3	3.22443305032402
APBB2	3.30960804886440
BBOX1	5.61356242511948
PRO0478	3.14001856213937
GCSH	7.590600183887
XDH	3.56675296606617
EDN1	4.16574152137028
MTERF	5.50881477535526
PDCL3	6.88286335689045
CLK4	5.2805111115802
KCNG1	3.82783935233898
CXCR4	7.95939487828447
DECR1	7.57263477628784
SALL1	3.88950999775059
PTPRR	3.74661303380078
CADM4	3.58898335019901
IRAK1	8.20989639927643
CFHR5	3.14736829132431
HNRPD	7.51737924557945
TMSB10	11.4096063960995
CXCL3	4.08613849323462
LMAN1	3.97371689505547
SUHW1	3.88041887683953
CHD8	5.25149916916701
SUMO1	6.8684968553443
GP1BA	3.23914966237904
OR7A10	3.45273667751055
DDB1	7.46334563276156
CHRNA10	3.84091984187441
STYK1	3.77584072263833
MYO9B	3.90569603711544
CCNI	11.1442032715181
MMP7	11.8823322111635
EP300	6.04784182377474
CRNKL1	5.32451363399797
C9orf45	3.68044644916423
XAB2	5.14201946707573
RTN1	6.74133417753565
HIC2	4.13943721970934
TBX10	3.86132454055688
CENPQ	3.72352429889246
UTY	3.18212046235267
OR2W1	3.13010216866095
ATP5G2	10.6932075575076
ZEB1	3.97646597030314
ZG16	3.52351445815347
ERG	4.58527283869764
PARN	6.05470582409699
SOD2	5.66411336347217
JOSD3	7.5268692022836
ADAM5P	3.49717366535747
CHD9	5.8470858370423
hCG_40738	3.81556672416896
STK16	4.87821531658181
PDE1C	3.96461734670663
SEMA4D	5.79093160110242
AGPAT1	5.71704431658939
TOB2	5.82106771411096
BANK1	5.21599726951359
MAP3K3	5.39406894422919
MAX	5.30129941814773
GRM2	3.91590973292022
OSBPL8	6.44826555647037
PROSC	6.12273922620073
NR4A2	5.43790557336659
RICS	5.91144026647688
PIR	4.43914834293863
PPCS	8.35661584686826
IPO9	5.53869135681263
LONP1	6.27056039436764
EVC	4.40789166646913
CXCL13	3.84270980906249
SCYL3	5.61461661948679
KIAA1199	5.77477992269616
SORL1	9.88371088204693
NAT10	6.67691197490782
CHD1	5.09934861309319
SYN3	3.70980795513432
DMC1	3.68346724010662
SLC22A2	3.36581927850598
SERPINF1	8.08578007224246
C20orf27	5.68424620150762
OR7A17	3.51908778355854
RPS6KA5	4.952518115503
LHB	3.44284240604466
TAOK3	4.67504519137901
STK25	5.51457681885735
SLC12A4	3.83256575724133
BRCA1	3.68657885564049
GBL	5.0286159981614
C14orf108	7.19322544563384
CDC25B	5.52991602672152
BMP3	3.25072937537924
MAP1LC3C	3.78294113688130
TMEM180	3.5890692139776
CRYGC	3.48249705359078
SLK	4.97642585059029
POU3F1	3.31623415386207
C20orf32	3.43724142734599
USP52	5.50450903426411
HIGD1B	4.08138152298776
BAZ1B	5.81988963727945
USP6NL	4.61141412404866
SLCO2B1	4.22769055699694
ABCD4	4.51327158870963
DIMT1L	6.15366520785847
SLC25A46	5.67279337836319
LARP7	6.25159350459566
TEK	3.93826891168251
CD160	3.79770782825103
TERF2IP	8.02634901023762
PHF20	5.25306638839303
COL1A1	4.7994640451692
KIAA0090	5.07452418218746
GTPBP1	4.54967046786576
GRK5	4.17750789456352
AP1S2	4.87477193194777
RAB33B	4.35006632235404
CA11	4.93623103104184
ALDOC	4.59408035275655
NUDT1	4.51054531111617
ZNF212	4.66454830296333
ACBD3	6.06807021982629
ZNF83	5.41903498114806
PRDM2	4.49080363583447
GDPD5	4.2729912141418
PDCD4	6.12944701027979
CEP350	5.30419964580162
FOXP3	3.19010060938532
SMYD3	6.46347585483409
CST7	4.27499302160691
SELL	3.7901301075102
CIAO1	5.25917388147886
LGI2	3.73864419980941
WDR45	6.37159002187614
ANKRD6	7.12858060642004
LTBP4	4.83685832830428
PSCD3	3.18129392687675
PYY	3.13542012325812
KCNC1	3.17474041970189
SIRT6	4.36076779891454
CCL19	4.43203080984008
ARHGEF9	4.42957901020333
ABR	4.76847461490702
C10orf22	6.016749809744
STK17A	4.62252096072952
FOXE1	3.23736446842006
GML	3.20896198795038
CNGA3	3.06603481211243
CD38	4.74316886118288
ZDHHC6	6.82740725392717
NEFH	3.47429390229869
PGBD5	4.66287152354504
CTDSP2	6.95613461695613
RMND5B	5.35157295825274
ZNF257	3.17336422081129
DUSP4	4.51537512857395
FLJ22167	8.26928379974091
EXOSC7	6.1923352609285
ROR2	3.7748544061212
FOXM1	3.95263417316648
ZBTB48	4.20536461603021
BUD31	6.28591239676022
MAOA	6.21115901982367
CCDC41	5.01322076956511
TNNT3	4.76001878732243
FBXO11	4.84463460990892
GYPC	7.18358268372522
PLIN	3.3230720825558
RFXAP	3.83778016906850
C6orf15	3.62177678861876
RNF4	7.47809760305784
F8A1	7.91617031423387
PPP1R3D	4.63563786673501
GRB2	5.86252158549858
TPM3	3.23446165919514
SYT13	3.55615344029739
EPB42	3.56738261707172
RP5-1077B9.4	4.5901831504579
EIF1	11.1084877666794
CETN3	6.76274668376588
FPGT	4.73531802306107
PRY	3.44257769179865
NTHL1	4.78950120848344
POLR2B	8.44214331348393
RPS28	12.4013350104980
GDF10	3.36161707635088
COQ9	7.31770380114394
P2RX3	2.96974914866138
GCC2	7.46954345048296
RARRES3	8.30498918852637
PLXNA1	5.11998231290272
WBP4	4.19305711102786
KIAA0100	5.92204408499
PMF1	5.7126316342519
HS2ST1	4.77545968006334
CRELD2	7.27386615538579
C8G	3.357644486373
CD82	5.29863316952429
PMM1	5.86323044905364
CBLL1	4.07697245708377
LIM2	3.32310851351798
VAX2	2.82818579034239
SETDB1	4.8422582566922
LRAP	6.73529209264522
GCLM	6.87682651139554
CPEB3	3.68767041636593
PPM1A	5.65033699728612
INTS1	4.02563806078176
MMP16	3.33320422348584
CAMTA1	3.19442863897417
SAMSN1	4.79757139021585
DRD3	2.91112157934477
GMPPA	4.87701043918742
C11orf73	4.57781764731858
AIPL1	3.50995822947179
PTP4A2	9.11129346019717
IL24	3.24448651180741
BDKRB1	3.45151122277224
HPCA	3.09478437038495
MLF1	6.66597601828125
SEC14L1	6.02845935564341
