Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_A03_458812
Composite Element REF	Signal
AACS	6.64682609168285
FSTL1	7.25781150976025
ELMO2	5.447274714458
CREB3L1	3.47806883416354
RPS11	10.1752181542804
PNMA1	7.24727057120252
MMP2	6.45432377060094
SAMD4A	4.09225371972529
SMARCD3	5.00511565848308
A4GNT	3.7449307154014
C9orf39	3.44233773673040
PKNOX2	3.67517002754838
RALYL	3.22720902585856
ZHX3	4.30904912959627
ERCC5	5.90996237287925
RXFP3	2.922556729279
APBB2	4.2937633589282
BBOX1	6.04834318483268
PRO0478	3.11981138386560
GCSH	8.23982618729624
XDH	3.48663975302966
EDN1	3.93656677433633
MTERF	6.91024260742762
PDCL3	7.97248799547018
CLK4	6.40412054578617
KCNG1	4.50988419337183
CXCR4	6.64316523194427
DECR1	8.38517503846688
SALL1	3.28438781732999
PTPRR	3.37864769480169
CADM4	3.25519818484439
IRAK1	7.84872665455088
CFHR5	3.34368494699259
HNRPD	8.12550034050817
TMSB10	11.8296264518275
CXCL3	3.70783735219949
LMAN1	4.19761581109504
SUHW1	3.79185533647386
CHD8	6.90815326692764
SUMO1	8.2435838319936
GP1BA	3.19200830065474
OR7A10	3.99940808628882
DDB1	8.05155398275846
CHRNA10	3.54304291562949
STYK1	4.10914645122325
MYO9B	4.16931062505164
CCNI	10.2431901122904
MMP7	3.50467050439868
EP300	6.51619235762656
CRNKL1	7.42181392847994
C9orf45	2.95627520275776
XAB2	4.12682859528961
RTN1	3.45853089890125
HIC2	3.93276929347546
TBX10	3.36097202998479
CENPQ	4.42929486439491
UTY	3.16525082222328
OR2W1	2.85102564548995
ATP5G2	10.4645907431176
ZEB1	3.52725756747474
ZG16	3.30199332070569
ERG	3.61416546195844
PARN	7.7295485552198
SOD2	5.69795224041614
JOSD3	8.71013924617488
ADAM5P	3.21972171374165
CHD9	6.51710178348448
hCG_40738	3.79162108006053
STK16	5.43752464745603
PDE1C	3.83862583467198
SEMA4D	4.9103380504653
AGPAT1	7.12389468623763
TOB2	6.88583608193503
BANK1	3.18096779197653
MAP3K3	5.45109172931266
MAX	4.9516082590044
GRM2	3.6946854129511
OSBPL8	8.0526715242933
PROSC	6.23947572755663
NR4A2	4.46375995759971
RICS	5.1346555273443
PIR	6.37869227310306
PPCS	8.92387004231679
IPO9	6.06819965460391
LONP1	7.5246508681666
EVC	4.57116992726282
CXCL13	5.04616380858141
SCYL3	5.83061607273936
KIAA1199	5.361816503051
SORL1	9.46247468880287
NAT10	8.1009648062964
CHD1	6.72953610859038
SYN3	3.4802238012439
DMC1	4.04236642675267
SLC22A2	3.64786702338447
SERPINF1	6.68317336091411
C20orf27	6.53336098499814
OR7A17	2.95420722846998
RPS6KA5	4.2079026434515
LHB	3.23755776207502
TAOK3	5.69149903104485
STK25	6.02631033846324
SLC12A4	3.66435049120295
BRCA1	4.35560112440377
GBL	6.28898037939799
C14orf108	8.525091461583
CDC25B	6.6295956387915
BMP3	3.33469078757686
MAP1LC3C	3.37458582314423
TMEM180	3.36038108687048
CRYGC	4.6989469834267
SLK	6.34355049814962
POU3F1	3.17220804089848
C20orf32	3.82642929763289
USP52	5.55574738844123
HIGD1B	4.0524798271606
BAZ1B	6.82187847674521
USP6NL	6.09025313941976
SLCO2B1	4.13523864279838
ABCD4	4.52011567767592
DIMT1L	6.30117729136652
SLC25A46	6.86963375222348
LARP7	8.04165714658571
TEK	3.71705258188971
CD160	3.83881931283798
TERF2IP	7.405675020031
PHF20	6.66126369896668
COL1A1	5.89627456171853
KIAA0090	5.62909665617416
GTPBP1	4.24631569716531
GRK5	3.52162499910521
AP1S2	4.51334448726078
RAB33B	5.49848343020503
CA11	4.27827248635801
ALDOC	5.45215047983915
NUDT1	4.90830337172373
ZNF212	4.9833795038019
ACBD3	7.27588805734285
ZNF83	6.96561899573885
PRDM2	5.06397481185561
GDPD5	4.37028365351636
PDCD4	6.2781257023588
CEP350	6.65399470053993
FOXP3	3.25367698982153
SMYD3	6.01853520788671
CST7	4.32998228879179
SELL	4.21538576466927
CIAO1	6.85914023792896
LGI2	3.7640140636994
WDR45	6.19271993144928
ANKRD6	6.87398557802617
LTBP4	3.73300745775277
PSCD3	3.2299946274804
