Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_C06_443132
Composite Element REF	Signal
AACS	5.84512486312818
FSTL1	7.48477176854291
ELMO2	5.24436572253317
CREB3L1	4.38172802668079
RPS11	10.3043518787536
PNMA1	7.56393660655934
MMP2	8.22714746407474
SAMD4A	3.95529728926669
SMARCD3	5.8496073510452
A4GNT	3.60629891004473
C9orf39	3.50614241911326
PKNOX2	4.02025412795334
RALYL	3.2642893905056
ZHX3	4.64217544969322
ERCC5	5.51838638462932
RXFP3	3.2287787716238
APBB2	3.73980192822308
BBOX1	3.47689524111321
PRO0478	3.30637478668182
GCSH	6.87708591397018
XDH	4.02143039889294
EDN1	5.00235114976199
MTERF	6.29161280459757
PDCL3	6.58854183136061
CLK4	5.94264899789251
KCNG1	4.64017773469933
CXCR4	5.50633446051443
DECR1	8.03738541279095
SALL1	3.38201443766947
PTPRR	3.43156289491680
CADM4	3.60254018719974
IRAK1	9.07760151946138
CFHR5	3.49891979494718
HNRPD	7.4090408745799
TMSB10	11.1204339112649
CXCL3	4.92840135524604
LMAN1	3.63905868388521
SUHW1	3.32785289106467
CHD8	4.95881260948699
SUMO1	6.9214515356633
GP1BA	3.53267053492635
OR7A10	4.4013773307021
DDB1	7.55468100216179
CHRNA10	3.86524213605726
STYK1	3.38528538604557
MYO9B	4.17069329175479
CCNI	9.26169739530264
MMP7	10.7196509778388
EP300	5.94475387656622
CRNKL1	5.58938507095757
C9orf45	3.26688345524727
XAB2	4.16010746526797
RTN1	3.92781783042952
HIC2	4.37905903277107
TBX10	3.54300124851662
CENPQ	3.54179580445635
UTY	3.22287801860963
OR2W1	3.12738764397727
ATP5G2	9.68106722504807
ZEB1	3.60454519833951
ZG16	3.46330895890726
ERG	3.75220064555997
PARN	6.34494533754982
SOD2	5.77065895335393
JOSD3	7.74726889656248
ADAM5P	3.41851522200894
CHD9	4.78067472227173
hCG_40738	3.68919139138187
STK16	4.36249809329482
PDE1C	3.55183321117286
SEMA4D	5.02920498367247
AGPAT1	4.90371648014657
TOB2	6.18355784848699
BANK1	3.23623964211282
MAP3K3	4.80713122899453
MAX	4.59465309299084
GRM2	3.58590992862314
OSBPL8	6.33112442167612
PROSC	5.30016554455632
NR4A2	5.40503223429117
RICS	4.89416497183234
PIR	5.38578974346853
PPCS	8.37560571086706
IPO9	5.55544128245898
LONP1	5.89705144928078
EVC	4.3503782436706
CXCL13	4.29043641531988
SCYL3	4.78696512532099
KIAA1199	8.07565916567882
SORL1	8.00392703374201
NAT10	6.60551399365842
CHD1	6.13214197361776
SYN3	3.80562777246532
DMC1	4.11191298906638
SLC22A2	3.55500927701596
SERPINF1	6.89095639678133
C20orf27	5.74427142720613
OR7A17	3.18034626297389
RPS6KA5	4.39635326652802
LHB	3.59457963365593
TAOK3	4.5487039873745
STK25	5.76924645199033
SLC12A4	3.76390215274215
BRCA1	3.63892571338373
GBL	4.64844876143662
C14orf108	6.91429844316615
CDC25B	6.50018177095533
BMP3	3.32502609497538
MAP1LC3C	3.54651405401284
TMEM180	3.68307792297917
CRYGC	3.96552009512235
SLK	5.50942878176312
POU3F1	3.28968107522829
C20orf32	4.38550776739335
USP52	5.46095739208302
HIGD1B	4.03119267737061
BAZ1B	5.99870378657179
USP6NL	5.38838601830762
SLCO2B1	4.23579586294234
ABCD4	4.33559957265754
DIMT1L	5.97345284047465
SLC25A46	7.47229791491461
LARP7	6.38120613735224
TEK	3.8023108556758
CD160	3.65056949788692
TERF2IP	5.77977795718821
PHF20	6.25342625897564
COL1A1	8.2409453112405
KIAA0090	5.51420874716418
GTPBP1	4.48929429492172
GRK5	3.92353396034675
AP1S2	4.95694691802138
RAB33B	3.92718658784802
CA11	4.27231483076285
ALDOC	5.57269086012137
NUDT1	5.05555931910092
ZNF212	5.33215991588878
ACBD3	6.8001254585939
ZNF83	6.91853681423288
PRDM2	4.82833147096294
GDPD5	4.75319389344025
PDCD4	5.04749622568931
CEP350	5.60215412288333
FOXP3	3.44406083168278
SMYD3	6.22621813507226
CST7	4.45701633744227
SELL	3.76220115192001
CIAO1	5.84162077868025
LGI2	4.00780474920204
WDR45	6.72366781800418
ANKRD6	7.48887866119584
LTBP4	4.58179190142853
PSCD3	3.48141858920348
PYY	3.62836232203567
KCNC1	2.98937596180621
SIRT6	4.12083064418191
CCL19	4.12670447284319
ARHGEF9	3.80294149135322
ABR	4.3947724897528
C10orf22	5.19614208056209
STK17A	4.6756076766417
FOXE1	3.38411998982408
GML	3.26017026063135
CNGA3	3.16527888858058
CD38	4.02836374307846
ZDHHC6	6.0997312848217
NEFH	3.32826198148712
PGBD5	3.89061682555984
CTDSP2	6.69118249794159
RMND5B	5.53109680021797
ZNF257	3.40508483661042
DUSP4	3.7256198426673
FLJ22167	4.3331335070154
EXOSC7	5.49680527008585
ROR2	3.76970187124488
FOXM1	5.00666045230381
ZBTB48	4.56761344347886
BUD31	6.5653030508932
MAOA	4.19943167072614
CCDC41	4.70403860608788
TNNT3	4.05437428823088
FBXO11	4.74078388320578
GYPC	6.25981307405227
PLIN	5.62751429179786
RFXAP	3.79145654136642
C6orf15	3.92246935032745
RNF4	7.85887758819951
F8A1	7.92861767668779
PPP1R3D	4.64428913584471
GRB2	6.13438730594929
TPM3	3.46627303906723
SYT13	4.21555092170193
EPB42	3.75281590496903
RP5-1077B9.4	5.51536153224211
EIF1	10.1322861850686
CETN3	6.16657869810608
FPGT	4.7464662436785
PRY	3.5559473285726
NTHL1	4.69987783402292
POLR2B	8.12427121866682
RPS28	11.4325201094494
GDF10	3.05825404698775
COQ9	5.69396182396900
P2RX3	3.01914478497696
GCC2	6.30104873303718
RARRES3	6.81872298078602
PLXNA1	6.21188235489686
WBP4	4.38704230410562
KIAA0100	6.32239663712226
PMF1	5.42635895012447
HS2ST1	5.40007421068584
CRELD2	6.88211098268691
C8G	3.26567656215168
CD82	5.57102545592706
PMM1	5.56569759163491
CBLL1	4.34550311249867
LIM2	3.45473203561764
