Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_D02_443148
Composite Element REF	Signal
AACS	6.44677235058485
FSTL1	8.52056880776945
ELMO2	5.33513761709706
CREB3L1	4.30941057121361
RPS11	10.2777769063663
PNMA1	7.03417648260586
MMP2	8.51179897242796
SAMD4A	3.60372005612907
SMARCD3	4.95760326626298
A4GNT	4.01154923500696
C9orf39	3.23262117828246
PKNOX2	3.91151752721612
RALYL	3.41532863652889
ZHX3	4.3365850104963
ERCC5	6.96935296778024
RXFP3	3.01280319530092
APBB2	3.81387061330918
BBOX1	3.69217031572652
PRO0478	3.06881500814403
GCSH	8.14123200724932
XDH	3.87035333634492
EDN1	3.13267418195877
MTERF	6.20776222229844
PDCL3	7.14662818066253
CLK4	6.69393046165849
KCNG1	4.31730840684551
CXCR4	6.13428075557526
DECR1	8.31318336363517
SALL1	3.44550632951809
PTPRR	3.28735335177752
CADM4	3.49877593697171
IRAK1	8.61909469814983
CFHR5	3.11141955238247
HNRPD	7.97082727055665
TMSB10	11.2997362523741
CXCL3	3.52013966272459
LMAN1	3.61307023399066
SUHW1	3.55124473918079
CHD8	5.31496500793825
SUMO1	7.90607512155409
GP1BA	3.29762677245297
OR7A10	3.98822371046265
DDB1	8.00848555755688
CHRNA10	3.4899849965959
STYK1	4.36002495757548
MYO9B	5.07323546855827
CCNI	9.39191679499513
MMP7	7.20815634966878
EP300	5.98818313610814
CRNKL1	6.12582144617396
C9orf45	3.22427700422694
XAB2	4.16448238946315
RTN1	3.34155275545400
HIC2	4.56227911338673
TBX10	3.55385776215722
CENPQ	3.66648148008257
UTY	3.0844879159117
OR2W1	2.90986049751665
ATP5G2	10.1299475227796
ZEB1	3.84756292906092
ZG16	3.3835194703449
ERG	3.70053380281264
PARN	6.64957294377752
SOD2	4.88691504022059
JOSD3	7.44128417059779
ADAM5P	3.24837568492287
CHD9	5.7517380329018
hCG_40738	3.98169887954298
STK16	4.48614379207365
PDE1C	3.63216198178836
SEMA4D	6.29051277127301
AGPAT1	6.05400507097773
TOB2	6.18399603680132
BANK1	4.35987393113912
MAP3K3	5.55737032626203
