Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_E04_543634
Composite Element REF	Signal
AACS	6.70477984634155
FSTL1	10.8011587113650
ELMO2	6.19470065432789
CREB3L1	4.78662918278626
RPS11	9.54805119096204
PNMA1	8.13516770419566
MMP2	7.64265858351644
SAMD4A	3.765645559634
SMARCD3	5.06676505228512
A4GNT	3.62004224981311
C9orf39	4.31801658959161
PKNOX2	4.15041481962703
RALYL	3.46454487788382
ZHX3	4.42904719685304
ERCC5	6.8265403411998
RXFP3	3.25388238929632
APBB2	4.67929731986705
BBOX1	3.14570689987963
PRO0478	3.25283128411301
GCSH	6.94327163433356
XDH	3.58280962153774
EDN1	3.66331085553244
MTERF	6.18366839230029
PDCL3	7.57000784296192
CLK4	5.99837600003052
KCNG1	4.23090276991941
CXCR4	6.48298257957722
DECR1	8.27060858329855
SALL1	4.52244240823673
PTPRR	3.26454267891298
CADM4	3.40020505785131
IRAK1	8.11261544719957
CFHR5	3.30489062372803
HNRPD	8.91232234717615
TMSB10	12.3104847840553
CXCL3	3.55483952937401
LMAN1	4.13142446825226
SUHW1	3.40191540523461
CHD8	6.30608311184126
SUMO1	8.98710272772462
GP1BA	3.55489865064705
OR7A10	3.7385002043964
DDB1	7.94992696011928
CHRNA10	3.60392284974279
STYK1	3.22770906291825
MYO9B	5.60792569183416
CCNI	9.22845483022263
MMP7	2.94865935248803
EP300	6.33075826079906
CRNKL1	7.14234548773957
C9orf45	3.22709442186309
XAB2	3.90822300620206
RTN1	5.265073738596
HIC2	4.98027958719991
TBX10	3.445115530918
CENPQ	5.57434429539383
UTY	3.23893093304497
OR2W1	2.76624399031672
ATP5G2	10.7082182562519
ZEB1	6.03494081751734
ZG16	3.4232271131251
ERG	4.36876594099824
PARN	7.10255180012247
SOD2	4.3335932386034
JOSD3	6.00244352280362
ADAM5P	3.2463352706003
CHD9	5.4093441884725
hCG_40738	3.86638980687172
STK16	6.03049438297833
PDE1C	3.87010485832479
SEMA4D	4.77693908489617
AGPAT1	7.38721602416352
TOB2	5.84447169789225
BANK1	3.47657725180800
MAP3K3	5.80720789396835
MAX	5.24406835199655
GRM2	3.89423816653108
OSBPL8	7.80378417628554
PROSC	5.48080326449703
NR4A2	4.0198163625545
RICS	3.77555361896674
PIR	5.70712317563005
PPCS	7.87771296982654
IPO9	6.33663063523542
LONP1	8.20803515989375
EVC	4.07454557750319
CXCL13	3.96095616571985
SCYL3	6.09084511066546
KIAA1199	4.3707807794537
SORL1	5.70554865347871
NAT10	7.0371754157446
CHD1	6.98775486837096
SYN3	3.77978827490862
DMC1	3.92212032615473
SLC22A2	3.72457526141014
SERPINF1	7.90408321869817
C20orf27	6.08469730110536
OR7A17	3.02155019282733
RPS6KA5	4.0878557984363
LHB	3.7298955655037
TAOK3	4.51743739890768
STK25	7.51599332548747
SLC12A4	3.74788697921957
BRCA1	4.47838217430426
GBL	6.20507580581395
C14orf108	7.31979200321481
CDC25B	8.50385169340289
BMP3	3.18105426282999
MAP1LC3C	3.65462969204160
TMEM180	3.66680326207543
CRYGC	3.69103656259067
SLK	5.35053674185347
POU3F1	3.18972142214526
C20orf32	3.699697091166
USP52	6.31881832626561
HIGD1B	3.69706714177711
BAZ1B	7.23600893486858
USP6NL	5.20679245190059
SLCO2B1	4.81856345467663
ABCD4	4.61353870756157
DIMT1L	6.17999562434524
SLC25A46	7.54610209944347
LARP7	6.80342148100962
TEK	3.987385375548
CD160	3.39802915973020
TERF2IP	7.9633520905083
PHF20	6.15703415929267
COL1A1	8.1382469538826
KIAA0090	6.45714400012934
GTPBP1	4.56087086144035
GRK5	4.95938134598905
AP1S2	7.1891915992843
RAB33B	4.41628121451850
CA11	4.90125563497735
ALDOC	6.96408875604033
NUDT1	5.3772183427763
ZNF212	5.77391750461665
