Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_D06_443140
Composite Element REF	Signal
AACS	6.2010019931537
FSTL1	7.92227633569447
ELMO2	5.86892972376066
CREB3L1	3.73623045623983
RPS11	10.4761230717079
PNMA1	7.58487020041268
MMP2	6.65587242170394
SAMD4A	4.04938776485397
SMARCD3	5.75455848094609
A4GNT	3.54096068493958
C9orf39	3.86777266886769
PKNOX2	3.79822813335084
RALYL	3.10475837962330
ZHX3	4.66358926518611
ERCC5	6.11941357891718
RXFP3	2.95706350586051
APBB2	5.63235571318064
BBOX1	3.44339458128114
PRO0478	3.05924047446428
GCSH	8.94486671881939
XDH	4.04787243607962
EDN1	3.19977282600322
MTERF	7.45386001811899
PDCL3	6.96967766673949
CLK4	5.7062681422995
KCNG1	5.12863771167161
CXCR4	6.34695921515713
DECR1	6.57713651075659
SALL1	3.22584523577115
PTPRR	3.39028876392588
CADM4	3.52014565892445
IRAK1	7.2220417798106
CFHR5	3.32451679280911
HNRPD	8.21056820043392
TMSB10	11.9066264978097
CXCL3	3.77110354706518
LMAN1	3.61276885549273
SUHW1	3.26321388722891
CHD8	6.18079620025285
SUMO1	8.01070941205917
GP1BA	3.39841491537413
OR7A10	3.99706023111472
DDB1	7.24230930213591
CHRNA10	3.6829350220566
STYK1	4.148941066026
MYO9B	4.12055240473050
CCNI	10.1577957769999
MMP7	7.1567561820312
EP300	6.24583439710211
CRNKL1	8.45983556496236
C9orf45	3.11592044122682
XAB2	4.41132943564249
RTN1	6.49798397447116
HIC2	4.6268574492588
TBX10	3.47257074218422
CENPQ	4.46693428460219
UTY	3.14802296883302
OR2W1	2.94299371761973
ATP5G2	10.2657571007926
ZEB1	3.55521084103384
ZG16	3.51541326981212
ERG	3.80251991493121
PARN	7.07911037892768
SOD2	3.81442795781587
JOSD3	7.58079266583393
ADAM5P	3.34415433543511
CHD9	4.9917001942378
hCG_40738	4.04316232294232
STK16	4.85344044220807
PDE1C	3.62935028276559
SEMA4D	6.20185245698986
AGPAT1	6.95198062724553
TOB2	5.30497568499022
BANK1	3.72829816987368
MAP3K3	5.44572770140461
MAX	4.6616764503213
GRM2	3.94942991848082
OSBPL8	7.42889645520507
PROSC	6.33484460963548
NR4A2	4.65389250319575
RICS	4.92688538211564
PIR	4.03382322710438
PPCS	8.53364282280251
IPO9	7.10802938084843
LONP1	7.50255043719392
EVC	4.16550523989633
CXCL13	3.90682207609330
SCYL3	6.07551521980802
KIAA1199	7.97914953336521
SORL1	8.07382645570043
NAT10	6.17963578962813
CHD1	5.95351096874837
SYN3	3.43462644617372
DMC1	3.8692028839098
SLC22A2	3.65439008688483
SERPINF1	5.79322325798671
C20orf27	5.88153773954942
OR7A17	3.36612821311098
RPS6KA5	4.83305539768482
LHB	3.54624673268615
TAOK3	4.15108623782909
STK25	6.49739431625126
SLC12A4	3.84090447927036
BRCA1	4.1155217205518
GBL	5.6938101091085
C14orf108	7.51094714679721
CDC25B	6.0272457695182
BMP3	3.35454318300676
MAP1LC3C	3.77322494469757
TMEM180	4.12782858842166
CRYGC	3.69809885601914
SLK	5.7426888507976
POU3F1	3.25451801922036
C20orf32	3.89096845329037
USP52	6.90040978849122
HIGD1B	3.76600462760367
BAZ1B	6.63094407392184
USP6NL	5.95754747498901
SLCO2B1	3.70155246645213
ABCD4	4.57839192629416
DIMT1L	5.51833079111275
SLC25A46	6.48931475492839
LARP7	6.57211650476845
TEK	3.42613548195062
CD160	3.55397865994084
TERF2IP	7.22039235149318
PHF20	7.07789093620502
COL1A1	6.8372240741668
KIAA0090	6.28503682852691
GTPBP1	4.06295984231557
GRK5	3.98978703452651
AP1S2	4.76992488747109
RAB33B	4.00055746003843
CA11	4.79176185702922
ALDOC	6.3905720374715
NUDT1	5.92324078797173
ZNF212	5.77892052720672
ACBD3	7.34750958897782
ZNF83	6.62997187406423
PRDM2	4.98090179407554
GDPD5	4.59284308220905
PDCD4	5.65908686423392
CEP350	6.42132843238238
FOXP3	3.31263455201323
SMYD3	7.8501202462153
CST7	3.87488438061323
SELL	3.64989391526781
CIAO1	7.11499648551372
LGI2	4.39851473046578
WDR45	7.1933782686227
ANKRD6	6.34047508595869
LTBP4	4.86611092407568
PSCD3	3.27146502267911
PYY	3.33872373521979
KCNC1	3.04969270008959
SIRT6	3.93458209511032
CCL19	3.83028201856867
ARHGEF9	4.48386902749067
ABR	4.44457286023757
C10orf22	6.71996884444965
STK17A	4.41865894642191
FOXE1	3.29459593059575
GML	3.25650371140216
CNGA3	2.99321077146634
CD38	3.44915595179013
ZDHHC6	7.21744406249154
NEFH	5.70048660249578
PGBD5	3.62005914674007
CTDSP2	7.32471715717379
RMND5B	6.24798385023934
ZNF257	3.63491726620809
DUSP4	3.16732043962794
FLJ22167	5.46871663142516
EXOSC7	5.83981908139072
ROR2	4.23404336150847
FOXM1	5.05298670788925
ZBTB48	4.55934394547623
BUD31	8.05075257558943
MAOA	4.26948770276910
CCDC41	5.43320502854946
TNNT3	3.59599577155963
FBXO11	6.06924471432352
GYPC	4.12907685889678
PLIN	3.4844053555031
RFXAP	3.67780511385657
C6orf15	3.62811731253607
RNF4	8.3559775632916
F8A1	6.30685313370998
PPP1R3D	4.68671445106077
GRB2	7.93735918168432
TPM3	3.03723759682645
SYT13	4.46420009415203
EPB42	3.6967239218745
RP5-1077B9.4	5.05159049029506
EIF1	10.6467834721462
CETN3	7.37478969921298
FPGT	5.92163721580176
PRY	3.68932631487439
NTHL1	6.36584223402173
POLR2B	8.61638371696303
RPS28	11.8877176181895
GDF10	3.1682970509766
COQ9	6.7820631824253
P2RX3	3.15306304581022
GCC2	7.12669407631604
RARRES3	2.79189636220285
PLXNA1	5.99744370825107
WBP4	4.60221666143949
KIAA0100	6.48010987809303
PMF1	6.74042929109726
HS2ST1	6.71375180040195
CRELD2	5.93262171289552
C8G	3.03122431819526
CD82	5.02626001294262
PMM1	4.43350801678624
CBLL1	5.49827804357464
LIM2	3.40343012724130
VAX2	4.67844379115798
SETDB1	6.35092461799258
LRAP	2.75513951754067
GCLM	5.6795782454074
CPEB3	3.52121378401899
PPM1A	5.61137629933769
INTS1	4.17105169744742
MMP16	3.19525369424087
CAMTA1	4.63124068050802
SAMSN1	3.74097982357464
DRD3	2.87934673399881
GMPPA	5.29278149651862
C11orf73	6.19577003400628
AIPL1	3.83441260257791
PTP4A2	9.19387934225621
IL24	3.81519906219047
BDKRB1	3.36028958423608
HPCA	3.71257601240794
MLF1	7.422997130256
SEC14L1	7.29102297279915
CHFR	6.09222000148797
EMILIN1	3.66055970506648
THADA	7.35243736307478
TAF12	5.57916571808895
NDUFS4	8.51872830368672
ID1	5.87428048752146
PIK3CB	4.19270714084657
COL18A1	8.54818751351424
PDZD3	3.34918361899994
TBC1D17	4.9495727620253
COX8A	9.31604600824802
CDCA4	6.08522719693144
C2orf44	5.42515186179273
C9orf16	7.43976241617486
ERBB2IP	8.03825088800805
EMX2	9.79522796602868
FUS	6.75867236825241
NIPSNAP3B	3.98304203899915
TF	3.40020610041055
CXorf56	4.84699911954567
CLCN4	3.93962709685268
PWP2	5.9345497918241
MMP15	3.99037589606775
MTMR14	6.43212475702111
NPR1	5.40451078312991
DNAL4	6.0626033555645
ELAC2	4.97029585943415
ASS1	9.48223237619677
IPP	4.57538113134121
TMEM59	8.83482920563914
POLR2J	9.59263826886539
SEC23IP	5.35070210097092
RGS4	3.59330870768726
UQCRC1	7.92254602269301
SNX6	6.95869156149214
DDX18	6.89259599151003
POLG	4.53388398091806
ADAM23	3.91320187977052
ZNHIT2	4.28241145604803
TFR2	3.46412990573536
NCDN	4.53432247651489
RAG1	3.37869743192735
POMT1	4.45772166097462
CYP1A1	3.28683240538989
SNAPC1	5.75803204314618
GNA11	5.28267982120808
CCDC52	2.88746858042752
CAPN1	5.11260876630979
DDHD2	6.498459204139
UPF3A	6.02356249711757
LAGE3	5.93351471406175
GNRHR	3.09002743185525
UNC13B	5.63879957887418
TTLL4	5.04936233682496
PPBP	2.79547471728601
HTR3A	3.83889277389382
SDC2	5.34870073803684
ANKRD49	7.09555783112828
BTF3	10.434628354884
COX7A2	10.9629807933945
SARS	8.36494616396438
C13orf18	3.66502910140153
CACNB1	4.00204153675353
QKI	5.61071353055475
SETMAR	4.76706219555516
LAMB4	3.18531101378148
MAN2B1	5.8174402270875
EML3	4.70353039954473
ACADL	3.30793161353427
OFD1	7.14706437156828
CGA	3.43466716477873
EIF3EIP	11.0206564971379
PEX16	5.25134847972174
GNG12	7.67333118353564
HABP4	5.11236409717648
CNTN2	3.70238472088183
ASNSD1	7.03492168050502
FUT4	3.96503438853400
DBH	3.33385006758485
CD53	4.91302433558083
HIST1H2BJ	3.92546362027198
TFAP2B	3.14491320676239
ACF	3.59540148166146
TMEM11	5.88142123377316
CDH8	3.48262481999585
C3orf32	3.12824610988357
AGPS	4.59340160957665
C4orf18	3.29998507020746
PCCB	7.94788150981424
IPO13	5.03553964416033
PECI	8.37676065087893
UNG	7.72259316095237
C6orf105	3.68747831285875
GSTP1	7.64621776528093
SUV420H1	6.84273320767002
ARHGAP15	3.55929352619283
LTBR	5.83884162077921
TDRKH	3.82896642403648
PSG4	3.24661883813129
SLC9A3R1	5.84894026686722
NBPF3	9.5552932377263
SLC9A3	3.57896586163063
OSBP	5.25026284840572
PRR5	3.74345477733509
CHMP7	6.37662381836744
ADRA1A	3.20001913249284
ASAH1	7.4620542514931
FKBP4	6.29975120221475
ZNF350	3.39741651502337
DOM3Z	5.96184098759268
GIPR	4.13169543870515
AHI1	4.49913324303891
BST1	3.58244833268884
NCR2	3.729002150807
NADSYN1	4.50381749038544
UBE2W	4.98063451941904
RGS14	4.00859754122163
KRT15	3.5995424184733
SCN11A	3.74841327771121
GFI1	3.86141267314656
FHL1	5.06714234601689
SMC6	7.26908614753745
GATA1	3.56303353857915
OSGEP	4.74822817359358
ARMC6	4.71718335565627
HK3	3.27931401097374
PSMD5	5.94901377487793
RSU1	7.25255355480774
RPL4	11.8208188759798
MAD2L1	6.21529688310462
RBPMS	3.83699485603161
EIF4A3	8.84814820513556
E4F1	4.82565786659394
DLEC1	3.43491463283172
PRPF3	5.86324056504932
EMR1	3.17010415802168
CHMP2B	5.48229799609626
CAMSAP1	4.39097290765187
RPS21	11.4677084017584
XCR1	3.36830702486329
ARID5A	4.460129386737
RBM6	5.95521125010223
UBE2N	7.61579282995639
KLF4	3.89199464931863
MGC4172	4.81372268229717
LMO4	8.25194146663903
KLKB1	3.44561834566499
HDAC3	6.76557312833343
