Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_B02_433728
Composite Element REF	Signal
AACS	6.33288815678735
FSTL1	8.92415338915374
ELMO2	5.97796114152777
CREB3L1	3.78744119236089
RPS11	9.96256253965913
PNMA1	8.14154105579272
MMP2	7.16575317344625
SAMD4A	3.68441455006184
SMARCD3	8.06089346503735
A4GNT	3.80235730494881
C9orf39	3.51406026379714
PKNOX2	4.15467736848250
RALYL	3.4028633497418
ZHX3	4.16504713306321
ERCC5	7.07273418187764
RXFP3	2.81297966703828
APBB2	3.98645827798959
BBOX1	5.1962344017128
PRO0478	2.89879934792496
GCSH	7.41586166266244
XDH	3.59338200378637
EDN1	4.41819709880257
MTERF	5.6653857997636
PDCL3	7.84731297966723
CLK4	6.1759266955
KCNG1	4.24535380693476
CXCR4	8.22176705517431
DECR1	7.47515007156165
SALL1	4.23518392768875
PTPRR	3.14058094876433
CADM4	3.407264392469
IRAK1	7.23551863248217
CFHR5	3.12477211010703
HNRPD	8.3871390954543
TMSB10	12.2252927676998
CXCL3	4.41021272245877
LMAN1	4.38833635129112
SUHW1	3.58288081210198
CHD8	6.91610214290629
SUMO1	8.45843777952987
GP1BA	3.06922881370456
OR7A10	3.9238020525517
DDB1	7.62120085329871
CHRNA10	3.71029209173411
STYK1	3.70643720805892
MYO9B	4.69266093848368
CCNI	9.94932233121216
MMP7	7.09042582952295
EP300	6.79163598300092
CRNKL1	7.32153206768124
C9orf45	3.34287291301704
XAB2	3.99100847472175
RTN1	5.69296693447937
HIC2	4.59197710268359
TBX10	3.6711300482959
CENPQ	3.79927203524274
UTY	3.26338626808949
OR2W1	2.83869257410802
ATP5G2	10.9569928986971
ZEB1	3.69929475907392
ZG16	3.29346729869829
ERG	3.634809610276
PARN	7.85968662370747
SOD2	4.51102330069174
JOSD3	7.07223828279682
ADAM5P	3.14265102626748
CHD9	5.96822768110068
hCG_40738	3.83772445374869
STK16	5.86193151442514
PDE1C	3.6261083796288
SEMA4D	5.26408231674774
AGPAT1	6.18053915377695
TOB2	6.55881422159344
BANK1	3.55330914318643
MAP3K3	4.92163894083526
MAX	5.36793565552763
GRM2	3.84800164562466
OSBPL8	8.06247407648062
PROSC	6.12789894445284
NR4A2	7.25648427544105
RICS	4.71752561295264
PIR	4.05138371268154
PPCS	8.53466740714705
IPO9	6.58369615279513
LONP1	6.80802589144758
EVC	4.15189728583836
CXCL13	3.89090251222874
SCYL3	5.09230728008978
KIAA1199	5.63966959428959
SORL1	7.19724879461847
NAT10	7.08001789892639
CHD1	7.7624478377523
SYN3	3.62065969836782
DMC1	3.77403346886262
SLC22A2	3.96618628831351
SERPINF1	6.64246942587338
C20orf27	5.71339343765745
OR7A17	3.10630510160669
RPS6KA5	4.14858751960241
LHB	3.25293274879331
TAOK3	4.88980240086224
STK25	6.17331297671974
SLC12A4	3.76114691353347
BRCA1	4.73568378855312
GBL	6.7704792022462
C14orf108	7.95052964490408
CDC25B	7.08864721426302
BMP3	3.160101616398
MAP1LC3C	3.35876064529545
TMEM180	3.30977289355278
CRYGC	3.65259358382222
SLK	7.01502415382226
POU3F1	3.15182391079260
C20orf32	3.73239642326631
USP52	6.69849717661619
HIGD1B	3.74721029095989
BAZ1B	7.28709374778937
USP6NL	6.15134161693718
SLCO2B1	4.13517553423477
ABCD4	4.35567303303008
DIMT1L	6.32317642387468
SLC25A46	7.31410731551263
LARP7	7.74041590855637
TEK	3.65090843021874
CD160	3.86706593986251
TERF2IP	7.37060187641636
PHF20	6.16312155574072
COL1A1	7.85181412830832
KIAA0090	5.96058946539244
GTPBP1	4.50565251300934
GRK5	4.3339413523142
AP1S2	3.94169161756043
RAB33B	4.19857962835792
CA11	5.25844584263367
ALDOC	5.14796662577813
NUDT1	6.15283133048391
ZNF212	5.83023384803704
ACBD3	7.6037300154096
ZNF83	4.07594114045226
PRDM2	4.79907377275504
GDPD5	5.03596461327072
PDCD4	6.60438875966537
CEP350	6.16014825278085
FOXP3	3.36628312258082
SMYD3	7.41469994383974
CST7	4.06975770211028
SELL	3.82744902553764
CIAO1	6.39793936147949
LGI2	4.32296429651069
WDR45	5.95721525084253
ANKRD6	5.14791850737765
LTBP4	3.96025776431246
PSCD3	3.29944351166239
PYY	3.85453029187497
KCNC1	2.93802710319591
SIRT6	4.08846120909764
CCL19	4.0941919191696
ARHGEF9	4.37144458849276
ABR	4.83813885107746
C10orf22	7.34183599039683
STK17A	5.10045156873895
FOXE1	3.23485177585798
GML	3.05817476005919
CNGA3	2.74995942285135
CD38	3.45334800989887
ZDHHC6	7.17137305633265
NEFH	6.51850368832508
PGBD5	4.03968516665727
CTDSP2	7.64886727897134
RMND5B	5.63527440042401
ZNF257	4.47764884176983
DUSP4	6.47821662363137
FLJ22167	5.31502210479249
EXOSC7	7.12938223278147
ROR2	5.68859885855651
FOXM1	6.15210392334967
ZBTB48	4.67615724217637
BUD31	8.71761869456616
MAOA	4.13296703245824
CCDC41	6.11495186030260
TNNT3	4.12730561123927
FBXO11	6.2294620831575
GYPC	6.47974523887943
PLIN	3.76460122607296
RFXAP	3.38278812295879
C6orf15	3.61916580011229
RNF4	8.77584373601978
F8A1	6.98331965501427
PPP1R3D	3.91528939831763
GRB2	6.81064635218195
TPM3	3.20945396059584
SYT13	4.39775779009156
EPB42	3.46007037712327
RP5-1077B9.4	5.93707033264747
EIF1	10.8282838164215
CETN3	7.75649707497432
FPGT	5.02894996594341
PRY	3.42198415369674
NTHL1	6.57733869550604
POLR2B	9.38092128279225
RPS28	12.4956624391994
GDF10	3.16916578494317
COQ9	7.89537031433567
P2RX3	2.92281983227095
GCC2	7.80681853131224
RARRES3	6.12223873441713
PLXNA1	6.2591415479645
WBP4	5.74830997861848
KIAA0100	6.58846462887437
PMF1	7.77619676031528
HS2ST1	6.41810893331583
CRELD2	6.07463491176723
C8G	3.12993384902288
CD82	5.18531192129181
PMM1	4.87853621036659
CBLL1	5.37682528747462
LIM2	3.40379390238808
VAX2	3.6233068410534
SETDB1	5.57170427601865
LRAP	3.18848531875311
GCLM	6.50895497697004
CPEB3	3.48916724036098
PPM1A	5.50767295450662
INTS1	4.70048078172194
MMP16	3.21196610169139
CAMTA1	5.26422108522739
SAMSN1	4.67699394519627
DRD3	2.726120640452
GMPPA	5.57707852438287
C11orf73	5.55161873711829
AIPL1	3.67633084199406
PTP4A2	9.65115135211057
IL24	3.43542177787966
BDKRB1	3.66765439233358
HPCA	3.75910451346770
MLF1	7.21155281454858
SEC14L1	7.35539209860667
CHFR	5.5796262265576
EMILIN1	3.68108331489128
THADA	6.50595277433455
TAF12	5.73014897753986
NDUFS4	8.51737263709837
ID1	8.42073780986008
PIK3CB	3.39820195342824
COL18A1	6.70999058991268
PDZD3	3.59055107364036
TBC1D17	4.73879395216156
COX8A	9.22136704043407
CDCA4	6.30205986088309
C2orf44	4.35592408028218
C9orf16	7.82029000109955
ERBB2IP	8.94961621785392
EMX2	10.1439665487818
FUS	7.64883404335359
NIPSNAP3B	3.75964156719114
TF	3.83022001563936
CXorf56	5.27477582174928
CLCN4	4.04128649836746
PWP2	5.43388363894149
MMP15	5.00773461504394
MTMR14	6.45103209725236
NPR1	5.79399228682529
DNAL4	6.15228391378132
ELAC2	4.98605893225936
ASS1	10.2446733377971
IPP	5.49026282531401
TMEM59	9.15209958968325
POLR2J	8.78090936139141
SEC23IP	6.39791939105064
RGS4	5.57790383254372
UQCRC1	9.14707477764655
SNX6	7.68839972826091
DDX18	7.06106327592983
POLG	3.94661031824199
ADAM23	4.02929447359127
ZNHIT2	4.6393186256952
TFR2	3.24180586516386
NCDN	4.43969559353427
RAG1	3.21492248347334
POMT1	5.16143762101911
CYP1A1	3.46025089893221
SNAPC1	5.95351185682226
GNA11	4.95519546091484
CCDC52	2.84360261881026
CAPN1	6.58349807071242
DDHD2	6.376744623734
UPF3A	7.44025417110362
LAGE3	5.33589937612804
GNRHR	3.03938563941590
UNC13B	5.09511834248183
TTLL4	5.38587266712084
PPBP	3.64182332666583
HTR3A	3.42382325605444
SDC2	8.46865126082736
ANKRD49	6.66431565703121
BTF3	11.1108995103302
COX7A2	10.3956350651916
SARS	9.51252383456819
C13orf18	3.90610724277604
CACNB1	3.95193368640062
QKI	5.68363375221846
SETMAR	5.99512828643046
LAMB4	3.52314626645100
MAN2B1	6.44353230753014
EML3	4.85117294683238
ACADL	3.11486117635065
OFD1	7.41727154311477
CGA	3.45564240312354
EIF3EIP	11.1199758242998
PEX16	5.40536911570573
GNG12	7.68752754248751
HABP4	4.81580757894472
CNTN2	3.47744244375045
ASNSD1	7.16665883436814
FUT4	3.68764212034623
DBH	3.44224179415811
CD53	6.50262885642821
HIST1H2BJ	3.24934511240876
TFAP2B	3.16963206614086
ACF	3.55816540090919
TMEM11	5.93757452340279
CDH8	3.40679006072213
C3orf32	3.42650023172753
AGPS	4.53844958007671
C4orf18	3.19051390794748
PCCB	7.4795084268261
IPO13	5.54613896580814
PECI	7.47113835036266
UNG	8.4285701350124
C6orf105	3.83713733945794
GSTP1	9.58446515583416
SUV420H1	7.1316696939904
ARHGAP15	3.39279548808985
LTBR	7.77008554672548
TDRKH	3.22454448046141
PSG4	3.68145622717731
SLC9A3R1	6.63541025432177
NBPF3	8.95706527763948
SLC9A3	3.52080341064266
OSBP	6.02133211638451
PRR5	4.58914364036206
CHMP7	6.88393671149789
ADRA1A	3.14864275239768
ASAH1	7.37228694147496
FKBP4	9.09765201401052
ZNF350	4.41383139688205
DOM3Z	5.66688158400244
GIPR	3.68608060132315
AHI1	5.22703858584921
BST1	3.45236341880316
NCR2	3.61180886028719
NADSYN1	4.01275000981982
UBE2W	6.40120687037177
RGS14	4.08747061079859
KRT15	4.17440472262894
SCN11A	3.61073143809666
GFI1	3.59769023569713
FHL1	5.62524887681926
SMC6	6.14831334125457
GATA1	3.52768901479541
OSGEP	4.41024119437518
ARMC6	5.49168370258348
HK3	3.47053302235738
PSMD5	5.94727985813039
RSU1	6.97801457733565
RPL4	12.1145384159378
MAD2L1	7.81318601154958
RBPMS	6.35759482346802
EIF4A3	8.9995110564704
E4F1	5.2442600236217
DLEC1	3.35521168028937
PRPF3	5.89135179774124
EMR1	3.23202458811395
CHMP2B	8.00842759618535
CAMSAP1	4.64082060030593
RPS21	9.74768296132282
XCR1	3.08455538959471
ARID5A	4.5332971717466
RBM6	6.04234872404885
UBE2N	8.2546148964636
KLF4	5.51116075372619
MGC4172	5.05027547052503
LMO4	7.03353642685745
