Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_D10_547292
Composite Element REF	Signal
AACS	6.70480179382833
FSTL1	9.24667711044379
ELMO2	6.06815323003068
CREB3L1	4.8488114539275
RPS11	10.0202532800279
PNMA1	8.7459190318552
MMP2	9.3115644336716
SAMD4A	3.93153159979008
SMARCD3	7.0520756209302
A4GNT	3.54577332288325
C9orf39	3.18426064172017
PKNOX2	4.18333840149337
RALYL	3.21968346234177
ZHX3	4.35774729657573
ERCC5	5.92495572194985
RXFP3	2.89500144642814
APBB2	4.28221050297898
BBOX1	4.26357109251404
PRO0478	2.95305549242470
GCSH	8.23989230772532
XDH	3.39990463908500
EDN1	5.93924479925348
MTERF	6.92894236904365
PDCL3	7.68144936397375
CLK4	5.95121667077176
KCNG1	3.86512959422105
CXCR4	9.04700489130891
DECR1	8.14703424011237
SALL1	3.14100883366300
PTPRR	4.69283947949995
CADM4	3.31340163958725
IRAK1	9.0243238500646
CFHR5	3.16170685674887
HNRPD	8.49063950449863
TMSB10	12.2755900105853
CXCL3	4.74613232252933
LMAN1	3.99422445624524
SUHW1	3.33450939829774
CHD8	5.45861400036155
SUMO1	8.35065543547243
GP1BA	3.19035701313584
OR7A10	3.69082913855638
DDB1	7.51981343189237
CHRNA10	3.58604020000866
STYK1	3.41338323899749
MYO9B	5.01829799564662
CCNI	10.1820792301983
MMP7	10.5832871051940
EP300	6.42595230438594
CRNKL1	6.68386159102824
C9orf45	3.19276672904097
XAB2	4.20001943192803
RTN1	5.63746167563384
HIC2	4.18948451146325
TBX10	3.45528105961859
CENPQ	5.15218022470108
UTY	3.14530031110824
OR2W1	2.65232015656543
ATP5G2	10.3701282415747
ZEB1	4.24498190334934
ZG16	3.4173793341447
ERG	4.08997039350289
PARN	7.00813108478136
SOD2	6.11507461601128
JOSD3	7.87102639234554
ADAM5P	3.16463215013577
CHD9	6.32858782819092
hCG_40738	3.87282224178858
STK16	5.69578965313513
PDE1C	3.5789275219446
SEMA4D	6.05061508986025
AGPAT1	6.93645813362526
TOB2	6.02204722291683
BANK1	4.55136350899387
MAP3K3	6.08674251951362
MAX	5.66264154045741
GRM2	3.65289124221603
OSBPL8	7.17126874473136
PROSC	6.44148808131434
NR4A2	4.91215438208323
RICS	5.23308261611843
PIR	5.66913160405492
PPCS	9.05101489123533
IPO9	6.13061282235872
LONP1	7.06130443899104
EVC	5.14352755176253
CXCL13	5.37684965789827
SCYL3	5.31223084008333
KIAA1199	7.2216291570149
SORL1	7.70541080890785
NAT10	7.52941208509265
CHD1	6.40015292892867
SYN3	3.52401938729246
DMC1	4.00780936767328
SLC22A2	3.68092326659924
SERPINF1	9.26709555818766
C20orf27	6.13168523506219
OR7A17	3.27354563759202
RPS6KA5	4.72472200622885
LHB	3.25207938602424
TAOK3	5.60958873936673
STK25	6.4096259464628
SLC12A4	3.59587982345067
BRCA1	4.28696012231534
GBL	5.871973368345
C14orf108	7.60888376280707
CDC25B	7.37044476928393
BMP3	3.16092361183167
MAP1LC3C	3.34964082958162
TMEM180	3.65417787252867
CRYGC	3.50804124602200
SLK	6.77007384835045
POU3F1	3.14346309201745
C20orf32	3.80684291256803
USP52	5.58108424331964
HIGD1B	4.08754830397981
BAZ1B	6.8783132762765
USP6NL	5.99619365062041
SLCO2B1	5.81888716894662
ABCD4	4.68067736693539
DIMT1L	6.69228771852604
SLC25A46	7.27974205559063
LARP7	7.37095593662106
TEK	3.67273026533528
CD160	3.595626958258
TERF2IP	7.51389947990203
PHF20	5.99859240947779
COL1A1	9.8312694501667
KIAA0090	6.13120149958619
GTPBP1	4.35664405326571
GRK5	4.27473957120672
AP1S2	6.93543440655736
RAB33B	4.99806019403163
CA11	4.81381915225704
ALDOC	4.71408250166213
NUDT1	5.11089616591371
ZNF212	6.20784352825857
ACBD3	7.36397577291457
ZNF83	6.95699794850858
PRDM2	4.98629881339781
GDPD5	5.83372108457197
PDCD4	6.20769416598479
CEP350	6.11650578318792
FOXP3	3.35873596738064
SMYD3	7.27901624599809
CST7	5.77465487034993
SELL	5.98710038510797
CIAO1	6.55489127525417
LGI2	3.85978850309087
WDR45	7.67986910033685
ANKRD6	7.39328806109399
LTBP4	4.05942236315473
PSCD3	3.24342810036553
PYY	3.03535773992919
KCNC1	3.15247687943798
SIRT6	4.04245643997109
CCL19	4.70668402535458
ARHGEF9	4.17838964302059
ABR	5.00592876981699
C10orf22	7.05724099388727
STK17A	5.19734884473751
FOXE1	3.18189003226379
GML	3.25201338854989
CNGA3	2.79004308072764
CD38	4.49077609832336
ZDHHC6	7.85346699888144
NEFH	3.66492757428285
PGBD5	3.97766301721952
CTDSP2	7.2584002651011
RMND5B	6.19467330482694
ZNF257	3.9861148473166
DUSP4	4.72284983868837
FLJ22167	5.4550509867838
EXOSC7	6.67815017659332
ROR2	4.28972483104042
FOXM1	5.78444784110866
ZBTB48	5.30443335090738
BUD31	8.79674318483185
MAOA	3.76397790880093
CCDC41	4.17760871481846
TNNT3	3.48666270551019
FBXO11	6.85503564025049
GYPC	7.11994480520951
PLIN	3.60135844568157
RFXAP	3.23944659157581
C6orf15	4.99030594832954
RNF4	8.65980409585385
F8A1	8.23922091347544
PPP1R3D	4.85308611609085
GRB2	7.69384476997117
TPM3	3.18069651292994
SYT13	3.67360648031663
EPB42	3.42516851285794
RP5-1077B9.4	6.05562187121639
EIF1	10.5317694458239
CETN3	6.79620035741644
FPGT	5.35342523591466
PRY	3.44179262719158
NTHL1	4.84163277477112
POLR2B	8.75235328539904
RPS28	11.6976696744695
GDF10	2.94300328950713
COQ9	7.62297721878156
P2RX3	2.93266838530943
GCC2	7.11504190335039
RARRES3	8.0189981433406
PLXNA1	6.11213593525393
WBP4	4.65009613010122
KIAA0100	6.22057922404166
PMF1	6.79695424023468
HS2ST1	5.76736180500732
CRELD2	6.92301921423342
C8G	2.94236022166090
CD82	5.886362869203
PMM1	6.16172007891122
CBLL1	5.97203224723646
LIM2	3.28074995952676
VAX2	3.61541815449469
SETDB1	5.23124520886255
LRAP	5.09652648707955
GCLM	7.10795006994795
CPEB3	4.33964398268491
PPM1A	5.65653255492214
INTS1	3.71395972954069
MMP16	3.20637708355745
CAMTA1	3.65231588898264
SAMSN1	7.58375249678532
DRD3	2.80548834210481
GMPPA	5.68687834529722
C11orf73	7.01388471938593
AIPL1	3.59340183754939
PTP4A2	9.52502919379276
IL24	3.39543542144895
BDKRB1	3.32680854066135
HPCA	3.45781920922048
MLF1	5.60841840004547
SEC14L1	7.12931069114496
CHFR	5.65043451623774
EMILIN1	4.5222981227773
THADA	6.41459298463978
TAF12	6.58812420242186
NDUFS4	8.77897785874509
ID1	6.05461392243608
PIK3CB	3.62339850107260
COL18A1	8.29611901085812
PDZD3	3.23800683277687
TBC1D17	5.84714922260947
COX8A	9.99598438314155
CDCA4	7.07465450903776
C2orf44	4.49904197776516
C9orf16	7.87524436372395
ERBB2IP	7.83598281886333
EMX2	8.69862646407742
FUS	6.38624313284149
NIPSNAP3B	3.60604311896051
TF	3.23240379914636
CXorf56	5.34803272937417
CLCN4	3.51859589169995
PWP2	6.86129812813079
MMP15	4.65441347007962
MTMR14	7.12602145083982
NPR1	6.79915323915744
DNAL4	5.69746998943624
ELAC2	4.86618366900056
ASS1	10.7823475937895
IPP	5.37653943405703
TMEM59	9.75301154473557
POLR2J	9.16066623083126
SEC23IP	5.96713151510444
RGS4	5.14039247067999
UQCRC1	9.4092685602332
SNX6	7.41205602509443
DDX18	7.35609285409062
POLG	5.19362446610184
ADAM23	3.86866790851623
ZNHIT2	4.35359255249747
TFR2	3.43676439965198
NCDN	4.56794749030603
RAG1	3.31085071885826
POMT1	4.73679384206796
CYP1A1	3.14894913189269
SNAPC1	5.57344910766107
GNA11	4.79973240119649
CCDC52	2.90720407445563
CAPN1	7.29264151688476
DDHD2	7.02410585424834
UPF3A	6.19956826232944
LAGE3	6.31386438056716
GNRHR	3.04758175935698
UNC13B	5.13686238633492
TTLL4	4.81025409147933
PPBP	3.64775451159517
HTR3A	4.79280071792441
SDC2	7.22267817906209
ANKRD49	7.01870702231713
BTF3	10.2198063358219
COX7A2	10.7209674130054
SARS	8.80317224142612
C13orf18	5.27189525963129
CACNB1	3.76806809137924
QKI	6.30915684978067
SETMAR	6.49864143748016
LAMB4	3.38190423556283
MAN2B1	7.6318441438228
EML3	5.04446632941827
ACADL	3.202661771685
OFD1	7.44648223210203
CGA	3.36628392310335
EIF3EIP	10.3585890982321
PEX16	5.47552403752212
GNG12	7.74032109484607
HABP4	5.27400839524105
CNTN2	3.51904577884647
ASNSD1	7.63091286616424
FUT4	4.73563276668223
DBH	3.48035115273167
CD53	9.22111446663576
HIST1H2BJ	3.37718391498731
TFAP2B	3.16006467561882
ACF	3.55565600809637
TMEM11	6.52523606546876
CDH8	3.20021839286795
C3orf32	3.67445285326821
AGPS	5.50334741996977
C4orf18	3.81275939009274
PCCB	7.15014300315772
IPO13	5.47246823658038
PECI	8.06798310319084
UNG	7.31712923616202
C6orf105	3.70757662025266
GSTP1	8.655729857005
SUV420H1	7.20527198227454
ARHGAP15	5.54423717593788
LTBR	7.05890601671731
TDRKH	3.22666707440148
PSG4	3.11445723795446
SLC9A3R1	6.31485509358823
NBPF3	8.96582593413134
SLC9A3	3.48227755944946
OSBP	6.79525125560159
PRR5	5.27256187344927
CHMP7	5.86654554643438
ADRA1A	2.95057236001239
ASAH1	7.37665256354393
FKBP4	7.02613824494075
