Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_A03_443070
Composite Element REF	Signal
AACS	7.55305151792014
FSTL1	7.62328116180643
ELMO2	4.98113321201069
CREB3L1	4.17536863228151
RPS11	10.2620450804635
PNMA1	7.56665426796967
MMP2	6.75437467341796
SAMD4A	3.51135791984823
SMARCD3	5.47540207317031
A4GNT	3.63923128428792
C9orf39	3.44333855113834
PKNOX2	4.07044593364197
RALYL	3.19171785804952
ZHX3	4.29248284751763
ERCC5	6.49244050004065
RXFP3	2.79028773694437
APBB2	3.72253489927288
BBOX1	4.06425463813381
PRO0478	3.06486871671205
GCSH	7.66440051637708
XDH	4.10099912254551
EDN1	7.11099665428344
MTERF	6.37156955042175
PDCL3	7.15657566866818
CLK4	6.48045864688383
KCNG1	4.74009283693859
CXCR4	7.855934160096
DECR1	8.6482979995598
SALL1	3.11126384604045
PTPRR	3.33749246741286
CADM4	3.47611651879838
IRAK1	9.6352183721894
CFHR5	3.15655020983813
HNRPD	8.31903464849136
TMSB10	11.1593167292590
CXCL3	4.55129133285202
LMAN1	4.02784982238424
SUHW1	3.62788873300876
CHD8	5.95662953165731
SUMO1	7.80843044452325
GP1BA	3.24768099598593
OR7A10	3.93156505275073
DDB1	7.55113652338778
CHRNA10	3.67199967944916
STYK1	3.62181009461478
MYO9B	4.29940549991932
CCNI	10.3744035438921
MMP7	4.13442005293918
EP300	6.104067445853
CRNKL1	6.77199776223897
C9orf45	3.1139328865482
XAB2	4.2638558763588
RTN1	4.10121895167496
HIC2	4.37357477179508
TBX10	3.47750717018529
CENPQ	4.62324844801673
UTY	3.09993044583851
OR2W1	3.01215170855397
ATP5G2	10.6057177784725
ZEB1	3.560364440405
ZG16	3.60699306839277
ERG	3.68148485925247
PARN	7.0214859763823
SOD2	6.55307250004251
JOSD3	8.43187693740175
ADAM5P	3.18236358683069
CHD9	5.73497975464805
hCG_40738	3.71709966181127
STK16	4.80704512347437
PDE1C	3.76311143935232
SEMA4D	5.61111375050183
AGPAT1	6.55873377713618
TOB2	6.88698823166601
BANK1	4.31405682272138
MAP3K3	5.37409544755915
MAX	4.81266872412192
GRM2	3.91397600566222
OSBPL8	6.73441555644558
PROSC	5.94037964817481
NR4A2	6.07430743465068
RICS	4.87938871133909
PIR	6.49823396746994
PPCS	8.9551093269681
IPO9	6.05814783454857
LONP1	7.47908761951686
EVC	4.1677516447525
CXCL13	3.86028841335072
SCYL3	5.50959296395122
KIAA1199	5.76442021235265
SORL1	7.65581216636781
NAT10	7.26077226526601
CHD1	6.9238198208529
SYN3	3.43631187156724
DMC1	3.84015391287539
SLC22A2	3.59329024058666
SERPINF1	4.88466112165796
C20orf27	5.4694881783396
OR7A17	3.28713166246827
RPS6KA5	5.15534974040933
LHB	3.33095776026837
TAOK3	4.81141350192111
STK25	5.85031734030259
SLC12A4	3.71644479911433
BRCA1	4.24895860631790
GBL	5.38098877080634
C14orf108	7.84729864091259
CDC25B	6.37053829066249
BMP3	3.29925106691344
MAP1LC3C	3.4877005860417
TMEM180	3.6814960116673
CRYGC	5.39844362107525
SLK	5.9036787899502
POU3F1	3.28854943517032
C20orf32	3.80713329310488
USP52	5.48321832996466
HIGD1B	4.05322905896113
BAZ1B	7.17968772068573
USP6NL	6.31592954459337
SLCO2B1	4.05844200567118
ABCD4	4.65493577808316
DIMT1L	5.68341380224301
SLC25A46	6.46902356021582
LARP7	7.84663163575081
TEK	3.46559542409649
CD160	3.76704066978233
TERF2IP	6.74959848673553
PHF20	7.24532029165819
COL1A1	6.60479062469214
KIAA0090	5.63305852002522
GTPBP1	4.55150468212996
GRK5	3.80293666107693
AP1S2	4.70149239699878
RAB33B	4.85244397577592
CA11	4.67379159945256
ALDOC	5.91644269397959
NUDT1	4.94325517728758
ZNF212	5.71630914321542
ACBD3	7.35389402334078
ZNF83	6.51405592828673
PRDM2	4.93462843421611
GDPD5	4.72186936104029
PDCD4	6.1999499612997
CEP350	6.00359717240412
FOXP3	3.27520478841201
SMYD3	6.40186320790623
CST7	3.6787933209189
SELL	3.80744140217003
CIAO1	6.95180628053821
LGI2	3.74934846841012
WDR45	6.24778514099076
ANKRD6	7.65562658158651
LTBP4	4.42940546442687
PSCD3	3.30810456781094
PYY	3.21138927875259
KCNC1	3.00130699188905
SIRT6	3.87058587526057
CCL19	3.76242725686449
ARHGEF9	4.2392468485838
ABR	4.70967619559866
C10orf22	6.20407332308781
STK17A	4.83023829759132
FOXE1	3.18401117569134
GML	3.20856733647411
CNGA3	2.98049698483026
CD38	3.49679186325736
ZDHHC6	6.51073314611058
NEFH	3.98897369701099
PGBD5	3.46479437711709
CTDSP2	7.45386893301263
RMND5B	6.26649032489294
ZNF257	3.66979661833647
DUSP4	3.43094225918076
FLJ22167	6.25003379451804
EXOSC7	6.56263232990433
ROR2	3.52137135842941
FOXM1	4.83187518899274
