Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_C12_543658
Composite Element REF	Signal
AACS	6.62511886462411
FSTL1	7.36392405562422
ELMO2	5.31473632137428
CREB3L1	4.04380729945655
RPS11	9.88079186523202
PNMA1	6.64499792281754
MMP2	7.48180435781775
SAMD4A	3.53996847790768
SMARCD3	7.97334843143413
A4GNT	3.58188302008293
C9orf39	3.12009736206418
PKNOX2	3.98274122076721
RALYL	3.30797009591777
ZHX3	4.18407596834569
ERCC5	6.22369477389131
RXFP3	3.05183523287622
APBB2	3.48247477331916
BBOX1	3.75554185601741
PRO0478	3.18734739101685
GCSH	7.6962484778286
XDH	3.72474084260334
EDN1	3.71371960697878
MTERF	6.7566781693731
PDCL3	7.63602525664913
CLK4	6.82801897571536
KCNG1	3.86701785048042
CXCR4	8.72191920364186
DECR1	8.28674175616439
SALL1	3.10741073595129
PTPRR	3.61183013043083
CADM4	3.23140343303563
IRAK1	8.23850838988696
CFHR5	3.24436891661050
HNRPD	8.33738371161189
TMSB10	11.9325098010729
CXCL3	4.79199271344371
LMAN1	4.0051621000616
SUHW1	3.69893416401984
CHD8	5.2820741613849
SUMO1	8.52357511640853
GP1BA	3.31754703647437
OR7A10	3.74296479150499
DDB1	7.67502343280487
CHRNA10	3.41970717395558
STYK1	3.58943845001485
MYO9B	4.96902266070296
CCNI	10.2768322231578
MMP7	5.85665339005443
EP300	5.38552712045406
CRNKL1	7.01236674364152
C9orf45	3.12908393574826
XAB2	3.90925944207664
RTN1	3.61143427430826
HIC2	3.57270936152634
TBX10	3.41575723909157
CENPQ	5.38420195531557
UTY	3.11656669969017
OR2W1	2.87311607460585
ATP5G2	10.9222314132110
ZEB1	3.28129206982225
ZG16	3.39556224483984
ERG	3.71551264025046
PARN	6.93804658221781
SOD2	7.97567928056715
JOSD3	7.8634357804192
ADAM5P	3.12447790676059
CHD9	5.51958718587401
hCG_40738	3.71517891438121
STK16	5.35410959019678
PDE1C	3.48423299488103
SEMA4D	5.94030418664473
AGPAT1	6.41875647014319
TOB2	5.71256856101691
BANK1	3.51251009077818
MAP3K3	5.8646576159877
MAX	5.09421109146542
GRM2	3.78991994129383
OSBPL8	7.24301297602373
PROSC	6.39291874534323
NR4A2	4.28219508740747
RICS	4.55639764808425
PIR	4.30388036405563
PPCS	8.9092969867628
IPO9	6.02747206587448
LONP1	6.56270009845774
EVC	4.12970829192246
CXCL13	4.75460802239625
SCYL3	5.52507472961936
KIAA1199	4.8180977442558
SORL1	7.99434609891376
NAT10	7.45074371504162
CHD1	6.5194130986399
SYN3	3.59496909630982
DMC1	3.84724415234521
SLC22A2	3.63768653276065
SERPINF1	7.62139337900146
C20orf27	5.90979394970721
OR7A17	3.16301311282632
RPS6KA5	4.47454147381649
LHB	3.48440105288511
TAOK3	4.21837595448638
STK25	6.18283031949199
SLC12A4	3.5300425205965
BRCA1	4.43934101404381
GBL	6.27122277986326
C14orf108	7.30030256147298
CDC25B	7.00135510262328
BMP3	3.24553674889742
MAP1LC3C	3.25809110502871
TMEM180	3.2400134721006
CRYGC	3.63434012765650
SLK	5.34991020145899
POU3F1	3.28810526320352
C20orf32	3.83304806058086
USP52	6.02651736391785
HIGD1B	3.88668995558433
BAZ1B	6.41178366157025
USP6NL	5.15658693212843
SLCO2B1	4.23410126663793
ABCD4	4.32307167012455
DIMT1L	6.57607001883145
SLC25A46	8.16096160740821
LARP7	6.62756138056217
TEK	3.60627439493146
CD160	3.879857858226
TERF2IP	7.28710798352912
PHF20	6.24179553865021
COL1A1	7.58339867513307
KIAA0090	6.45345213421149
GTPBP1	4.45235084948925
GRK5	3.52087784742410
AP1S2	6.91516601073856
RAB33B	4.55891894444915
CA11	4.39480519228367
ALDOC	5.05545870048456
NUDT1	6.43792030048227
ZNF212	5.5697147132636
ACBD3	6.5281991636076
ZNF83	6.14969797523075
PRDM2	4.50615961427815
GDPD5	4.12020686388556
PDCD4	5.61452630940365
CEP350	5.53669317408946
FOXP3	3.31520209025537
SMYD3	6.09012405258701
CST7	4.49023686914518
SELL	4.24284192225298
CIAO1	6.48236853723715
LGI2	3.85940170232786
WDR45	7.20032227879765
ANKRD6	7.33222849438151
LTBP4	3.42958475639516
PSCD3	3.15966319148688
PYY	3.13422794754694
KCNC1	3.25746309044644
SIRT6	3.98681047862705
CCL19	3.86432946330021
ARHGEF9	3.76908146071748
ABR	4.19081664711124
C10orf22	6.4538002492403
STK17A	5.36949737396679
FOXE1	3.29278781423593
GML	3.23485440648526
CNGA3	2.93168902933095
CD38	3.35493899339763
ZDHHC6	7.41916437720568
NEFH	3.30437388365209
PGBD5	4.12000320284069
CTDSP2	7.82784952578137
RMND5B	5.46442410076872
ZNF257	6.15448871441643
DUSP4	6.11800145943466
FLJ22167	4.84284204456536
EXOSC7	6.77371210534053
ROR2	4.08274158582868
FOXM1	5.46609202425279
ZBTB48	4.97354848373603
BUD31	7.89174783189828
MAOA	3.98919784589527
CCDC41	5.29404785625162
TNNT3	3.83003331366047
FBXO11	6.52518228885695
GYPC	5.12874294931317
PLIN	3.47891647337412
RFXAP	3.79380817790683
C6orf15	3.84920835951544
RNF4	9.7510099089967
F8A1	7.5520666559858
PPP1R3D	4.05837396018839
GRB2	7.32745122294944
TPM3	3.28122357417729
SYT13	3.81387491795278
EPB42	3.66503170456704
RP5-1077B9.4	6.25594125842313
EIF1	10.8321787358534
CETN3	7.94330043371233
FPGT	5.45438125849257
PRY	3.43279355551008
NTHL1	7.59597187722589
POLR2B	8.94160834485062
RPS28	12.5249034548605
GDF10	3.07008260927461
COQ9	7.31061014693708
P2RX3	2.92282200947485
GCC2	6.66780162947823
RARRES3	7.33484556415379
PLXNA1	5.69682132611399
WBP4	5.55023855914601
KIAA0100	6.41891805166683
PMF1	7.67874379233986
HS2ST1	5.82321503078808
CRELD2	6.40945581058161
C8G	3.03019647811993
CD82	5.56361687341652
PMM1	5.25761328646396
CBLL1	4.14373523579615
LIM2	3.42074603245081
VAX2	3.69695362831149
SETDB1	6.23018949749008
LRAP	6.48196100067956
GCLM	6.88524197089022
CPEB3	3.3290728322805
PPM1A	5.35716013297624
INTS1	4.31897205763212
MMP16	3.17843052483213
CAMTA1	5.22983976843294
SAMSN1	5.63502712900036
DRD3	2.84358469710833
GMPPA	4.88380185185553
C11orf73	7.64789018325893
AIPL1	3.65216410802255
PTP4A2	9.6603178182363
IL24	3.39306923328011
BDKRB1	3.12622599745944
HPCA	3.6587985427131
MLF1	6.35450699920195
SEC14L1	6.3145703833988
CHFR	5.91515570516393
EMILIN1	3.53932946698070
THADA	6.12875238729157
TAF12	5.85359387401849
NDUFS4	8.7679210442291
ID1	3.97448014823924
PIK3CB	4.53579803502344
COL18A1	6.12961114218089
PDZD3	3.25350272351798
TBC1D17	4.75998375083537
COX8A	10.1038307661513
CDCA4	6.03287725908129
C2orf44	5.86230269038306
C9orf16	9.00790840466541
ERBB2IP	8.23440362233767
EMX2	4.59504572380418
FUS	5.82776009392177
NIPSNAP3B	3.86775174629143
TF	3.23121400149075
CXorf56	5.81854521921186
CLCN4	3.79389854895948
PWP2	5.05709106571874
MMP15	3.93452468654228
MTMR14	6.83977228526393
NPR1	5.98162014884352
DNAL4	4.9967974848367
ELAC2	4.43653745441829
ASS1	10.9404698921141
IPP	5.74366832990216
TMEM59	10.9496439113569
POLR2J	8.87762629544737
SEC23IP	4.6071981121256
RGS4	4.69949546257363
UQCRC1	9.46862826856319
SNX6	7.57456361715823
DDX18	7.57168842316479
POLG	4.70527105249678
ADAM23	3.99455059778587
ZNHIT2	4.68801654388405
TFR2	3.41800583078100
NCDN	4.44395451020431
RAG1	3.3950123782931
POMT1	4.33676845404317
CYP1A1	4.28261322945265
SNAPC1	5.1103346718124
GNA11	5.10899719701104
CCDC52	2.9459631430671
CAPN1	7.05247037430736
DDHD2	5.44385993945142
UPF3A	6.65534674010102
LAGE3	5.73555385481024
GNRHR	3.23281671832822
UNC13B	4.67352916960429
TTLL4	5.21790180285302
PPBP	2.85112127389926
HTR3A	6.24853421306335
SDC2	5.14479296398232
ANKRD49	7.73892514017517
BTF3	11.1711329603532
COX7A2	11.2709233400328
SARS	8.47246736890815
C13orf18	3.66395706576296
CACNB1	4.04855089753892
QKI	5.90684023820949
SETMAR	4.89437094389532
LAMB4	3.57909676152919
MAN2B1	6.6319138433371
EML3	5.21901589336868
ACADL	3.15794654165512
OFD1	8.01580193255962
CGA	3.83785608855363
EIF3EIP	10.3937330788263
PEX16	5.51687619355011
GNG12	6.9602550241245
HABP4	4.98326963413739
CNTN2	3.53286062291799
ASNSD1	7.54072791869675
FUT4	3.73861441238834
DBH	3.39321695551659
CD53	7.7893378209795
HIST1H2BJ	3.18190413200395
TFAP2B	3.30579179542079
ACF	3.65630243200921
TMEM11	5.98395376935966
CDH8	3.55180470250961
C3orf32	3.2997525993882
AGPS	4.15073585042362
C4orf18	3.21665543237555
PCCB	7.86096352887297
IPO13	5.05714726994492
