Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C04_458686
Composite Element REF	Signal
AACS	5.85527531927779
FSTL1	6.60887169640046
ELMO2	5.03054085665175
CREB3L1	3.74208159539703
RPS11	9.97955690128285
PNMA1	8.45478248026802
MMP2	4.74597851030993
SAMD4A	3.55943369210933
SMARCD3	6.13104037542702
A4GNT	3.48220381275660
C9orf39	3.41294811765509
PKNOX2	3.68031906373955
RALYL	3.28807005031747
ZHX3	4.16491352312409
ERCC5	6.85940757951815
RXFP3	3.03974606849953
APBB2	3.93760729778510
BBOX1	6.54433682991446
PRO0478	2.81734253499946
GCSH	8.213391278953
XDH	3.70341264071602
EDN1	3.4266967744233
MTERF	6.59766159610682
PDCL3	7.70438272909039
CLK4	7.11658272157213
KCNG1	3.76477584027032
CXCR4	7.44377522509098
DECR1	8.79461318358041
SALL1	3.12865501584705
PTPRR	3.21189438266099
CADM4	3.38373882864857
IRAK1	8.52168166379026
CFHR5	3.18189427736134
HNRPD	7.64168421714385
TMSB10	10.9727466183027
CXCL3	3.56283632457799
LMAN1	3.71726568473900
SUHW1	3.72014831834272
CHD8	6.59828312932385
SUMO1	8.44535628750089
GP1BA	3.04098864076102
OR7A10	3.59113537718253
DDB1	7.99473677100126
CHRNA10	3.58892297952946
STYK1	4.04405470033678
MYO9B	4.11857280963321
CCNI	9.76714940701942
MMP7	10.5486711840832
EP300	6.01501104829146
CRNKL1	5.39434964468142
C9orf45	2.91927625489237
XAB2	3.95608036454715
RTN1	4.14845920379496
HIC2	3.59873326122195
TBX10	3.44462163945574
CENPQ	4.70420539987971
UTY	3.18755611102428
OR2W1	3.10631660469303
ATP5G2	10.4584385305166
ZEB1	3.32573365648747
ZG16	3.36776746186026
ERG	3.59712518064895
PARN	7.53496608250463
SOD2	6.07297144004379
JOSD3	9.40888155096272
ADAM5P	3.21051469377314
CHD9	6.38394826888222
hCG_40738	3.42826086765224
STK16	6.48480052698291
PDE1C	3.53284849797782
SEMA4D	6.08325271977796
AGPAT1	6.38189235698888
TOB2	5.89667829985875
BANK1	5.10492470462201
MAP3K3	5.3704877393188
MAX	4.74450508146583
GRM2	3.76610545400141
OSBPL8	6.4269981902332
PROSC	6.2003282662313
NR4A2	6.19987764241523
RICS	4.15187189911394
PIR	6.25068326430931
PPCS	8.5793039666386
IPO9	6.11568776173835
LONP1	6.76935098715406
EVC	4.01786150472721
CXCL13	3.73088376590363
SCYL3	5.77156795127472
KIAA1199	7.62795339330592
SORL1	10.1133112038119
NAT10	7.58643117267809
CHD1	5.7774276019257
SYN3	3.29720862102681
DMC1	3.82397008752699
SLC22A2	3.43230562317234
SERPINF1	4.7705779017851
C20orf27	7.03953942681204
OR7A17	3.30983685599003
RPS6KA5	4.22723855695142
LHB	3.22631134483935
TAOK3	4.81213254265252
STK25	6.93990243543438
SLC12A4	3.69149732714946
BRCA1	3.60017777752273
GBL	5.48594474593867
C14orf108	7.30996213645162
CDC25B	8.04880895845612
BMP3	3.40124072964156
MAP1LC3C	3.714444781021
TMEM180	3.77236773829587
CRYGC	3.6667592786034
SLK	5.32688217301248
POU3F1	3.25200761182201
C20orf32	3.78600294458326
USP52	4.96632299333388
HIGD1B	3.70797917648767
BAZ1B	6.86136998015837
USP6NL	4.91863780584002
SLCO2B1	3.67850009986031
ABCD4	4.66098494889238
DIMT1L	5.66541139102573
SLC25A46	6.64333447895418
LARP7	7.52286907349078
TEK	3.32379338184888
CD160	3.95028703469547
TERF2IP	7.79723484066659
PHF20	6.30954338242051
COL1A1	5.26563178472808
KIAA0090	5.57479930180148
GTPBP1	4.08670106052113
GRK5	3.73547617817639
AP1S2	4.46011725995834
RAB33B	4.43367992380783
CA11	4.02499521903079
ALDOC	6.11369686622534
NUDT1	6.50727819159676
ZNF212	5.60713104706322
ACBD3	7.60735029534938
ZNF83	6.03286616393065
PRDM2	4.60013954360683
GDPD5	4.92745707669582
PDCD4	6.40324183302865
CEP350	6.49865409679038
FOXP3	3.43685346526585
SMYD3	6.84482948636229
CST7	3.99313897381549
SELL	3.84947983847724
CIAO1	6.72866571921404
LGI2	3.73367346373704
WDR45	6.79735963341261
ANKRD6	7.69954438974785
LTBP4	3.81851606149249
PSCD3	3.61059357808079
PYY	3.29381091933884
KCNC1	2.90574469032679
SIRT6	4.18063930720038
CCL19	3.66771361378574
ARHGEF9	4.5759824549027
ABR	4.28406157789359
C10orf22	6.08095980725444
STK17A	4.48444924147364
FOXE1	3.20864279289756
GML	3.26377938561653
CNGA3	2.78645420250233
CD38	3.54189031137691
ZDHHC6	8.28185491292416
NEFH	8.48088977573462
PGBD5	3.60316981223599
CTDSP2	6.31259647080786
RMND5B	7.16881364200446
ZNF257	3.99522517807951
DUSP4	4.05313242179289
FLJ22167	6.65369333420096
EXOSC7	6.78539100288069
ROR2	3.42636048586845
FOXM1	5.46165217485663
ZBTB48	4.34370473376863
BUD31	8.36770694999195
MAOA	3.70464899862618
CCDC41	4.88728672502902
TNNT3	3.63403872748069
FBXO11	6.04107038221982
GYPC	7.38334886456948
PLIN	3.46114979621643
RFXAP	3.45001432390750
C6orf15	3.61055911101836
RNF4	7.79852598784845
F8A1	8.41933723017307
PPP1R3D	5.01744493188368
GRB2	7.93813149690919
TPM3	3.1079559745314
SYT13	4.37076987298905
