Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_A05_458808
Composite Element REF	Signal
AACS	6.32447655178478
FSTL1	7.83393239546879
ELMO2	5.08623877683629
CREB3L1	4.02200182986419
RPS11	9.94958362610517
PNMA1	8.82829447102876
MMP2	7.94377312644211
SAMD4A	3.92617218741300
SMARCD3	8.22271708804674
A4GNT	3.79781724638712
C9orf39	3.67920635098199
PKNOX2	4.63255108258422
RALYL	3.47989729612563
ZHX3	4.17814934397646
ERCC5	6.43435016553672
RXFP3	3.13154520239393
APBB2	3.6243702303034
BBOX1	7.38378931324816
PRO0478	2.98033624972271
GCSH	7.37346498516344
XDH	3.87347086675388
EDN1	3.75959311254646
MTERF	6.26861381322534
PDCL3	7.45330655904626
CLK4	6.20480379994249
KCNG1	3.51123605168013
CXCR4	9.37531842239139
DECR1	7.65066316685195
SALL1	3.44341557621437
PTPRR	3.48400331263607
CADM4	3.49407892827578
IRAK1	8.9529951718874
CFHR5	3.1855752264281
HNRPD	8.39711695155622
TMSB10	12.4086758290805
CXCL3	3.83049934633037
LMAN1	3.84344236980632
SUHW1	3.26479305997662
CHD8	6.68305874893995
SUMO1	7.81811169336956
GP1BA	2.99876523825803
OR7A10	3.83073810798301
DDB1	7.69266902544367
CHRNA10	3.40608015252533
STYK1	4.25651162968162
MYO9B	4.78019631664265
CCNI	10.8166053857351
MMP7	8.75102114984591
EP300	6.36971554694529
CRNKL1	5.88879154836503
C9orf45	3.37807969693754
XAB2	3.92217995482923
RTN1	3.42032058034413
HIC2	3.7643106616985
TBX10	3.46892676664654
CENPQ	3.96358792790293
UTY	3.1516186265997
OR2W1	2.8806485848296
ATP5G2	10.5016631289093
ZEB1	3.53508370753571
ZG16	3.2987687941078
ERG	3.75508204601222
PARN	6.92199851989426
SOD2	6.72670856480755
JOSD3	7.57458047779892
ADAM5P	3.14415627246099
CHD9	6.15583224017105
hCG_40738	3.65529410680436
STK16	5.00242772708932
PDE1C	3.75622992178198
SEMA4D	4.94570753110224
AGPAT1	6.07896661418750
TOB2	6.63959022257895
