Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_D06_458652
Composite Element REF	Signal
AACS	5.57290835226355
FSTL1	8.34149316996567
ELMO2	6.06273459903861
CREB3L1	3.91480235270254
RPS11	9.86327393787788
PNMA1	7.96501007248092
MMP2	8.36761031234003
SAMD4A	3.49718816526496
SMARCD3	4.80231105291579
A4GNT	3.66935287698096
C9orf39	3.62924854838802
PKNOX2	4.27303135153489
RALYL	3.39467280786534
ZHX3	4.07698452253376
ERCC5	5.92420314585765
RXFP3	2.99776886455455
APBB2	3.49431726776277
BBOX1	8.19455864166044
PRO0478	2.71172735595296
GCSH	7.73320797466045
XDH	3.97335176002686
EDN1	4.4997546668818
MTERF	6.68949332521472
PDCL3	7.73577549944414
CLK4	5.59958793214884
KCNG1	4.12444335562147
CXCR4	9.54481660578212
DECR1	8.96861942544336
SALL1	3.35196971901726
PTPRR	3.69964742791515
CADM4	3.41908102998182
IRAK1	8.524058855471
CFHR5	3.14098278669708
HNRPD	7.62610236232552
TMSB10	11.3949400496893
CXCL3	3.77182643743010
LMAN1	4.16311326152807
SUHW1	3.46781908037661
CHD8	6.40806198689772
SUMO1	7.97272681351695
GP1BA	3.72314939461435
OR7A10	3.91044949944393
DDB1	7.02853523412155
CHRNA10	3.62431411169376
STYK1	3.61934057287744
MYO9B	4.20256268716532
CCNI	9.97100082537447
MMP7	8.28274231003863
EP300	5.78033400718747
CRNKL1	5.67807579621487
C9orf45	3.25289190398354
XAB2	3.77508959169467
RTN1	3.57130269385021
HIC2	4.00601920141646
TBX10	3.43823727790078
CENPQ	4.08032586374818
UTY	3.16361574330481
OR2W1	3.07738881980936
ATP5G2	9.57339929450897
ZEB1	3.44903072984185
ZG16	3.40792070272802
ERG	3.64941330841586
PARN	6.48669977238151
SOD2	6.28856675426188
JOSD3	8.16902613123864
ADAM5P	3.24027295098847
CHD9	5.47432497485558
hCG_40738	3.55594077743337
STK16	5.85502023706319
PDE1C	3.64012277940322
SEMA4D	5.99877393079225
AGPAT1	6.21047471111172
TOB2	5.16561027569909
BANK1	6.72329076340699
MAP3K3	4.91404436879773
MAX	4.77248040404541
GRM2	3.88055115723695
OSBPL8	6.0891632126031
PROSC	6.6336103427936
NR4A2	3.90593212755088
RICS	4.42798464352272
