Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_E07_516286
Composite Element REF	Signal
AACS	5.89499737716620
FSTL1	6.37054454294244
ELMO2	5.48671069588045
CREB3L1	3.72403436225365
RPS11	9.83607424727716
PNMA1	8.83769212055573
MMP2	5.69932070911913
SAMD4A	3.74227149940511
SMARCD3	8.5197398998302
A4GNT	3.61974433903672
C9orf39	2.93381741994019
PKNOX2	3.87222011545882
RALYL	3.40018420650828
ZHX3	4.10980547268613
ERCC5	5.7728922287146
RXFP3	3.04310507047307
APBB2	3.52934047059135
BBOX1	4.76533820738949
PRO0478	3.30444588467652
GCSH	7.63593074310374
XDH	4.7578790876405
EDN1	3.64253685124422
MTERF	6.64482095120934
PDCL3	7.98027209014557
CLK4	5.85842110868869
KCNG1	3.40815569344444
CXCR4	9.12884581994657
DECR1	7.85577204397277
SALL1	3.0635440266484
PTPRR	3.49843911689133
CADM4	3.60164011640234
IRAK1	8.9106870089348
CFHR5	3.56331196722935
HNRPD	7.42785782602397
TMSB10	12.1232867561474
CXCL3	3.91716371892130
LMAN1	3.76261257565739
SUHW1	3.24033395524156
CHD8	5.03885872217381
SUMO1	8.20817763871314
GP1BA	3.39496947858226
OR7A10	3.99038602435766
DDB1	7.29786574166419
CHRNA10	3.77201991916468
STYK1	3.20742041910722
MYO9B	4.42920967360133
CCNI	9.77634587833933
MMP7	11.1010985388462
EP300	5.80911681534726
CRNKL1	6.30824652763438
C9orf45	3.11391317993131
XAB2	4.47256157027451
RTN1	3.68064753855867
HIC2	3.58221561752273
TBX10	3.59313291866390
CENPQ	4.5020866325921
UTY	3.27877569319167
OR2W1	2.75239453111906
ATP5G2	10.2378386846403
ZEB1	3.29655176105739
ZG16	3.48816597263066
ERG	3.43886404581763
PARN	6.8824758842007
SOD2	6.84421881740726
JOSD3	8.17621318052415
ADAM5P	3.2368495244504
CHD9	5.39092044406809
hCG_40738	4.04873297495255
STK16	6.2186535425147
PDE1C	3.32773395085174
SEMA4D	4.86731465896237
AGPAT1	6.62838334952256
TOB2	5.38256822427537
BANK1	3.40553246318245
MAP3K3	5.1983117910449
MAX	5.09094151517648
GRM2	3.76653962479607
OSBPL8	6.189682065395
PROSC	5.80779011993132
NR4A2	5.41041486089841
RICS	5.33204829810447
PIR	5.75552036140752
PPCS	9.06859346518543
IPO9	6.82111434214699
LONP1	7.20475933113237
EVC	3.93945654168557
CXCL13	4.41580158780305
SCYL3	5.30979828462109
KIAA1199	5.29000056061027
SORL1	9.7221564016308
NAT10	8.15228561607718
CHD1	6.3542382152485
SYN3	3.61251454652685
DMC1	3.84080413823912
SLC22A2	3.60962153894014
SERPINF1	6.29999079768149
C20orf27	6.05119649197549
OR7A17	3.2081276164045
RPS6KA5	4.70487765780944
LHB	3.37648935751732
TAOK3	4.63353551482498
STK25	5.97308404656703
SLC12A4	3.50037096002383
BRCA1	3.82233985619062
GBL	5.73211824648221
C14orf108	7.21158623238925
CDC25B	6.44042274145645
BMP3	3.17703411230015
MAP1LC3C	3.66434300355475
TMEM180	3.93698275038527
CRYGC	3.50816386804675
SLK	6.09434754574032
POU3F1	3.29362698233177
C20orf32	3.95606369836483
USP52	6.33090156409991
HIGD1B	3.98856438598619
BAZ1B	6.1655722490215
USP6NL	5.55267320127555
SLCO2B1	4.48732436547353
ABCD4	4.81041032208398
DIMT1L	6.12377662482113
SLC25A46	6.7173148498032
LARP7	6.95652177099564
TEK	3.26955162164811
CD160	3.85177791634411
TERF2IP	8.97058374970713
PHF20	6.42036029108947
COL1A1	6.36203784779176
KIAA0090	6.05759021485826
GTPBP1	4.378360349967
GRK5	3.51068570680396
AP1S2	5.19874806911011
RAB33B	4.35045459475623
CA11	3.91032405010806
ALDOC	7.81689605359092
NUDT1	5.8481303398121
ZNF212	5.37069352542777
ACBD3	7.1628286182607
ZNF83	5.97438360387486
PRDM2	4.99975344180265
GDPD5	4.76783569749146
PDCD4	6.47951249736159
CEP350	5.74824670555128
FOXP3	3.33754282714678
SMYD3	7.15113347630513
CST7	6.77292232324376
SELL	3.82404391999845
CIAO1	6.5672570338516
LGI2	3.76233610940347
WDR45	6.81640265491097
ANKRD6	6.01436651778127
LTBP4	3.76858465746152
PSCD3	3.32222868924356
PYY	3.11505619538086
KCNC1	3.29538682128427
SIRT6	4.63539619342791
CCL19	3.61731399124258
ARHGEF9	4.10923494402522
ABR	4.33043823830496
C10orf22	6.29555932419738
STK17A	5.37783062292508
FOXE1	3.38065869664617
GML	3.02859981199376
CNGA3	3.08224342945270
CD38	3.63793754865187
ZDHHC6	8.4671271374621
NEFH	3.76169659722105
PGBD5	3.50893829852644
CTDSP2	6.55968504633025
RMND5B	5.99350941480556
ZNF257	3.38162849544893
DUSP4	3.35610776866081
FLJ22167	7.12039277641112
