Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_D08_543612
Composite Element REF	Signal
AACS	6.61984976753904
FSTL1	8.08706249102836
ELMO2	4.91377929525942
CREB3L1	4.81634991679041
RPS11	9.9772633257137
PNMA1	7.79874825087129
MMP2	6.91710870962786
SAMD4A	3.93839940321085
SMARCD3	9.44283481453438
A4GNT	3.99429714954864
C9orf39	3.62711703745727
PKNOX2	4.43944552006107
RALYL	3.40022551793871
ZHX3	4.28877639734249
ERCC5	6.38226345022978
RXFP3	3.27920687368189
APBB2	3.59155498879838
BBOX1	4.2621651156579
PRO0478	3.19057298399253
GCSH	7.84944099071715
XDH	3.77124815411853
EDN1	6.32416076499033
MTERF	6.83715158702664
PDCL3	6.74908121597567
CLK4	6.35397570570866
KCNG1	3.58001433910316
CXCR4	5.86873864098762
DECR1	6.94100890815052
SALL1	3.06802231453088
PTPRR	5.25628975743686
CADM4	3.24920389268626
IRAK1	8.19130776616252
CFHR5	3.08638100882673
HNRPD	8.1622497881962
TMSB10	11.3209890392348
CXCL3	5.33037422528667
LMAN1	4.03048124884278
SUHW1	3.6164478853351
CHD8	5.79518089021202
SUMO1	7.22651038780809
GP1BA	3.24207825481166
OR7A10	3.78563774617897
DDB1	7.53007086704351
CHRNA10	3.32864164950482
STYK1	3.62978882590810
MYO9B	4.07113400072077
CCNI	11.0171907157864
MMP7	8.83582326288466
EP300	6.42800075059264
CRNKL1	6.58789285877148
C9orf45	3.36427227632059
XAB2	4.51685479853375
RTN1	4.11309766209947
HIC2	4.04238680129384
TBX10	3.64374985930233
CENPQ	3.80385816241235
UTY	3.2393250881926
OR2W1	3.04891502938974
ATP5G2	11.4749264868934
ZEB1	3.35065489597807
ZG16	3.43579283353888
ERG	3.33291246156556
PARN	6.72504042237045
SOD2	5.25698304890780
JOSD3	8.22124798808386
ADAM5P	3.34637467783069
CHD9	6.9875897358566
hCG_40738	3.61723999499725
STK16	5.38433780747405
PDE1C	3.51249429731395
SEMA4D	5.7700711254392
AGPAT1	6.52974711271074
TOB2	6.45544085961262
BANK1	5.87963568912764
MAP3K3	5.23238301100807
MAX	5.5566385405511
GRM2	3.65489962354986
OSBPL8	7.60227172031556
PROSC	6.44629606620167
NR4A2	4.7505004022046
RICS	5.08500102591738
PIR	5.05961198493185
PPCS	8.60212285258862
IPO9	6.76937389104801
LONP1	6.79958587866882
EVC	4.47873913616289
CXCL13	4.01649037028737
SCYL3	5.95376191668055
KIAA1199	5.2939018269115
SORL1	7.8949010062903
NAT10	7.05308865943639
CHD1	6.84114037322836
SYN3	3.62730075891841
DMC1	3.78605032083027
SLC22A2	3.85291482409331
SERPINF1	5.05112909985277
C20orf27	5.51152960376992
OR7A17	3.59479407887905
RPS6KA5	4.73235988133036
LHB	3.37823557792095
TAOK3	4.8681629794997
STK25	5.61912246752228
SLC12A4	3.7012194090482
BRCA1	3.50874285630897
GBL	5.56537429701264
C14orf108	7.45436958537242
CDC25B	5.26974307598737
BMP3	3.3222568882466
MAP1LC3C	3.64233610826730
TMEM180	3.38044957097687
CRYGC	3.72485583281573
SLK	5.63768255329313
POU3F1	3.36265406180143
C20orf32	3.57469711108144
USP52	6.64540644744661
HIGD1B	3.62595504199784
BAZ1B	6.90849340875046
USP6NL	5.59771762461475
SLCO2B1	4.04687553868445
ABCD4	4.6489929750771
DIMT1L	6.33163399356153
SLC25A46	6.13252059599091
LARP7	6.64464714814183
TEK	3.63912461238808
CD160	3.92266560530207
TERF2IP	8.24284337564148
PHF20	5.70930619507292
COL1A1	6.08979829528926
KIAA0090	5.13110021018306
GTPBP1	4.67976861224028
GRK5	3.62636030382369
AP1S2	4.47128647929551
RAB33B	4.33003031186621
CA11	5.78780663190603
ALDOC	6.18554286411365
NUDT1	4.89959700297254
ZNF212	5.6410439420108
ACBD3	7.67954001869456
ZNF83	7.31901024665114
PRDM2	4.91602312210926
GDPD5	4.30866871304814
PDCD4	6.47845438844558
CEP350	6.32532220125017
FOXP3	3.34498677193846
SMYD3	6.88642073800645
CST7	3.79297314350919
SELL	4.28450346632683
CIAO1	5.89882425249742
LGI2	3.72332607739833
WDR45	6.89418190595503
ANKRD6	6.84212500831125
LTBP4	5.02652968994505
PSCD3	3.23105854062866
PYY	3.18297515775911
KCNC1	3.31332759279121
SIRT6	4.26566955235923
CCL19	3.99009218849386
ARHGEF9	4.43624527022384
ABR	4.81198737213111
C10orf22	7.0258254178833
STK17A	4.38110419308673
FOXE1	3.15244655134098
GML	3.31382992919072
CNGA3	3.06089082704058
CD38	3.46684718131136
ZDHHC6	6.92854430813784
NEFH	3.59828381093176
PGBD5	4.47436075079542
CTDSP2	7.92042037184565
RMND5B	5.21077953234559
ZNF257	3.20518695088643
DUSP4	6.3640222768019
FLJ22167	6.88921270691514
EXOSC7	7.2438698288552
ROR2	3.78712589150371
FOXM1	4.36905267282443
ZBTB48	4.7036798285254
BUD31	7.60051219600239
MAOA	4.75295817251172
CCDC41	5.14697972232215
TNNT3	3.48486271207691
FBXO11	5.21494500649852
GYPC	6.72198906380438
PLIN	3.76594778955763
RFXAP	3.53886372527702
C6orf15	3.79978397200477
RNF4	8.05416178037545
F8A1	7.2667865406949
PPP1R3D	4.27063823722525
GRB2	6.53701821828894
TPM3	2.93171941323822
SYT13	3.70927516456500
EPB42	3.79225868893168
RP5-1077B9.4	5.31125107470575
EIF1	10.8981374666932
CETN3	7.4298514822001
FPGT	5.33993791943551
PRY	3.58664144992965
NTHL1	5.46567712333197
POLR2B	8.29388583432783
RPS28	12.4971304084651
GDF10	3.03713870921188
COQ9	7.21286607283804
P2RX3	2.96278659402889
GCC2	7.55459669699255
RARRES3	6.91526769454162
PLXNA1	6.11884572932026
WBP4	4.42353835893318
KIAA0100	6.62615941426607
PMF1	7.03952286073131
HS2ST1	5.74401329586394
