Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_B12_452008
Composite Element REF	Signal
CERK	6.95952020076715
FXYD6	4.50799928125890
AP3S2	5.16088315390317
ZNF208	3.39940075959121
CARKL	4.20323626798685
HIST1H4E	3.7078450386541
GOT1	7.4488780300225
BBC3	5.11486689389602
CASP6	6.45727841585239
HOXA1	4.16356630145562
RCL1	5.31038562317529
RAB40B	5.21348472779991
PI4KB	6.19829620189164
LRRN2	6.61662467014202
B3GAT1	3.40764224167557
OAZ2	6.16357321113267
BET1L	4.71463479455408
NOC4L	5.032227208298
FRY	3.74123345685172
C10orf12	3.07057286265329
AK3L1	4.71660974620118
FADS1	5.70126468144817
CSF3R	3.64015676806627
DKK2	3.17159051336988
POLR3K	5.86442714233975
LBX1	3.22402420317427
ATG2B	4.26988829042676
RHOT1	7.74999368100931
DARS	8.53412973064692
EPS8	5.94221755722114
OXT	3.28634116783186
C10orf56	5.45242199036184
ARL4A	6.30591506255633
CCDC64	3.84841539429761
DAD1	9.122692944316
HERC2	5.83146169445559
HSD11B2	3.76105203182885
USE1	7.80833047084964
FAM96B	8.00726856394478
HNMT	4.17677441665365
PCGF3	4.69776457614729
BSN	4.23798933345083
CAND1	6.63052976647768
ACTR10	9.41515001454055
NASP	6.11324299474217
C20orf4	6.54537624091679
ACSBG2	3.34435564868921
COL9A2	6.00459818789577
RWDD2A	4.63619954817932
PALLD	7.97093019511923
GPC5	2.81200764986302
CENTD2	4.90124145411916
TBL3	5.19002357384232
TLR1	4.4012240605619
LMO6	3.85743766486992
CCDC106	4.31096329551132
KPNA2	9.60710417500177
PARP16	4.7912839344168
PDIA3	10.0052373288191
MACROD1	4.02371222833439
SFRS1	7.11256899846853
DCP1A	6.4228901430199
TMCO3	3.53259064056524
NTN2L	3.10561091231088
CLN5	6.44284987099081
BIRC5	6.26410666306051
PRR16	3.22913756153706
FAM63B	4.07471280934362
GLE1L	3.78700120707739
CES2	5.47455843091081
GNAS	9.48354814359356
KATNB1	4.89899230100366
CPLX3	3.47634152620061
WNT8B	3.46017264225125
TSPAN13	9.03341241471924
MRPL52	4.14976494745524
GHR	3.46376843741939
DUX4	4.23208960279889
BCLAF1	6.42228771066389
GOLGA3	5.49837447057771
CLEC4E	3.43814664749473
SCUBE3	4.16189672152611
UCRC	9.27800939911778
CDKL3	4.59417833160628
MGAT4B	7.11305774871284
BBS7	3.28376874695472
ZNF345	4.09555203654461
RTF1	5.51514096499537
SERPINB9	4.42391145761887
DHRS7	4.36362213397463
RIPK4	6.95825781127134
PLEC1	4.46755293992235
PIP3-E	3.52981966000855
KNTC1	4.64107217435236
EXOSC2	4.61619242891928
MS4A2	3.09184872610732
FGF17	3.45556377064154
WDR59	4.12152972321868
LAIR1	4.69782384676564
EVI2A	5.33155349645502
IL17RC	4.34572697412188
GTF3C3	6.36187030338523
HS3ST1	4.11022457741694
ITGB1BP2	3.18624242395743
RBPJ	7.86627688281644
LRRC8D	7.9757035923633
ALDH18A1	7.04579781531875
INE1	3.73198995858057
TPI1	8.8261512148002
FLJ20035	7.23890805271111
GATA6	8.82833040553308
CABP1	3.53978287327598
RASGRF1	3.31528765150631
C4orf15	5.38316755734109
ALDH2	7.47717177179591
DAPK3	3.86578480057888
C3	11.0483375301055
EMP2	7.6133821169322
GJB1	4.80709476255798
PIN1	7.71505487353925
SLC6A15	3.09150172880038
POLE3	7.37492935825136
RIN2	8.6326611257049
CTSL2	5.89745552405356
APOC4	4.17278746723974
CYorf15B	3.02474047036199
TRIM2	5.91880474493144
CP110	4.90696663286741
KIAA1622	3.05466989207252
DNM1	4.47503463344479
HYOU1	8.64078960546576
OTUD4	5.63801988473084
USP7	5.1952888436466
ZSCAN16	5.26419931850538
ASCC1	6.1682237400471
OTUD3	3.15257745274787
YME1L1	8.4863397415776
HNRNPR	8.55223016216837
SERPING1	9.0196241515894
TPCN1	5.64004111505644
STARD13	4.71674966431991
PCBP4	6.06321994795849
ADI1	7.63922841330487
ASIP	2.93538557528925
CDH10	3.42688727756154
WBSCR22	8.55568139860642
SCP2	8.82722988071811
KL	3.11978605932284
SLC35D2	5.94386843315215
MAFK	3.466318226981
SON	8.43651165715171
SBNO2	4.33828046381928
RACGAP1	8.16880155564298
SC4MOL	8.17643219207209
SLC6A6	3.20898877033769
OBP2A	3.38632892518925
PSMD3	6.22481543911102
ERLIN2	4.91495742251843
PPP1R9A	5.61134398994508
RAB35	4.38611969870392
PDZRN3	4.82832130091853
AVEN	5.28046027872786
FLJ21075	3.81682693130616
BCAM	7.86199339948741
C14orf132	4.29966513372106
PCK2	7.16210654300272
FKRP	3.35161662884377
HLA-DRA	8.59044325365357
GUCY2C	3.07584405466514
RP11-125A7.3	5.4060236926276
BARX2	3.32138741771734
DAO	3.40970181490004
EDNRA	4.91891226713173
NIPBL	4.98191397359806
ZNF331	6.64990443771429
PPP2R5A	6.64714800426226
HMGN4	8.22029905376881
DDX39	9.78588484628123
EFHC1	4.71439541323315
EIF3M	9.590838630343
SLC17A3	3.07246466420893
ZNF24	5.44184403275248
ASCIZ	6.3410169405541
FNDC8	3.2791766867384
ESRRA	5.35102790817045
PTMS	4.26552276806523
PHF7	3.74810079833844
PIP4K2B	4.81355037050701
IRF3	7.26298114755655
GPR19	4.10245664892958
HHLA2	3.34544179488153
GMFG	5.69813511007439
BDH2	5.92154614926277
APOBEC2	3.73348459672080
PRSS21	5.7357887185513
PENK	3.45712132485396
PHF16	6.45364277903651
ZMAT5	4.64457729101004
SMAD9	3.23225300515201
SLAMF1	3.37228029814067
RGL1	6.87317090925944
DLGAP4	5.11398374109007
MBD5	4.29517379166222
PHLDA1	3.95629904602738
BACE2	7.69832473997946
APPBP2	5.59479647028174
LIF	4.79988414451352
OXTR	7.04269923055474
ACTC1	3.85584236621651
USP19	3.51669685022518
SUV39H2	2.9216353999748
ERO1L	4.90067723754398
ZNF395	6.52367824155242
CNTFR	3.57601268178706
HIST1H2BL	3.00383715700468
WNT3	3.68597284803079
ZNF549	3.55316744326209
ZNF467	3.64302151606556
SLC25A21	2.95513957644773
IL5	3.06139904698111
CLSTN2	3.68969123836359
LSM12	6.32117337522699
KRT37	3.09461026844965
NACAD	5.04801517401246
NAG18	3.00730312943731
PTGES	3.71513512415325
GDAP1L1	3.00478418328957
MFAP5	4.5038874722874
OPRK1	2.97613606397765
C12orf4	5.24684365191262
NTAN1	6.36571730889339
CST3	8.78092617706419
WDR6	5.33438036617753
NUP88	8.34490105830937
CD300A	4.09025669358719
FCGBP	4.45161573124732
CNIH	9.01304693700495
VASH1	3.5120775767448
DHX16	6.90008303352587
SLC35A5	6.8265615791267
CLEC3B	3.53779331077657
ARL2BP	5.55739077819789
C10orf79	3.2953447784556
ZNF79	3.69349397636841
CRP	3.3810738196977
OCRL	5.11026520657285
GLA	7.0127885353961
NEBL	4.00269554406858
HSPA8	10.3817022865032
DIDO1	5.30261605576906
PLA2R1	2.93146541294087
NGDN	7.14348457891915
CBFA2T2	4.59456471355107
SAC3D1	6.77743171568473
PNOC	10.1359908784541
PIGP	8.49475086649734
AGGF1	5.16770096645888
PRRG1	5.46121238449731
DPF2	6.94985751636607
MYH13	2.87902237345847
TMED9	8.62537252248792
TRPV5	3.52934821609156
UGT2B4	3.12750383591911
PJA2	7.15247130901898
COLEC11	3.71933920421619
SCYE1	7.05259707056034
MED12	5.08605278492283
CARS	8.24445704131864
MYH1	3.48342008988916
CYP7A1	2.74544383401465
PHF1	6.17076831071466
LOC644096	6.65194094897755
FRYL	5.4745152332485
RHOBTB2	3.48760135773273
MMP27	2.86660770550254
ZNF432	6.53001572197266
SRD5A2	3.74927552118403
UTP14C	7.37741112321352
RABEP2	4.58421441157809
VWA1	5.12354978720635
FUBP1	5.35317106064789
IGLL1	4.0971236080742
KIAA0586	4.66876057670973
IL27RA	4.10355403050188
STON1	6.66951388956049
IL5RA	3.28424645596516
PERP	6.81665332994858
SMPD2	4.09083412950846
TNFSF12	4.61994254272473
FN1	8.70870555729713
MTR	7.06665650870246
CSRP3	3.45112141861768
MMP20	2.99715182343902
PHLPPL	4.87113320970089
CBX6	6.24286081618918
DHFR	5.4916796662444
PRG3	3.11444675279377
ALPP	3.20247405829227
ASH1L	4.35460075239438
CHRNA2	3.80999141332138
PPP1R12A	5.1374003617407
RBM38	6.3637904106298
ZNF7	6.09858023439637
RDH8	3.12869560118971
GPR132	3.56992790440521
DGKD	4.85467067361345
TPMT	6.67595735588224
ATP1A1	8.81927328847059
SERTAD2	5.98114767439918
C5orf4	4.67795809110416
ZNF672	6.18710223482118
PLXNB3	3.32904832582142
FAIM3	4.16679166995356
UBQLN2	8.02282664268867
NR1I3	3.17125713711760
ACVR2A	6.14912455333735
YWHAZ	9.75214560957663
LILRP2	3.43840265737094
GNAO1	3.51876707661002
OPA1	6.41506140466926
RPS6KA6	3.5933427914065
RPL10	12.2460886259103
MMP23B	5.1083899750325
PFKL	5.99690960381126
TMEM140	6.07442177425949
AURKB	6.63552672196895
IFI16	9.42565335883235
CSTA	5.2182804565872
PRPF39	4.8290060206667
DISC1	3.80724848543952
USP4	7.71875976346127
OSBPL10	7.9575420728622
CAPN6	3.19159844192468
CLTCL1	4.10736539653239
NUAK1	7.27520620956073
ALG6	6.48076592257369
NPPA	3.78085170616813
LAMB3	4.75526668044496
PPL	6.03351626300786
LRTM1	3.03506604117467
RRAD	3.53748076433841
TIPIN	5.13080949365845
CARD14	3.37230726988787
RBM9	5.91465465601016
LCN1	3.33744972831374
RALGPS1	3.98284617055493
NCOA3	6.17629689282431
CCDC6	9.01994358432453
RASSF4	4.02702399502780
MTHFD1	7.84410088714759
FCMD	5.18853693224492
IGHD	4.23378802481072
PLA2G6	3.93152113994508
TPT1	11.6211890012836
S100A3	3.62309000452509
SEC63	5.98630185181006
C10orf59	2.84999592762637
TOR1AIP1	5.78060484369179
PAFAH1B3	7.93231524125846
CEBPD	6.92607796723071
ZNF107	5.14267190211216
ALDH6A1	7.14048624472529
G6PC2	3.37563169260595
SNTG2	2.67241908313831
GRWD1	5.47455781204226
FLJ22222	4.78782834813623
BCKDK	5.37786093231594
CTSB	9.50027186987197
PFKFB1	3.57111714133669
ZFP36	8.11202979743284
SVEP1	3.79130390898917
PXN	4.32407971243035
TNF	3.35179790157831
SIRT2	6.28103590209245
C5orf21	6.00158085799732
VIL2	7.25261779528888
DIXDC1	3.87088204471024
GANAB	7.71511197136638
PDSS1	5.13704960576803
GRM6	3.19897252630808
NGFR	3.01742335244419
ATP8B4	2.81069086703290
MEIS1	7.64992898979096
BMP8A	3.57608040155355
NGFRAP1	10.1805124450231
EDAR	3.78052064451703
NEDD4L	4.30928774119034
CRYBB3	3.41126270552555
C6orf60	3.63244069823942
IL1A	2.98631331090725
GNRH1	2.83535113976887
PDGFD	6.59578594303217
CACNA1H	3.65000943875737
TXNDC3	2.93605728736009
ERCC1	7.25725776848593
CAV3	3.49595734769541
HARS	6.75354862675826
AQP8	3.45534189608279
CREBBP	4.60014464908449
ITGB1	5.06044196761177
SPACA1	3.16008391572601
ZNF254	4.6548249085921
PARK7	10.0901583045370
PAX1	3.33585945135275
PSMC4	7.87672863801715
KCNH4	3.76661342286046
TUBA1A	8.49591381040773
PRMT8	3.63236958184145
SELP	3.51957974770368
PSMD8	9.67686894402086
SOX10	4.00774487879224
HTR1E	3.54550904577363
RABGEF1	6.62157268877718
EPS8L3	3.87859299084296
MAP1LC3B	6.94466309602763
AGXT2L1	3.07314964415606
CYB5R4	5.18140919413718
MEMO1	7.29776934725488
LRBA	6.30447526897507
TRAPPC2	6.12642137700922
FLJ14107	3.27447996227242
FNTB	3.98835435559932
MYST3	4.59002503231805
KRT8	6.7800899604775
AURKAIP1	8.53076160974067
LMAN2L	6.82431687303917
C1GALT1C1	6.66274746542284
DSE	6.755529631634
FHIT	4.68131080606876
OSBPL3	5.80922272162673
PPOX	6.68808272784411
SLC39A9	3.89514626768655
EPB49	5.00222236706407
LOC137886	6.65844533295847
C7orf49	6.45891870647661
RHCE	3.88444639876321
CST8	3.60549715158457
ATG7	4.28448369792445
SPP1	10.4101099600503
GLI1	3.40830045355843
HYPK	7.66860553906189
SFTPD	4.04521289962415
MCFD2	7.03634568714884
ZNF157	3.16263718597014
EPS15	7.01301779243735
SFRS2B	6.70175370204693
BTNL3	3.93046845569516
GPR23	3.4724419582757
TRPA1	3.10520165716475
ASPSCR1	4.18729845373648
GNS	6.7655554245994
FDFT1	8.66895464781219
ENO2	4.58515935009862
CBX1	7.53911928044662
PTGS2	3.32344968263331
BMP7	5.50750915855284
CCDC90B	8.1106097914053
LRP5	5.07949992076386
UBE2D3	8.59037746122847
ARFGEF2	5.11445358404347
ARR3	3.68657180304775
MAP1A	3.55135247742710
NEFL	3.19692039546835
CD2	5.03179440734347
FLJ23861	3.88207412352834
NAV2	6.50230471217584
ENTPD2	3.50474796000872
COX7B	10.0098899386392
ATP6V1A	7.27867546283106
TRGV3	3.09865026453398
ANKRD17	7.24914326235506
ADH1C	3.20477007539999
ATXN7	3.73096500601995
IL21R	3.48145061734436
CHN2	3.40280689389665
HAS2	3.24100163029573
C6orf48	9.74043742350377
TGIF2	5.98737496592895
KIAA0241	4.47109368538855
IGF2AS	3.72564646752274
CYP2C9	3.32485460833814
DNMT3A	4.11555267614193
CNOT7	8.02974908427861
FCAR	3.18239071601128
SFRS10	7.97608605569284
MARCH3	3.35698557554151
RUNX1T1	3.41553611979479
CTSK	8.54886129171863
LRRC61	4.91402109466269
HNF4G	3.28598856935078
LRCH4	4.64049826554482
PSIP1	6.17452724663629
AP2B1	6.30498097505037
C7orf28A	4.53974986651
SMCHD1	5.91939383551045
EIF2C3	5.26203288995088
S100B	3.31333672774164
BMP2	3.43720738638817
POP7	8.36471538120036
UGT2A3	2.59557460439048
ESR1	4.22141645828879
ZFPL1	4.6908204020155
ARHGAP12	4.9270425053842
PGGT1B	3.99135359736261
LRRC19	2.71699472379303
ZNF767	4.29839936195811
DEPDC6	6.08403498201127
SLCO1B1	3.21877620817274
SST	3.80555013788633
NACA	11.4036460891692
KCNN3	4.80587599796988
GLOD4	6.56730984513286
SCCPDH	6.6878279029388
PRF1	4.02513821018394
LST1	4.36165616080228
CDK4	8.92408486891669
TCF15	4.42263572783566
PARC	5.34738117368033
PRMT1	9.1678066080193
ITIH3	3.70725285111681
PPM2C	7.22490741513287
TEX10	6.334408465064
EDA2R	3.49125493133771
LOC283345	5.02201436390953
NARFL	4.62463985926400
DENND2A	3.61019783314095
C1orf103	4.20068252838344
DMXL1	6.28710572837179
KCNAB1	3.34929459396307
FLJ20254	6.45208938292905
RBM3	9.09014166336097
GPR1	4.53672779205456
DMTF1	7.14643971409296
HTR5A	3.14345530682916
MXRA5	9.55884621132118
GRM1	3.82548008406378
SCFD1	7.37167722170055
RAPSN	3.45057571715758
ACOT9	7.41535649182757
PDE4D	3.20747210435066
TRPC4	3.1049176681836
EPHB3	3.63980393117093
GEMIN4	5.48647158735487
RAMP3	3.69915419704419
CNTN5	3.16909924844581
DLEU2	4.61152016304044
TSPYL5	7.81358902258544
GRTP1	3.88480745027406
ITGB8	5.80776153001564
GAP43	3.17106284845545
FRS3	4.61569473679694
PDE3A	3.43274335541102
TNFRSF10C	3.07072303391256
JMJD5	3.75186457679784
OTOF	3.03130409038563
TEX14	3.05717074282649
XYLT2	4.79445652185617
HIPK3	3.52645840486363
XPOT	8.21878995198828
RRH	3.15659912125346
CDR2L	7.62955573097914
GAL3ST1	3.55943625955115
DHCR7	5.43168556195264
PDZD7	3.60764716448391
FGFR4	3.42232005208088
CRAT	5.17128233773928
C1orf217	3.25515308101077
SLC19A1	3.71355831445381
PPP1R14D	3.36522591185268
LIMS1	7.74472217354244
TMPRSS11D	3.38489728864883
TRIM14	5.64996307702607
PIK3CD	4.18108126494688
MFAP3L	3.24208930637587
DERL2	8.03052671264876
SLC7A11	5.36506901935926
FHL5	3.04744896366669
OR10H2	2.96556932610751
ACAN	3.41881011824502
BRWD2	7.67695360606941
PPM1E	3.03061830944747
DCUN1D2	4.56254674135760
TINAGL1	4.56370239850260
C3orf36	2.78940031241711
DOCK4	6.24696379913684
ENOPH1	7.93041918532988
FAM127A	8.17623083661348
SLC5A3	5.74210154317597
ARPC1A	9.17527420460093
CHST2	5.86190028700986
SPATA2	5.89340763754145
PGLYRP4	3.32382855795713
RUFY1	6.92317041048033
NTS	2.82119007298980
FRMD4A	2.95636463514504
RPS4Y1	4.99228991815664
BCL11B	3.26795651307999
TNFRSF8	3.96403506641438
FOXE3	3.19698491102338
PTGIR	3.83084756346095
ART4	3.31170106514392
EVX1	3.71479355666552
PRM1	3.44075031998196
GLCE	4.0448356615384
GPR18	3.29475787279625
ACAA2	6.85042055114892
PIGK	7.80942401046313
HIST1H2AG	3.15827052444318
C16orf67	3.94935279133587
UQCC	6.9949712442922
PLS3	8.80647331536613
DAG1	6.58971034393846
WWOX	4.73862966692302
GTSE1	5.54063960192001
GP2	3.42552134217097
CHIT1	3.54396648335471
PLOD2	6.7886127025043
RPS24	11.6452390927980
KLF9	4.57337398275875
TTC27	7.27612866599943
PYROXD1	7.1584947420476
MIA	3.72958122711118
TSPAN2	3.45522574011183
MRPL9	7.17363794933809
PCSK2	3.07336607532755
PI3	6.3790589005269
RPL24	11.5562245548769
HIST1H2BE	4.92483433603653
CD86	4.18787940129116
CALM2	11.0338606900617
LFNG	3.20008545586869
GYG2	3.63775451363532
INTS12	6.6484081648102
RAB4B	6.61983130131971
CTSF	7.68373514921484
HUNK	3.32159592375483
GNA13	3.70102338855118
B4GALT4	5.91977488362976
TSPAN31	6.4120284937663
CHD1L	5.41232962950311
CNKSR2	3.47004005953411
C1orf156	6.45441050363694
IBSP	3.74894654782935
FUT8	6.21746772952768
TRMT11	5.53834892649366
AGA	5.50435663934018
GFRA2	3.49942890287533
WWP1	6.8962630114824
B9D2	4.62687538027573
CPZ	6.07645044823832
STAT1	8.25208761744494
PTTG1	9.94029190808892
TMEM62	4.37042893789583
COL8A1	3.05121425242950
RBPJL	3.44175628767276
CASP8AP2	4.60913950178155
SSBP2	5.85176819613583
MMP12	3.34964474366136
NME4	6.13377704184377
LOC55565	3.89566929722204
GABRA1	3.25734525331451
PEX11B	8.09186905917479
HABP2	3.4043361445008
REEP1	6.45740217247149
C9orf156	4.18039437426643
SMARCA1	5.10195467858475
WEE1	6.21901781423592
APOF	2.89334782618361
GCDH	6.7155622840189
SSR4	10.1357114776968
SPAST	4.67142909037797
RGS1	7.2775538823834
ACCN4	4.12881624932304
PLXND1	5.38120402459082
FLJ20489	5.45752391457614
MLCK	3.16253239445624
INTS5	5.72523965685642
BSG	6.24873991174224
PARP8	6.09257360044781
ZNF215	3.04085323060817
TEAD4	5.2898884463212
PDE7B	3.25597323167469
MS4A3	2.90999706194937
DTX4	6.30884421694141
EFEMP1	5.63738527814222
TNRC6B	5.18148835921029
TULP2	3.66248997275081
RERE	5.36226517925565
BNC1	3.49554277550814
FGFBP1	4.22290115458641
TIMM8A	5.54734384769436
PIGB	5.07160245831999
AJAP1	7.23851013919963
COMMD8	7.69268881702294
TRIP11	4.38210417687899
SLC25A42	2.81115348523345
SYP	3.78106599980004
PCDHB6	3.73771833780096
FLJ12716	5.90862872844205
FKBP8	4.47207116003871
KIAA1109	4.26912382484782
PTPRC	5.45818304731609
POT1	6.39520580352421
CCT7	8.23522673800131
MMP11	4.94549036373726
MYO1E	4.59084582423569
EEF1A2	3.6349233576102
MIPEP	5.31649602497238
ZFX	4.47318611847364
UCHL3	7.96174403518845
LRFN4	4.93227513650666
XCL1	3.08919328390669
CARHSP1	6.4407310601693
GREM2	3.33397587253780
CCDC102B	3.57002220826202
HDDC2	5.35535539834779
SHC2	3.51848519891821
SDS	4.94167550063687
CASQ1	3.22108938388004
LYPLA3	4.98745962865176
INPPL1	6.73864440594859
SLC25A40	4.1871230815157
IHH	4.78107590798368
CHGB	2.92000095552079
COL9A3	3.63954330400661
C2orf18	4.31357781416162
DDEF2	7.95867634128861
BUB3	8.14419984779746
C6orf211	7.1116920776357
FOXD2	3.28791383559152
GGH	9.2014120313616
GGT1	3.5503776111014
ADARB1	3.94231860519833
VPS35	9.13432384674777
CNN2	6.33756610091636
DBP	5.79578770364066
WNT1	3.45542116779091
COL5A3	4.47327407873939
RHOD	6.23325161208029
ASNA1	8.69709642043702
WDTC1	5.96793430858367
COL4A2	7.63612905947409
HEBP1	8.09237455038108
SLC1A6	4.15219740355629
LUM	9.83662173309481
C1S	9.41256467848386
TCF7L1	4.80193901035349
ZCCHC6	5.70529257059202
ME2	7.40967954676216
PAGE1	3.35033183750292
DTX2	3.71947864898871
KPNA4	4.83051153196452
H3F3A	10.5129433188523
GLO1	10.7899146693387
WDR61	7.53970100564574
CD302	6.06388991555207
SIRT7	5.01812715150613
D4S234E	5.62834307438483
RABIF	6.32847387924205
DYRK3	4.88169959974741
PKIG	8.39240848881301
PFAS	5.65898306641055
ALOXE3	3.68047241852767
RPLP0	11.6948725219542
RBM34	6.43487506624078
MKNK2	9.19661458249791
ZNF528	4.26313406633765
U2AF2	5.27835289213071
SEC16A	6.42698501420295
EFNA5	3.15625824980424
ZNF44	5.11410991618049
FCGRT	6.95967964617083
NOL4	3.21015124185216
CCS	5.64931188254343
IGF2BP2	4.72299196619353
MFSD7	3.64621996305666
OR1D5	3.4720422707181
SIX6	3.32078650405650
CCR6	2.76046920966695
TSSC4	5.7853304330728
COL11A2	3.37270408159619
CHRNA6	3.94274795779231
PLD2	4.56286717742549
PALM	4.67994553531316
ORC1L	3.74016501440767
SASH1	5.49580441260091
PUM2	7.43333914594623
ZNF365	3.35737145348428
CDC14B	3.99457433469666
PHC1	5.1160724720807
KIAA0913	4.24299393875657
LDLRAP1	5.68998997607793
NAT8B	3.26059985889054
PPP3CB	6.80450299132265
ANGPTL4	3.96906606174609
HHEX	4.44275446860201
LSM14B	4.93905051774132
PLCH1	3.59840445045834
INSM1	2.96987489204664
TLN2	4.16452658275392
ZNF493	3.49904173438337
HDAC4	4.03352281628989
GLRA1	3.19652618777247
RPS6	10.7721638301854
SFXN1	5.49706326632517
FAM102A	5.63005911106668
KLHL1	3.34275642525437
SAPS2	4.75387869423316
CTNNBIP1	5.38699285384516
SCGB1A1	3.18396227650444
SCAND2	3.47739723234245
HMGN2	11.4512083443831
NEUROD2	3.04668873102916
YAF2	5.2314498714665
BRPF1	5.56340204927534
RICH2	4.91419942884289
TBCE	7.4109670384567
LIAS	4.86913744694423
MAPK1	5.73382487047635
MRM1	3.91428229106299
HDHD1A	7.52394559086186
CTA-246H3.1	6.21394758117234
ATP9A	7.24347763995476
HSD17B3	3.98613750792611
HN1L	5.16700093396424
SAG	3.44279002381063
C20orf10	3.19529124699349
CTRC	3.69992621886576
HNRNPA2B1	10.3252583726297
RNF216	4.79621204392272
GADD45A	7.56250295532149
MSH4	2.91718084059123
HOXD12	3.191439707083
TMEM70	6.71062222072127
PPP1R14B	7.28244129257601
SBF1	4.09846265321758
HIST1H2AM	3.4586449118821
GNG3	3.92041055807892
C1orf50	5.95709149971396
FTO	7.25493373811424
CALCB	3.38902102727964
PPP3R1	5.09379601070154
USP46	5.83752495793859
CCNJ	4.10552267648709
PSD	3.64928304339883
GNAZ	4.65487908824531
FAM57A	5.00551010726522
LILRB3	4.64040647190496
DHX8	5.81352072023612
SPI1	3.74926222045071
OXSM	6.72470514694478
GYS2	2.79869862037209
UBE3B	4.43559689040281
PLAT	6.47634152620061
NUPL2	6.32411117235452
SF3A1	6.56312433643463
COPE	7.56735882441744
EIF3A	9.24696292959095
IQCE	4.09851293158837
FBXW10	2.89590684921686
KIAA0182	5.22133089794621
YRDC	6.66326741704403
GPRC5D	3.4886100039962
LRRC23	3.98443697372673
BLVRA	6.29896577659367
SLC22A7	3.39198848893757
RASL12	4.34485731937678
DAZAP2	8.44846697050029
IKBKB	4.16412664554749
PPFIA2	3.17369390860921
ZNF271	6.40650126067719
CXorf6	4.72040991975526
FRG1	7.55556895152644
BTN2A2	4.2195713606993
THBS4	4.35386764715678
ARHGAP1	5.47615521762507
ENOX1	3.23255164979831
ZNF706	9.39504193649793
DOK1	5.50564645626864
FCHO1	4.71701993890885
PGAP1	3.36536382962912
HOXD10	3.13979988373275
CXCR3	3.57398295966420
FSCN1	5.37516660173198
KIF17	3.19976399112908
TRIM66	3.31347263789922
CHI3L2	3.48587425663896
SRPX2	4.9156702555651
C13orf24	5.21823314878496
CBR3	5.05334010911974
ZNF132	3.11901819807578
AQP3	4.71829779940053
BNIP1	4.55291049607403
ST6GALNAC4	4.48317231490864
KIAA0391	4.73075733723582
KRTAP5-8	4.14777460826232
SIRPA	4.14262485313990
LYVE1	3.65734636523692
IGFBP6	5.20569885360929
APOH	3.19333690573043
TSC22D2	4.14334101542967
PLCD1	5.25587226867806
NPHS2	3.10223059963754
ARHGEF15	3.58903777310710
M-RIP	7.83518707960623
POLDIP2	6.35971632147813
NDUFV1	8.47486548074284
SRD5A1	5.11012339787968
RAB3GAP2	6.39329683446747
CLEC7A	4.88807729450045
REXO4	4.45751276783537
HSPA14	7.4250190306451
TAAR5	3.55771843711071
ZNF142	5.27094030187406
MUT	6.75671959699332
C2orf43	3.54729088888562
SELPLG	4.42402400934231
BAZ2B	5.22759288292399
SLC38A3	3.81598802268572
BRD7	6.65691732048222
POU6F2	3.07963484407801
NISCH	7.7812798613335
TCEB1	8.48117194869983
OPCML	3.15889516501121
DTYMK	6.73096542049861
TAX1BP3	5.98401367879749
F13B	2.92150211203492
RPL34	9.91630810526317
AKAP12	3.72689572311324
MARK2	4.04148837809608
AMBN	3.52655260850522
C14orf32	6.70915882051511
FLJ21865	4.84057164669869
HSD3B2	3.23505534300298
HMG20A	4.01524437701099
WDR77	6.42532784102573
ATF2	5.40878141418941
C10orf137	5.19398097942038
ARL6IP5	8.62548824255767
QTRT1	6.03059507404536
CCNT1	4.09203187475305
AP1B1	5.32309572841716
CD74	9.471150012656
DYNLL1	10.5036165009540
PLSCR1	10.0206775196656
LIPG	4.93036350598715
PHACTR2	5.70726707152111
SLC35E1	6.17009834953958
VENTX	3.58173961763497
FEZ1	4.26577212082326
APOD	4.75059015386933
LAD1	6.0944277690297
C16orf44	4.63327131334053
C1orf166	4.72919596287892
PAOX	5.16068161652092
MAPK8	3.61480182733208
NELF	3.98680718094198
RBBP8	7.72236677143268
DNAJC8	6.03010384394766
KCNJ12	4.146944463281
WNT11	3.23736665679505
SRP54	7.41315129393758
GPR35	3.66831370284451
NRGN	3.5065040798599
IFNW1	3.59569330836477
ACVR1	6.284435829028
SCN1B	3.86211280933697
RNASEH2B	4.44946719588619
STAR	3.17772701376552
C14orf65	3.36903789148065
TAAR2	3.08983013096647
VAMP5	4.36442631645137
TUBA1C	10.9694523964846
PIK3R2	4.0876656451238
ARD1A	6.97794245599065
SYTL2	3.27812612784125
UBXD2	7.60741678579886
EBF2	3.43044897840997
CAMSAP1L1	5.61820893310191
CYP3A43	3.05262293910805
CCDC91	5.73772720744942
AKR1B1	8.91707145876624
KAL1	5.58027892758571
GRID2	3.41864376403585
ZNF423	6.50308726872747
PSMB4	10.7072384198965
ARPP-21	3.28780620803116
XPNPEP3	4.0080582300933
CYBB	4.93470572273341
UXS1	6.94648386923555
SART1	6.6917451163007
C7orf16	3.11704505863649
SPTA1	3.35434395905509
SHB	4.39659929405729
CHST7	3.64878906984654
SEMA6D	3.56469016572657
IKZF4	3.73665389353659
NDUFA1	10.0214742849541
HSPE1	9.40694235156949
MAPK13	5.47546602533834
MYCN	4.00991692600503
KCNJ3	2.87900544748484
ZNF573	5.82842270758337
PCDHGA8	3.76726803848535
ERO1LB	4.23872587150107
NTF3	3.80426999186162
