Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_G01_298032
Composite Element REF	Signal
AACS	6.388382339328
FSTL1	6.65342492633917
ELMO2	5.04476113576357
CREB3L1	3.84252893652948
RPS11	10.2641649493283
PNMA1	6.69177407727406
MMP2	6.95104961533259
SAMD4A	3.64906601856806
SMARCD3	7.91823689117823
A4GNT	3.76491146801967
C9orf39	3.70505068450951
PKNOX2	3.79841247021253
RALYL	3.72352409058149
ZHX3	4.33961680104224
ERCC5	5.79405487453835
RXFP3	3.14378707429926
APBB2	4.47629838189616
BBOX1	7.08501448367948
PRO0478	2.97541637217064
GCSH	7.58442225940377
XDH	3.63404936620599
EDN1	3.61643318968368
MTERF	6.3351396620773
PDCL3	6.28546148551225
CLK4	6.68247333606776
KCNG1	3.87869139257057
CXCR4	6.33865777679119
DECR1	6.50630600706504
SALL1	3.41082577978029
PTPRR	3.41062188755885
CADM4	3.47567938488914
IRAK1	8.86810409100926
CFHR5	3.26917919729098
HNRPD	7.17549427243484
TMSB10	11.9823727917949
CXCL3	3.90635996595513
LMAN1	3.55808258403955
SUHW1	3.52880748030451
CHD8	5.9125139570286
SUMO1	6.94295202996769
GP1BA	3.25875967027076
OR7A10	3.36465995044346
DDB1	7.59796739664147
CHRNA10	3.69817136321863
STYK1	3.74102427692941
MYO9B	4.80866719147799
CCNI	9.6448469098703
MMP7	8.32041412863063
EP300	5.84531517436856
CRNKL1	6.36707008861416
C9orf45	3.44773226591385
XAB2	4.04207163172534
RTN1	4.89238170523431
HIC2	3.89779644336243
TBX10	3.62487754163932
CENPQ	4.69049327637353
UTY	3.37060693123052
OR2W1	3.35493697629072
ATP5G2	10.9601017420967
ZEB1	3.21310970916699
ZG16	3.66745137530423
ERG	3.70940601411227
PARN	7.17444846062683
SOD2	5.95173808310536
JOSD3	7.91980906484583
ADAM5P	3.36507369299924
CHD9	5.25976811426841
hCG_40738	3.48439232467778
STK16	4.47414818660022
PDE1C	3.71111837568035
SEMA4D	6.05801336466131
AGPAT1	6.15459022912955
TOB2	5.82167103651428
BANK1	3.27619285940262
MAP3K3	5.39810733708614
MAX	4.88473275095079
GRM2	3.81828424153285
OSBPL8	6.91596542599085
PROSC	5.07330036476385
NR4A2	3.65747612232656
RICS	3.80429441622492
PIR	3.52337733956323
PPCS	8.58122104367394
IPO9	6.29263014382045
LONP1	6.57686292835779
EVC	4.09315123856476
CXCL13	4.2436624177858
SCYL3	6.1883704645619
KIAA1199	5.70058671613012
SORL1	7.65141087629392
NAT10	7.66980191559353
CHD1	4.94708210633075
SYN3	3.5678155748364
DMC1	3.70482236929396
SLC22A2	3.86944445713051
SERPINF1	7.07844206889538
C20orf27	5.56781058571208
OR7A17	3.31503067603801
RPS6KA5	4.40570007638216
LHB	3.81378373502929
TAOK3	5.36838869463818
STK25	5.83164618235599
SLC12A4	3.71569811488152
BRCA1	3.99894888918126
GBL	5.83694421326217
C14orf108	6.46925613644029
CDC25B	7.5051093645485
BMP3	3.45122947749703
MAP1LC3C	3.70168782506612
TMEM180	3.64788403659863
CRYGC	3.84589772681621
SLK	4.9422260602023
POU3F1	3.41787195382322
C20orf32	3.77910243673377
USP52	6.42092807374415
HIGD1B	4.30659882301562
BAZ1B	6.0846246441558
USP6NL	4.58883081791581
SLCO2B1	4.61062703061863
ABCD4	4.40737254473231
DIMT1L	5.55780594824355
SLC25A46	7.41187945356005
LARP7	6.36558302901153
TEK	3.49406183274183
CD160	3.50850144801951
TERF2IP	7.32110743548291
PHF20	6.2230784198542
COL1A1	6.52413085221534
KIAA0090	5.89633111033996
GTPBP1	4.55291588868405
GRK5	3.81695726505267
AP1S2	4.93872602901431
RAB33B	4.25099372670447
CA11	4.41006931899243
ALDOC	5.48659237402728
NUDT1	5.59834981177191
ZNF212	6.09113672669196
ACBD3	6.3868915807345
ZNF83	6.35031241122207
PRDM2	5.00595172079755
GDPD5	5.39524189623378
PDCD4	5.35258526386672
CEP350	5.60042735089119
FOXP3	3.34954364902443
SMYD3	6.75046349813485
CST7	4.49793148626925
SELL	4.79637000054668
CIAO1	6.33565912948751
LGI2	3.68920333768641
WDR45	9.88476488517362
ANKRD6	7.73558236273843
LTBP4	4.34140507665995
PSCD3	3.4713774085353
PYY	3.16660627896632
KCNC1	3.08905132891556
SIRT6	4.11952645712603
CCL19	3.77670169100164
ARHGEF9	4.20947775907007
ABR	4.47912179695606
C10orf22	5.98460090303077
STK17A	4.14342385424075
FOXE1	3.40095889211414
GML	3.779080187874
CNGA3	2.939175018785
CD38	3.77179118288784
ZDHHC6	6.79230844215775
NEFH	5.42435622927442
PGBD5	4.04829445366195
CTDSP2	7.49369142046784
RMND5B	6.21526384739392
ZNF257	3.14319868350828
DUSP4	3.72043987666642
FLJ22167	4.95375152798262
EXOSC7	5.6347881224307
ROR2	4.12117413814544
FOXM1	6.22163933390709
ZBTB48	4.86342056118724
BUD31	7.63214378345957
MAOA	4.13101995880069
CCDC41	4.68572310311059
TNNT3	3.74647885263429
FBXO11	5.18620191407582
GYPC	6.45518446862204
PLIN	3.81094106592445
RFXAP	3.46962554744346
C6orf15	3.91944912146014
RNF4	7.11293736579546
F8A1	8.29036258666064
PPP1R3D	4.37942292280142
GRB2	7.06486263312328
TPM3	3.24217204500268
SYT13	3.44344276799306
EPB42	3.48133826935364
RP5-1077B9.4	5.62866123957994
EIF1	10.6694987514668
CETN3	6.41317867469428
FPGT	4.84773657777203
PRY	3.46020352039437
NTHL1	5.23401747891872
POLR2B	8.01772951240325
RPS28	11.9096162602544
GDF10	2.95996161711378
COQ9	7.3274715077462
P2RX3	2.98957120563758
GCC2	7.2193076881128
RARRES3	8.92996123334567
PLXNA1	6.48921612767354
WBP4	4.34637332508651
KIAA0100	6.22464795411054
PMF1	7.28694236103567
HS2ST1	5.30201940705292
CRELD2	7.3706463049661
C8G	3.50269938154167
CD82	5.58145150569116
PMM1	4.92441012982868
CBLL1	4.3185941110672
LIM2	3.61529848029506
VAX2	3.63151613354384
SETDB1	5.27409174127983
LRAP	6.15528318137762
GCLM	6.87631187597852
CPEB3	4.25404060195844
PPM1A	4.86919299793987
INTS1	4.43902250302031
MMP16	3.24780585321783
CAMTA1	3.38184748149353
