Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B12_458678
Composite Element REF	Signal
AACS	6.33526917158713
FSTL1	9.46443644069004
ELMO2	5.33147504503815
CREB3L1	4.114102129876
RPS11	9.93092624672657
PNMA1	8.3766900506325
MMP2	8.3083352801532
SAMD4A	3.94564315224561
SMARCD3	7.19748608361405
A4GNT	3.56802185422085
C9orf39	3.15518356873744
PKNOX2	4.18705676381196
RALYL	3.03223713108800
ZHX3	4.37701454478614
ERCC5	5.72783852359588
RXFP3	3.03814587252819
APBB2	4.27917385225117
BBOX1	3.70589136216149
PRO0478	3.10991512096832
GCSH	8.74272944873804
XDH	3.43075522533077
EDN1	4.42524523336029
MTERF	6.86050268877804
PDCL3	7.67706332585614
CLK4	6.7766963705218
KCNG1	4.18746474310177
CXCR4	8.1851549135103
DECR1	7.04198209564427
SALL1	3.13759908040001
PTPRR	3.13964502501434
CADM4	3.27047698664480
IRAK1	8.04002962976215
CFHR5	3.17218071955846
HNRPD	7.73070665902807
TMSB10	11.8830959397617
CXCL3	4.23114748211671
LMAN1	3.66541952374704
SUHW1	3.84762734494546
CHD8	6.62725510910343
SUMO1	8.26445863619135
GP1BA	3.16583718826108
OR7A10	3.78250217644666
DDB1	7.86540526836737
CHRNA10	3.76893885672795
STYK1	3.89091735154902
MYO9B	4.43963384006911
CCNI	9.83888652408046
MMP7	9.58393149771347
EP300	6.11573363399343
CRNKL1	5.70728308247524
C9orf45	3.09886097692212
XAB2	3.91142234505151
RTN1	3.69968173703861
HIC2	3.90659007622338
TBX10	3.51568516235652
CENPQ	4.79507166840117
UTY	3.1194968531767
OR2W1	2.96615450892257
ATP5G2	10.3143349952994
ZEB1	3.71960930747653
ZG16	3.41152042707599
ERG	3.80651677916751
PARN	6.9443347730487
SOD2	5.6925376067267
JOSD3	8.7472984033774
ADAM5P	3.20251321708294
CHD9	6.27566800874989
hCG_40738	4.10706474736514
STK16	4.26687187730247
PDE1C	3.38059106108558
SEMA4D	4.86777813507636
AGPAT1	6.21560231649062
TOB2	5.87928680432071
BANK1	3.32339855364286
MAP3K3	5.46886786725301
MAX	5.30515637132392
GRM2	3.65053652058164
OSBPL8	8.08834538854943
PROSC	5.07729085333024
NR4A2	5.53310298147292
RICS	5.27914947543114
PIR	4.73525614054063
PPCS	9.03444199720023
IPO9	6.65125144418271
LONP1	6.77130992260895
EVC	4.27046942980945
CXCL13	4.67980640345674
SCYL3	5.07416890824227
KIAA1199	8.04355284769053
SORL1	8.1613161332802
NAT10	7.5923192449605
CHD1	6.287255970523
SYN3	3.44296399129078
DMC1	4.12376510226702
SLC22A2	3.46607770643095
SERPINF1	8.83188311177853
C20orf27	5.99330528663212
OR7A17	3.04071546699081
RPS6KA5	4.64414795291517
LHB	3.2644679426963
TAOK3	5.23567375956775
STK25	5.88433879240746
SLC12A4	3.51473114744344
BRCA1	4.48762564415483
GBL	5.21761223794409
C14orf108	8.52045490912344
CDC25B	7.22022405691998
BMP3	3.19437903948637
MAP1LC3C	3.19705452457224
TMEM180	3.23140064961217
CRYGC	3.5847921131804
SLK	5.7466921630619
POU3F1	3.19173427134697
C20orf32	3.97853267979459
USP52	5.18684404318029
HIGD1B	4.17246947537866
BAZ1B	6.63650636077178
USP6NL	5.80752915453054
SLCO2B1	4.40379312241084
ABCD4	4.51650822719301
DIMT1L	6.03275655270568
SLC25A46	7.57687618786667
LARP7	6.83136011456666
TEK	3.64217137239100
CD160	3.63362231490842
TERF2IP	7.33506604096265
PHF20	5.90467642083137
COL1A1	8.1024351829781
KIAA0090	5.42504336899325
GTPBP1	4.20576715323308
GRK5	3.83499041416812
AP1S2	5.32978046494985
RAB33B	4.09483558231126
CA11	4.31035719117621
ALDOC	6.10089569025174
NUDT1	5.99453972183446
ZNF212	5.60577394704063
ACBD3	7.67471252941367
ZNF83	7.49858179115845
PRDM2	4.64592334295762
GDPD5	4.6905427229228
PDCD4	5.39170496904327
CEP350	5.92892430238512
FOXP3	3.24668783693137
SMYD3	7.17800021989039
CST7	4.85757216409684
SELL	4.18911240323526
CIAO1	6.58911128650693
LGI2	3.9298115596553
WDR45	6.23754332065182
ANKRD6	7.81543245338223
LTBP4	3.58510650034073
PSCD3	3.54411994102801
PYY	3.10738902429468
KCNC1	2.93131156638001
SIRT6	3.80343990864059
CCL19	3.91344806744909
ARHGEF9	5.11676545361833
ABR	4.39978210761515
C10orf22	6.81450804983469
STK17A	4.80316701767643
FOXE1	3.31141004948061
GML	3.29827461179818
CNGA3	3.14061480355981
CD38	3.78161234955223
ZDHHC6	7.87603171874903
NEFH	4.96952318695118
PGBD5	3.99626727934147
CTDSP2	7.40801027071987
RMND5B	6.36584423593892
ZNF257	4.4324590675817
DUSP4	3.79109212469375
FLJ22167	5.70301134360992
EXOSC7	7.00955221226954
ROR2	3.74028979774755
FOXM1	5.30480820279477
ZBTB48	4.68643491180520
BUD31	7.84065481402379
MAOA	4.3435433145423
CCDC41	4.51298453745030
TNNT3	3.65581729690206
FBXO11	5.9236648847797
GYPC	6.32754825845006
PLIN	3.78582529473787
RFXAP	3.35607296775719
C6orf15	5.53790205821445
RNF4	7.71207048995522
F8A1	7.68545064367779
PPP1R3D	5.02354371617321
GRB2	7.66463466755707
TPM3	3.08047128228657
SYT13	4.13437461433229
EPB42	3.61834203419221
RP5-1077B9.4	4.79350706554671
EIF1	10.4176120168312
CETN3	7.23893413917742
FPGT	5.78108571601764
PRY	3.4755693076698
NTHL1	4.59727172291687
POLR2B	9.04481415449522
RPS28	11.7540704169305
GDF10	3.14333727822831
COQ9	7.1648300681585
P2RX3	2.92111053018687
GCC2	6.77350647559957
RARRES3	6.42043521162277
PLXNA1	6.25295425319313
WBP4	4.35968830911559
KIAA0100	5.88194664889978
PMF1	6.27209053347401
HS2ST1	6.43055464094294
CRELD2	6.79476606108975
C8G	3.03016262523026
CD82	5.75895461886623
PMM1	4.80763724080736
CBLL1	4.95191234914803
LIM2	3.21352240228957
VAX2	3.89627262128532
SETDB1	5.37632931290006
LRAP	5.96024485886562
GCLM	6.04251087937771
CPEB3	3.3866165291828
PPM1A	6.3555800215659
INTS1	4.06242170280299
MMP16	3.19929776245667
CAMTA1	3.71246738620865
SAMSN1	5.72452977789369
DRD3	2.92312433675795
GMPPA	5.32828129601698
C11orf73	5.6233702556704
AIPL1	3.66093088928741
PTP4A2	8.5948585314892
IL24	3.42215846609727
BDKRB1	3.38044375782783
HPCA	3.5244354232735
MLF1	6.58881812522242
SEC14L1	6.03796044375832
CHFR	5.54636403043312
EMILIN1	4.61782502228577
THADA	5.84061716843822
TAF12	4.75434429143813
NDUFS4	7.72694050864669
ID1	7.42574349711965
PIK3CB	4.1262070883568
COL18A1	7.70393535317892
PDZD3	3.08699950629447
TBC1D17	4.81869967703284
COX8A	10.0783715395691
CDCA4	7.31027965912172
C2orf44	4.68830207394008
C9orf16	7.15479493646673
ERBB2IP	7.78765271622728
EMX2	8.71115293835736
FUS	6.01540807602237
NIPSNAP3B	3.61864740324845
TF	3.2823514983155
CXorf56	5.43336296226197
CLCN4	3.96171268761654
PWP2	5.85433567508256
MMP15	3.56544693421365
MTMR14	5.93319780425836
NPR1	6.78483669928956
DNAL4	5.30613569277891
ELAC2	4.27730882837203
ASS1	10.7187707359221
IPP	5.62907819673332
TMEM59	9.43420074069736
POLR2J	8.72043006506367
SEC23IP	6.04132460365787
RGS4	4.34289040571045
UQCRC1	9.26312030861038
SNX6	7.8892274707726
DDX18	7.49486290714349
POLG	4.36498088502784
ADAM23	3.85221611535064
ZNHIT2	4.43800142388154
TFR2	3.31673616982255
NCDN	4.4795522153173
RAG1	3.43405562851141
POMT1	4.45497846985625
CYP1A1	3.21352967008972
SNAPC1	6.40536015573038
GNA11	5.20462084229835
CCDC52	2.84834690611841
CAPN1	6.65669653192563
DDHD2	6.31344094512736
UPF3A	4.99401740702592
LAGE3	6.8876558972715
GNRHR	3.17864813639214
UNC13B	6.11644010470238
TTLL4	4.33844424119498
PPBP	3.27824937064164
HTR3A	5.35624938221226
SDC2	6.31117733329184
ANKRD49	7.31516117387338
BTF3	9.74967990724624
COX7A2	11.0374660180637
SARS	8.32681937321693
C13orf18	4.0299989075093
CACNB1	3.78156582782489
QKI	6.11630477221159
SETMAR	5.66329239433467
LAMB4	3.47256590834718
MAN2B1	7.88552863069028
EML3	4.37945861927783
ACADL	3.09680103582747
OFD1	7.56918067021006
CGA	3.41643224909598
EIF3EIP	10.2325737529008
PEX16	5.48074805233444
GNG12	8.10023146220058
HABP4	4.9177371842774
CNTN2	3.48967490154731
ASNSD1	7.85002121201381
FUT4	4.1430161541931
DBH	3.50695085450129
CD53	7.1347918123339
HIST1H2BJ	3.32660476376393
TFAP2B	3.20020686615822
ACF	3.61538458834285
TMEM11	6.09552080977641
CDH8	3.45494095534379
C3orf32	4.12938160385946
AGPS	5.06692563582959
C4orf18	3.21943044588351
PCCB	7.56377023316261
IPO13	4.6984445045502
PECI	7.2501570022652
UNG	7.43029595819797
C6orf105	3.55695959001606
GSTP1	9.73971850640655
SUV420H1	7.10090210487324
ARHGAP15	4.2219950375513
LTBR	6.06655436189692
TDRKH	3.31391017610316
PSG4	3.15688268220959
SLC9A3R1	6.89815463109536
NBPF3	9.206291670076
SLC9A3	3.47862842818846
OSBP	6.65472910612078
PRR5	4.30129146277506
CHMP7	5.63442865199452
ADRA1A	3.04361024925482
ASAH1	6.8531700883959
FKBP4	7.27780769004791
ZNF350	5.01146017312240
DOM3Z	4.80928946116438
GIPR	3.59572756340046
AHI1	5.16130736731345
BST1	4.58999315524725
NCR2	3.54368500356614
NADSYN1	5.60654166625945
UBE2W	6.24733243938283
RGS14	4.18221580719639
KRT15	4.69496048986189
SCN11A	3.76834972158241
GFI1	3.61715377337237
FHL1	4.57854879084725
SMC6	6.58699997296858
GATA1	3.57067266744213
OSGEP	5.73743386131819
ARMC6	5.31476909186757
HK3	3.33747191469202
PSMD5	6.75500429276518
RSU1	7.33437681967724
RPL4	12.1672060322614
MAD2L1	7.32952701631498
RBPMS	4.653709732248
EIF4A3	9.67684226422637
E4F1	4.74344933282083
DLEC1	3.40761294050667
PRPF3	6.24522656082055
EMR1	3.71929188393838
CHMP2B	7.16867900339864
CAMSAP1	4.13911272752847
RPS21	10.4630851533485
XCR1	3.26327536206828
ARID5A	4.2362215373087
RBM6	6.20739137327301
UBE2N	7.4193660369876
KLF4	4.00977463882767
MGC4172	4.71821950169096
LMO4	7.17612124360164
KLKB1	3.31391404997909
HDAC3	6.99429412792847
HP	3.32356045589684
SCHIP1	6.47316914524172
BTK	4.10885430671712
KRCC1	7.22178180286034
PRND	3.21629248810244
C6orf27	3.41097971484111
PIGL	3.8512984986278
CLCA1	3.52372597331714
C1orf112	4.97336270929087
OLFML2A	4.63787808692377
HUS1	4.97577818679233
SFRS6	7.76775266895619
CXCR7	6.5330823011645
UIMC1	6.15584474441958
FXYD2	3.46013651273465
GOT2	7.92006812486116
ZNF667	4.4320273679683
TFEC	3.94111353419969
