Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_C07_452024
Composite Element REF	Signal
AACS	7.34561044589458
FSTL1	6.84904118935574
ELMO2	5.44727610196125
CREB3L1	3.56338459195389
RPS11	9.36260791507176
PNMA1	8.78032990169584
MMP2	5.77368605113873
SAMD4A	3.81063429175459
SMARCD3	5.68784007406673
A4GNT	3.70557702230321
C9orf39	3.33232070135994
PKNOX2	4.32841553170485
RALYL	3.64455110746552
ZHX3	4.29885883060387
ERCC5	5.42092974374143
RXFP3	2.96777594879042
APBB2	3.58385565451891
BBOX1	6.46533223641374
PRO0478	3.07047639762316
GCSH	8.18145408520996
XDH	3.75759103165405
EDN1	3.52691157664635
MTERF	5.81810476760266
PDCL3	7.43192678520001
CLK4	5.66840330511566
KCNG1	4.16826093165226
CXCR4	8.5542721932089
DECR1	7.80971504938476
SALL1	3.33644322411296
PTPRR	3.24784075916544
CADM4	3.31078971306103
IRAK1	7.44653687827665
CFHR5	3.35576872642831
HNRPD	8.27004161986815
TMSB10	11.9453201431065
CXCL3	3.44838366059757
LMAN1	4.02199725660432
SUHW1	3.25787810552468
CHD8	5.88227231207403
SUMO1	8.12100508987272
GP1BA	3.22489181641247
OR7A10	3.76258976691556
DDB1	7.1481534962171
CHRNA10	3.61902751197321
STYK1	3.52170011227723
MYO9B	6.16215326831983
CCNI	9.7233376401988
MMP7	8.5331083297803
EP300	5.92509023097637
CRNKL1	6.89928426409621
C9orf45	3.21739317704910
XAB2	4.13287747388595
RTN1	4.52593390407971
HIC2	3.64316710401068
TBX10	3.48683907147913
CENPQ	4.09946788786301
UTY	3.19944619917574
OR2W1	2.93210127627485
ATP5G2	10.9134115437413
ZEB1	3.40202838450506
ZG16	3.39312122589859
ERG	3.62311658047608
PARN	6.18705419563911
SOD2	4.85196678033355
JOSD3	6.02165337368808
ADAM5P	3.14518523267849
CHD9	5.42877418960573
hCG_40738	3.80781782508227
STK16	5.66976375328659
PDE1C	3.64701874264173
SEMA4D	4.50622996700827
AGPAT1	5.97729494869962
TOB2	5.87920798505695
BANK1	4.88774243594689
MAP3K3	5.63525059422654
MAX	4.95698412792986
GRM2	3.848873426896
OSBPL8	6.33089459070006
PROSC	5.77047416123049
NR4A2	4.84695322504569
RICS	4.12468330330065
PIR	7.12580568418636
PPCS	10.0388992353475
IPO9	6.1072900405433
LONP1	6.50150302258115
EVC	3.86149171337088
CXCL13	4.13016282806761
SCYL3	5.27310137580249
KIAA1199	5.44996320864966
SORL1	7.38611759312595
NAT10	6.44579942214616
CHD1	5.77118859993776
SYN3	3.34307210021485
DMC1	4.02212259255493
SLC22A2	3.76051712730272
SERPINF1	5.60794115146113
C20orf27	5.47364667345782
OR7A17	3.19681236296252
RPS6KA5	4.46099275139047
LHB	3.31413525870872
TAOK3	4.51525420094741
STK25	5.42186951705262
SLC12A4	3.67548869316650
BRCA1	4.0852648075971
GBL	5.50885031050182
C14orf108	7.68445789155102
CDC25B	6.20845496308485
BMP3	3.47146560318213
MAP1LC3C	3.38850728799144
TMEM180	3.92933598536732
CRYGC	3.48275331352266
SLK	5.66090608862984
POU3F1	3.30552157259366
C20orf32	3.8348946746722
USP52	5.91016957963163
HIGD1B	3.84937827848927
BAZ1B	5.49406048951272
USP6NL	5.45892583845674
SLCO2B1	4.41861622947046
ABCD4	4.67125090375125
DIMT1L	5.76105568514368
SLC25A46	7.24570153638805
LARP7	7.26654365394479
TEK	4.06363486753941
CD160	3.80542526438144
TERF2IP	7.06883566844732
PHF20	5.98892716464016
COL1A1	6.4388857411467
KIAA0090	5.59211755169514
GTPBP1	4.19001965411567
GRK5	3.77510155096227
AP1S2	5.50014553525658
RAB33B	4.57585357974391
CA11	3.77894498359614
ALDOC	4.72921453343963
NUDT1	5.15751732968621
