Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G03_516412
Composite Element REF	Signal
AACS	6.3429609167426
FSTL1	8.97209493321102
ELMO2	5.11192985843383
CREB3L1	4.52741042626473
RPS11	10.1587834768232
PNMA1	7.81195190990524
MMP2	8.46757632245282
SAMD4A	3.90543741316706
SMARCD3	7.27069554741393
A4GNT	4.03026451834116
C9orf39	3.56237822770575
PKNOX2	3.83590612628380
RALYL	3.25422460871733
ZHX3	4.60518548121922
ERCC5	4.95656749936478
RXFP3	3.3179885835094
APBB2	4.05849270737875
BBOX1	7.2508804185632
PRO0478	3.07706571712690
GCSH	7.46570315153734
XDH	3.77215224935379
EDN1	4.04110799176479
MTERF	6.42263585614509
PDCL3	6.6709648952049
CLK4	6.24112401115396
KCNG1	3.74713241969287
CXCR4	7.64191580172275
DECR1	7.8715934869841
SALL1	3.17202105490099
PTPRR	3.48577625359715
CADM4	3.41824973810832
IRAK1	7.44883531653677
CFHR5	3.43628772258047
HNRPD	6.90557678390904
TMSB10	11.8682278953861
CXCL3	3.65511686479958
LMAN1	3.90756809401136
SUHW1	3.31608372222058
CHD8	5.20359340120473
SUMO1	7.58099468379308
GP1BA	3.28692502243269
OR7A10	4.18421598925963
DDB1	6.95317861311636
CHRNA10	3.55360773401931
STYK1	3.198083632975
MYO9B	3.96290218153467
CCNI	10.0302705811755
MMP7	8.86433229740805
EP300	5.27585595421642
CRNKL1	6.89385327444774
C9orf45	3.29159369541006
XAB2	4.26125908360796
RTN1	3.88695623992812
HIC2	3.72933186480797
TBX10	3.56598642698494
CENPQ	4.11751913728451
UTY	3.28883003517050
OR2W1	3.1460221410945
ATP5G2	10.5671825144257
ZEB1	4.07769001283736
ZG16	3.72987783328989
ERG	4.39199530426403
PARN	6.52940076523332
SOD2	4.24939242371210
JOSD3	7.25705083424127
ADAM5P	3.12675078373579
CHD9	6.25596041365443
hCG_40738	3.97101442459184
STK16	5.11065534754855
PDE1C	3.46284034965489
SEMA4D	4.02611206601138
AGPAT1	5.831791513989
TOB2	5.41072008544277
BANK1	5.56093474904834
MAP3K3	5.59168737627543
MAX	5.0292675092283
GRM2	4.29425053338569
OSBPL8	7.28675980187641
PROSC	5.74575432526846
NR4A2	4.34373753042985
RICS	4.36444982850237
PIR	3.60163354282313
PPCS	8.59530791161731
IPO9	5.08755040811194
LONP1	5.44115268989709
EVC	4.261940668971
CXCL13	4.36552255893968
SCYL3	4.6189696173747
KIAA1199	6.42894474534591
SORL1	6.42901487814819
NAT10	6.1060051901699
CHD1	5.76286344802068
SYN3	3.80971848341131
DMC1	3.9152468111884
SLC22A2	3.60327249658736
SERPINF1	9.19259247178996
C20orf27	5.45011377944077
OR7A17	3.26014958155242
RPS6KA5	4.34699464224599
LHB	3.45608351834793
TAOK3	4.65292941593501
STK25	4.76128602825872
SLC12A4	3.58524899536913
BRCA1	3.70158271174426
GBL	5.70076819406622
C14orf108	7.45647862701535
CDC25B	6.02357586358670
BMP3	3.2217160270174
MAP1LC3C	3.85876549711532
TMEM180	3.53397805729159
CRYGC	3.83180552457616
SLK	5.03610065075427
POU3F1	3.55544584644254
C20orf32	4.17352358440389
USP52	4.80004466287679
HIGD1B	4.76590116450639
BAZ1B	5.79366422725183
USP6NL	4.53128590565036
SLCO2B1	4.14357519407092
ABCD4	4.35974285900408
DIMT1L	6.03660543730512
SLC25A46	7.17816469634564
LARP7	6.85188111804602
TEK	3.5583084795031
CD160	3.79163449271381
TERF2IP	7.20256253771143
PHF20	5.42133331255298
COL1A1	8.5959815487896
KIAA0090	5.12756633638562
GTPBP1	4.26899651725371
GRK5	3.90094058449277
AP1S2	5.2483730788353
RAB33B	4.75342712741018
CA11	5.07314964415606
ALDOC	6.71377958893549
NUDT1	4.47772665023489
ZNF212	5.19674603899988
ACBD3	6.70379513698901
ZNF83	6.75105752872116
PRDM2	4.91828184721043
GDPD5	7.50373586075837
PDCD4	5.32710633776006
CEP350	5.21301222989762
FOXP3	3.37709479616387
SMYD3	6.93670191232241
CST7	6.16671889534029
SELL	3.55532483748205
CIAO1	5.7946868483715
LGI2	3.53730017215238
WDR45	5.80874318578865
ANKRD6	6.57859485649225
LTBP4	3.71514224801292
PSCD3	3.34000395523773
PYY	3.45598096294180
KCNC1	3.38036765626183
SIRT6	3.7847350771524
CCL19	3.59747053730874
ARHGEF9	4.28398770478221
ABR	3.92073982801577
C10orf22	5.7474084338868
STK17A	5.23552900402233
FOXE1	3.63271037615683
GML	3.22304187817304
CNGA3	2.98612726294367
CD38	3.92785796887695
ZDHHC6	7.069864210251
NEFH	3.68630313770767
PGBD5	3.39092398542004
CTDSP2	6.34222268526387
RMND5B	5.21063032512258
ZNF257	3.27435767682026
DUSP4	3.94291132519662
FLJ22167	5.99974535721387
EXOSC7	6.4168529233244
ROR2	3.8603249807288
FOXM1	4.17094201581645
ZBTB48	4.59888054868258
BUD31	8.00454075590142
MAOA	3.95325633541556
CCDC41	4.21881492697384
TNNT3	4.04244308029359
FBXO11	4.8392177268855
GYPC	6.67502828004039
PLIN	3.82415854713803
RFXAP	3.47459506745599
C6orf15	5.41393015107545
RNF4	7.15629899196077
F8A1	7.37864663654635
PPP1R3D	4.03492168050502
GRB2	6.58938712843106
TPM3	3.28770096756112
SYT13	3.47757510511362
EPB42	3.86365289694697
RP5-1077B9.4	5.02639240920412
EIF1	10.1719515967861
CETN3	6.88145456210741
FPGT	5.18259591127925
PRY	3.64437353088874
NTHL1	4.83043164648856
POLR2B	8.2780515246673
RPS28	11.8281925710168
GDF10	3.13145508449798
COQ9	6.72121081824553
P2RX3	3.08527307532748
GCC2	6.21989981308288
RARRES3	7.1505362991406
PLXNA1	5.69481695491979
WBP4	4.73749193703518
KIAA0100	5.55696929287522
PMF1	6.57506450202473
HS2ST1	5.60066111659852
CRELD2	5.86687847651048
C8G	3.35238698174733
CD82	5.21125335615135
PMM1	5.30536528778684
CBLL1	3.69741197697265
LIM2	3.27725717299666
VAX2	3.70787915338306
SETDB1	4.69992431314772
LRAP	4.93256296477642
GCLM	6.29068571732827
CPEB3	3.47513807038702
PPM1A	5.85339341951561
INTS1	3.57114503940232
MMP16	3.35037379198087
CAMTA1	3.50370347447059
SAMSN1	4.66206615056974
DRD3	3.07877023738503
GMPPA	5.00304243048987
C11orf73	5.58546804113015
AIPL1	3.59250368747622
PTP4A2	8.85804352429217
IL24	3.68152582250679
BDKRB1	3.4960494180242
HPCA	4.07587391535924
MLF1	6.33167553869795
SEC14L1	4.82916062106416
CHFR	5.30966508059717
EMILIN1	4.37498306966644
THADA	5.77184819408916
TAF12	5.65915351745049
NDUFS4	8.71700665133013
ID1	5.57456500297175
PIK3CB	3.87673762953271
COL18A1	6.69196007378635
PDZD3	3.37954600581269
TBC1D17	4.12808449792958
COX8A	9.93424831960258
CDCA4	6.05973442543881
C2orf44	4.31090368089027
C9orf16	7.56838491782303
ERBB2IP	7.4144765978285
EMX2	8.2978993173045
FUS	5.34904252536494
NIPSNAP3B	3.4778550867741
TF	3.67089964966365
CXorf56	5.0125790188511
CLCN4	3.88544233150768
PWP2	4.50380815112272
MMP15	3.84007657706684
MTMR14	5.18885245879377
NPR1	6.92389478979589
DNAL4	5.7095379034946
ELAC2	4.53006443554556
ASS1	11.2831694801768
IPP	5.1785555947051
TMEM59	10.1979356557262
POLR2J	8.52555378458301
SEC23IP	4.71265755539757
RGS4	4.76439338232391
UQCRC1	9.58670443551572
SNX6	7.33381377040744
DDX18	6.29613217734182
POLG	4.29840845207501
ADAM23	4.19681476377276
ZNHIT2	3.77705400363703
TFR2	3.45135752748306
NCDN	4.02585616307276
RAG1	3.37419536714481
POMT1	4.41200716631999
CYP1A1	3.16361067636092
SNAPC1	5.15218765342033
GNA11	4.8311475565304
CCDC52	3.03791806147925
CAPN1	6.63064307416697
DDHD2	6.49009018352805
UPF3A	5.08092078337659
LAGE3	6.8426817110528
GNRHR	3.31204895968705
UNC13B	4.87376757085147
TTLL4	4.18398846729674
PPBP	3.02464833053645
HTR3A	3.79863346539179
SDC2	7.46738216133339
ANKRD49	7.08151708312686
BTF3	10.6191387033997
COX7A2	10.7910037643818
SARS	8.48903600833019
C13orf18	4.28942231196331
CACNB1	4.04522573365247
QKI	5.70635489110852
SETMAR	5.94266841461065
LAMB4	3.39543895173542
MAN2B1	5.57445309424380
