Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_F06_298064
Composite Element REF	Signal
AACS	5.4996455599461
FSTL1	6.05085153063805
ELMO2	5.27608236544446
CREB3L1	3.66387022638505
RPS11	10.0022048517291
PNMA1	9.393175311949
MMP2	6.55494395580473
SAMD4A	3.82312501954568
SMARCD3	4.92068013978779
A4GNT	3.67947913304652
C9orf39	3.50296190858693
PKNOX2	3.77137088239235
RALYL	3.52387561831242
ZHX3	4.16324166288261
ERCC5	5.73368370280846
RXFP3	3.18830677012295
APBB2	4.54424637505487
BBOX1	5.59460708169008
PRO0478	3.12557475132473
GCSH	8.89996285459753
XDH	3.78020192465973
EDN1	3.35616567872848
MTERF	6.10296469000036
PDCL3	5.82551463303903
CLK4	5.75614785183684
KCNG1	4.03031403074237
CXCR4	8.95324541013385
DECR1	5.61468490992521
SALL1	3.3853489835009
PTPRR	3.44667619772550
CADM4	3.67965211888118
IRAK1	10.1586907305430
CFHR5	3.42287487680822
HNRPD	6.65348134533416
TMSB10	12.3305895056470
CXCL3	4.54312317749767
LMAN1	3.86341725263731
SUHW1	3.49862926496172
CHD8	6.21840418872258
SUMO1	6.21543227717217
GP1BA	3.63329548485340
OR7A10	3.52655750358336
DDB1	7.59736311955614
CHRNA10	3.793379656751
STYK1	3.96405287501751
MYO9B	4.76647744952422
CCNI	10.1821703334941
MMP7	8.46106296765794
EP300	6.98622094104884
CRNKL1	6.25792528165741
C9orf45	3.46252586193972
XAB2	4.71591822378985
RTN1	3.86978867144538
HIC2	3.91927798275119
TBX10	3.42585821043169
CENPQ	3.92457286869968
UTY	3.30262790814097
OR2W1	3.07218626239548
ATP5G2	11.0310164522108
ZEB1	3.69902114304898
ZG16	3.51902621623457
ERG	3.51817132309345
PARN	6.95014960274247
SOD2	4.92038711381039
JOSD3	8.18574171452495
ADAM5P	3.31762266099443
CHD9	4.57496914177614
hCG_40738	3.63298843218736
STK16	4.24768258935974
PDE1C	3.67649355267732
SEMA4D	5.09932854570927
AGPAT1	7.44830727845648
TOB2	6.29444168302661
BANK1	3.77331882797662
MAP3K3	5.09847261265064
MAX	4.99441723224406
GRM2	3.78423524761547
OSBPL8	5.41610000370842
PROSC	4.30628104545264
NR4A2	3.74975457277091
RICS	5.01300347559201
PIR	3.69096273711538
PPCS	8.20754121371375
IPO9	6.56870150893905
LONP1	6.598367419059
EVC	4.07058530928414
CXCL13	4.00335800579108
SCYL3	5.66329586940171
KIAA1199	5.50626496046213
SORL1	8.427785974873
NAT10	6.18794251069624
CHD1	4.99866341982405
SYN3	3.68256377772819
DMC1	3.81130687428528
SLC22A2	3.44046443739988
SERPINF1	6.44258085549658
C20orf27	5.52433725485866
OR7A17	3.45435929286554
RPS6KA5	4.49584661162289
LHB	4.2570636425771
TAOK3	4.42090918979425
STK25	5.81991964406433
SLC12A4	3.66571649932386
BRCA1	3.47310509117363
GBL	5.40291460037011
C14orf108	7.15990320252659
CDC25B	6.2577282247698
BMP3	3.37860086625982
MAP1LC3C	4.09991905219464
TMEM180	3.49082431921936
CRYGC	5.58073045654267
SLK	5.0569054109046
POU3F1	3.4182741909222
C20orf32	3.9528610184993
USP52	6.72902196897514
HIGD1B	4.24188862004716
BAZ1B	6.21247026156825
USP6NL	4.71330784532589
SLCO2B1	3.64256659672961
ABCD4	4.49348021969927
DIMT1L	5.26578756983448
SLC25A46	6.79869545661705
LARP7	5.04094835338939
TEK	3.47810254186611
CD160	3.41476548307416
TERF2IP	6.99622011945743
PHF20	5.72620578789905
COL1A1	6.639037259234
KIAA0090	5.90316159939434
GTPBP1	4.65404290019735
GRK5	3.73385630813491
AP1S2	5.19799697742066
RAB33B	3.89063899612804
CA11	4.37507231902791
ALDOC	5.19126589197811
NUDT1	4.64838720772624
ZNF212	5.3039542007576
ACBD3	7.21879527213978
ZNF83	6.73523413493115
PRDM2	4.50916887904362
GDPD5	5.56102836026913
PDCD4	5.16692832309783
CEP350	5.9584923588017
FOXP3	3.33439973537146
SMYD3	6.70578803088522
CST7	4.05687284032166
SELL	3.82903729058709
CIAO1	5.33857345440831
LGI2	3.57270832082861
WDR45	6.63561362373631
ANKRD6	4.90789288329028
LTBP4	5.27304330713825
PSCD3	3.57051262794457
PYY	3.29591547535118
KCNC1	3.34082262964186
SIRT6	4.13337930660796
CCL19	3.86399140876891
ARHGEF9	4.14560709022747
ABR	4.00641545790731
C10orf22	6.0291829052682
STK17A	4.18572341840768
FOXE1	3.62502430294077
GML	3.31584305423025
CNGA3	3.27581561122162
CD38	3.65940866625776
ZDHHC6	6.65127071713234
NEFH	4.6703015000468
PGBD5	3.85975173257106
CTDSP2	6.92295934811301
RMND5B	5.4550833547548
ZNF257	4.01093456192427
DUSP4	3.51889527192244
FLJ22167	5.47627600568861
EXOSC7	6.07608227032263
ROR2	3.7288549067815
FOXM1	5.69016565017284
ZBTB48	4.64134575682486
BUD31	7.27920063793312
MAOA	3.72291131784666
CCDC41	3.95373980731053
TNNT3	4.13084891894375
FBXO11	5.04064407217412
GYPC	4.9093291279008
PLIN	3.34289664336378
RFXAP	3.62931437079362
C6orf15	3.69913428209968
RNF4	6.2607879114527
F8A1	9.01167292294855
PPP1R3D	4.25701744568523
GRB2	5.23004814970615
TPM3	3.41883378967480
SYT13	3.75947029254046
EPB42	3.35337367749754
RP5-1077B9.4	5.19965407478139
EIF1	9.92752588906938
CETN3	6.01815160757414
FPGT	3.99191535898798
PRY	3.53902281635212
NTHL1	5.46071672585953
POLR2B	7.9740321208149
RPS28	12.3965195977525
GDF10	3.65920481219189
COQ9	6.44507851703023
P2RX3	2.92806099445305
GCC2	5.72548515080986
RARRES3	6.1387995655367
PLXNA1	6.33529193679426
WBP4	4.58387711131878
KIAA0100	7.03913325199314
PMF1	6.63899926834852
HS2ST1	4.44844302412228
CRELD2	8.05329254091925
C8G	3.12307879188825
CD82	5.239540407331
PMM1	4.40661569779902
CBLL1	4.0350779586775
LIM2	3.75119486092582
VAX2	3.47015242171201
SETDB1	5.48777993924633
LRAP	3.10974076353973
GCLM	5.66197984946399
CPEB3	3.1932401871394
PPM1A	5.69820973543734
INTS1	4.33432689494022
MMP16	3.41667732446492
CAMTA1	3.58414867863273
SAMSN1	3.57557236810393
DRD3	3.15191059821041
GMPPA	5.79765113729129
C11orf73	4.92666907217919
AIPL1	3.88912857790062
PTP4A2	8.77030396620424
IL24	3.66648126337018
BDKRB1	3.40177143495688
HPCA	3.56854241029299
MLF1	5.30654806674546
SEC14L1	4.91422844941304
CHFR	4.46343706385586
EMILIN1	3.48824591326709
THADA	5.96139873281342
TAF12	3.85789796663112
NDUFS4	7.2224286355144
ID1	4.65487056819274
PIK3CB	3.97202383045065
COL18A1	9.12306142069986
PDZD3	3.23214348662363
TBC1D17	4.12533510954903
COX8A	9.33759318512288
CDCA4	5.96239652813986
C2orf44	3.95179027621504
C9orf16	7.64027881166548
ERBB2IP	6.71999379881709
EMX2	9.81419137190846
FUS	6.3030184241927
NIPSNAP3B	3.53868993610785
TF	3.38615707220143
CXorf56	4.70548927751625
CLCN4	3.7864385479612
PWP2	5.51927642964186
MMP15	4.55328265608616
MTMR14	5.42081271079155
NPR1	5.48312162282711
DNAL4	5.84478955559208
ELAC2	4.5993223208648
ASS1	10.8196700231737
IPP	6.28158582830843
TMEM59	9.7570033493005
POLR2J	9.03259262467453
SEC23IP	4.80998513514018
RGS4	3.77020978568276
UQCRC1	9.8279386614467
SNX6	7.88802237298883
DDX18	6.01213789473666
POLG	4.42716307231994
ADAM23	4.01266102203414
ZNHIT2	4.39503801287728
TFR2	3.39351078350818
NCDN	4.51704241480682
RAG1	3.36470870290876
POMT1	4.8013538256814
CYP1A1	3.72027714156655
SNAPC1	4.94960223733056
GNA11	5.13118187041244
CCDC52	3.06292971312515
CAPN1	6.30194407620843
DDHD2	5.40711226531179
UPF3A	6.38736171721242
LAGE3	5.96513041531822
GNRHR	3.2493565424988
UNC13B	5.99878159050671
TTLL4	5.13617179484199
PPBP	2.99762279015296
HTR3A	4.96800869035996
SDC2	4.3252191131939
ANKRD49	6.30669351692692
BTF3	10.2824776329164
COX7A2	9.52472773666425
SARS	7.34495102469323
C13orf18	3.66886648608249
CACNB1	3.88035179782269
QKI	4.91567645494721
SETMAR	5.05731041510444
LAMB4	3.38855773738179
MAN2B1	6.28364894176848
EML3	5.33368399370613
ACADL	3.61866498856616
OFD1	6.39654337645507
CGA	3.70078501797807
EIF3EIP	11.0554474466503
PEX16	5.18322147062349
GNG12	5.70052554816012
HABP4	4.39589755401495
CNTN2	3.63083700961849
ASNSD1	6.56296788118513
FUT4	4.18635941252802
DBH	3.4124598867751
CD53	4.64554871661768
HIST1H2BJ	4.00895360860760
TFAP2B	3.61855297650748
ACF	3.79636950541187
TMEM11	5.71919598510559
CDH8	3.37228561281055
C3orf32	4.61205316670244
AGPS	4.77129974560081
C4orf18	3.27428486939585
PCCB	6.6032726097965
IPO13	5.20430979089927
PECI	6.91660897617089
UNG	5.9500484786447
C6orf105	4.00234514015847
GSTP1	8.85668017256898
SUV420H1	7.24977056900951
ARHGAP15	3.32667278401748
LTBR	6.36804239902288
TDRKH	3.38176432615067
PSG4	3.49901934308378
SLC9A3R1	4.33366093016847
NBPF3	10.4872681754360
SLC9A3	3.84722445947949
OSBP	5.45804170473628
PRR5	5.09854393303316
CHMP7	5.20442920435772
ADRA1A	3.32810279799674
ASAH1	5.14012796694587
FKBP4	5.69280490087344
ZNF350	4.16665408454172
DOM3Z	5.50899558454826
GIPR	3.68788907783233
AHI1	4.39338299401697
BST1	4.21855628931579
NCR2	3.41512486382018
NADSYN1	4.46051713987478
UBE2W	3.87217604985796
RGS14	4.2692379925073
KRT15	3.61538391476659
SCN11A	3.92623762201685
GFI1	3.7463978663649
FHL1	4.47513708059496
SMC6	5.94908610982497
GATA1	3.62017216083199
OSGEP	5.81572961088739
ARMC6	4.80976891360261
HK3	3.66982007747007
PSMD5	5.40353908739009
RSU1	5.9345609495869
RPL4	12.1972073925396
MAD2L1	4.10466353380384
RBPMS	3.87351113798794
EIF4A3	7.50652587104968
E4F1	5.11445755568541
DLEC1	3.75847098827637
PRPF3	5.4211663499696
EMR1	3.44605357275909
CHMP2B	5.63444383021534
CAMSAP1	4.71834452511442
RPS21	10.2436788316530
XCR1	3.9834729255804
ARID5A	4.26728019384923
RBM6	5.74844429670834
UBE2N	5.86433125823582
KLF4	3.98236930985338
MGC4172	4.49801929028407
LMO4	7.52869625691919
KLKB1	3.85860170708813
HDAC3	5.47859460934293
HP	4.12081609290827
SCHIP1	5.70286152839659
BTK	4.09823260330631
KRCC1	7.49831822227584
PRND	3.09808060886961
C6orf27	3.69005457717002
PIGL	3.87958063226085
CLCA1	3.77422846490893
C1orf112	4.82324467689009
OLFML2A	5.2494118107705
HUS1	4.66560667210664
SFRS6	7.05731884459623
CXCR7	4.52959354818652
UIMC1	5.1650684542852
FXYD2	3.68684757648210
GOT2	6.32867095594083
ZNF667	3.46944818234454
TFEC	3.76122159677504
ATP7B	3.99423412587447
RAB38	6.59883694316785
POLD2	6.60391673919106
PPM1H	5.59863241117313
DCX	3.42416641699148
NFYC	5.66865617426401
ZNF228	3.17452358935391
KIN	4.41702618224762
PLSCR4	4.22976863915194
HIST1H4I	4.07155712508168
PPARGC1A	3.40167666186935
HIG2	6.1863477745551
KCNK10	3.94938414143489
EXOC1	6.7097131063068
OR6A2	3.59925545630313
ETFA	5.96429520886097
