Hybridization REF	APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_B10_464088
Composite Element REF	Signal
AACS	6.06079173379335
FSTL1	7.20818612446843
ELMO2	5.18222611436965
CREB3L1	3.93284758253842
RPS11	10.1657189835352
PNMA1	7.97978269231767
MMP2	7.94757335852699
SAMD4A	3.76146723272138
SMARCD3	6.81097567074089
A4GNT	3.65823415022766
C9orf39	3.21337555521877
PKNOX2	4.08893943655057
RALYL	3.32787193703125
ZHX3	4.30171108370151
ERCC5	6.24235946170718
RXFP3	3.24731853014023
APBB2	4.06747194576898
BBOX1	3.05888818559824
PRO0478	3.03950897185037
GCSH	9.60364615159254
XDH	3.87894176289883
EDN1	3.94826170418401
MTERF	6.4114181457088
PDCL3	6.91251377429408
CLK4	5.46103748029759
KCNG1	4.45896249878066
CXCR4	8.46114867185123
DECR1	7.74165964553964
SALL1	3.13793469799124
PTPRR	3.31171755427415
CADM4	3.50379056403529
IRAK1	8.25123837834487
CFHR5	3.32987761757776
HNRPD	7.88067044208196
TMSB10	11.4020332002451
CXCL3	3.76933464142149
LMAN1	3.80551914192551
SUHW1	3.43530298938513
CHD8	6.01920079000182
SUMO1	8.20395313361847
GP1BA	3.48715627958532
OR7A10	4.18619465845453
DDB1	6.44243949470269
CHRNA10	3.70416782017662
STYK1	3.55807872925987
MYO9B	4.52597845584161
CCNI	10.1432549016233
MMP7	6.83028288910565
EP300	6.16324765261897
CRNKL1	7.9029488768315
C9orf45	3.22229256966776
XAB2	3.72549263979927
RTN1	3.36844278333077
HIC2	4.08915755395440
TBX10	3.37996726420155
CENPQ	4.35135903413097
UTY	3.31200033431056
OR2W1	2.87242698969027
ATP5G2	10.4629411708859
ZEB1	3.16692525926783
ZG16	3.58157402063314
ERG	3.53969000284996
PARN	8.07777002703658
SOD2	5.05909785240988
JOSD3	8.01405657757074
ADAM5P	3.31612654641532
CHD9	6.83190919869255
hCG_40738	3.53685641659968
STK16	6.60318532290982
PDE1C	3.60935111743899
SEMA4D	5.94025632657422
AGPAT1	7.00273777220833
TOB2	6.79725047746263
BANK1	4.83076160486775
MAP3K3	4.23756680612502
MAX	4.78061565607163
GRM2	3.88141563229687
OSBPL8	7.14304341046372
